Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
465  Points		546  Points		465  Points		408  Points		374  Points		288  Points		484  Points		430  Points		375  Points		287  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.279505	379.822	2.45017e-005	0.0304748	1.0006	2.33664	0.341596	5080.22	0.559018	1394.66	0.838526	1480.46	0.139756	718.25	0.419266	486.349	0.68319	987.257	0.698775	1261.12
0.27949	167.602	0.000114235	0.0658154	0.998758	2.33743	0.341616	341.98	0.559025	419.524	0.83853	559.733	0.139802	124.128	0.419277	233.741	0.683182	420.755	0.698799	470.322
0.279463	107.516	0.000269486	0.10103	0.996919	2.33822	0.341671	176.974	0.55904	246.902	0.838538	345.108	0.139915	67.9868	0.419295	153.844	0.683167	267.342	0.698844	289.079
0.279424	79.1352	0.000489853	0.136105	0.995082	2.33903	0.34176	119.399	0.559063	174.931	0.83855	249.458	0.140092	46.8589	0.419321	114.658	0.683145	195.907	0.698911	208.681
0.279374	62.6025	0.000774667	0.170979	0.993246	2.33983	0.341884	90.1112	0.559094	135.452	0.838565	195.325	0.140335	35.7873	0.419355	91.3857	0.683117	154.594	0.698999	163.284
0.279313	51.7787	0.00112328	0.205635	0.991411	2.34065	0.342042	72.3788	0.559132	110.516	0.838584	160.498	0.140641	28.9799	0.419396	75.9701	0.683083	127.668	0.699108	134.12
0.279241	44.1414	0.00153465	0.240007	0.989577	2.34147	0.342234	60.493	0.559178	93.3364	0.838606	136.213	0.141011	24.3764	0.419445	65.0077	0.683044	108.727	0.699237	113.803
0.279159	38.4635	0.00200767	0.274053	0.987744	2.3423	0.342459	51.9736	0.559232	80.7825	0.838633	118.313	0.141443	21.0593	0.419501	56.8127	0.682999	94.6785	0.699387	98.8399
0.279067	34.0764	0.00254123	0.307746	0.985912	2.34313	0.342718	45.5693	0.559294	71.2079	0.838663	104.572	0.141937	18.5584	0.419566	50.4551	0.682949	83.843	0.699556	87.361
0.278965	30.5844	0.00313387	0.341037	0.984082	2.34397	0.343009	40.5809	0.559364	63.6648	0.838696	93.6918	0.14249	16.6076	0.419637	45.3793	0.682896	75.2314	0.699745	78.2769
0.278854	27.7389	0.00378425	0.373902	0.982253	2.34482	0.343333	36.5863	0.559441	57.5688	0.838734	84.8633	0.143102	15.0451	0.419717	41.2335	0.682838	68.2227	0.699952	70.9096
