Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
466  Points		546  Points		465  Points		407  Points		375  Points		288  Points		484  Points		430  Points		375  Points		288  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.279508	-0.00867952	2.45017e-005	0.0963124	1.00069	1.97456	0.341612	0.0542403	0.559017	0.0057138	0.838527	0.00542097	0.139776	0.0923205	0.419265	0.00993708	0.683192	-0.00437725	0.698772	0.0153259
0.2795	-0.0150291	0.000114235	0.131473	0.998852	1.97395	0.341662	0.0727771	0.559022	0.00989015	0.838532	0.00743249	0.139862	0.127487	0.419274	0.0140076	0.683188	-0.0079703	0.698786	0.026946
0.27948	-0.0276325	0.000269486	0.201577	0.997014	1.97271	0.341747	0.109857	0.559036	0.0182444	0.838541	0.0114163	0.140013	0.197538	0.419291	0.0221909	0.683177	-0.0151606	0.698822	0.0500877
0.279449	-0.0400953	0.000489853	0.271108	0.995176	1.97147	0.341867	0.14681	0.559056	0.0266033	0.838553	0.0153555	0.14023	0.267034	0.419315	0.0303542	0.68316	-0.0222169	0.698879	0.07308
0.279406	-0.0523498	0.000774667	0.339931	0.99334	1.97025	0.342021	0.183436	0.559085	0.0349715	0.838569	0.0193521	0.140511	0.335787	0.419347	0.0384779	0.683136	-0.0290053	0.698958	0.095847
0.279351	-0.0642612	0.00112328	0.407849	0.991505	1.96904	0.342209	0.2197	0.559122	0.0433582	0.838589	0.023317	0.140856	0.403639	0.419387	0.0466685	0.683106	-0.0354777	0.699058	0.118236
0.279286	-0.0758526	0.00153465	0.474618	0.989671	1.96779	0.34243	0.255608	0.559166	0.0517089	0.838613	0.0272918	0.141263	0.470422	0.419434	0.0548467	0.68307	-0.0415376	0.699178	0.140236
0.27921	-0.087097	0.00200767	0.540187	0.987838	1.96655	0.342685	0.291095	0.559218	0.0600605	0.83864	0.0312862	0.141732	0.535947	0.419489	0.0629999	0.683028	-0.047139	0.699319	0.161825
0.279124	-0.0977936	0.00254123	0.604382	0.986006	1.9653	0.342973	0.326034	0.559278	0.0684875	0.838671	0.0352468	0.142262	0.600127	0.419552	0.0711764	0.682982	-0.0523358	0.69948	0.182956
0.279028	-0.107981	0.00313387	0.667074	0.984176	1.96406	0.343293	0.360391	0.559346	0.0768453	0.838706	0.0392128	0.14285	0.662861	0.419622	0.0793264	0.682931	-0.0570167	0.69966	0.203537
0.278922	-0.117662	0.00378425	0.728224	0.982347	1.96281	0.343644	0.394239	0.559421	0.0852113	0.838744	0.0431897	0.143497	0.72395	0.4197	0.0874964	0.682876	-0.0611049	0.699859	0.223534
0.278808	-0.126697	0.00449084	0.787682	0.980518	1.96156	0.344027	0.42744	0.559504	0.0935937	0.838786	0.0471885	0.144199	0.78336	0.419785	0.0957065	0.682817	-0.064667	0.700076	0.24302
0.278686	-0.1351	0.005252	0.845369	0.978691	1.96032	0.344441	0.459929	0.559595	0.101936	0.838832	0.0511578	0.144957	0.841094	0.419878	0.103924	0.682755	-0.0676897	0.700312	0.261923
0.278557	-0.142823	0.00606609	0.90127	0.976866	1.95907	0.344884	0.491804	0.559694	0.110343	0.838882	0.0551414	0.145767	0.897018	0.419979	0.112081	0.682691	-0.0701462	0.700565	0.280247
0.27842	-0.14992	0.00693142	0.955356	0.975041	1.95781	0.345357	0.522959	0.559801	0.118735	0.838935	0.0591533	0.146628	0.951076	0.420087	0.120267	0.682624	-0.0720563	0.700834	0.298071
0.278277	-0.156277	0.00784629	1.00757	0.973217	1.95654	0.345859	0.553336	0.559916	0.127097	0.838992	0.063149	0.147539	1.00324	0.420203	0.128509	0.682556	-0.0733864	0.70112	0.315262
0.278129	-0.161887	0.00880892	1.05795	0.971395	1.95532	0.346388	0.583035	0.560038	0.135471	0.839053	0.0671119	0.148498	1.05358	0.420326	0.136716	0.682488	-0.0742153	0.701422	0.33192
0.277976	-0.166807	0.00981766	1.10641	0.969574	1.95405	0.346945	0.612039	0.560168	0.143869	0.839117	0.0710827	0.149502	1.10204	0.420457	0.144927	0.682418	-0.0745549	0.701738	0.348098
0.277818	-0.170935	0.0108706	1.15302	0.967754	1.95277	0.347529	0.640235	0.560306	0.152242	0.839185	0.0750692	0.150551	1.14864	0.420596	0.153147	0.682349	-0.0743552	0.70207	0.363754
0.277657	-0.174357	0.0119662	1.19782	0.965935	1.95151	0.348138	0.667699	0.560452	0.160638	0.839257	0.0790872	0.1515	1.18782	0.420743	0.161382	0.68228	-0.0737361	0.702416	0.378952
0.277493	-0.177026	0.0131026	1.24076	0.964117	1.95025	0.348773	0.694427	0.560605	0.169008	0.839332	0.0830947	0.152333	1.22011	0.420897	0.169649	0.682211	-0.0726443	0.702776	0.393675
0.277327	-0.178922	0.0142782	1.28197	0.962301	1.94896	0.349432	0.720418	0.560767	0.177398	0.839412	0.0870816	0.153039	1.24613	0.421059	0.177908	0.682144	-0.07112	0.70315	0.40796
0.27716	-0.180149	0.0154914	1.32147	0.960486	1.9477	0.350115	0.745665	0.560936	0.185829	0.839495	0.0911002	0.153608	1.26615	0.421228	0.186149	0.682079	-0.0692432	0.703537	0.421809
0.276991	-0.180626	0.0167406	1.35923	0.958672	1.94644	0.350822	0.770233	0.561113	0.194194	0.839581	0.0951091	0.154031	1.28057	0.421406	0.194427	0.682015	-0.0669543	0.703936	0.435297
0.276823	-0.180335	0.0180242	1.39534	0.956859	1.94515	0.351551	0.794101	0.561298	0.202576	0.839672	0.0990986	0.154305	1.28968	0.421591	0.202708	0.681954	-0.0643543	0.704348	0.44843
0.276655	-0.179387	0.0193407	1.42993	0.955047	1.94389	0.352301	0.817226	0.56149	0.210988	0.839766	0.103123	0.154702	1.30266	0.421783	0.210993	0.681895	-0.0614246	0.704771	0.46122
0.276489	-0.177785	0.0206887	1.46291	0.953237	1.94263	0.353073	0.839746	0.561691	0.219391	0.839864	0.107142	0.155138	1.31652	0.421984	0.219287	0.68184	-0.0581287	0.705207	0.473689
0.276324	-0.175458	0.0220667	1.49446	0.951427	1.94134	0.353866	0.861569	0.561899	0.227773	0.839966	0.111153	0.155738	1.33498	0.422192	0.227598	0.681787	-0.0546131	0.705654	0.485811
0.276162	-0.17249	0.0234734	1.5246	0.949619	1.94008	0.354679	0.88273	0.562115	0.236187	0.840071	0.115146	0.156508	1.35788	0.422408	0.235943	0.681738	-0.0508045	0.706112	0.497675
0.276003	-0.168898	0.0249076	1.55331	0.947812	1.9388	0.355511	0.903298	0.562339	0.244594	0.84018	0.119177	0.157458	1.38466	0.422632	0.244284	0.681692	-0.0467763	0.706581	0.509319
0.275847	-0.164642	0.0263679	1.58077	0.946006	1.9375	0.356362	0.923267	0.562571	0.252984	0.840293	0.123211	0.158594	1.41494	0.422863	0.252618	0.681651	-0.0425285	0.707061	0.520669
0.275696	-0.159793	0.0278532	1.60699	0.944202	1.93621	0.357231	0.942623	0.562811	0.261414	0.84041	0.127252	0.159928	1.44825	0.423102	0.261008	0.681613	-0.0379878	0.707552	0.531796
0.275549	-0.154417	0.0293623	1.63196	0.942398	1.93496	0.358119	0.961415	0.563058	0.269852	0.84053	0.131304	0.161293	1.48014	0.42335	0.269365	0.68158	-0.0333011	0.708052	0.542699
0.275408	-0.148424	0.0308942	1.65583	0.940596	1.93369	0.359023	0.979662	0.563313	0.278231	0.840654	0.135306	0.162687	1.51059	0.423604	0.277729	0.681551	-0.0284687	0.708563	0.55337
0.275273	-0.141859	0.0324478	1.67859	0.938795	1.9324	0.359944	0.997332	0.563577	0.286641	0.840782	0.139355	0.164108	1.53958	0.423867	0.286182	0.681527	-0.0234181	0.709083	0.563874
0.275144	-0.134808	0.034022	1.70031	0.936995	1.93114	0.360881	1.01451	0.563848	0.29511	0.840914	0.143426	0.165555	1.5673	0.424138	0.294591	0.681507	-0.0182241	0.709614	0.574188
0.275022	-0.127224	0.0356161	1.72103	0.935197	1.92987	0.361834	1.03121	0.564127	0.303553	0.84105	0.147465	0.167028	1.59372	0.424416	0.302986	0.681493	-0.0128899	0.710153	0.584342
0.274907	-0.119161	0.037229	1.7408	0.933399	1.92857	0.362803	1.04741	0.564413	0.311942	0.841189	0.151516	0.168525	1.61887	0.424702	0.311427	0.681483	-0.00742156	0.710703	0.594323
0.2748	-0.110579	0.0388599	1.75969	0.931603	1.92728	0.363786	1.0631	0.564708	0.32037	0.841332	0.155589	0.170045	1.6429	0.424996	0.319885	0.681479	-0.00183165	0.711261	0.604178
0.274701	-0.101546	0.040508	1.7777	0.929808	1.92602	0.364784	1.07837	0.56501	0.328804	0.841479	0.159633	0.171586	1.66584	0.425298	0.32838	0.68148	0.00392825	0.711828	0.613853
0.27461	-0.0920477	0.0421725	1.79489	0.928014	1.92476	0.365796	1.09323	0.56532	0.337249	0.841629	0.163693	0.173149	1.68767	0.425608	0.336873	0.681486	0.00973517	0.712405	0.623389
0.274529	-0.0821336	0.0438526	1.81132	0.926221	1.92347	0.366821	1.10765	0.565639	0.345715	0.841784	0.167784	0.174731	1.70843	0.425926	0.345364	0.681498	0.0156361	0.71299	0.632865
0.274457	-0.0718268	0.0455476	1.82703	0.92443	1.92222	0.36786	1.12163	0.565965	0.354153	0.841942	0.171866	0.176332	1.72826	0.426252	0.353921	0.681515	0.0216519	0.713584	0.642151
0.274395	-0.0610278	0.047257	1.84199	0.92264	1.92095	0.368911	1.13522	0.566299	0.362605	0.842104	0.175927	0.177952	1.74722	0.426586	0.362468	0.681538	0.0277507	0.714187	0.651347
0.274344	-0.0499033	0.04898	1.85631	0.920851	1.91967	0.369975	1.14848	0.56664	0.371012	0.84227	0.180021	0.179588	1.76524	0.426927	0.370991	0.681567	0.0339426	0.714798	0.660437
0.274302	-0.0384209	0.0507161	1.87	0.919063	1.91842	0.371051	1.16132	0.56699	0.379478	0.84244	0.184109	0.181241	1.78237	0.427277	0.379542	0.681602	0.0401741	0.715417	0.669389
0.274272	-0.0265157	0.0524645	1.88309	0.917276	1.91716	0.372139	1.17381	0.567347	0.387986	0.842613	0.188182	0.182909	1.79874	0.427634	0.388147	0.681642	0.0464847	0.716045	0.678285
0.274253	-0.0142777	0.054225	1.89558	0.91549	1.91589	0.373238	1.18605	0.567713	0.396433	0.84279	0.1923	0.184593	1.8144	0.428	0.396787	0.681688	0.0528802	0.716681	0.687068
0.274245	-0.00166684	0.0559967	1.90754	0.913706	1.9146	0.374206	1.19636	0.568086	0.404904	0.842971	0.196434	0.18629	1.82929	0.428374	0.405426	0.681741	0.0592993	0.717325	0.69577
0.27425	0.0112502	0.0577795	1.91899	0.911923	1.91334	0.375037	1.20496	0.568467	0.413349	0.843156	0.200528	0.188001	1.84348	0.428756	0.414061	0.681799	0.0657653	0.717978	0.704387
0.274266	0.0244866	0.0595726	1.92988	0.91014	1.91213	0.375728	1.21194	0.568856	0.421818	0.843345	0.204615	0.189725	1.85702	0.429145	0.422687	0.681863	0.0723254	0.718638	0.712904
0.274296	0.0380688	0.0613756	1.94038	0.908359	1.91088	0.376278	1.21735	0.569253	0.430332	0.843538	0.20876	0.191462	1.8699	0.429543	0.431372	0.681934	0.0789269	0.719306	0.721369
0.274337	0.0519031	0.0631882	1.9504	0.90658	1.90963	0.376684	1.22138	0.569658	0.438792	0.843734	0.212874	0.19321	1.8822	0.429949	0.440097	0.68201	0.0855381	0.719982	0.72973
0.274392	0.0660952	0.0650099	1.95996	0.904801	1.90838	0.376944	1.22393	0.570071	0.447288	0.843934	0.217002	0.194969	1.89396	0.430363	0.448833	0.682093	0.0921687	0.720666	0.738028
0.274461	0.0805634	0.0668404	1.9692	0.903024	1.90712	0.377319	1.22743	0.570492	0.455785	0.844138	0.221156	0.196739	1.90518	0.430786	0.457589	0.682182	0.0988381	0.721357	0.746275
0.274542	0.0952907	0.0686793	1.97801	0.901247	1.90591	0.377728	1.2313	0.57092	0.464283	0.844346	0.22529	0.198519	1.91585	0.43116	0.465201	0.682277	0.105585	0.722056	0.75442
0.274638	0.110317	0.0705262	1.9864	0.899472	1.90468	0.378287	1.23653	0.571357	0.472781	0.844558	0.229455	0.200309	1.92601	0.431484	0.471672	0.682379	0.112341	0.722763	0.762505
0.274748	0.125574	0.0723808	1.99447	0.897698	1.90346	0.378996	1.24293	0.571801	0.481282	0.844774	0.23361	0.202108	1.93571	0.431756	0.4771	0.682486	0.119114	0.723477	0.770547
