Sym0		Asym0		Sym1		Sym2		Asym1		Asym2		Asym3	
343  Points		344  Points		201  Points		140  Points		289  Points		289  Points		143  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.575238	3.82123	0.540176	4.60606	0.982877	2.93093			0.772482	2.95117	0.773326	2.95572		
0.577824	3.83072	0.543289	4.60404	0.984852	2.91357			0.774481	2.96196	0.775327	2.96659		
0.580416	3.84006	0.5464	4.60207	0.986815	2.89721			0.776487	2.97286	0.777336	2.97748		
0.583015	3.84927	0.54951	4.60013	0.988768	2.88177			0.7785	2.98386	0.779352	2.98853		
0.58562	3.85837	0.552619	4.59815	0.990711	2.86723			0.78052	2.99496	0.781376	2.99965		
0.588231	3.86721	0.555726	4.5962	0.992644	2.8536			0.782548	3.00607	0.783407	3.01082		
0.590848	3.87592	0.558832	4.59432	0.994569	2.84078			0.784584	3.01727	0.785446	3.02206		
0.593471	3.88457	0.561937	4.59236	0.996485	2.82882			0.786627	3.02858	0.787493	3.03333		
0.596099	3.89303	0.565041	4.59043	0.998393	2.81759			0.788678	3.03989	0.789547	3.04467		
0.598733	3.9013	0.568143	4.58855	1.00029	2.81209			0.790737	3.05125	0.791609	3.05609		
0.601373	3.90942	0.571244	4.58666					0.792803	3.06268	0.793678	3.06751		
0.604018	3.91742	0.574343	4.5848					0.794877	3.07415	0.795756	3.07897		
0.606669	3.92536	0.577442	4.58291					0.796959	3.08564	0.797841	3.09051		
0.609325	3.93311	0.580539	4.58106					0.799048	3.09714	0.799933	3.10203		
0.611986	3.94072	0.583634	4.57927					0.801146	3.1087	0.802034	3.11355		
0.614652	3.94822	0.586729	4.57742					0.803251	3.12028	0.804142	3.12511		
0.617323	3.95555	0.589822	4.57554					0.805364	3.13177	0.806259	3.13675		
0.619999	3.96274	0.592914	4.57379					0.807485	3.14338	0.808383	3.14832		
0.62268	3.96988	0.596005	4.572					0.809613	3.15503	0.810515	3.15986		
0.625366	3.97688	0.599095	4.57015					0.81175	3.16657	0.812654	3.17149		
0.628056	3.98371	0.602184	4.56842					0.813894	3.17814	0.814802	3.18305		
0.630751	3.9905	0.605271	4.5667					0.816046	3.18978	0.816957	3.19459		
0.633451	3.99713	0.608357	4.56487					0.818206	3.2013	0.819121	3.20617		
0.636155	4.00358	0.611442	4.56316					0.820374	3.21282	0.821292	3.21776		
0.638863	4.00998	0.614526	4.56144					0.822549	3.22438	0.823471	3.22931		
0.641576	4.01636	0.617608	4.55967					0.824733	3.23592	0.825657	3.24074		
0.644293	4.02253	0.62069	4.55803					0.826924	3.24744	0.827852	3.25226		
0.647014	4.02854	0.62377	4.55635					0.829123	3.25891	0.830054	3.26372		
0.649739	4.03458	0.626849	4.5546					0.831329	3.27029	0.832264	3.27511		
0.652468	4.04047	0.629927	4.55292					0.833543	3.28174	0.834481	3.28656		
0.655201	4.0462	0.633004	4.55127					0.835766	3.29312	0.836707	3.29793		
0.657937	4.05183	0.63608	4.54964					0.837995	3.30446	0.83894	3.30927		
0.660678	4.05743	0.639154	4.54802					0.840233	3.31579	0.84118	3.32055		
0.663422	4.06295	0.642228	4.54635					0.842478	3.327	0.843428	3.33179		
0.666171	4.06834	0.6453	4.54471					0.84473	3.33826	0.845684	3.34301		
0.668922	4.07361	0.648372	4.54313					0.846991	3.3495	0.847948	3.35418		
0.671677	4.07882	0.651442	4.54158					0.849258	3.36062	0.850219	3.36526		
0.674436	4.08394	0.654511	4.53995					0.851534	3.37168	0.852497	3.37636		
0.677198	4.08893	0.657579	4.53833					0.853816	3.38271	0.854783	3.38741		
0.679964	4.0939	0.660646	4.53681					0.856106	3.39373	0.857076	3.39833		
0.682733	4.0988	0.663712	4.53529					0.858404	3.40469	0.859377	3.4093		
0.685505	4.10353	0.666777	4.53373					0.860709	3.41557	0.861685	3.42018		
0.68828	4.10821	0.669841	4.53219					0.863021	3.42641	0.864	3.43097		
0.691058	4.11283	0.672904	4.53066					0.865341	3.43719	0.866323	3.44172		
0.69384	4.11736	0.675966	4.52914					0.867668	3.44792	0.868653	3.45244		
0.696624	4.12184	0.679027	4.52762					0.870002	3.45859	0.87099	3.46311		
0.699412	4.1262	0.682087	4.52615					0.872343	3.46923	0.873335	3.47364		
0.702202	4.1305	0.685146	4.52472					0.874692	3.47979	0.875686	3.4842		
0.704996	4.13472	0.688203	4.52319					0.877048	3.49023	0.878045	3.49468		
0.707792	4.13885	0.69126	4.52172					0.87941	3.50069	0.88041	3.50507		
0.710591	4.14299	0.694316	4.52028					0.88178	3.51107	0.882783	3.51547		
0.713393	4.14702	0.697371	4.51885					0.884157	3.52136	0.885163	3.52571		
0.716197	4.15096	0.700425	4.51743					0.88654	3.53166	0.887549	3.53593		
0.719004	4.15485	0.703478	4.51601					0.888931	3.5418	0.889943	3.54609		
0.721814	4.15861	0.70653	4.5146					0.891328	3.55192	0.892343	3.55617		
0.724626	4.16241	0.709581	4.51323					0.893733	3.56203	0.89475	3.56626		
0.727441	4.16612	0.712631	4.51184					0.896144	3.57198	0.897164	3.5762		
0.730258	4.1697	0.71568	4.51044					0.898561	3.5819	0.899585	3.58606		
0.733077	4.17325	0.718728	4.50909					0.900986	3.59181	0.902012	3.59589		
0.735899	4.17679	0.721776	4.50775					0.903417	3.60156	0.904446	3.6057		
0.738724	4.18023	0.724822	4.50638					0.905854	3.61128	0.906886	3.6154		
0.74155	4.18362	0.727868	4.50503					0.908299	3.62093	0.909333	3.625		
0.744379	4.18697	0.730912	4.50376					0.910749	3.63051	0.911787	3.63459		
0.747211	4.19022	0.733956	4.50241					0.913207	3.64009	0.914247	3.64408		
0.750044	4.1934	0.736999	4.50113					0.91567	3.64952	0.916713	3.65347		
0.752879	4.19656	0.740041	4.49984					0.91814	3.65894	0.919186	3.66286		
0.755717	4.19971	0.743082	4.49853					0.920617	3.66829	0.921665	3.67215		
0.758557	4.20279	0.746122	4.49728					0.923099	3.67745	0.92415	3.68134		
0.761399	4.2058	0.749162	4.49599					0.925588	3.68663	0.926641	3.69052		
0.764242	4.20872	0.7522	4.49474					0.928083	3.69581	0.929139	3.69966		
0.767088	4.21164	0.755238	4.49351					0.930584	3.70485	0.931643	3.70867		
0.769936	4.21451	0.758275	4.49229					0.933091	3.71381	0.934152	3.71757		
0.772785	4.21726	0.761311	4.49108					0.935605	3.72278	0.936668	3.72646		
0.775637	4.22005	0.764346	4.48986					0.938124	3.7316	0.93919	3.7353		
0.77849	4.22276	0.76738	4.48865					0.940649	3.74036	0.941718	3.74406		
0.781345	4.22542	0.770414	4.48749					0.94318	3.74908	0.944251	3.75273		
0.784202	4.22807	0.773447	4.4863					0.945717	3.75768	0.946791	3.76135		
0.787061	4.23065	0.776479	4.4851					0.94826	3.76627	0.949336	3.76991		
0.789922	4.23321	0.77951	4.48395					0.950809	3.7748	0.951887	3.77832		
0.792784	4.23565	0.78254	4.48276					0.953363	3.78321	0.954444	3.78677		
0.795648	4.23813	0.78557	4.48162					0.955923	3.79155	0.957006	3.79513		
0.798513	4.24053	0.788599	4.48054					0.958489	3.79986	0.959574	3.80335		
0.80138	4.24289	0.791627	4.47939					0.96106	3.80816	0.962148	3.81155		
0.804249	4.24528	0.794654	4.47827					0.963637	3.81629	0.964727	3.81974		
0.807119	4.24754	0.797681	4.4772					0.966219	3.82435	0.967311	3.82782		
0.809991	4.24978	0.800707	4.47611					0.968807	3.83241	0.969901	3.83575		
0.812864	4.25201	0.803732	4.47501					0.9714	3.84038	0.972497	3.8437		
0.815739	4.25418	0.806756	4.4739					0.973998	3.84831	0.975098	3.85161		
0.818615	4.25633	0.80978	4.4729					0.976602	3.85616	0.977704	3.85941		
0.821493	4.25846	0.812803	4.47184					0.979211	3.86392	0.980315	3.86719		
0.824372	4.26054	0.815825	4.47075					0.981825	3.87158	0.982931	3.87487		
0.827252	4.26254	0.818846	4.46971					0.984445	3.8792	0.985553	3.88244		
0.830134	4.26455	0.821867	4.46868					0.98707	3.8868	0.98818	3.88996		
0.833017	4.26651	0.824887	4.46771					0.989699	3.89433	0.990812	3.89746		
0.835902	4.26845	0.827907	4.46672					0.992334	3.90178	0.993449	3.90489		
0.838788	4.27038	0.830926	4.46567					0.994974	3.90914	0.996091	3.91225		
0.841675	4.27225	0.833944	4.46469					0.997619	3.91646	0.998737	3.91956		
0.844563	4.2741	0.836961	4.46375					1.00027	3.92011	1.00139	3.92317		
0.847453	4.27593	0.839978	4.46272										
0.850343	4.2777	0.842994	4.46175										
0.853235	4.27945	0.84601	4.46086										
0.856129	4.28118	0.849025	4.45991										
0.859023	4.28285	0.852039	4.45894										
0.861918	4.2845	0.855052	4.45804										
0.864815	4.28618	0.858065	4.45714										
0.867713	4.28782	0.861078	4.45619										
0.870611	4.28936	0.864089	4.4553										
0.873511	4.29093	0.867101	4.45441										
0.876412	4.29247	0.870111	4.45351										
0.879314	4.29395	0.873121	4.4527										
0.882217	4.2955	0.876131	4.45185										
0.885121	4.29693	0.879139	4.45096										
0.888026	4.29835	0.882148	4.45012										
0.890931	4.29982	0.885155	4.44924										
0.893838	4.30116	0.888162	4.44845										
0.896746	4.30248	0.891169	4.44765										
0.899655	4.30385	0.894175	4.4468										
0.902564	4.30524	0.89718	4.44602										
0.905475	4.30655	0.900185	4.44522										
0.908386	4.30775	0.903189	4.44442										
0.911298	4.30901	0.906193	4.44367										
0.914211	4.3103	0.909197	4.44289										
0.917125	4.31149	0.912199	4.44214										
0.920039	4.31265	0.915202	4.44137										
0.922955	4.31388	0.918203	4.44063										
0.925871	4.31505	0.921205	4.4399										
0.928788	4.31614	0.924205	4.43914										
0.931706	4.3173	0.927206	4.43845										
0.934624	4.31838	0.930206	4.43775										
0.937544	4.31947	0.933205	4.43705										
0.940464	4.32057	0.936204	4.4363										
0.943384	4.32158	0.939202	4.43562										
0.946306	4.32259	0.9422	4.43498										
0.949228	4.32365	0.945197	4.4343										
0.952151	4.32463	0.948195	4.43361										
0.955074	4.32558	0.951191	4.43296										
0.957998	4.32661	0.954187	4.43233										
0.960923	4.32757	0.957183	4.43167										
0.963848	4.32846	0.960178	4.43103										
0.966774	4.32936	0.963173	4.43041										
0.969701	4.33031	0.966167	4.42975										
0.972628	4.3312	0.969161	4.42916										
0.975556	4.33204	0.972155	4.42857										
0.978485	4.33292	0.975148	4.42792										
0.981414	4.33376	0.978141	4.42739										
0.984343	4.33463	0.981133	4.42677										
0.987273	4.33542	0.984125	4.42616										
0.990204	4.33622	0.987117	4.42565										
0.993135	4.33703	0.990108	4.42505										
0.996067	4.33778	0.993099	4.42449										
0.998999	4.33861	0.996089	4.42396										
1.00193	4.33903	0.999079	4.42339										
		1.00207	4.42313										
