Sym0		Asym0		Sym1		Asym1		Asym2	
340  Points		338  Points		219  Points		291  Points		291  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00357851	9.01414	0.000203138	0.162964	0.459114	2027.29	0.353564	1227.36	0.35356	1607.21
0.00911597	9.01384	0.000452331	0.243076	0.459097	546.018	0.353661	391.908	0.353646	423.87
0.0146525	9.01322	0.000799426	0.322974	0.459059	315.472	0.353859	233.3	0.353832	244.246
0.0201876	9.01225	0.00124379	0.402579	0.459002	221.795	0.354155	166.185	0.354117	171.651
0.0257205	9.01097	0.00178468	0.481841	0.458926	170.996	0.354551	129.142	0.354502	132.408
0.0312507	9.00936	0.00242121	0.560696	0.45883	139.116	0.355045	105.675	0.354986	107.843
0.0367778	9.00745	0.0031521	0.639039	0.458717	117.243	0.355637	89.4882	0.355566	91.03
0.042301	9.00523	0.00397632	0.716852	0.458585	101.303	0.356325	77.6567	0.356244	78.8085
0.0478197	9.00267	0.00489233	0.794047	0.458436	89.1692	0.357108	68.6376	0.357016	69.5299
0.0533333	8.99979	0.00589871	0.870582	0.458272	79.6227	0.357985	61.5396	0.357883	62.2507
0.0588412	8.99658	0.00699386	0.946404	0.458092	71.9153	0.358954	55.812	0.358842	56.3916
0.0643429	8.99303	0.00817606	1.02146	0.457898	65.5617	0.360014	51.0961	0.359892	51.5772
0.0698374	8.98914	0.0094435	1.09571	0.457691	60.2338	0.361163	47.1482	0.361031	47.5537
0.0753242	8.98489	0.0107943	1.16911	0.457472	55.7016	0.362399	43.7971	0.362258	44.1432
0.0808026	8.9803	0.0122266	1.24162	0.457242	51.799	0.36372	40.9187	0.36357	41.2175
0.0862719	8.97533	0.0137382	1.3132	0.457004	48.4033	0.365125	38.4213	0.364965	38.6816
0.0917312	8.96999	0.0153273	1.38383	0.456758	45.4218	0.36661	36.2351	0.366441	36.4638
0.0971798	8.96427	0.0169917	1.45348	0.456507	42.7831	0.368174	34.3066	0.367997	34.509
0.102617	8.95814	0.0187292	1.52212	0.456251	40.4312	0.369815	32.5937	0.369629	32.774
0.108041	8.95162	0.0205378	1.58973	0.455993	38.3221	0.37153	31.063	0.371337	31.2245
0.113453	8.94468	0.0224153	1.6563	0.455734	36.4199	0.373318	29.6875	0.373116	29.833
0.11885	8.93731	0.0243596	1.72181	0.455476	34.6959	0.375175	28.4455	0.374966	28.5772
0.124232	8.9295	0.0263686	1.78624	0.455221	33.1263	0.3771	27.319	0.376883	27.4386
0.129597	8.92123	0.0284402	1.8496	0.454971	31.6914	0.379089	26.2929	0.378866	26.4021
0.134946	8.91248	0.0305722	1.91187	0.454729	30.3747	0.381142	25.355	0.380912	25.4549
0.140275	8.90325	0.0327627	1.97306	0.454496	29.1624	0.383256	24.4945	0.383019	24.5863
0.145586	8.89351	0.0350096	2.03315	0.454275	28.0428	0.385427	23.7026	0.385184	23.7873
0.150875	8.88324	0.0373108	2.09215	0.454068	27.0058	0.387655	22.9718	0.387405	23.05
0.156142	8.87243	0.0396646	2.15006	0.453877	26.0429	0.389936	22.2953	0.389681	22.3678
0.161385	8.86105	0.0420688	2.2069	0.453705	25.1466	0.392269	21.6676	0.392008	21.7349
0.166604	8.84908	0.0445217	2.26265	0.453554	24.3105	0.394652	21.0837	0.394385	21.1464
0.171795	8.8365	0.0470215	2.31734	0.453426	23.5289	0.397081	20.5394	0.396809	20.5979
0.176959	8.82328	0.0495663	2.37097	0.453326	22.7969	0.399555	20.0309	0.399279	20.0856
0.182093	8.80941	0.0521544	2.42355	0.453255	22.1103	0.402073	19.5548	0.401792	19.6061
0.187195	8.79484	0.0547841	2.4751	0.453215	21.4651	0.404631	19.1083	0.404346	19.1564
0.192263	8.77955	0.057454	2.52562	0.453211	20.858	0.407228	18.6888	0.406939	18.734
0.197296	8.76352	0.0601622	2.57513	0.453245	20.286	0.409863	18.2939	0.409569	18.3365
0.202291	8.74671	0.0629073	2.62364	0.453319	19.7464	0.412532	17.9216	0.412234	17.9618
0.207246	8.72909	0.0656879	2.67117	0.453438	19.2367	0.415234	17.5701	0.414933	17.608
0.212159	8.71062	0.0685026	2.71773	0.453604	18.755	0.417968	17.2376	0.417663	17.2736
0.217027	8.69128	0.0713498	2.76334	0.453821	18.2991	0.42073	16.9228	0.420423	16.9569
0.221848	8.67102	0.0742284	2.80801	0.454092	17.8675	0.423521	16.6243	0.42321	16.6566
0.226619	8.64982	0.0771369	2.85176	0.454421	17.4584	0.426338	16.3408	0.426024	16.3715
0.231338	8.62762	0.0800743	2.89461	0.454812	17.0705	0.429178	16.0712	0.428862	16.1005
0.236002	8.60441	0.0830392	2.93658	0.455267	16.7025	0.432042	15.8146	0.431723	15.8425
0.240607	8.58013	0.0860305	2.97767	0.455791	16.3531	0.434926	15.5701	0.434605	15.5966
0.245151	8.55475	0.0890472	3.01791	0.456388	16.0214	0.437829	15.3367	0.437507	15.3621
0.24963	8.52824	0.0920882	3.05732	0.457061	15.7063	0.440751	15.1138	0.440426	15.138
0.254042	8.50056	0.0951523	3.0959	0.457815	15.4069	0.443689	14.9007	0.443362	14.9238
0.258384	8.47168	0.0982387	3.13369	0.458652	15.1225	0.446641	14.6966	0.446313	14.7188
0.262651	8.44156	0.101346	3.17068	0.459579	14.8522	0.449607	14.501	0.449278	14.5223
0.266842	8.41018	0.104475	3.20691	0.460597	14.5953	0.452584	14.3135	0.452254	14.3339
0.270952	8.37751	0.107622	3.24239	0.461712	14.3512	0.455573	14.1334	0.455241	14.153
0.274979	8.34353	0.110789	3.27713	0.462926	14.1194	0.45857	13.9603	0.458237	13.9791
0.278919	8.30823	0.113973	3.31114	0.464243	13.8991	0.461575	13.7938	0.461241	13.8119
0.282771	8.27159	0.117174	3.34445	0.465668	13.69	0.464586	13.6335	0.464252	13.651
