Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym3	
405  Points		428  Points		149  Points		112  Points		103  Points		297  Points		123  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.000374464	9.01382	0.000339466	0.536259	0.322781	0.18756	0.459116	0.0540828	0.64552	0.1212	0.161541	0.658671	0.484155	0.15871
0.0087726	9.01276	0.000839095	0.650679	0.322956	0.268819	0.459166	0.101467	0.645633	0.172176	0.162155	0.897535	0.484303	0.222874
0.0171687	9.00949	0.00155193	0.873641	0.323282	0.430784	0.459305	0.196523	0.645841	0.274056	0.163213	1.3695	0.484571	0.351059
0.0255608	9.00405	0.00246703	1.08361	0.323758	0.591458	0.459532	0.292154	0.646143	0.375716	0.164707	1.82775	0.484957	0.47889
0.0339468	8.9964	0.00357113	1.27863	0.324384	0.750427	0.459849	0.388566	0.646541	0.477157	0.166619	2.26862	0.485463	0.606232
0.0423246	8.98652	0.00484962	1.45737	0.325157	0.907232	0.460256	0.486103	0.647032	0.578378	0.168934	2.68923	0.486087	0.732962
0.0506922	8.97437	0.00628678	1.61914	0.326074	1.06147	0.460755	0.584936	0.647618	0.679233	0.17163	3.08756	0.486829	0.858979
0.0590473	8.95981	0.00786671	1.76404	0.327135	1.21276	0.461346	0.685337	0.648298	0.779649	0.174687	3.46234	0.487688	0.98416
0.0673878	8.94277	0.00957388	1.89256	0.328334	1.36074	0.462032	0.787629	0.649071	0.879627	0.178082	3.81294	0.488663	1.1084
0.0757112	8.92314	0.0113933	2.00547	0.32967	1.50514	0.462814	0.892017	0.649937	0.979095	0.181792	4.13952	0.489753	1.23155
0.0840151	8.90078	0.0133108	2.10391	0.331139	1.64565	0.463694	0.998693	0.650896	1.07798	0.185796	4.44251	0.490957	1.3535
0.0922968	8.87556	0.0153137	2.1891	0.332737	1.78207	0.464675	1.10789	0.651946	1.17629	0.19007	4.72271	0.492275	1.47421
0.100554	8.8473	0.01739	2.26237	0.33446	1.9143	0.465759	1.21988	0.653088	1.27396	0.194596	4.98127	0.493705	1.59352
0.108783	8.81575	0.0195294	2.32503	0.336304	2.04215	0.466948	1.33471	0.65432	1.37086	0.199352	5.21934	0.495244	1.71137
