Sym0		Asym0		Sym1		Asym1		Asym2		Asym3	
342  Points		342  Points		210  Points		292  Points		292  Points		144  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.690961	4.45238	0.687448	4.76943			0.855851	3.77748	0.855296	3.77407		
0.693825	4.45726	0.690513	4.76631			0.858285	3.79219	0.857727	3.78883		
0.696692	4.46203	0.693577	4.76332			0.860727	3.80687	0.860168	3.80349		
0.699563	4.46665	0.696638	4.76028			0.86318	3.82147	0.862618	3.81814		
0.702436	4.47119	0.699698	4.75728			0.865641	3.83589	0.865078	3.83263		
0.705312	4.47563	0.702756	4.75435			0.868112	3.85026	0.867546	3.84698		
0.708191	4.48003	0.705811	4.75139			0.870592	3.86456	0.870024	3.86127		
0.711073	4.4843	0.708865	4.74848			0.873081	3.87871	0.872512	3.87548		
0.713957	4.48845	0.711917	4.7456			0.87558	3.89274	0.875008	3.88958		
0.716844	4.49254	0.714967	4.74277			0.878087	3.90671	0.877513	3.90354		
0.719734	4.49655	0.718016	4.73998			0.880603	3.92059	0.880027	3.91741		
0.722626	4.50041	0.721062	4.7372			0.883128	3.93438	0.88255	3.93119		
0.725521	4.50425	0.724107	4.73444			0.885662	3.94801	0.885082	3.94488		
0.728418	4.50803	0.72715	4.73173			0.888205	3.96152	0.887623	3.95846		
0.731318	4.51167	0.730192	4.7291			0.890756	3.97495	0.890172	3.97189		
0.734219	4.51524	0.733231	4.72646			0.893316	3.98825	0.89273	3.98523		
0.737123	4.51873	0.736269	4.72386			0.895885	4.00143	0.895297	3.99848		
0.74003	4.52217	0.739305	4.72129			0.898461	4.01455	0.897872	4.01159		
0.742938	4.52553	0.74234	4.71873			0.901047	4.02758	0.900455	4.02456		
0.745849	4.52881	0.745373	4.71623			0.90364	4.04041	0.903047	4.03746		
0.748762	4.53198	0.748404	4.71376			0.906242	4.05314	0.905647	4.05029		
0.751677	4.53511	0.751434	4.71136			0.908852	4.06582	0.908255	4.06296		
0.754593	4.53816	0.754463	4.70894			0.91147	4.07837	0.910871	4.07551		
0.757512	4.54117	0.757489	4.70656			0.914096	4.09075	0.913495	4.08793		
0.760433	4.54411	0.760515	4.70425			0.91673	4.10304	0.916128	4.10025		
0.763355	4.54691	0.763538	4.70199			0.919372	4.11529	0.918768	4.11246		
0.766279	4.54968	0.766561	4.69974			0.922022	4.12736	0.921416	4.12456		
0.769205	4.55245	0.769582	4.6975			0.924679	4.13928	0.924071	4.13656		
0.772133	4.55511	0.772601	4.69532			0.927345	4.15114	0.926735	4.14844		
0.775063	4.55766	0.775619	4.69312			0.930017	4.16285	0.929406	4.16022		
0.777994	4.56015	0.778636	4.69101			0.932697	4.17449	0.932084	4.17185		
0.780926	4.56268	0.781651	4.689			0.935385	4.18599	0.93477	4.18334		
0.783861	4.5651	0.784665	4.68693			0.93808	4.19736	0.937463	4.19476		
0.786796	4.56743	0.787678	4.68489			0.940782	4.20862	0.940164	4.20604		
0.789734	4.56976	0.790689	4.68291			0.943492	4.21977	0.942872	4.21726		
0.792672	4.57199	0.793699	4.68102			0.946208	4.23086	0.945587	4.22833		
0.795613	4.57417	0.796708	4.67912			0.948932	4.24177	0.948309	4.23928		
0.798554	4.57632	0.799716	4.67722			0.951663	4.25253	0.951038	4.25012		
0.801497	4.5784	0.802723	4.67536			0.9544	4.26327	0.953774	4.26084		
0.804441	4.58039	0.805728	4.67358			0.957145	4.27389	0.956517	4.27146		
0.807387	4.58235	0.808732	4.67185			0.959896	4.28435	0.959266	4.28191		
0.810334	4.58433	0.811735	4.67008			0.962654	4.29468	0.962023	4.29234		
0.813282	4.58623	0.814737	4.66834			0.965418	4.30493	0.964786	4.30265		
0.816231	4.58802	0.817738	4.66673			0.968189	4.3151	0.967555	4.31279		
0.819181	4.58983	0.820738	4.66508			0.970967	4.32512	0.970331	4.3228		
0.822133	4.59157	0.823737	4.66345			0.973751	4.33502	0.973114	4.33274		
0.825085	4.59325	0.826735	4.66195			0.976541	4.34485	0.975903	4.34264		
0.828039	4.59488	0.829731	4.66041			0.979338	4.35454	0.978698	4.35237		
0.830994	4.59654	0.832727	4.65889			0.98214	4.3641	0.981499	4.36191		
0.83395	4.59812	0.835722	4.65739			0.984949	4.37361	0.984307	4.37145		
0.836906	4.59959	0.838716	4.65595			0.987764	4.38298	0.98712	4.38089		
0.839864	4.60108	0.841709	4.65459			0.990585	4.39223	0.98994	4.39012		
0.842823	4.60251	0.844701	4.65322			0.993412	4.40142	0.992765	4.3993		
0.845782	4.60391	0.847692	4.65185			0.996245	4.41047	0.995597	4.4084		
0.848743	4.6053	0.850683	4.65052			0.999083	4.4194	0.998434	4.41736		
0.851704	4.60664	0.853672	4.64928			1.00193	4.4239	1.00128	4.42179		
0.854666	4.60794	0.856661	4.64802								
0.857629	4.60918	0.859649	4.6468								
0.860593	4.61038	0.862636	4.64561								
0.863557	4.61156	0.865623	4.64444								
0.866523	4.61269	0.868608	4.64332								
0.869489	4.61383	0.871593	4.64222								
0.872455	4.61493	0.874578	4.64115								
0.875423	4.61596	0.877561	4.64008								
0.878391	4.61701	0.880544	4.63907								
0.88136	4.61801	0.883526	4.63808								
0.884329	4.61893	0.886508	4.63717								
0.887299	4.61982	0.889489	4.63618								
0.89027	4.62074	0.892469	4.63526								
0.893241	4.62168	0.895449	4.63443								
0.896212	4.62247	0.898429	4.63354								
0.899185	4.62329	0.901407	4.63266								
0.902157	4.62412	0.904386	4.63186								
0.905131	4.62485	0.907363	4.63108								
0.908104	4.62559	0.910341	4.63032								
0.911078	4.62633	0.913317	4.62957								
0.914053	4.62702	0.916294	4.62888								
0.917028	4.62763	0.919269	4.62821								
0.920004	4.62831	0.922245	4.62751								
0.922979	4.62897	0.92522	4.62684								
0.925956	4.62956	0.928194	4.62624								
0.928932	4.63012	0.931168	4.62562								
0.931909	4.63067	0.934142	4.62504								
0.934887	4.63121	0.937116	4.62449								
0.937865	4.63174	0.940089	4.62395								
0.940843	4.63222	0.943061	4.62341								
0.943821	4.63267	0.946034	4.62288								
0.9468	4.63316	0.949006	4.6224								
0.949779	4.63362	0.951978	4.62195								
0.952758	4.63401	0.954949	4.62151								
0.955737	4.63442	0.95792	4.62108								
0.958717	4.63483	0.960891	4.62065								
0.961697	4.6352	0.963862	4.62023								
0.964677	4.63554	0.966832	4.61991								
0.967658	4.63587	0.969802	4.61953								
0.970638	4.6362	0.972772	4.61914								
0.973619	4.63652	0.975742	4.61883								
0.9766	4.63684	0.978711	4.61852								
0.979581	4.6371	0.981681	4.6182								
0.982563	4.63734	0.98465	4.61794								
0.985544	4.63762	0.987619	4.61765								
0.988526	4.63787	0.990587	4.61735								
0.991508	4.63804	0.993556	4.61714								
0.99449	4.63829	0.996524	4.61693								
0.997472	4.63852	0.999493	4.61667								
1.00045	4.6386	1.00246	4.61654								
