Sym0		Asym0		Sym1		Sym2		Asym1		Asym3	
356  Points		364  Points		181  Points		128  Points		287  Points		139  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00230573	9.01368	0.00033863	0.517428	0.459115	-0.27373	0.478894	0.855925	0.239359	0.183824	0.718072	0.0211725
0.00916267	9.01276	0.00073225	0.6144	0.458907	-0.508154	0.479545	1.1272	0.239499	0.322918	0.718088	0.0318782
0.0160182	9.01016	0.00127341	0.806421	0.458342	-0.931463	0.480609	1.61737	0.239851	0.600084	0.718121	0.0533208
0.0228712	9.00613	0.00195918	0.994237	0.45749	-1.25682	0.482005	2.00738	0.240412	0.874721	0.71817	0.0748565
0.0297206	9.00067	0.00278609	1.1771	0.45643	-1.48368	0.483663	2.31225	0.241182	1.14583	0.718235	0.0963993
0.0365653	8.9937	0.00375008	1.35435	0.455232	-1.62891	0.485523	2.55231	0.242156	1.41238	0.718316	0.118046
0.0434041	8.98524	0.00484667	1.52533	0.453952	-1.71288	0.487546	2.74557	0.24333	1.67352	0.718414	0.13981
0.0502359	8.97521	0.00607079	1.68949	0.452626	-1.75263	0.489701	2.90558	0.244702	1.92838	0.718529	0.161631
0.0570594	8.96359	0.00741714	1.84647	0.451285	-1.76081	0.491967	3.04181	0.246264	2.17626	0.71866	0.183654
0.0638736	8.9504	0.00888011	1.99602	0.449947	-1.74632	0.494329	3.16097	0.248013	2.41655	0.718808	0.205812
0.070677	8.93551	0.010454	2.13796	0.448628	-1.7152	0.496776	3.26751	0.249941	2.64882	0.718973	0.228152
0.0774685	8.91881	0.0121329	2.27222	0.447338	-1.6716	0.4993	3.36459	0.252043	2.87279	0.719155	0.250674
0.0842466	8.9003	0.0139111	2.39881	0.446085	-1.61841	0.501895	3.45444	0.254312	3.08813	0.719355	0.273383
0.0910099	8.87988	0.0157826	2.51781	0.444875	-1.5576	0.504556	3.53861	0.256741	3.29473	0.719571	0.296376
0.0977569	8.85744	0.0177418	2.62933	0.443715	-1.49051	0.507279	3.61832	0.259325	3.49247	0.719806	0.319575
0.104486	8.83291	0.019783	2.73359	0.442608	-1.41823	0.510061	3.69431	0.262055	3.68136	0.720058	0.343011
0.111196	8.80609	0.0219008	2.83089	0.441557	-1.34139	0.5129	3.76727	0.264926	3.8616	0.720327	0.366739
0.117884	8.77696	0.02409	2.92143	0.440567	-1.26046	0.515793	3.83766	0.26793	4.03326	0.720616	0.390783
0.124549	8.74532	0.0263456	3.00553	0.439639	-1.17576	0.518738	3.90578	0.271062	4.19646	0.720922	0.415188
0.13119	8.71103	0.0286628	3.08351	0.438778	-1.08752	0.521735	3.97204	0.274315	4.35154	0.721247	0.439869
0.137803	8.67402	0.031037	3.15567	0.437985	-0.995817	0.524782	4.03658	0.277683	4.49869	0.721591	0.464921
0.144387	8.63391	0.033464	3.22232	0.437263	-0.90068	0.527877	4.09954	0.281159	4.63808	0.721955	0.490356
0.150939	8.59064	0.0359396	3.28386	0.436615	-0.802172	0.531019	4.16114	0.284739	4.77011	0.722337	0.51611
0.157457	8.54403	0.0384603	3.34055	0.436042	-0.700152	0.534208	4.22145	0.288417	4.89504	0.72274	0.542323
0.163938	8.49377	0.0410221	3.39266	0.435549	-0.594605	0.537442	4.28056	0.292187	5.01313	0.723162	0.569002
0.17038	8.43963	0.043622	3.40745	0.435138	-0.485324	0.54072	4.33857	0.296044	5.12461	0.723606	0.596079
0.176779	8.38139	0.0462064	3.48457	0.434811	-0.372163	0.544043	4.39556	0.299984	5.2298	0.724069	0.62359
0.183132	8.31875	0.0489236	3.55799	0.434572	-0.25492	0.547408	4.45152	0.304001	5.32903	0.724554	0.651612
0.189435	8.25141	0.0516197	3.56167	0.434423	-0.133371	0.550815	4.50647	0.308092	5.42245	0.725061	0.680116
0.195686	8.17908	0.0543425	3.59539	0.434369	-0.00724502	0.554264	4.56058	0.312251	5.51034	0.725589	0.709138
0.201879	8.10141	0.0570899	3.62624	0.434412	0.123729	0.557754	4.61382	0.316475	5.59294	0.72614	0.738745
0.208012	8.01812	0.0598597	3.6543	0.434557	0.259733	0.561284	4.6661	0.32076	5.67048	0.726713	0.768896
