Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
469  Points		496  Points		234  Points		199  Points		186  Points		130  Points		339  Points		212  Points		174  Points		109  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00234496	5.15966	0.000411344	0.416296	0.279519	0.0729977	0.467431	0.0291931	0.559023	0.0449546	0.838528	0.0251822	0.139796	0.233307	0.419264	0.0343998	0.698773	0.0245373	0.934849	0.00657586
0.00715219	5.15947	0.000799205	0.482685	0.279587	0.106333	0.467458	0.0403121	0.559065	0.0662223	0.838552	0.0378854	0.140013	0.332555	0.419296	0.0597367	0.698796	0.0391127	0.934855	0.0114653
0.0119591	5.15896	0.00131077	0.613442	0.279718	0.173014	0.467506	0.0625364	0.559146	0.108785	0.838599	0.0632508	0.140415	0.52981	0.419375	0.110406	0.698846	0.0682638	0.93487	0.0212997
0.0167653	5.15831	0.00194229	0.739752	0.27991	0.239579	0.467575	0.0848657	0.559268	0.151357	0.83867	0.0885666	0.141	0.724003	0.419501	0.16106	0.698923	0.0974157	0.934894	0.0311539
0.021571	5.15745	0.00268922	0.860902	0.280164	0.30584	0.467664	0.107332	0.559429	0.193873	0.838764	0.11393	0.141765	0.914123	0.419675	0.211685	0.699027	0.126569	0.934928	0.041048
0.0263757	5.15632	0.00354648	0.976345	0.28048	0.371856	0.467775	0.129853	0.559629	0.236279	0.838882	0.139314	0.142704	1.09932	0.419896	0.262179	0.699159	0.155725	0.934971	0.0509485
0.0311792	5.15494	0.00450853	1.08572	0.280857	0.437532	0.467906	0.152555	0.559869	0.278611	0.839024	0.164594	0.143813	1.27884	0.420163	0.312556	0.699317	0.184814	0.935023	0.0608617
0.0359814	5.15335	0.00556961	1.18876	0.281295	0.502746	0.468059	0.1754	0.560148	0.320867	0.839189	0.189886	0.145087	1.45207	0.420478	0.362846	0.699503	0.213841	0.935084	0.0708738
0.040782	5.15157	0.00672366	1.28526	0.281794	0.567549	0.468233	0.198387	0.560467	0.362971	0.839377	0.2152	0.146519	1.61858	0.42084	0.412962	0.699716	0.242892	0.935155	0.0809369
0.0455807	5.14953	0.00796455	1.37521	0.282353	0.631823	0.468429	0.221654	0.560824	0.40492	0.83959	0.240488	0.148103	1.77801	0.421248	0.462949	0.699956	0.271916	0.935235	0.0910289
0.0503775	5.14721	0.0092862	1.45872	0.282971	0.695479	0.468646	0.245118	0.561221	0.446775	0.839826	0.265722	0.149832	1.93017	0.421702	0.512754	0.700223	0.300887	0.935325	0.101179
0.055172	5.14463	0.0106827	1.53594	0.283649	0.758557	0.468886	0.268827	0.561657	0.488445	0.840085	0.290921	0.151699	2.07504	0.422203	0.562338	0.700516	0.329825	0.935424	0.111445
0.059964	5.1418	0.0121483	1.60704	0.284385	0.820993	0.469147	0.292882	0.562131	0.529892	0.840368	0.316123	0.153699	2.21259	0.42275	0.611703	0.700837	0.358697	0.935532	0.121795
0.0647532	5.13871	0.0136772	1.67233	0.285178	0.882656	0.469431	0.317187	0.562644	0.571182	0.840674	0.341259	0.155822	2.34296	0.423343	0.660847	0.701185	0.387511	0.935651	0.132243
0.0695394	5.1354	0.0152645	1.73208	0.286029	0.943506	0.469738	0.341775	0.563196	0.612308	0.841004	0.366409	0.158064	2.46637	0.423982	0.709769	0.701559	0.416282	0.935779	0.142737
0.0743224	5.13176	0.0169048	1.78663	0.286936	1.00361	0.470068	0.366708	0.563785	0.653178	0.841357	0.391514	0.160418	2.58311	0.424666	0.758396	0.70196	0.444965	0.935917	0.153326
0.0791019	5.1278	0.0185936	1.83633	0.287899	1.06288	0.470421	0.392036	0.564413	0.69383	0.841733	0.416529	0.162556	2.67966	0.425395	0.806723	0.702388	0.473621	0.936064	0.16403
0.0838775	5.1236	0.0203266	1.88144	0.288917	1.12122	0.470799	0.417791	0.565078	0.734264	0.842133	0.44151	0.164438	2.75822	0.426169	0.854744	0.702843	0.502221	0.936222	0.174818
0.0886491	5.11908	0.0220995	1.92238	0.289989	1.17864	0.4712	0.443886	0.565781	0.774409	0.842556	0.466496	0.166035	2.8206	0.426987	0.902447	0.703324	0.530711	0.93639	0.185775
0.0934163	5.11422	0.0239087	1.95943	0.291113	1.23511	0.471626	0.470368	0.566521	0.814342	0.843002	0.491419	0.167322	2.86826	0.42785	0.949879	0.703832	0.559127	0.936568	0.196847
0.0981789	5.10904	0.0257507	1.99289	0.29229	1.29063	0.472076	0.49733	0.567298	0.853999	0.843472	0.516289	0.168282	2.90262	0.428757	0.996917	0.704366	0.587466	0.936757	0.208005
