Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
417  Points		418  Points		379  Points		233  Points		400  Points		368  Points		245  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00005	2.42139	1.00074	2.42317	0.433029	0.10012	0.866024	-0.0093537	0.216507	0.0425601	1.0011	1.3152	0.727363	0.0479225
0.997635	2.41824	0.998328	2.42007	0.433129	0.145084	0.866015	-0.0142376	0.216549	0.0788348	0.999789	1.31208	0.727411	0.0781848
0.99523	2.41189	0.995921	2.41373	0.433318	0.234389	0.865996	-0.0240362	0.216664	0.151261	0.998485	1.30593	0.727519	0.138554
0.992831	2.40543	0.99352	2.40727	0.433596	0.32218	0.865967	-0.0338408	0.21685	0.223405	0.997187	1.29988	0.727687	0.198369
0.990438	2.39884	0.991125	2.40077	0.43396	0.407981	0.865929	-0.0435705	0.217109	0.29507	0.995896	1.29392	0.727914	0.257422
0.988052	2.39216	0.988737	2.3941	0.434409	0.49136	0.86588	-0.0532373	0.217438	0.366037	0.99461	1.28808	0.7282	0.31556
0.985673	2.38538	0.986356	2.38734	0.434939	0.571978	0.865823	-0.0628647	0.217838	0.436304	0.99333	1.28229	0.728543	0.372559
0.9833	2.3785	0.983981	2.3805	0.435548	0.649499	0.865755	-0.0724134	0.218307	0.505688	0.992055	1.2766	0.728942	0.428233
0.980935	2.37149	0.981614	2.3735	0.436233	0.723686	0.865678	-0.0818915	0.218845	0.574001	0.990787	1.27104	0.729396	0.482473
0.978576	2.36441	0.979253	2.36642	0.43699	0.794498	0.865592	-0.0912283	0.219451	0.64121	0.989523	1.26553	0.729903	0.535142
0.976225	2.35719	0.9769	2.35928	0.437815	0.861766	0.865497	-0.100456	0.220122	0.707167	0.988266	1.26006	0.730462	0.586143
0.97388	2.34985	0.974554	2.35201	0.438706	0.925414	0.865392	-0.109638	0.220859	0.771745	0.987013	1.25468	0.731071	0.635454
0.971544	2.34245	0.972215	2.34459	0.439659	0.985633	0.865278	-0.118643	0.22166	0.834865	0.985766	1.24946	0.731728	0.682948
0.969214	2.33494	0.969883	2.33712	0.44067	1.04238	0.865156	-0.127466	0.222522	0.896542	0.984524	1.24431	0.732431	0.728625
0.966892	2.32736	0.967559	2.32954	0.441735	1.09572	0.865024	-0.136187	0.223446	0.956633	0.983288	1.2392	0.733179	0.772489
0.964578	2.31965	0.965242	2.32184	0.442853	1.1459	0.864884	-0.144703	0.224428	1.01511	0.982056	1.23419	0.73397	0.814459
0.962271	2.31186	0.962934	2.31414	0.444018	1.19297	0.864736	-0.153069	0.225468	1.07193	0.980829	1.22927	0.734802	0.854636
0.959973	2.304	0.960633	2.30628	0.445229	1.2371	0.864579	-0.161307	0.226563	1.12698	0.979607	1.22446	0.735672	0.893044
0.957682	2.29599	0.958339	2.29828	0.446482	1.27848	0.864415	-0.169291	0.227713	1.18039	0.97839	1.2197	0.736581	0.929651
0.955399	2.28794	0.956054	2.29026	0.447776	1.31721	0.864242	-0.177113	0.228915	1.23203	0.977177	1.21502	0.737524	0.96456
0.953124	2.27981	0.953777	2.28218	0.449106	1.35351	0.864062	-0.184696	0.230167	1.28192	0.975969	1.21044	0.738502	0.997808
0.950857	2.2716	0.951508	2.27399	0.450472	1.38756	0.863874	-0.192065	0.231468	1.33013	0.974766	1.20596	0.739512	1.02946
0.948599	2.26335	0.949247	2.26567	0.45187	1.41941	0.863679	-0.199261	0.232817	1.37655	0.973567	1.20159	0.740553	1.05959
0.946349	2.25498	0.946995	2.25736	0.4533	1.44924	0.863477	-0.206202	0.234211	1.4212	0.972373	1.19727	0.741623	1.0882
0.944107	2.24656	0.944751	2.24898	0.454757	1.47719	0.863269	-0.21289	0.235648	1.46424	0.971182	1.19304	0.742721	1.11536
0.941873	2.23805	0.942515	2.24052	0.456242	1.50344	0.863053	-0.219333	0.237127	1.50559	0.969996	1.18892	0.743845	1.14116
0.939649	2.22952	0.940287	2.23202	0.457752	1.52804	0.862832	-0.225547	0.238647	1.54521	0.968814	1.18485	0.744994	1.16573
0.937432	2.22096	0.938068	2.22341	0.459286	1.55106	0.862604	-0.231474	0.240206	1.5833	0.967636	1.18094	0.746167	1.18904
0.935224	2.21232	0.935858	2.21479	0.460842	1.57275	0.86237	-0.237176	0.241801	1.61979	0.966461	1.17711	0.747362	1.21113
0.933025	2.20362	0.933656	2.20612	0.462419	1.59308	0.862131	-0.242601	0.243432	1.65472	0.965291	1.17335	0.748579	1.23209
0.930835	2.19488	0.931463	2.19744	0.464016	1.61217	0.861887	-0.247731	0.244881	1.68395	0.964124	1.16974	0.749817	1.252
0.928653	2.18616	0.929279	2.18867	0.465631	1.63015	0.861638	-0.252617	0.246136	1.70802	0.962961	1.16615	0.751073	1.27094
0.92648	2.1774	0.927104	2.17988	0.467263	1.64696	0.861384	-0.257191	0.247188	1.72734	0.961801	1.1627	0.752349	1.28888
0.924315	2.16861	0.924937	2.17114	0.468911	1.66282	0.861126	-0.261484	0.248027	1.74214	0.960644	1.15944	0.753641	1.30587
0.92216	2.1598	0.922778	2.16233	0.470575	1.67772	0.860863	-0.265478	0.248648	1.75293	0.959491	1.1562	0.75495	1.322
0.920013	2.15092	0.920629	2.15346	0.472254	1.69167	0.860597	-0.26922	0.249048	1.75968	0.958341	1.15303	0.756274	1.33735
0.917875	2.1421	0.918489	2.14464	0.473945	1.70483	0.860327	-0.272631	0.249626	1.76919	0.957194	1.15007	0.757614	1.35185
0.915746	2.13329	0.916357	2.13584	0.47565	1.71719	0.860054	-0.275726	0.250257	1.77942	0.95605	1.14717	0.758967	1.3656
0.913625	2.12442	0.914234	2.12699	0.477366	1.72883	0.859778	-0.278537	0.251121	1.79302	0.954909	1.14442	0.760334	1.37871
0.911514	2.11562	0.91212	2.11814	0.479094	1.73973	0.859499	-0.281038	0.252223	1.80983	0.953771	1.14177	0.761714	1.39106
