Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
405  Points		405  Points		379  Points		216  Points		400  Points		321  Points		194  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.00064	2.51608	1.00131	2.51571	0.433046	966.362	0.866025	1514.71	0.216514	478.349	1.00091	3.18842	0.833856	1155.37
0.998586	2.51722	0.999258	2.51684	0.43335	300.074	0.866024	552.394	0.216584	149.507	0.999558	3.19426	0.833887	485.454
0.996539	2.51838	0.997208	2.518	0.433945	177.834	0.866022	337.79	0.216727	88.6527	0.998205	3.20012	0.833944	307.301
0.994496	2.51956	0.995164	2.51917	0.43478	126.529	0.866019	243.276	0.216943	63.052	0.996847	3.20601	0.834027	224.817
0.992457	2.52076	0.993124	2.52036	0.435803	98.3262	0.866015	190.089	0.217232	48.9622	0.995485	3.21192	0.834135	177.256
0.990423	2.52197	0.991089	2.52157	0.436971	80.4995	0.86601	155.985	0.217592	40.0519	0.994118	3.21785	0.834269	146.316
0.988394	2.5232	0.989058	2.5228	0.438248	68.2176	0.866004	132.257	0.218023	33.9137	0.992745	3.2238	0.834428	124.581
0.986368	2.52445	0.987031	2.52404	0.439608	59.2441	0.865997	114.794	0.218525	29.4318	0.991368	3.22977	0.834612	108.477
0.984347	2.52572	0.985008	2.5253	0.441034	52.4023	0.865989	101.405	0.219095	26.0183	0.989984	3.23576	0.834821	96.0678
0.98233	2.527	0.982989	2.52658	0.442512	47.0141	0.86598	90.8121	0.219734	23.3342	0.988595	3.24178	0.835056	86.2132
0.980316	2.5283	0.980975	2.52787	0.444032	42.6611	0.86597	82.2229	0.22044	21.1699	0.9872	3.24781	0.835315	78.1986
0.978306	2.52961	0.978964	2.52918	0.445586	39.0715	0.86596	75.1179	0.221211	19.3893	0.985798	3.25386	0.835599	71.5533
0.9763	2.53094	0.976956	2.5305	0.44717	36.0609	0.865949	69.143	0.222046	17.8998	0.98439	3.25993	0.835907	65.9544
0.974297	2.53229	0.974952	2.53185	0.448779	33.4999	0.865937	64.0483	0.222944	16.6364	0.982975	3.26602	0.836239	61.1732
0.972298	2.53365	0.972952	2.5332	0.450409	31.2948	0.865924	59.6528	0.223902	15.552	0.981553	3.27212	0.836596	57.043
0.970301	2.53503	0.970954	2.53457	0.452059	29.3764	0.865911	55.8216	0.22492	14.6119	0.980123	3.27824	0.836976	53.4396
0.968307	2.53642	0.96896	2.53596	0.453726	27.6924	0.865897	52.4528	0.225996	13.7895	0.978686	3.28437	0.83738	50.2686
0.966317	2.53783	0.966968	2.53736	0.455408	26.2022	0.865882	49.4672	0.227128	13.0646	0.977242	3.29053	0.837807	47.4567
0.964328	2.53925	0.964979	2.53878	0.457104	24.8743	0.865867	46.8032	0.228315	12.4212	0.975789	3.29669	0.838257	44.9464
