Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
416  Points		415  Points		380  Points		227  Points		399  Points		354  Points		235  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.00179	2.45444	1.00111	2.45454	0.433024	966.338	0.866024	1136.91	0.216525	300.978	1.00015	2.88787	0.755376	3099.16
0.999481	2.45477	0.998803	2.45487	0.433127	299.922	0.866015	492.681	0.216614	126.274	0.998917	2.89262	0.755409	609.319
0.997178	2.45512	0.996502	2.45523	0.433337	177.586	0.866001	314.477	0.216775	79.948	0.997687	2.89742	0.755488	337.907
0.994881	2.45549	0.994208	2.4556	0.433653	126.202	0.865979	230.94	0.217009	58.5327	0.996461	2.90225	0.75561	233.804
0.992592	2.45588	0.991921	2.45599	0.434071	97.9356	0.865952	182.466	0.217314	46.2025	0.995238	2.90712	0.755778	178.762
0.990311	2.45628	0.989641	2.45641	0.434587	80.0606	0.865918	150.808	0.21769	38.1943	0.994018	2.91203	0.755989	144.719
0.988037	2.45671	0.987369	2.45684	0.435198	67.743	0.865877	128.509	0.218136	32.5792	0.992802	2.91698	0.756244	121.585
0.98577	2.45716	0.985105	2.4573	0.435898	58.7442	0.86583	111.953	0.218651	28.4274	0.991589	2.92197	0.756541	104.844
0.983511	2.45763	0.982848	2.45777	0.436683	51.8854	0.865777	99.1735	0.219235	25.2354	0.990379	2.92699	0.756882	92.1686
0.981259	2.45812	0.980598	2.45827	0.437547	46.4866	0.865718	89.0111	0.219885	22.7069	0.989172	2.93206	0.757264	82.2403
0.979015	2.45864	0.978357	2.45879	0.438484	42.1281	0.865652	80.7363	0.220602	20.6563	0.987969	2.93716	0.757688	74.2542
0.976779	2.45917	0.976122	2.45933	0.43949	38.537	0.865581	73.8676	0.221383	18.961	0.986768	2.9423	0.758152	67.6921
0.97455	2.45973	0.973896	2.4599	0.44056	35.5279	0.865503	68.0747	0.222227	17.5373	0.98557	2.94748	0.758655	62.2051
0.972329	2.46031	0.971678	2.46048	0.441689	32.9707	0.86542	63.1231	0.223132	16.3255	0.984374	2.9527	0.759197	57.5496
0.970116	2.46091	0.969467	2.46109	0.442873	30.7712	0.865331	58.8417	0.224098	15.2824	0.983181	2.95796	0.759777	53.5504
0.967911	2.46154	0.967264	2.46172	0.444107	28.8597	0.865236	55.1032	0.225121	14.3758	0.981991	2.96326	0.760394	50.0783
0.965713	2.46218	0.965069	2.46238	0.445387	27.1835	0.865135	51.8104	0.226202	13.581	0.980803	2.9686	0.761047	47.0359
0.963524	2.46286	0.962882	2.46306	0.446711	25.7018	0.865029	48.8879	0.227337	12.879	0.979617	2.97398	0.761735	44.3484
0.961342	2.46355	0.960702	2.46376	0.448074	24.383	0.864918	46.2766	0.228526	12.2548	0.978434	2.97939	0.762457	41.9574
0.959169	2.46427	0.958531	2.46449	0.449474	23.2016	0.864802	43.9294	0.229766	11.6966	0.977252	2.98485	0.763211	39.8166
0.957003	2.46502	0.956368	2.46524	0.450909	22.1375	0.86468	41.8079	0.231056	11.1946	0.976072	2.99034	0.763998	37.8888
0.954845	2.46578	0.954212	2.46601	0.452374	21.174	0.864554	39.8812	0.232394	10.7411	0.974894	2.99587	0.764816	36.144
0.952695	2.46658	0.952064	2.46681	0.453869	20.2977	0.864422	38.1235	0.233778	10.3296	0.973718	3.00145	0.765663	34.5574
0.950553	2.46739	0.949925	2.46764	0.455391	19.4973	0.864286	36.5136	0.235207	9.95459	0.972543	3.00706	0.76654	33.1086
0.948419	2.46823	0.947793	2.46849	0.456939	18.7634	0.864146	35.0335	0.236678	9.61171	0.97137	3.01271	0.767444	31.7805
0.946293	2.4691	0.945669	2.46936	0.458509	18.0881	0.864001	33.6681	0.238191	9.29709	0.970198	3.0184	0.768376	30.5586
0.944175	2.46999	0.943553	2.47026	0.460102	17.4647	0.863853	32.4046	0.239744	9.00751	0.969027	3.02412	0.769334	29.4309
0.942064	2.47091	0.941445	2.47119	0.461715	16.8874	0.8637	31.2319	0.241335	8.7402	0.967857	3.02989	0.770316	28.3869
0.939962	2.47185	0.939345	2.47214	0.463347	16.3514	0.863543	30.1407	0.242751	8.52355	0.966687	3.0357	0.771323	27.4176
0.937867	2.47282	0.937253	2.47311	0.464997	15.8524	0.863383	29.1227	0.243979	8.34975	0.965519	3.04154	0.772354	26.5155
0.93578	2.47382	0.935168	2.47411	0.466663	15.3868	0.86322	28.1707	0.245009	8.21302	0.964351	3.04742	0.773406	25.6737
0.933701	2.47484	0.933091	2.47514	0.468345	14.9512	0.863053	27.2786	0.245832	8.10911	0.963183	3.05334	0.77448	24.8865
0.93163	2.47588	0.931022	2.47619	0.470041	14.543	0.862883	26.4408	0.246442	8.03495	0.962016	3.0593	0.775575	24.1488
0.929566	2.47695	0.92896	2.47727	0.471752	14.1595	0.862711	25.6526	0.246835	7.98845	0.960848	3.0653	0.77669	23.4561
0.927509	2.47805	0.926906	2.47838	0.473475	13.7987	0.862536	24.9097	0.247402	7.9229	0.959681	3.07133	0.777824	22.8044
0.925461	2.47918	0.92486	2.47951	0.47521	13.4586	0.862358	24.2082	0.248022	7.8533	0.958513	3.0774	0.778977	22.1902
0.923419	2.48032	0.92282	2.48067	0.476956	13.1375	0.862179	23.5448	0.248872	7.76133	0.957345	3.08351	0.780147	21.6104
0.921385	2.4815	0.920789	2.48185	0.478713	12.8338	0.861997	22.9165	0.249957	7.64921	0.956176	3.08966	0.781334	21.0621
0.919359	2.4827	0.918764	2.48306	0.48048	12.5462	0.861814	22.3206	0.251284	7.51955	0.955006	3.09585	0.782537	20.543
0.917339	2.48393	0.916747	2.4843	0.482257	12.2733	0.861629	21.7546	0.25286	7.37516	0.953836	3.10207	0.783756	20.0507
0.915327	2.48518	0.914737	2.48556	0.484042	12.0142	0.861443	21.2164	0.254694	7.21893	0.952664	3.10832	0.78499	19.5833
0.913322	2.48646	0.912734	2.48685	0.485835	11.7678	0.861256	20.7039	0.256554	7.07199	0.95149	3.11462	0.786238	19.1389
0.911324	2.48777	0.910738	2.48816	0.487636	11.5332	0.861068	20.2154	0.258438	6.93355	0.950315	3.12095	0.7875	18.7158
0.909333	2.4891	0.908748	2.4895	0.489444	11.3095	0.860879	19.7491	0.260345	6.80294	0.949138	3.12731	0.788775	18.3126
0.907348	2.49046	0.906766	2.49086	0.491259	11.0961	0.860691	19.3037	0.262274	6.67951	0.947959	3.13371	0.790062	17.9279
0.90537	2.49184	0.90479	2.49225	0.493081	10.8922	0.860502	18.8778	0.264225	6.56271	0.946778	3.14014	0.791361	17.5605
0.903399	2.49325	0.90282	2.49367	0.494908	10.6972	0.860313	18.47	0.266195	6.45203	0.945594	3.14661	0.792672	17.2092
0.901434	2.49469	0.900857	2.49511	0.496741	10.5105	0.860125	18.0794	0.268185	6.34702	0.944408	3.15312	0.793993	16.8731
0.899475	2.49615	0.8989	2.49658	0.498578	10.3317	0.859937	17.7048	0.270192	6.24727	0.943219	3.15965	0.795325	16.551
0.897523	2.49763	0.896949	2.49807	0.500421	10.1602	0.859751	17.3453	0.272216	6.15238	0.942026	3.16622	0.796667	16.2423
0.895576	2.49914	0.895005	2.49959	0.502268	9.99551	0.859565	16.9999	0.274256	6.06203	0.94083	3.17282	0.798018	15.946
0.893635	2.50068	0.893066	2.50113	0.504118	9.83735	0.859381	16.6679	0.276312	5.9759	0.939631	3.17946	0.799377	15.6615
0.8917	2.50224	0.891132	2.5027	0.505973	9.68529	0.859199	16.3486	0.278381	5.8937	0.938427	3.18612	0.800746	15.388
0.889771	2.50382	0.889205	2.50429	0.50783	9.53898	0.859018	16.0411	0.280464	5.81517	0.937219	3.19282	0.802122	15.125
0.887847	2.50543	0.887282	2.50591	0.509691	9.3981	0.85884	15.745	0.28256	5.74008	0.936007	3.19955	0.803506	14.8718
0.885928	2.50706	0.885365	2.50755	0.511554	9.26235	0.858664	15.4594	0.284667	5.66821	0.93479	3.2063	0.804898	14.6278
0.884015	2.50872	0.883453	2.50921	0.51342	9.13145	0.858491	15.184	0.286786	5.59934	0.933568	3.21309	0.806295	14.3927
0.882106	2.5104	0.881545	2.51089	0.515287	9.00514	0.858321	14.9182	0.288915	5.5333	0.932341	3.21991	0.8077	14.1659
0.880202	2.5121	0.879642	2.5126	0.517157	8.88318	0.858155	14.6615	0.291053	5.46991	0.931108	3.22675	0.80911	13.947
0.878302	2.51382	0.877744	2.51433	0.518787	8.78028	0.857991	14.4134	0.293201	5.40902	0.92987	3.23362	0.810526	13.7356
0.876406	2.51557	0.87585	2.51608	0.520177	8.69493	0.857832	14.1736	0.295356	5.35047	0.928625	3.24051	0.811947	13.5313
0.874515	2.51734	0.87396	2.51786	0.521327	8.62594	0.857677	13.9416	0.297519	5.29413	0.927374	3.24743	0.813373	13.3337
0.872627	2.51912	0.872073	2.51965	0.522237	8.57237	0.857526	13.7171	0.299689	5.23987	0.926117	3.25438	0.814803	13.1426
0.870743	2.52093	0.87019	2.52147	0.522906	8.53352	0.857379	13.4996	0.301865	5.18758	0.924852	3.26135	0.816237	12.9575
0.868863	2.52276	0.86831	2.52331	0.523334	8.5089	0.857238	13.289	0.304047	5.13714	0.92358	3.26835	0.817676	12.7783
0.866985	2.52461	0.866434	2.52516	0.52395	8.47382	0.857101	13.0849	0.306234	5.08846	0.922301	3.27536	0.819117	12.6047
