Sym0		Sym1		Sym2		Sym3		Asym1		Asym2	
389  Points		390  Points		366  Points		199  Points		400  Points		295  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.453425	1.90368	0.454046	1.91247	0.806407	1.15494			0.621428	1.55689	0.835408	2.29541
0.451542	1.87633	0.452155	1.88536	0.807557	1.15397			0.622979	1.55729	0.837696	2.3002
0.449687	1.84859	0.450291	1.85774	0.808706	1.15313			0.62453	1.55788	0.83999	2.30473
0.44786	1.82049	0.448454	1.82972	0.809854	1.15245			0.626082	1.55861	0.842288	2.30894
0.446061	1.7921	0.446646	1.80141	0.811002	1.15185			0.627635	1.5595	0.844589	2.31286
0.44429	1.76341	0.444866	1.77278	0.812149	1.15138			0.629189	1.56054	0.846895	2.31656
0.442548	1.73446	0.443114	1.74394	0.813295	1.15101			0.630744	1.56168	0.849204	2.32001
0.440835	1.70541	0.441392	1.71494	0.814442	1.15074			0.6323	1.56298	0.851516	2.32321
0.439151	1.67626	0.439698	1.68581	0.815588	1.15061			0.633857	1.5645	0.853832	2.32611
0.437496	1.64699	0.438034	1.65658	0.816734	1.15054			0.635416	1.56608	0.85615	2.32873
0.43587	1.61773	0.436398	1.62732	0.81788	1.15064			0.636977	1.56774	0.858471	2.33108
0.434273	1.58852	0.434792	1.5981	0.819026	1.15082			0.638539	1.5696	0.860794	2.33321
0.432705	1.55937	0.433215	1.56887	0.820172	1.15108			0.640104	1.57158	0.863119	2.33509
0.431167	1.53029	0.431667	1.53977	0.821319	1.15151			0.64167	1.57365	0.865445	2.33665
0.429657	1.50134	0.430147	1.51079	0.822466	1.15199			0.643238	1.5759	0.867773	2.33798
0.428176	1.47255	0.428657	1.48193	0.823614	1.15253			0.644809	1.57824	0.870103	2.33909
0.426723	1.44391	0.427195	1.45326	0.824762	1.15324			0.646382	1.5807	0.872433	2.3399
0.425299	1.41548	0.425762	1.42477	0.825911	1.15402			0.647958	1.58328	0.874764	2.34048
0.423904	1.38732	0.424357	1.39648	0.827061	1.15489			0.649536	1.58591	0.877095	2.34081
0.422536	1.35934	0.42298	1.36842	0.828212	1.15589			0.651117	1.58875	0.879427	2.34085
0.421196	1.33155	0.421631	1.34062	0.829363	1.15695			0.652701	1.59168	0.881758	2.34069
0.419883	1.30403	0.42031	1.31302	0.830516	1.15809			0.654288	1.59462	0.88409	2.34027
0.418598	1.27673	0.419016	1.28564	0.83167	1.15935			0.655878	1.59773	0.88642	2.33958
0.41734	1.24969	0.417749	1.25852	0.832826	1.16068			0.657471	1.60098	0.88875	2.33867
0.416109	1.2229	0.416508	1.23167	0.833983	1.16208			0.659067	1.6043	0.891079	2.33748
0.414904	1.19636	0.415295	1.205	0.835141	1.1636			0.660667	1.60769	0.893407	2.33606
0.413726	1.17007	0.414108	1.17861	0.8363	1.16523			0.662269	1.6112	0.895733	2.33444
0.412573	1.14391	0.412947	1.15245	0.837462	1.16691			0.663876	1.61487	0.898057	2.33255
0.411447	1.11802	0.411812	1.12647	0.838625	1.16866			0.665486	1.61856	0.900379	2.33039
0.410346	1.09242	0.410703	1.10076	0.83979	1.17049			0.6671	1.62232	0.902699	2.32801
0.409271	1.06696	0.40962	1.07526	0.840957	1.17244			0.668718	1.62619	0.905017	2.32539
0.408221	1.04168	0.408561	1.04991	0.842125	1.17446			0.67034	1.6302	0.907332	2.32252
0.407196	1.01661	0.407528	1.02478	0.843296	1.1765			0.671966	1.63429	0.909643	2.31944
0.406195	0.99177	0.40652	0.999901	0.844469	1.17866			0.673595	1.63841	0.911952	2.31616
0.40522	0.967051	0.405536	0.975107	0.845644	1.18086			0.675229	1.64268	0.914257	2.31258
0.404269	0.942485	0.404577	0.950476	0.846821	1.18317			0.676868	1.64703	0.916559	2.30879
0.403342	0.918138	0.403643	0.926086	0.848001	1.18554			0.67851	1.65141	0.918856	2.30482
0.40244	0.893882	0.402733	0.901832	0.849183	1.18798			0.680157	1.65594	0.92115	2.30053
0.401562	0.869808	0.401846	0.877674	0.850368	1.1905			0.681809	1.66059	0.923439	2.2961
0.400707	0.845839	0.400984	0.853625	0.851555	1.19307			0.683465	1.66526	0.925724	2.29141
0.399877	0.821994	0.400146	0.829791	0.852744	1.19573			0.685126	1.67001	0.928004	2.28651
0.39907	0.798308	0.399331	0.806043	0.853937	1.19845			0.686792	1.67491	0.930279	2.28141
0.398287	0.774681	0.39854	0.782377	0.855132	1.20124			0.688463	1.67982	0.932548	2.27605
0.397527	0.751172	0.397773	0.758879	0.85633	1.20407			0.690138	1.68488	0.934813	2.27051
0.39679	0.727814	0.397028	0.735453	0.85753	1.20695			0.691819	1.69005	0.937071	2.26475
0.396077	0.704495	0.396308	0.712086	0.858734	1.20991			0.693505	1.69524	0.939324	2.25879
0.395387	0.681255	0.39561	0.688839	0.85994	1.21295			0.695196	1.70056	0.941571	2.25265
0.39472	0.658175	0.394935	0.665742	0.86115	1.21603			0.696893	1.706	0.943812	2.24629
0.394076	0.635154	0.394284	0.642687	0.862363	1.21917			0.698595	1.71153	0.946046	2.23968
0.393455	0.612164	0.393655	0.61963	0.863579	1.22239			0.700302	1.71711	0.948273	2.23291
0.392856	0.589235	0.393049	0.59674	0.864798	1.22565			0.702015	1.72281	0.950494	2.22602
0.392281	0.566428	0.392466	0.573926	0.86602	1.22892			0.703734	1.72865	0.952708	2.21889
0.391728	0.543694	0.391906	0.551089	0.867246	1.23229			0.705459	1.7346	0.954914	2.21151
0.391198	0.521017	0.391369	0.528382	0.868475	1.23575			0.707189	1.74061	0.957113	2.20401
0.39069	0.498369	0.390854	0.505758	0.869708	1.23918			0.708926	1.74673	0.959304	2.19636
0.390205	0.475779	0.390361	0.483216	0.870944	1.24271			0.710669	1.753	0.961488	2.18854
0.389742	0.453303	0.389891	0.460665	0.872183	1.24629			0.712418	1.75938	0.963664	2.18052
0.389302	0.430884	0.389443	0.43818	0.873426	1.2499			0.714174	1.76587	0.965832	2.17235
0.388884	0.40849	0.389018	0.415829	0.874673	1.25362			0.715936	1.77249	0.967992	2.16406
0.388488	0.386149	0.388615	0.393485	0.875923	1.25734			0.717705	1.77927	0.970143	2.15558
0.388115	0.36391	0.388234	0.371156	0.877178	1.26106			0.71948	1.78617	0.972286	2.14697
0.387763	0.341706	0.387876	0.348944	0.878436	1.26487			0.721263	1.79326	0.97442	2.13824
0.387434	0.319568	0.387539	0.326792	0.879697	1.26877			0.723052	1.80044	0.976545	2.12933
0.387127	0.297479	0.387225	0.304672	0.880963	1.27267			0.724849	1.8078	0.978661	2.12032
0.386841	0.275398	0.386932	0.282619	0.882233	1.27661			0.726654	1.81534	0.980769	2.11123
0.386578	0.253423	0.386662	0.26061	0.883506	1.28062			0.728466	1.82301	0.982867	2.102
0.386337	0.23157	0.386413	0.238692	0.884784	1.28466			0.730285	1.83092	0.984956	2.09266
0.386117	0.209704	0.386186	0.216868	0.886065	1.28872			0.732113	1.83899	0.987036	2.08323
0.385919	0.187897	0.385981	0.195059	0.887351	1.29282			0.733949	1.84727	0.989106	2.0737
0.385742	0.166209	0.385798	0.173279	0.888641	1.29704			0.735793	1.85574	0.991167	2.06404
0.385588	0.144584	0.385636	0.151644	0.889935	1.30124			0.737645	1.86444	0.993218	2.05436
0.385454	0.122999	0.385496	0.130039	0.891233	1.30545			0.739507	1.87338	0.995259	2.04458
0.385343	0.101495	0.385377	0.108494	0.892535	1.30977			0.741377	1.88254	0.997291	2.03475
0.385252	0.0800664	0.38528	0.0870698	0.893842	1.3141			0.743257	1.89196	0.999312	2.02489
0.385183	0.0587004	0.385203	0.0657137	0.895153	1.31847			0.745146	1.90162	1.00132	2.01993
0.385135	0.0374603	0.385149	0.0444068	0.896468	1.32287			0.747045	1.91156		
0.385109	0.0162988	0.385115	0.0231983	0.897788	1.32732			0.748954	1.92177		
0.385103	-0.00479204	0.385102	0.00210014	0.899112	1.3318			0.750873	1.93229		
0.385118	-0.0258284	0.385111	-0.0189509	0.900441	1.33629			0.752803	1.9431		
0.385154	-0.0467559	0.38514	-0.0399075	0.901774	1.34088			0.754744	1.95423		
0.385211	-0.0675521	0.38519	-0.0607621	0.903112	1.34547			0.756696	1.96572		
0.385289	-0.0882591	0.385261	-0.0814992	0.904455	1.3501			0.75866	1.9775		
0.385387	-0.108874	0.385353	-0.102175	0.905802	1.35476			0.760635	1.98958		
0.385506	-0.129393	0.385465	-0.122727	0.907153	1.35947			0.762623	2.00208		
0.385645	-0.149804	0.385597	-0.14312	0.90851	1.36421			0.764624	2.01491		
0.385804	-0.170089	0.38575	-0.163453	0.909871	1.36896			0.766637	2.02804		
0.385984	-0.190205	0.385923	-0.183668	0.911237	1.37381			0.768664	2.04159		
0.386183	-0.210246	0.386116	-0.203731	0.912608	1.37866			0.770704	2.05542		
0.386402	-0.230222	0.386329	-0.223666	0.913983	1.38355			0.772758	2.06962		
0.386642	-0.249982	0.386561	-0.243517	0.915364	1.38847			0.774827	2.08417		
0.3869	-0.269571	0.386814	-0.2632	0.916749	1.3934			0.77691	2.09898		
0.387142	-0.286628	0.387086	-0.282722	0.918139	1.39838			0.779008	2.11415		
0.387359	-0.30107	0.387377	-0.302178	0.919535	1.40338			0.781121	2.12957		
0.387547	-0.312911	0.387688	-0.32142	0.920935	1.40848			0.78325	2.14526		
0.387701	-0.322227	0.388017	-0.340492	0.92234	1.41358			0.785395	2.16116		
0.387817	-0.329021	0.388366	-0.359483	0.923751	1.41869			0.787555	2.17721		
0.387925	-0.335328	0.388733	-0.378226	0.925167	1.42389			0.789732	2.19347		
0.388002	-0.339737	0.389119	-0.396819	0.926587	1.42909			0.791925	2.20984		
0.388124	-0.346461	0.389524	-0.415288	0.928013	1.43433			0.794134	2.22625		
0.388294	-0.355621	0.389946	-0.433505	0.929445	1.4396			0.79636	2.24269		
0.388515	-0.367285	0.390387	-0.451569	0.930881	1.44492			0.798602	2.25906		
0.388792	-0.381155	0.390846	-0.469411	0.932323	1.45026			0.80086	2.27539		
0.38913	-0.397311	0.391322	-0.487068	0.93377	1.45562			0.803134	2.29165		
0.389535	-0.415758	0.391816	-0.504531	0.935223	1.46108			0.805425	2.30767		
0.389958	-0.434038	0.392327	-0.521779	0.936681	1.46658			0.807731	2.32348		
0.3904	-0.452061	0.392856	-0.538768	0.938144	1.4721			0.810053	2.33901		
0.390859	-0.469868	0.393401	-0.555501	0.939613	1.47759			0.812391	2.35423		
0.391336	-0.487568	0.393962	-0.572067	0.941088	1.4832			0.814743	2.36921		
0.39183	-0.505041	0.39454	-0.588387	0.942568	1.48886			0.81711	2.38371		
0.392342	-0.522183	0.395134	-0.604389	0.944053	1.49446			0.819492	2.39781		
0.39287	-0.539204	0.395744	-0.6201	0.945545	1.50021			0.821887	2.41154		
0.393416	-0.55599	0.39637	-0.635577	0.947042	1.50599			0.824295	2.42477		
0.393978	-0.57253	0.39701	-0.650758	0.948545	1.51174			0.826717	2.43758		
0.394556	-0.588816	0.397666	-0.665609	0.950053	1.5176			0.829151	2.44992		
0.395151	-0.604802	0.398336	-0.680143	0.951568	1.52352			0.831597	2.46173		
0.395761	-0.620507	0.399021	-0.694394	0.953088	1.52947			0.834055	2.47305		
0.396387	-0.635986	0.39972	-0.708248	0.954615	1.53544			0.836524	2.4839		
0.397028	-0.651179	0.400432	-0.721746	0.956147	1.54145			0.839003	2.49432		
0.397684	-0.666011	0.401157	-0.734874	0.957685	1.54754			0.841493	2.50425		
0.398355	-0.680534	0.401896	-0.747612	0.95923	1.55366			0.843992	2.51372		
0.39904	-0.694771	0.402647	-0.759915	0.96078	1.55988			0.8465	2.5227		
0.399739	-0.708649	0.403409	-0.771781	0.962337	1.56615			0.849017	2.53126		
0.400451	-0.722088	0.404184	-0.783209	0.9639	1.57241			0.851542	2.5394		
0.401177	-0.73522	0.404868	-0.792759	0.965469	1.57875			0.854076	2.54715		
0.401916	-0.74794	0.405458	-0.800566	0.967045	1.58521			0.856616	2.5545		
0.402667	-0.760235	0.405949	-0.806828	0.968627	1.59169			0.859164	2.56142		
0.40343	-0.772103	0.406341	-0.811733	0.970216	1.59818			0.861719	2.56804		
0.404205	-0.783496	0.40663	-0.815213	0.971811	1.6048			0.86428	2.5743		
0.404991	-0.794393	0.406897	-0.818213	0.973413	1.61145			0.866847	2.58024		
0.405788	-0.804781	0.407084	-0.820279	0.975021	1.6182			0.86942	2.58586		
0.406594	-0.814611	0.407376	-0.823591	0.976636	1.62499			0.871998	2.59114		
0.40741	-0.823859	0.407776	-0.827909	0.978258	1.63186			0.874582	2.59616		
0.408235	-0.832513	0.408284	-0.833036	0.979887	1.63885			0.87717	2.60097		
0.409069	-0.84048	0.408903	-0.838977	0.981523	1.6458			0.879763	2.60545		
0.40991	-0.8478	0.409634	-0.845525	0.983165	1.65292			0.88236	2.60969		
0.410758	-0.854363	0.41048	-0.852293	0.984815	1.66012			0.884961	2.6138		
0.411612	-0.860114	0.411332	-0.85832	0.986472	1.66736			0.887567	2.61759		
0.412471	-0.86507	0.412189	-0.863543	0.988137	1.67471			0.890176	2.62117		
0.413335	-0.869107	0.413052	-0.867845	0.989809	1.68211			0.892788	2.62465		
0.414202	-0.872123	0.413918	-0.871252	0.991488	1.68962			0.895404	2.62791		
0.415072	-0.874107	0.414787	-0.873606	0.993174	1.69728			0.898023	2.63097		
0.415944	-0.875056	0.415658	-0.874869	0.994869	1.70496			0.900645	2.63388		
0.416815	-0.874751	0.41653	-0.874981	0.996571	1.71275			0.90327	2.63664		
0.417686	-0.873081	0.417401	-0.87378	0.998281	1.72067			0.905898	2.63928		
0.418555	-0.87008	0.418271	-0.87123	0.999998	1.72866			0.908528	2.64177		
0.419419	-0.865633	0.419137	-0.867268	1.00172	1.73268			0.91116	2.64409		
0.420279	-0.85951	0.419998	-0.861691					0.913795	2.64634		
0.421131	-0.851595	0.420854	-0.854396					0.916432	2.64842		
0.421975	-0.841831	0.4217	-0.845245					0.919071	2.65041		
0.422808	-0.83006	0.422537	-0.834127					0.921712	2.65236		
0.423629	-0.816115	0.423362	-0.820899					0.924354	2.65416		
0.424434	-0.799783	0.424173	-0.805402					0.926999	2.65588		
0.425222	-0.780914	0.424966	-0.787427					0.929645	2.65752		
0.42599	-0.759434	0.425741	-0.766784					0.932293	2.65903		
0.426735	-0.735131	0.426494	-0.743376					0.934942	2.66048		
0.427454	-0.707771	0.427222	-0.717027					0.937592	2.6619		
0.428145	-0.677278	0.427922	-0.687603					0.940244	2.66322		
0.428803	-0.643486	0.428592	-0.654909					0.942898	2.66448		
0.429427	-0.606268	0.429227	-0.618846					0.945552	2.66568		
0.430011	-0.565648	0.429824	-0.579323					0.948208	2.66675		
0.430553	-0.521505	0.430381	-0.536293					0.950865	2.66785		
0.43105	-0.473826	0.430893	-0.489776					0.953522	2.66888		
0.431497	-0.422817	0.431357	-0.439869					0.956181	2.66987		
0.431892	-0.368629	0.431769	-0.386708					0.958841	2.6708		
0.432232	-0.311506	0.432127	-0.330489					0.961501	2.67161		
0.432513	-0.251746	0.432427	-0.271528					0.964163	2.67245		
0.432733	-0.189715	0.432668	-0.210199					0.966825	2.67326		
0.432891	-0.126029	0.432846	-0.147037					0.969488	2.67401		
0.432984	-0.0938514	0.432961	-0.0824811					0.972152	2.67469		
		0.43301	-0.0498988					0.974816	2.67533		
								0.977481	2.676		
								0.980147	2.67659		
								0.982813	2.67715		
								0.98548	2.67773		
								0.988147	2.67824		
								0.990815	2.67866		
								0.993483	2.67914		
								0.996152	2.67959		
								0.998821	2.67995		
								1.00149	2.68012		
