Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
411  Points		411  Points		379  Points		222  Points		399  Points		335  Points		217  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.0016	2.48227	1.00155	2.48229	0.433048	651.556	0.866025	28962.1	0.216539	228.345	1.00058	3.04991	0.795578	1121.83
0.999445	2.48305	0.999393	2.48307	0.433234	260.88	0.866024	844.139	0.216645	111.424	0.999346	3.05542	0.795618	466.582
0.997293	2.48385	0.997241	2.48387	0.433574	163.201	0.866019	428.309	0.216824	73.741	0.998108	3.06095	0.79569	294.566
0.995148	2.48467	0.995096	2.48469	0.43406	118.832	0.866011	286.951	0.217075	55.146	0.996869	3.06652	0.795795	215.239
0.993009	2.48551	0.992958	2.48553	0.434684	93.5059	0.865999	215.745	0.217398	44.0756	0.995631	3.07212	0.795932	169.59
0.990878	2.48637	0.990826	2.48639	0.435433	77.1394	0.865985	172.851	0.217793	36.737	0.994391	3.07776	0.796101	139.929
0.988753	2.48726	0.988702	2.48728	0.436296	65.6996	0.865967	144.183	0.218257	31.5198	0.993152	3.08342	0.796302	119.112
0.986634	2.48816	0.986584	2.48818	0.437261	57.2571	0.865946	123.67	0.218791	27.6235	0.991911	3.08913	0.796535	103.697
0.984523	2.48909	0.984472	2.48911	0.438317	50.7733	0.865922	108.266	0.219393	24.6053	0.99067	3.09486	0.7968	91.825
0.982418	2.49004	0.982367	2.49006	0.439453	45.6392	0.865895	96.2735	0.220062	22.2005	0.989427	3.10063	0.797096	82.4008
0.98032	2.49101	0.980269	2.49103	0.44066	41.4744	0.865865	86.672	0.220798	20.2408	0.988184	3.10643	0.797423	74.7391
0.978228	2.492	0.978178	2.49202	0.44193	38.0289	0.865832	78.8111	0.221597	18.6145	0.986939	3.11226	0.79778	68.3883
0.976143	2.49301	0.976093	2.49304	0.443255	35.1318	0.865796	72.2569	0.22246	17.2442	0.985692	3.11812	0.798168	63.0392
0.974064	2.49405	0.974014	2.49407	0.44463	32.6623	0.865757	66.7085	0.223385	16.0748	0.984443	3.12401	0.798586	58.4724
0.971992	2.49511	0.971942	2.49513	0.446049	30.5325	0.865716	61.9508	0.224369	15.0658	0.983193	3.12994	0.799033	54.5285
0.969925	2.49618	0.969876	2.49621	0.447507	28.6772	0.865671	57.8261	0.225411	14.1869	0.981941	3.13589	0.79951	51.0884
0.967866	2.49728	0.967816	2.49731	0.449	27.0465	0.865624	54.2158	0.226511	13.4152	0.980686	3.14188	0.800015	48.0618
0.965812	2.49841	0.965763	2.49843	0.450525	25.6023	0.865574	51.0293	0.227665	12.7324	0.979428	3.1479	0.800549	45.3785
0.963765	2.49955	0.963715	2.49958	0.452078	24.3143	0.865522	48.1961	0.228872	12.1246	0.978168	3.15394	0.80111	42.9835
0.961723	2.50072	0.961674	2.50074	0.453658	23.1587	0.865467	45.6606	0.230131	11.5802	0.976905	3.16002	0.801698	40.8329
0.959687	2.5019	0.959638	2.50193	0.455261	22.116	0.86541	43.3781	0.23144	11.0902	0.975639	3.16612	0.802313	38.8913
0.957658	2.50311	0.957609	2.50314	0.456885	21.1706	0.86535	41.3126	0.232796	10.6471	0.974369	3.17226	0.802955	37.1297
0.955634	2.50434	0.955585	2.50437	0.45853	20.3095	0.865289	39.4345	0.234199	10.2446	0.973096	3.17842	0.803621	35.5244
0.953616	2.50559	0.953567	2.50562	0.460193	19.5219	0.865225	37.7194	0.235647	9.87753	0.971819	3.18461	0.804314	34.0555
0.951603	2.50686	0.951554	2.50689	0.461873	18.7988	0.865159	36.147	0.237137	9.54165	0.970538	3.19082	0.80503	32.7065
0.949596	2.50816	0.949547	2.50819	0.463568	18.1328	0.865091	34.7001	0.238669	9.23324	0.969252	3.19707	0.805771	31.4634
0.947594	2.50947	0.947545	2.5095	0.465278	17.5172	0.865022	33.3644	0.240036	8.98445	0.967962	3.20334	0.806535	30.3143
0.945597	2.51081	0.945549	2.51084	0.467002	16.9466	0.86495	32.1274	0.241225	8.78563	0.966668	3.20963	0.807323	29.2489
0.943605	2.51216	0.943557	2.51219	0.468738	16.4162	0.864877	30.9786	0.242223	8.62968	0.965368	3.21595	0.808132	28.2585
0.941619	2.51354	0.941571	2.51357	0.470486	15.9221	0.864803	29.9089	0.243022	8.51145	0.964063	3.2223	0.808964	27.3355
0.939637	2.51493	0.939589	2.51497	0.472245	15.4605	0.864728	28.9104	0.243615	8.42723	0.962753	3.22867	0.809817	26.4733
0.93766	2.51635	0.937612	2.51638	0.474015	15.0284	0.864651	27.9762	0.243997	8.37448	0.961437	3.23506	0.81069	25.6662
0.935687	2.51779	0.93564	2.51782	0.475795	14.623	0.864573	27.1003	0.244549	8.30019	0.960114	3.24147	0.811584	24.909
0.933719	2.51924	0.933672	2.51928	0.477583	14.242	0.864494	26.2775	0.245153	8.22144	0.958786	3.24791	0.812497	24.1973
0.931755	2.52072	0.931708	2.52075	0.479381	13.8832	0.864414	25.5029	0.245982	8.11752	0.957451	3.25437	0.81343	23.5272
0.929795	2.52221	0.929748	2.52225	0.481186	13.5448	0.864334	24.7726	0.247041	7.99112	0.956109	3.26085	0.814381	22.8951
0.927839	2.52373	0.927792	2.52376	0.482999	13.2251	0.864253	24.0828	0.248337	7.84529	0.954761	3.26735	0.81535	22.298
0.925887	2.52526	0.92584	2.52529	0.48482	12.9225	0.864172	23.4302	0.24988	7.68335	0.953404	3.27386	0.816336	21.733
0.923938	2.52681	0.923891	2.52684	0.486647	12.6357	0.86409	22.812	0.251678	7.50868	0.952041	3.2804	0.81734	21.1976
0.921993	2.52837	0.921946	2.52841	0.488481	12.3636	0.864008	22.2254	0.253504	7.34491	0.950669	3.28696	0.81836	20.6896
0.920051	2.52996	0.920004	2.53	0.490321	12.105	0.863927	21.6681	0.255358	7.19109	0.94929	3.29353	0.819396	20.207
0.918112	2.53156	0.918065	2.5316	0.492166	11.859	0.863846	21.138	0.257238	7.04638	0.947902	3.30012	0.820447	19.7478
0.916175	2.53318	0.916128	2.53321	0.494017	11.6246	0.863765	20.6332	0.259142	6.91001	0.946505	3.30672	0.821513	19.3106
0.914241	2.53481	0.914194	2.53485	0.495873	11.401	0.863684	20.1518	0.26107	6.78131	0.945099	3.31334	0.822594	18.8936
0.912309	2.53646	0.912263	2.5365	0.497734	11.1876	0.863605	19.6923	0.26302	6.65967	0.943684	3.31997	0.823689	18.4956
0.91038	2.53812	0.910333	2.53816	0.499599	10.9836	0.863526	19.2532	0.264991	6.54454	0.94226	3.32662	0.824797	18.1154
0.908452	2.5398	0.908405	2.53984	0.501468	10.7885	0.863448	18.8333	0.266983	6.43543	0.940826	3.33327	0.825918	17.7516
0.906525	2.54149	0.906479	2.54153	0.503341	10.6016	0.863372	18.4312	0.268994	6.33189	0.939382	3.33994	0.827052	17.4034
0.9046	2.5432	0.904554	2.54324	0.505218	10.4225	0.863297	18.0459	0.271024	6.23351	0.937927	3.34663	0.828197	17.0698
0.902676	2.54491	0.90263	2.54495	0.507098	10.2507	0.863224	17.6763	0.27307	6.13993	0.936463	3.35332	0.829355	16.7498
0.900753	2.54664	0.900707	2.54668	0.508982	10.0857	0.863152	17.3216	0.275134	6.05081	0.934987	3.36002	0.830524	16.4426
0.89883	2.54838	0.898784	2.54842	0.510868	9.92711	0.863083	16.9808	0.277212	5.96584	0.9335	3.36672	0.831703	16.1476
0.896907	2.55013	0.896861	2.55017	0.512756	9.77463	0.863015	16.6531	0.279306	5.88475	0.932002	3.37344	0.832893	15.8639
0.894984	2.55189	0.894938	2.55193	0.514647	9.62787	0.86295	16.3378	0.281413	5.80729	0.930493	3.38016	0.834093	15.591
