Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
394  Points		394  Points		374  Points		206  Points		400  Points		302  Points		138  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00108	2.12687	1.00131	2.12628	0.458541	0.210483	0.866026	0.0026317	0.216523	0.0869198	0.649518	-0.0040762	0.917017	0.0126777
0.998962	2.12949	0.999196	2.12889	0.458751	0.303603	0.866029	0.00369012	0.21661	0.123931	0.649514	-0.0057742	0.917029	0.0208821
0.996838	2.13485	0.997073	2.13422	0.459146	0.482609	0.866033	0.00582546	0.21677	0.197698	0.649507	-0.00913497	0.917058	0.0373491
0.994709	2.14045	0.994944	2.13984	0.459712	0.645462	0.86604	0.00801625	0.217003	0.270965	0.649496	-0.0124767	0.917104	0.0538176
0.992574	2.14636	0.99281	2.14571	0.460432	0.789784	0.866049	0.0102313	0.21731	0.34375	0.649482	-0.0157804	0.917165	0.0702022
0.990433	2.15247	0.99067	2.15174	0.461285	0.915158	0.866061	0.0124082	0.217688	0.415831	0.649464	-0.019008	0.917244	0.0865925
0.988286	2.15879	0.988524	2.15809	0.462255	1.02266	0.866074	0.0145955	0.218138	0.487025	0.649444	-0.0222568	0.917338	0.102994
0.986133	2.16536	0.986371	2.16462	0.463323	1.11433	0.86609	0.0168036	0.218658	0.557222	0.64942	-0.0254612	0.917449	0.119331
0.983973	2.17209	0.984212	2.17135	0.464475	1.1923	0.866107	0.0190533	0.219248	0.626382	0.649393	-0.0285769	0.917576	0.13554
0.981806	2.17906	0.982045	2.17832	0.465698	1.25872	0.866128	0.0212993	0.219906	0.694333	0.649363	-0.0316886	0.917719	0.151753
0.979632	2.18623	0.979872	2.1854	0.466982	1.31565	0.86615	0.0235383	0.220631	0.760907	0.64933	-0.0347053	0.917878	0.167885
0.977451	2.19355	0.977692	2.19273	0.468319	1.3646	0.866174	0.0258497	0.221422	0.82611	0.649294	-0.037619	0.918053	0.183945
0.975262	2.20099	0.975504	2.20019	0.4697	1.40703	0.866201	0.0281327	0.222277	0.889875	0.649255	-0.0404999	0.918244	0.199944
0.973066	2.20861	0.973309	2.20774	0.471121	1.44414	0.86623	0.0304454	0.223195	0.952061	0.649213	-0.0433151	0.918451	0.215825
0.970863	2.21638	0.971106	2.21549	0.472577	1.47676	0.866262	0.0328177	0.224173	1.01265	0.649169	-0.0459992	0.918674	0.23164
0.968651	2.22421	0.968896	2.22335	0.474063	1.5057	0.866296	0.0352223	0.225212	1.07161	0.649122	-0.0485941	0.918913	0.247325
0.966432	2.23217	0.966677	2.23128	0.475577	1.53159	0.866332	0.0376052	0.226308	1.12886	0.649072	-0.0510974	0.919167	0.262923
0.964205	2.2402	0.964451	2.23933	0.477114	1.55486	0.866371	0.0400309	0.227461	1.18444	0.64902	-0.0535043	0.919437	0.278432
0.961969	2.24829	0.962217	2.24738	0.478674	1.57592	0.866412	0.0425426	0.228668	1.23831	0.648965	-0.0558048	0.919722	0.293765
0.959726	2.2564	0.959974	2.2555	0.480253	1.59516	0.866456	0.0450528	0.229927	1.29041	0.648909	-0.0579793	0.920022	0.309006
0.957474	2.26456	0.957723	2.26368	0.481851	1.61277	0.866502	0.04756	0.231238	1.34079	0.64885	-0.0599884	0.920337	0.324148
0.955215	2.27273	0.955465	2.2718	0.483466	1.62899	0.86655	0.0501478	0.232598	1.38948	0.648789	-0.0619269	0.920668	0.339092
0.952947	2.28086	0.953198	2.28	0.485097	1.64403	0.866602	0.0528104	0.233822	1.43051	0.648727	-0.0637238	0.921013	0.353903
0.950671	2.28904	0.950923	2.28815	0.486741	1.65798	0.866655	0.0554489	0.234894	1.46457	0.648662	-0.0653246	0.921373	0.368618
0.948387	2.29717	0.94864	2.29622	0.488399	1.67107	0.866712	0.0581263	0.235798	1.49194	0.648597	-0.0668795	0.921747	0.383143
0.946095	2.3052	0.946349	2.30431	0.49007	1.68329	0.866771	0.0608811	0.236525	1.51315	0.648529	-0.0682561	0.922136	0.39746
0.943795	2.3132	0.94405	2.31233	0.491753	1.69474	0.866833	0.0637041	0.237066	1.52844	0.648461	-0.0694495	0.922539	0.411708
0.941487	2.32114	0.941742	2.32024	0.493446	1.70559	0.866898	0.0665772	0.237415	1.5381	0.648391	-0.0704496	0.922956	0.425731
0.939171	2.32895	0.939427	2.32808	0.49515	1.71585	0.866966	0.0694634	0.237921	1.55202	0.64832	-0.0713232	0.923387	0.439566
0.936848	2.3367	0.937105	2.33588	0.496864	1.72553	0.867037	0.0723759	0.238476	1.56686	0.648249	-0.0721172	0.923832	0.453282
0.934517	2.34432	0.934774	2.3435	0.498587	1.73475	0.86711	0.0754279	0.239238	1.58655	0.648177	-0.0726653	0.92429	0.466763
0.932178	2.35183	0.932436	2.35102	0.50032	1.74349	0.867187	0.0784988	0.240217	1.61101	0.648104	-0.0729815	0.924761	0.480032
0.929832	2.35923	0.930091	2.35845	0.502061	1.75178	0.867266	0.0816073	0.24142	1.63979	0.648031	-0.0731805	0.925246	0.493138
0.927478	2.3665	0.927738	2.36568	0.503809	1.75969	0.867349	0.0847912	0.242857	1.67249	0.647958	-0.073232	0.925744	0.50609
0.925117	2.37366	0.925378	2.37285	0.505566	1.76729	0.867435	0.0880393	0.244541	1.70859	0.647885	-0.0730748	0.926254	0.518823
0.92275	2.38062	0.923011	2.37983	0.50733	1.77451	0.867525	0.091329	0.246261	1.74332	0.647813	-0.072674	0.926777	0.531288
0.920375	2.38742	0.920638	2.38669	0.509101	1.7814	0.867617	0.0947018	0.248014	1.77659	0.647741	-0.0721322	0.927313	0.543566
0.917994	2.39411	0.918257	2.39338	0.510879	1.788	0.867713	0.0981543	0.2498	1.80843	0.647669	-0.0713953	0.92786	0.555642
0.915606	2.40063	0.91587	2.39991	0.512663	1.79427	0.867813	0.10168	0.251617	1.839	0.647598	-0.0704416	0.928419	0.567489
0.913212	2.40699	0.913476	2.40631	0.514453	1.80031	0.867916	0.105264	0.253463	1.86824	0.647529	-0.069314	0.92899	0.579137
0.910811	2.41322	0.911076	2.41252	0.516249	1.80606	0.868023	0.108879	0.255338	1.8962	0.64746	-0.0679254	0.929573	0.590559
0.908404	2.41927	0.90867	2.41862	0.518051	1.81158	0.868133	0.112642	0.257241	1.92297	0.647393	-0.0663615	0.930167	0.601793
0.905992	2.42513	0.906258	2.42449	0.519858	1.81682	0.868247	0.116443	0.259169	1.94852	0.647328	-0.0646203	0.930772	0.612733
0.903573	2.43087	0.903841	2.43024	0.52167	1.82184	0.868365	0.120317	0.261122	1.973	0.647265	-0.0626111	0.931388	0.623434
0.901149	2.43646	0.901417	2.43585	0.523487	1.82668	0.868487	0.124253	0.263099	1.99638	0.647203	-0.0604127	0.932014	0.633918
0.89872	2.44183	0.898988	2.44127	0.525309	1.83124	0.868612	0.128312	0.265099	2.01864	0.647144	-0.058009	0.93265	0.644139
0.896285	2.44712	0.896554	2.44656	0.527135	1.83559	0.868742	0.132444	0.267121	2.03991	0.647088	-0.0553681	0.933297	0.654181
0.893845	2.45222	0.894115	2.45168	0.528965	1.8397	0.868876	0.136635	0.269163	2.06025	0.647034	-0.0525128	0.933953	0.663954
0.8914	2.45715	0.89167	2.45664	0.5308	1.84367	0.869014	0.140943	0.271225	2.0796	0.646983	-0.0494022	0.93462	0.673446
0.88895	2.46198	0.889221	2.46143	0.532638	1.84745	0.869157	0.145312	0.273305	2.09808	0.646936	-0.0461274	0.935295	0.682725
0.886496	2.46662	0.886767	2.46609	0.534243	1.85055	0.869304	0.149805	0.275404	2.11568	0.646891	-0.042611	0.93598	0.691749
