Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
395  Points		395  Points		376  Points		207  Points		401  Points		304  Points		146  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00064	2.08961	1.0012	2.08861	0.4528	0.137527	0.866026	0.00206379	0.216506	0.0387477	1.00089	1.70199	0.905604	0.0205298
0.998559	2.09145	0.999117	2.09046	0.452937	0.258594	0.866028	0.00296287	0.216545	0.0757113	0.999194	1.7071	0.905624	0.029242
0.996474	2.09532	0.997033	2.09428	0.453315	0.489205	0.866032	0.0047935	0.216657	0.149598	0.997488	1.71741	0.905662	0.0467126
0.994385	2.09952	0.994945	2.09838	0.453912	0.692956	0.866037	0.00663488	0.216843	0.223188	0.995773	1.72779	0.905717	0.0642348
0.992292	2.104	0.992853	2.10275	0.454696	0.865432	0.866045	0.00849775	0.217102	0.296274	0.994046	1.73833	0.90579	0.081687
0.990194	2.10872	0.990756	2.10744	0.455636	1.00742	0.866054	0.0103169	0.217433	0.368783	0.99231	1.74901	0.90588	0.0990859
0.988091	2.11374	0.988654	2.11238	0.456703	1.12268	0.866065	0.0121354	0.217836	0.440486	0.990562	1.75979	0.905987	0.116465
0.985983	2.11901	0.986548	2.11758	0.457872	1.21583	0.866078	0.0140392	0.218311	0.511271	0.988804	1.77069	0.906112	0.133803
0.98387	2.12454	0.984436	2.12305	0.459125	1.29146	0.866093	0.0159401	0.218855	0.581083	0.987035	1.78167	0.906254	0.151062
0.981751	2.13038	0.982319	2.12878	0.460445	1.35337	0.86611	0.0178354	0.219468	0.649733	0.985255	1.79279	0.906413	0.168246
0.979626	2.13644	0.980195	2.13479	0.461821	1.40458	0.866129	0.0197195	0.220149	0.717183	0.983464	1.80394	0.906589	0.185369
0.977495	2.14274	0.978066	2.141	0.463243	1.44754	0.86615	0.0216678	0.220897	0.783275	0.981661	1.81515	0.906782	0.20237
0.975358	2.14928	0.97593	2.14753	0.464704	1.48398	0.866172	0.0236578	0.22171	0.847862	0.979848	1.82647	0.906992	0.219299
0.973214	2.15604	0.973788	2.15426	0.466199	1.51535	0.866197	0.0256447	0.222586	0.911	0.978023	1.83785	0.907219	0.236172
0.971063	2.16307	0.971639	2.16113	0.467723	1.54265	0.866223	0.0276252	0.223524	0.972627	0.976187	1.84926	0.907463	0.252932
0.968905	2.17026	0.969483	2.16829	0.469272	1.56665	0.866252	0.0296796	0.224523	1.03262	0.974339	1.86072	0.907723	0.269553
0.966739	2.17764	0.96732	2.17567	0.470844	1.58805	0.866282	0.0317952	0.225581	1.0909	0.97248	1.87219	0.908	0.28607
0.964567	2.1852	0.965149	2.18316	0.472435	1.60728	0.866315	0.03386	0.226696	1.14749	0.97061	1.88371	0.908293	0.302465
0.962386	2.19295	0.962971	2.19086	0.474045	1.62467	0.86635	0.0359963	0.227867	1.20243	0.968728	1.89522	0.908602	0.318702
0.960198	2.20083	0.960785	2.19871	0.475672	1.64058	0.866387	0.038189	0.229092	1.25563	0.966834	1.90671	0.908928	0.334797
0.958002	2.20879	0.958591	2.20662	0.477313	1.65522	0.866426	0.040408	0.230368	1.30702	0.964929	1.91825	0.909269	0.350781
0.955798	2.21692	0.956389	2.21472	0.478969	1.66873	0.866467	0.0426794	0.231695	1.35675	0.963013	1.92971	0.909626	0.36663
0.953586	2.2251	0.954179	2.22295	0.480638	1.68129	0.866511	0.0449689	0.233071	1.40482	0.961085	1.94112	0.909999	0.382297
0.951366	2.23341	0.951961	2.23119	0.482318	1.69306	0.866557	0.0472948	0.234308	1.44525	0.959146	1.95258	0.910388	0.39777
0.949137	2.2418	0.949734	2.23951	0.48401	1.70413	0.866605	0.0496935	0.23539	1.47879	0.957196	1.96397	0.910792	0.413118
0.9469	2.25016	0.9475	2.24792	0.485713	1.71455	0.866656	0.0521509	0.236303	1.50579	0.955234	1.97524	0.911211	0.428303
0.944654	2.25858	0.945256	2.25633	0.487426	1.72439	0.866709	0.0546391	0.237037	1.52673	0.953261	1.98649	0.911645	0.443245
0.942401	2.267	0.943005	2.26475	0.489148	1.73368	0.866765	0.0571892	0.237583	1.54186	0.951277	1.99766	0.912094	0.458051
0.940138	2.27544	0.940745	2.27319	0.490879	1.74255	0.866823	0.0597761	0.237935	1.55143	0.949282	2.00872	0.912558	0.472671
0.937868	2.28382	0.938477	2.28156	0.492619	1.75101	0.866884	0.0624367	0.238445	1.56504	0.947275	2.01967	0.913036	0.487091
0.935589	2.29217	0.9362	2.28991	0.494367	1.759	0.866947	0.0651582	0.239004	1.57949	0.945258	2.03057	0.913528	0.501286
0.933302	2.30048	0.933915	2.29829	0.496123	1.76667	0.867014	0.0679146	0.239773	1.59894	0.94323	2.04134	0.914034	0.51529
0.931006	2.30869	0.931622	2.30655	0.497887	1.77403	0.867083	0.0707408	0.240759	1.62314	0.941192	2.05198	0.914554	0.529085
0.928703	2.31687	0.92932	2.31466	0.499657	1.78105	0.867154	0.0736202	0.24197	1.65146	0.939143	2.06251	0.915088	0.542636
0.926391	2.32492	0.927011	2.32275	0.501435	1.78781	0.867229	0.0766058	0.243418	1.68359	0.937083	2.07283	0.915635	0.556046
0.924071	2.33287	0.924693	2.33077	0.503219	1.79422	0.867307	0.0796304	0.245113	1.71914	0.935013	2.08306	0.916196	0.569172
0.921744	2.34072	0.922368	2.33867	0.505009	1.80036	0.867388	0.0827333	0.246843	1.75325	0.932934	2.09312	0.916769	0.58208
0.919409	2.34843	0.920034	2.3464	0.506805	1.80632	0.867472	0.0859059	0.248606	1.78595	0.930844	2.10302	0.917355	0.59481
0.917066	2.35606	0.917694	2.35398	0.508607	1.812	0.867559	0.0891312	0.2504	1.81733	0.928744	2.11277	0.917954	0.607271
0.914715	2.36351	0.915345	2.36151	0.510415	1.81746	0.867649	0.092462	0.252226	1.84732	0.926635	2.1223	0.918565	0.619452
0.912357	2.37079	0.912989	2.36886	0.512228	1.82267	0.867743	0.0958306	0.25408	1.87601	0.924517	2.13165	0.919188	0.631424
0.909992	2.37789	0.910626	2.37602	0.514046	1.82763	0.86784	0.0992746	0.255963	1.90348	0.922389	2.14081	0.919823	0.643233
0.907621	2.38491	0.908256	2.38305	0.515868	1.83243	0.867941	0.102869	0.257872	1.92979	0.920252	2.14979	0.920469	0.65472
0.905242	2.39176	0.905879	2.38994	0.517696	1.83701	0.868045	0.106506	0.259807	1.9549	0.918106	2.15855	0.921127	0.665907
0.902856	2.39843	0.903495	2.39668	0.519528	1.84139	0.868153	0.110226	0.261766	1.97885	0.915952	2.16715	0.921796	0.676928
