Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
391  Points		390  Points		369  Points		202  Points		400  Points		297  Points		98  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.0015	2.61268	1.00049	2.61303	0.480666	9554.66	0.866026	2142.44	0.216513	507.707	0.649519	2101.42	0.961335	1542.03
0.999202	2.61348	0.998185	2.61382	0.480724	459.438	0.866029	618.482	0.216582	152.257	0.649518	497.674	0.961349	593.629
0.996895	2.61425	0.995876	2.61459	0.480886	235.457	0.866035	361.409	0.216724	89.6111	0.649517	282.26	0.961375	367.573
0.994582	2.61502	0.993559	2.61535	0.481151	158.358	0.866045	255.298	0.216941	63.5347	0.649514	196.992	0.961414	266.21
0.992261	2.61577	0.991235	2.61609	0.481516	119.353	0.866058	197.355	0.21723	49.2524	0.649511	151.289	0.961466	208.673
0.989933	2.6165	0.988905	2.61682	0.481977	95.8124	0.866074	160.85	0.217592	40.2458	0.649507	122.799	0.96153	171.593
0.987599	2.61722	0.986567	2.61753	0.48253	80.0687	0.866094	135.744	0.218026	34.0527	0.649502	103.338	0.961606	145.708
0.985257	2.61792	0.984222	2.61823	0.48317	68.8034	0.866117	117.417	0.21853	29.5366	0.649496	89.2012	0.961695	126.612
0.982909	2.61861	0.981871	2.61891	0.483892	60.347	0.866143	103.452	0.219105	26.1005	0.64949	78.4666	0.961796	111.946
0.980553	2.61929	0.979512	2.61958	0.48469	53.7677	0.866173	92.4565	0.219748	23.4007	0.649482	70.0379	0.961909	100.328
0.978191	2.61995	0.977148	2.62024	0.48556	48.5049	0.866206	83.5746	0.220459	21.2251	0.649474	63.2441	0.962034	90.8981
0.975823	2.6206	0.974776	2.62088	0.486496	44.2005	0.866243	76.2505	0.221236	19.4361	0.649466	57.6517	0.962172	83.0914
0.973448	2.62123	0.972399	2.62151	0.487493	40.6157	0.866283	70.1074	0.222077	17.9402	0.649457	52.9677	0.962322	76.5223
0.971067	2.62185	0.970014	2.62212	0.488547	37.5845	0.866326	64.881	0.222983	16.6719	0.649447	48.9875	0.962483	70.9183
0.968679	2.62246	0.967624	2.62272	0.489652	34.9886	0.866373	60.3805	0.223949	15.5837	0.649437	45.5636	0.962657	66.0814
0.966286	2.62305	0.965228	2.62331	0.490806	32.7408	0.866424	56.4645	0.224976	14.6404	0.649426	42.5869	0.962843	61.8643
0.963886	2.62363	0.962826	2.62388	0.492004	30.7759	0.866478	53.026	0.226062	13.8156	0.649415	39.9752	0.96304	58.1553
0.961481	2.6242	0.960418	2.62444	0.493243	29.0438	0.866535	49.9829	0.227204	13.0887	0.649404	37.6652	0.963249	54.8678
0.95907	2.62475	0.958005	2.62499	0.49452	27.5058	0.866596	47.2706	0.228402	12.4437	0.649392	35.6075	0.96347	51.9339
0.956653	2.6253	0.955586	2.62553	0.495832	26.1311	0.866661	44.8381	0.229653	11.8678	0.649381	33.7629	0.963703	49.2996
0.954231	2.62583	0.953162	2.62606	0.497176	24.8951	0.866729	42.6441	0.230955	11.3509	0.649369	32.1	0.963946	46.9213
0.951804	2.62635	0.950732	2.62657	0.498549	23.778	0.866801	40.6553	0.232131	10.9419	0.649357	30.5931	0.964201	44.7635
0.949372	2.62685	0.948297	2.62707	0.499951	22.7635	0.866876	38.8442	0.233163	10.6201	0.649346	29.2214	0.964467	42.7969
0.946934	2.62735	0.945858	2.62757	0.501379	21.8381	0.866955	37.188	0.234035	10.3708	0.649334	27.9673	0.964745	40.9972
0.944492	2.62784	0.943413	2.62805	0.50283	20.9907	0.867038	35.6677	0.234737	10.1837	0.649323	26.8164	0.965033	39.3441
0.942045	2.62831	0.940964	2.62852	0.504304	20.2119	0.867125	34.2672	0.235261	10.0512	0.649313	25.7565	0.965332	37.8205
0.939593	2.62878	0.938511	2.62898	0.5058	19.4936	0.867215	32.9729	0.235599	9.96871	0.649303	24.7771	0.965642	36.4118
0.937137	2.62923	0.936053	2.62943	0.507315	18.8292	0.86731	31.7732	0.236088	9.853	0.649293	23.8695	0.965962	35.1054
0.934677	2.62968	0.93359	2.62987	0.508848	18.2128	0.867408	30.6582	0.236626	9.73097	0.649284	23.0261	0.966293	33.8906
0.932212	2.63011	0.931124	2.6303	0.510399	17.6395	0.86751	29.6191	0.237366	9.571	0.649276	22.2402	0.966634	32.7582
0.929743	2.63054	0.928653	2.63072	0.511966	17.1049	0.867616	28.6484	0.238317	9.37795	0.649269	21.5062	0.966985	31.7001
0.92727	2.63096	0.926179	2.63114	0.513549	16.6052	0.867727	27.7398	0.239487	9.15737	0.649263	20.8192	0.967346	30.7092
