Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
391  Points		391  Points		371  Points		203  Points		400  Points		297  Points		110  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.00022	2.60868	1.00178	2.60806	0.475233	1175.2	0.866025	4455.73	0.216525	308.435	0.649518	738.206	0.950446	16167
0.997956	2.60957	0.99953	2.60895	0.47534	339.43	0.866028	727.518	0.216614	127.567	0.649517	346.246	0.950454	901.063
0.99569	2.61044	0.997269	2.60984	0.475564	198.447	0.866033	396.098	0.216777	80.4647	0.649513	226.161	0.950475	463.457
0.993417	2.6113	0.995	2.6107	0.475902	140.282	0.866041	272.132	0.217013	58.8098	0.649508	167.921	0.950509	311.963
0.991135	2.61214	0.992724	2.61156	0.476349	108.545	0.866052	207.266	0.217322	46.3759	0.649502	133.534	0.950557	235.118
0.988847	2.61297	0.990441	2.6124	0.4769	88.5689	0.866067	167.373	0.217704	38.3138	0.649495	110.836	0.950618	188.656
0.986551	2.61378	0.98815	2.61322	0.477548	74.8446	0.866084	140.359	0.218157	32.6673	0.649486	94.7324	0.950693	157.532
0.984247	2.61458	0.985852	2.61403	0.478287	64.8389	0.866105	120.854	0.218681	28.4956	0.649476	82.7144	0.950781	135.228
0.981936	2.61536	0.983546	2.61482	0.479111	57.2238	0.866128	106.11	0.219274	25.2905	0.649464	73.402	0.950882	118.461
0.979618	2.61613	0.981233	2.6156	0.480011	51.2362	0.866155	94.5731	0.219936	22.753	0.649452	65.9739	0.950997	105.397
0.977293	2.61688	0.978913	2.61636	0.480983	46.4062	0.866185	85.2998	0.220664	20.6958	0.649438	59.9107	0.951125	94.9319
0.974961	2.61761	0.976585	2.6171	0.482019	42.4289	0.866218	77.6834	0.221459	18.9959	0.649423	54.8679	0.951266	86.3606
0.972621	2.61833	0.974251	2.61783	0.483115	39.0975	0.866255	71.3163	0.222318	17.5686	0.649407	50.6078	0.95142	79.2119
0.970274	2.61904	0.971909	2.61855	0.484264	36.2671	0.866294	65.9146	0.223239	16.3542	0.64939	46.9614	0.951587	73.1591
0.967921	2.61973	0.96956	2.61925	0.485462	33.8331	0.866337	61.2741	0.224223	15.3091	0.649372	43.8049	0.951768	67.9682
0.96556	2.62041	0.967204	2.61994	0.486705	31.718	0.866382	57.2447	0.225265	14.401	0.649353	41.0458	0.951961	63.4676
0.963193	2.62107	0.964842	2.62061	0.487989	29.8633	0.866431	53.7131	0.226366	13.605	0.649333	38.6135	0.952166	59.5284
0.96082	2.62171	0.962473	2.62126	0.48931	28.2238	0.866484	50.5924	0.227523	12.9022	0.649313	36.4531	0.952385	56.0517
0.95844	2.62235	0.960097	2.62191	0.490665	26.7643	0.866539	47.8149	0.228734	12.2774	0.649292	34.5216	0.952616	52.9607
0.956053	2.62296	0.957715	2.62254	0.492052	25.4569	0.866598	45.327	0.229999	11.7188	0.64927	32.7843	0.95286	50.1948
0.953661	2.62357	0.955327	2.62315	0.493467	24.279	0.866661	43.0856	0.231314	11.2166	0.649248	31.2133	0.953116	47.7053
0.951262	2.62416	0.952933	2.62375	0.49491	23.2124	0.866726	41.0559	0.232501	10.8188	0.649226	29.786	0.953384	45.4527
0.948857	2.62474	0.950532	2.62434	0.496377	22.2422	0.866795	39.2093	0.233542	10.5055	0.649203	28.4833	0.953665	43.405
0.946447	2.62531	0.948126	2.62491	0.497867	21.3558	0.866868	37.522	0.234421	10.2626	0.64918	27.2898	0.953958	41.5354
0.944031	2.62586	0.945714	2.62548	0.499378	20.543	0.866944	35.9744	0.235129	10.0801	0.649157	26.1921	0.954262	39.8217
0.94161	2.6264	0.943296	2.62602	0.50091	19.7949	0.867024	34.5497	0.235657	9.951	0.649134	25.1793	0.954579	38.2453
0.939183	2.62693	0.940873	2.62656	0.50246	19.1042	0.867107	33.234	0.235997	9.87048	0.649111	24.2418	0.954907	36.7903
0.936751	2.62745	0.938445	2.62709	0.504027	18.4645	0.867193	32.0151	0.23649	9.75756	0.649088	23.3716	0.955246	35.4433
0.934314	2.62795	0.936011	2.6276	0.505611	17.8705	0.867284	30.8828	0.237032	9.63844	0.649066	22.5617	0.955597	34.1926
0.931872	2.62845	0.933572	2.6281	0.50721	17.3174	0.867378	29.8283	0.237777	9.48221	0.649044	21.806	0.95596	33.0285
0.929425	2.62893	0.931129	2.6286	0.508823	16.8011	0.867476	28.8437	0.238734	9.2936	0.649023	21.0992	0.956333	31.9422
0.926973	2.6294	0.928681	2.62908	0.51045	16.3181	0.867577	27.9223	0.239911	9.07797	0.649003	20.4368	0.956717	30.9262
0.924517	2.62987	0.926228	2.62955	0.51209	15.8654	0.867683	27.0583	0.241321	8.84093	0.648984	19.8147	0.957112	29.9739
0.922057	2.63032	0.92377	2.63001	0.513742	15.4401	0.867792	26.2465	0.242974	8.58811	0.648965	19.2294	0.957518	29.0795
0.919592	2.63077	0.921309	2.63046	0.515405	15.0399	0.867905	25.4823	0.244664	8.35375	0.648948	18.6776	0.957934	28.238
