Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
403  Points		403  Points		378  Points		215  Points		399  Points		317  Points		186  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00037	2.04086	1.00064	2.04126	0.433159	0.603267	0.866025	-0.000459134	0.216543	0.110236	1.00102	1.4066	0.846227	0.0145282
0.998335	2.03893	0.99861	2.03943	0.43376	0.778127	0.866025	-0.00064725	0.216653	0.146917	0.999622	1.40946	0.846242	0.0265693
0.996306	2.03522	0.996581	2.03573	0.434709	1.06734	0.866024	-0.00103828	0.216835	0.220129	0.998215	1.41526	0.84628	0.0505599
0.994281	2.0317	0.994555	2.03216	0.435886	1.25465	0.866023	-0.00147368	0.217091	0.29289	0.996803	1.42133	0.846342	0.074536
0.992259	2.02829	0.992533	2.02874	0.437208	1.37536	0.866021	-0.00191119	0.217419	0.36501	0.995384	1.42766	0.846429	0.0984831
0.99024	2.02503	0.990514	2.02546	0.438626	1.45593	0.866019	-0.00226623	0.217818	0.436367	0.993959	1.43417	0.846539	0.122285
0.988225	2.0219	0.988498	2.02236	0.440109	1.51249	0.866017	-0.00262967	0.218288	0.506894	0.992527	1.44086	0.846672	0.146058
0.986213	2.01892	0.986485	2.01936	0.441639	1.55418	0.866014	-0.0030099	0.218828	0.576364	0.991088	1.44783	0.84683	0.169771
0.984203	2.01617	0.984475	2.01648	0.443205	1.58635	0.866011	-0.00333707	0.219436	0.644676	0.989643	1.45509	0.84701	0.193366
0.982196	2.01353	0.982468	2.01385	0.444799	1.61222	0.866007	-0.00364475	0.220112	0.711798	0.98819	1.46251	0.847215	0.21681
0.980192	2.01102	0.980463	2.01136	0.446416	1.63371	0.866003	-0.00391347	0.220854	0.77758	0.986729	1.47015	0.847442	0.240127
0.97819	2.00877	0.978461	2.00907	0.448053	1.65209	0.865999	-0.00419091	0.221661	0.841893	0.985261	1.47807	0.847693	0.263363
0.976191	2.00669	0.976461	2.00699	0.449707	1.6682	0.865995	-0.00439917	0.222531	0.904745	0.983785	1.4862	0.847967	0.286348
0.974193	2.0048	0.974463	2.00501	0.451376	1.68259	0.865991	-0.00455569	0.223463	0.966058	0.982301	1.49457	0.848264	0.30918
0.972197	2.0031	0.972467	2.0033	0.453059	1.69558	0.865986	-0.00469541	0.224456	1.02568	0.980808	1.50316	0.848583	0.331878
0.970203	2.0016	0.970473	2.00178	0.454754	1.70753	0.865981	-0.00480154	0.225507	1.08366	0.979306	1.51194	0.848925	0.35431
0.96821	2.00034	0.96848	2.00048	0.456461	1.7186	0.865976	-0.00484046	0.226614	1.14	0.977796	1.52101	0.849289	0.376556
0.966218	1.99928	0.966488	1.99944	0.458178	1.72896	0.865972	-0.00483165	0.227778	1.1946	0.976276	1.53029	0.849675	0.398601
0.964227	1.99847	0.964497	1.99857	0.459905	1.73877	0.865967	-0.00481403	0.228994	1.24748	0.974747	1.53977	0.850083	0.42042
0.962237	1.99788	0.962506	1.99796	0.461641	1.74797	0.865962	-0.00469212	0.230263	1.29865	0.973209	1.54946	0.850512	0.441959
0.960247	1.99758	0.960517	1.9976	0.463387	1.75676	0.865957	-0.00453496	0.231581	1.34804	0.971661	1.55939	0.850963	0.463285
0.958257	1.99749	0.958527	1.99749	0.465141	1.76515	0.865953	-0.00430731	0.232948	1.39568	0.970103	1.56954	0.851435	0.484359
0.956268	1.99765	0.956537	1.99763	0.466903	1.77309	0.865949	-0.00402532	0.234361	1.44165	0.968534	1.57987	0.851928	0.5051
0.954278	1.99816	0.954548	1.99806	0.468673	1.78075	0.865945	-0.00372134	0.23582	1.48602	0.966955	1.59039	0.852441	0.525611
