Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
422  Points		422  Points		379  Points		270  Points		416  Points		393  Points		262  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00212	2.66046	1.0006	2.65918	0.433039	0.0876743	0.866025	-0.0239765	0.216535	0.0995188	1.00073	2.47365	0.649548	0.308795
0.99947	2.65939	0.997955	2.65809	0.433127	0.11812	0.866001	-0.0446033	0.216634	0.135035	0.998269	2.46686	0.649856	0.459162
0.996822	2.65714	0.995309	2.65588	0.433274	0.178864	0.865936	-0.0855983	0.216804	0.20588	0.995819	2.45281	0.650463	0.729139
0.994176	2.65482	0.992665	2.65353	0.433483	0.239169	0.865831	-0.126251	0.217044	0.276246	0.993383	2.43788	0.651308	0.938135
0.991533	2.65252	0.990023	2.65117	0.433751	0.298856	0.865685	-0.166392	0.217354	0.346004	0.990962	2.42207	0.652332	1.09259
0.988893	2.65016	0.987383	2.64879	0.434078	0.357742	0.865499	-0.205856	0.217733	0.415063	0.988558	2.40517	0.653485	1.20521
0.986254	2.6477	0.984746	2.64628	0.434464	0.415717	0.865275	-0.244574	0.218181	0.483246	0.986171	2.38723	0.654732	1.28798
0.983618	2.64521	0.982112	2.64369	0.434906	0.47265	0.865012	-0.282319	0.218696	0.55037	0.983803	2.36826	0.65605	1.34996
0.980985	2.64264	0.97948	2.6411	0.435405	0.528454	0.864712	-0.318986	0.219277	0.616416	0.981454	2.34816	0.657422	1.39749
0.978354	2.63994	0.976851	2.63845	0.435959	0.583039	0.864377	-0.354533	0.219924	0.681258	0.979125	2.32693	0.658834	1.43474
0.975726	2.63723	0.974224	2.63566	0.436567	0.636224	0.864006	-0.388885	0.220634	0.744732	0.976818	2.3046	0.66028	1.46469
0.9731	2.6345	0.9716	2.63286	0.437226	0.687999	0.863602	-0.421883	0.221408	0.806771	0.974534	2.28115	0.661752	1.48932
0.970478	2.63163	0.968979	2.62994	0.437937	0.738339	0.863166	-0.453475	0.222242	0.867327	0.972274	2.25654	0.663246	1.50991
