Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
391  Points		391  Points		371  Points		203  Points		400  Points		297  Points		110  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
1.00022	2.26797	1.00178	2.26284	0.475233	0.10761	0.866025	0.00219759	0.216525	0.0894577	0.649518	-0.00191562	0.950446	0.0075449
0.997956	2.27165	0.99953	2.26651	0.47534	0.166266	0.866028	0.00369489	0.216614	0.126531	0.649517	-0.00267592	0.950454	0.0143302
0.99569	2.27904	0.997269	2.27387	0.475564	0.282007	0.866033	0.00671352	0.216777	0.200401	0.649513	-0.00409023	0.950475	0.0278397
0.993417	2.28655	0.995	2.28131	0.475902	0.393982	0.866041	0.00980431	0.217013	0.27387	0.649508	-0.0054456	0.950509	0.0413397
0.991135	2.29402	0.992724	2.28882	0.476349	0.500939	0.866052	0.0129527	0.217322	0.346802	0.649502	-0.00685643	0.950557	0.0548205
0.988847	2.30143	0.990441	2.2963	0.4769	0.60202	0.866067	0.0160431	0.217704	0.419002	0.649495	-0.00820484	0.950618	0.068263
0.986551	2.30888	0.98815	2.30373	0.477548	0.696635	0.866084	0.0191041	0.218157	0.490346	0.649486	-0.00951509	0.950693	0.0817154
0.984247	2.31633	0.985852	2.31113	0.478287	0.784472	0.866105	0.0221929	0.218681	0.560673	0.649476	-0.0108357	0.950781	0.095101
0.981936	2.3237	0.983546	2.31857	0.479111	0.865513	0.866128	0.0253374	0.219274	0.629918	0.649464	-0.0120902	0.950882	0.10844
0.979618	2.33097	0.981233	2.3259	0.480011	0.939892	0.866155	0.0285065	0.219936	0.697952	0.649452	-0.0132994	0.950997	0.121771
0.977293	2.33824	0.978913	2.3332	0.480983	1.00797	0.866185	0.0316383	0.220664	0.764691	0.649438	-0.0144178	0.951125	0.135002
0.974961	2.3454	0.976585	2.34043	0.482019	1.07011	0.866218	0.0347821	0.221459	0.830054	0.649423	-0.0155281	0.951266	0.148205
0.972621	2.35246	0.974251	2.34753	0.483115	1.12672	0.866255	0.0379499	0.222318	0.893876	0.649407	-0.016622	0.95142	0.16135
