Sym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
422  Points		422  Points		380  Points		288  Points		422  Points		394  Points		264  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.00035	2.41454	1.00026	2.41452	0.433022	785.872	0.866024	3807.22	0.216532	256.197	1.00232	2.59431	0.649527	2111.67
0.997672	2.41389	0.997581	2.41387	0.433082	279.944	0.86598	707.793	0.216627	117.655	0.999749	2.59436	0.649657	498.351
0.995	2.41324	0.994909	2.41322	0.433201	170.347	0.865875	390.119	0.216793	76.4101	0.997189	2.59442	0.649945	282.629
0.99233	2.41259	0.992239	2.41257	0.433377	122.455	0.865711	269.227	0.217028	56.6174	0.994636	2.5945	0.650382	197.345
0.989661	2.41195	0.98957	2.41193	0.43361	95.612	0.865488	205.503	0.217334	45.0034	0.992091	2.5946	0.650958	151.679
0.986995	2.4113	0.986904	2.41128	0.4339	78.447	0.865209	166.144	0.217708	37.3728	0.989554	2.59473	0.65166	123.24
0.98433	2.41066	0.984239	2.41064	0.434245	66.5291	0.864875	139.415	0.21815	31.9806	0.987026	2.59488	0.652473	103.835
0.981667	2.41001	0.981576	2.40999	0.434646	57.7743	0.864487	120.074	0.218659	27.971	0.984507	2.59505	0.653386	89.7538
0.979006	2.40937	0.978916	2.40935	0.4351	51.0729	0.86405	105.428	0.219235	24.8752	0.981999	2.59525	0.654385	79.0723
0.976348	2.40874	0.976257	2.40871	0.435608	45.7801	0.863564	93.9506	0.219875	22.4147	0.979501	2.59548	0.65546	70.6939
0.973691	2.4081	0.973601	2.40808	0.436167	41.4953	0.863033	84.7132	0.220579	20.4137	0.977014	2.59574	0.6566	63.9473
0.971037	2.40747	0.970947	2.40744	0.436778	37.9567	0.86246	77.1174	0.221345	18.7558	0.97454	2.59604	0.657797	58.3989
0.968385	2.40683	0.968295	2.40681	0.437438	34.9858	0.861848	70.7607	0.222172	17.3606	0.972079	2.59637	0.659044	53.7561
0.965736	2.40621	0.965645	2.40618	0.438146	32.4569	0.861198	65.3622	0.223058	16.1713	0.969633	2.59675	0.660334	49.8143
0.963088	2.40558	0.962998	2.40556	0.438901	30.2788	0.860514	60.7202	0.224003	15.146	0.967201	2.59716	0.661662	46.4261
0.960444	2.40496	0.960353	2.40494	0.439702	28.3837	0.859799	56.6857	0.225003	14.2537	0.964785	2.59762	0.663023	43.4828
0.957801	2.40434	0.957711	2.40432	0.440547	26.7202	0.859055	53.1467	0.226057	13.4706	0.962387	2.59813	0.664414	40.9022
0.955162	2.40372	0.955072	2.4037	0.441435	25.2488	0.858285	50.017	0.227164	12.7781	0.960006	2.59869	0.665831	38.6213
0.952525	2.40311	0.952435	2.40309	0.442364	23.9382	0.857491	47.2293	0.228322	12.1619	0.957645	2.59931	0.667272	36.5909
