Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
477  Points		493  Points		477  Points		250  Points		403  Points		139  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00335677	8.58278	4.20286e-005	0.0723425	0.00100583	8.5826	0.27951	2436.83	0.139924	177.237	0.419271	1288.51
0.0113526	8.58222	0.000283732	0.187571	0.00900203	8.58244	0.279597	267.199	0.140558	81.6642	0.419379	333.612
0.019346	8.58107	0.000735638	0.300954	0.0169963	8.58146	0.279823	141.461	0.141654	53.3967	0.419614	191.711
0.0273352	8.57928	0.00138917	0.411479	0.024987	8.57988	0.280186	96.2909	0.143199	39.949	0.419977	134.587
0.0353187	8.5769	0.00223238	0.518225	0.0329723	8.57767	0.280684	73.0667	0.145177	32.1454	0.420465	103.763
0.0432944	8.57386	0.00325104	0.620493	0.0409505	8.57482	0.281314	58.9363	0.147565	27.0864	0.42108	84.4886
0.0512605	8.57015	0.00442924	0.717735	0.0489196	8.57132	0.282069	49.4436	0.150342	23.5659	0.42182	71.3068
0.0592149	8.56577	0.00575047	0.809603	0.0568777	8.56713	0.282946	42.6344	0.153482	20.9923	0.422683	61.7303
0.0671556	8.56067	0.00719824	0.895913	0.0648226	8.56224	0.283938	37.517	0.15696	19.0415	0.42367	54.4636
0.0750801	8.55481	0.00875658	0.976618	0.0727521	8.55661	0.285038	33.5341	0.160751	17.521	0.424778	48.7654
0.0829859	8.54815	0.0104105	1.05179	0.0806637	8.55019	0.286239	30.3487	0.16483	16.3094	0.426007	44.1808
0.0908703	8.54064	0.0121463	1.12158	0.0885548	8.54294	0.287532	27.7451	0.169174	15.3263	0.427354	40.4154
0.0987303	8.53224	0.0139516	1.18622	0.0964223	8.53481	0.288911	25.5785	0.17376	14.5165	0.428818	37.2699
0.106563	8.52286	0.0158154	1.24599	0.104263	8.52572	0.290366	23.7484	0.178568	13.8409	0.430397	34.605
0.114363	8.51243	0.0177283	1.30119	0.112073	8.51561	0.29189	22.1828	0.183578	13.2708	0.432089	32.3199
0.122128	8.50087	0.0196819	1.35211	0.119849	8.5044	0.293477	20.8286	0.188773	12.7852	0.433892	30.3404
0.129853	8.48808	0.0216692	1.39909	0.127586	8.49198	0.295121	19.6461	0.194135	12.368	0.435805	28.6102
0.137531	8.47393	0.023684	1.44241	0.135279	8.47824	0.296815	18.605	0.19965	12.0067	0.437824	27.086
0.145158	8.4583	0.0254584	1.47742	0.142922	8.46306	0.298558	17.6816	0.205304	11.6916	0.439947	25.734
0.152726	8.44104	0.0269822	1.50539	0.150508	8.4463	0.300347	16.8574	0.211083	11.415	0.442172	24.5275
0.160228	8.42197	0.0282491	1.5273	0.15803	8.42778	0.302183	16.1176	0.216977	11.1709	0.444496	23.4448
0.167654	8.40091	0.0292546	1.54389	0.16548	8.40732	0.304069	15.4504	0.222974	10.9542	0.446917	22.4683
0.174995	8.37761	0.0299958	1.55568	0.172846	8.38471	0.306009	14.8462	0.229064	10.7609	0.449433	21.5838
