Sym0		Asym0		Sym1		Sym2		Asym1	
473  Points		490  Points		473  Points		210  Points		392  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00320543	10.1229	0.000716979	0.760282	0.00702946	10.122	0.279622	0.368005	0.139804	0.620649
0.0126369	10.1213	0.00142533	0.87726	0.01646	10.1198	0.279965	0.489524	0.140382	0.964052
0.0220653	10.1169	0.00235166	1.10009	0.0258866	10.1143	0.280534	0.730008	0.1416	1.64072
0.0314886	10.1099	0.00347523	1.29959	0.035307	10.1063	0.281325	0.964297	0.14344	2.2927
0.040904	10.1003	0.0047733	1.47453	0.0447187	10.0957	0.282331	1.1903	0.145873	2.91227
0.0503094	10.088	0.00622286	1.62521	0.0541191	10.0822	0.283543	1.40601	0.148866	3.49392
0.0597019	10.0727	0.00780169	1.75282	0.0635057	10.0656	0.284951	1.60945	0.152383	4.03429
0.0690787	10.0543	0.00948905	1.85945	0.0728753	10.0458	0.286542	1.79872	0.156384	4.53196
0.0784369	10.0323	0.0112666	1.94737	0.082225	10.0224	0.288303	1.97217	0.160828	4.98699
0.0877729	10.0065	0.0131178	2.01908	0.0915509	9.99484	0.290217	2.12828	0.165676	5.40075
0.097083	9.97639	0.0150289	2.07702	0.100849	9.96283	0.292269	2.26583	0.170892	5.77535
0.106363	9.94139	0.0169881	2.12331	0.110116	9.92568	0.294439	2.38411	0.176438	6.11337
0.115608	9.90091	0.0189855	2.16016	0.119345	9.88272	0.296711	2.48297	0.182283	6.41763
0.124812	9.85408	0.0207509	2.1859	0.128531	9.83307	0.299066	2.56314	0.188397	6.69092
0.13397	9.79997	0.0222705	2.20377	0.137668	9.77566	0.301487	2.6263	0.194751	6.9361
0.143073	9.73737	0.0235356	2.21612	0.146747	9.70925	0.30396	2.67504	0.201321	7.15578
0.152114	9.66492	0.0245405	2.22463	0.15576	9.63239	0.306472	2.71327	0.208085	7.35239
0.161083	9.58096	0.0252818	2.23006	0.164696	9.54319	0.309016	2.74592	0.215022	7.52824
0.169967	9.48342	0.025757	2.2333	0.173542	9.43943	0.311589	2.77887	0.222113	7.68519
0.178754	9.36987	0.0264414	2.23763	0.182285	9.31864	0.314194	2.81875	0.229342	7.82507
0.187427	9.23745	0.0271867	2.24173	0.190907	9.17767	0.316841	2.87273	0.236694	7.94955
0.195967	9.08286	0.0282024	2.2468	0.199387	9.013	0.319547	2.94804	0.244155	8.06
0.204352	8.90228	0.02949	2.25222	0.207701	8.8207	0.322334	3.05192	0.251713	8.15765
0.212555	8.69149	0.0310508	2.25744	0.215823	8.59643	0.325234	3.19136	0.259356	8.24352
0.220547	8.44613	0.0328858	2.26217	0.22372	8.33583	0.328281	3.37244	0.267074	8.31865
0.228294	8.16196	0.0349957	2.26604	0.231356	8.03487	0.331518	3.60029	0.274857	8.38381
0.235756	7.83553	0.0371084	2.26856	0.238692	7.69068	0.33499	3.878	0.282696	8.43963
0.242894	7.46509	0.0392229	2.27004	0.245687	7.30244	0.338744	4.206	0.290583	8.48675
0.249667	7.05147	0.0413383	2.27074	0.252299	6.87234	0.342827	4.58113	0.29851	8.52562
0.256034	6.59915	0.0434542	2.27084	0.258492	6.40654	0.347281	4.99586	0.30647	8.55671
0.261964	6.11674	0.0455698	2.27045	0.264237	5.91534	0.352136	5.43867	0.314455	8.58028
0.267432	5.61665	0.0476849	2.26977	0.269515	5.41224	0.357415	5.89472	0.322458	8.59659
0.27243	5.11379	0.0497993	2.26882	0.274322	4.91258	0.363121	6.34805	0.330474	8.60578
0.276961	4.62339	0.0519126	2.26768	0.278669	4.43131	0.369244	6.78375	0.338494	8.60796
0.281045	4.15902	0.0540248	2.26649	0.282579	3.98066	0.375761	7.18978	0.346514	8.60324
0.284711	3.73083	0.0561359	2.26523	0.286087	3.56905	0.382641	7.55821	0.354525	8.59154
0.287997	3.3448	0.0582458	2.26391	0.28923	3.20089	0.389845	7.88512	0.362523	8.57274
0.290944	3.00305	0.0603545	2.26259	0.292051	2.877	0.397334	8.17004	0.3705	8.5468
0.293593	2.70473	0.0624619	2.2613	0.294591	2.59556	0.405069	8.41474	0.378449	8.51352
0.295984	2.44698	0.0645682	2.26	0.296888	2.35313	0.413014	8.62252	0.386364	8.4726
0.298152	2.22576	0.0666732	2.25877	0.298976	2.14484	0.421136	8.79743	0.394237	8.42378
0.300131	2.03674	0.0687771	2.25756	0.300649	1.98794	0.429407	8.94332	0.402061	8.36673
0.301947	1.87564	0.0708799	2.25641	0.301982	1.87055	0.437801	9.06402	0.409827	8.3011
0.303626	1.73845	0.0729817	2.25536	0.303026	1.78363	0.446297	9.16296	0.417529	8.22653
0.305187	1.62161	0.0750825	2.25432	0.303819	1.72077	0.454875	9.24306	0.425157	8.14252
0.306648	1.52212	0.0771824	2.25329	0.304384	1.67749	0.46352	9.3068	0.432702	8.04867
0.308023	1.43725	0.0792813	2.25237	0.304738	1.65131	0.472218	9.35621	0.440154	7.94464
0.309326	1.36484	0.0813794	2.25147	0.305238	1.61551	0.480955	9.39307	0.447505	7.82994
0.310566	1.30301	0.0834766	2.25062	0.305769	1.57854	0.489721	9.41874	0.454745	7.70434
0.311754	1.25018	0.0855732	2.24986	0.306473	1.53176	0.498505	9.43433	0.461862	7.5676
0.312896	1.2051	0.087669	2.24908	0.307333	1.47755	0.5073	9.44077	0.468846	7.4196
0.313999	1.16656	0.0897641	2.24836	0.308334	1.41854	0.516097	9.4387	0.475687	7.26034
0.31507	1.13371	0.0918586	2.24767	0.309459	1.35761	0.524888	9.42878	0.482375	7.08999
0.316112	1.10575	0.0939524	2.24707	0.310694	1.29707	0.533667	9.41143	0.488899	6.9091
0.31713	1.08204	0.0960458	2.24648	0.311876	1.24509	0.542426	9.3869	0.495249	6.71828
0.318128	1.06203	0.0981385	2.24589	0.313014	1.20071	0.551158	9.3555	0.501417	6.51834
0.319109	1.04514	0.100231	2.24537	0.314114	1.16285	0.559859	9.31746	0.507395	6.31051
0.320076	1.03113	0.102322	2.24486	0.315181	1.13052	0.56852	9.27286	0.513176	6.09611
0.321031	1.01961	0.104414	2.24435	0.31622	1.10307	0.577137	9.22182	0.518755	5.87672
0.321976	1.01018	0.106505	2.24391	0.317236	1.07975	0.585704	9.16443	0.524127	5.65399
0.322913	1.00267	0.108595	2.2435	0.318232	1.06008	0.594214	9.10069	0.52929	5.42965
0.323844	0.996876	0.110685	2.24308	0.319212	1.04357	0.602662	9.03078	0.534245	5.20547
0.32477	0.992547	0.112775	2.24269	0.320177	1.02979	0.611042	8.95475	0.53899	4.9832
0.325694	0.989528	0.114864	2.24235	0.321131	1.0185	0.619349	8.87257	0.54353	4.7644
0.326614	0.987739	0.116953	2.24199	0.322075	1.00931	0.627575	8.78446	0.547868	4.55048
0.327534	0.987016	0.119042	2.24163	0.323011	1.00196	0.635717	8.69048	0.55201	4.34273
0.328454	0.987183	0.12113	2.24134	0.323942	0.996351	0.643769	8.59071	0.55596	4.14212
0.329374	0.988176	0.123218	2.24105	0.324868	0.992189	0.651725	8.48536	0.559728	3.94949
0.330295	0.989943	0.125306	2.24076	0.325791	0.989303	0.659581	8.37455	0.56332	3.76543
0.331218	0.992377	0.127394	2.2405	0.326711	0.987604	0.66733	8.25849	0.566744	3.59023
0.332144	0.995415	0.129481	2.24023	0.327631	0.986973	0.674969	8.13739	0.57001	3.42418
0.333073	0.998999	0.131568	2.23998	0.32855	0.987244	0.682493	8.01144	0.573125	3.26727
0.334006	1.00309	0.133655	2.23975	0.329471	0.988332	0.689898	7.88089	0.576098	3.11935
0.334942	1.00762	0.135742	2.23952	0.330392	0.990194	0.697179	7.74599	0.578938	2.98031
0.335883	1.01249	0.137828	2.2393	0.331316	0.9927	0.704332	7.60692	0.581652	2.84991
0.336829	1.01777	0.139914	2.23907	0.332242	0.995784	0.711353	7.46415	0.584248	2.72774
0.33778	1.02335	0.142	2.23893	0.333171	0.999413	0.71824	7.3179	0.586734	2.61348
0.338736	1.02917	0.144086	2.23874	0.334104	1.00354	0.724989	7.16846	0.589118	2.50654
0.339697	1.03531	0.146172	2.23854	0.335041	1.00809	0.731598	7.01627	0.591116	2.41897
0.340665	1.04166	0.148258	2.23833	0.335983	1.01304	0.738063	6.86167	0.592766	2.34844
0.341638	1.0482	0.150343	2.23819	0.336929	1.01833	0.744384	6.70512	0.594093	2.2928
0.342618	1.05491	0.152428	2.23805	0.33788	1.02394	0.750558	6.54698	0.595121	2.2505
0.343604	1.06181	0.154513	2.23786	0.338837	1.02983	0.756583	6.38767	0.595865	2.22029
0.344597	1.06887	0.156598	2.23774	0.339799	1.03595	0.76246	6.22769	0.596336	2.20145
0.345596	1.07604	0.158683	2.2376	0.340767	1.04235	0.768188	6.06755	0.597006	2.1749
0.346602	1.08335	0.160768	2.23746	0.341741	1.04892	0.773767	5.90768	0.597725	2.14662
0.347615	1.09071	0.162852	2.23735	0.342722	1.05564	0.779196	5.74846	0.598687	2.10941
