Sym0		Asym0		Sym1		Sym2		Asym1	
474  Points		490  Points		474  Points		224  Points		396  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00214832	9.60936	0.000660192	0.301673	0.00798507	9.60907	0.27951	2793.13	0.139845	269.744
0.0111007	9.60882	0.0013267	0.425208	0.0169361	9.60809	0.27963	271.021	0.140464	96.8631
0.0200505	9.60754	0.00220392	0.543932	0.0258831	9.60632	0.279948	142.579	0.14166	59.4755
0.0289958	9.60554	0.00327353	0.65687	0.0348242	9.60381	0.280461	96.8725	0.143416	43.2821
0.0379342	9.60276	0.00451542	0.763356	0.0437571	9.60054	0.281165	73.4715	0.145708	34.323
0.0468637	9.5992	0.00590878	0.862984	0.0526794	9.59645	0.282053	59.273	0.148508	28.6866
0.0557818	9.59483	0.00743322	0.955598	0.0615887	9.59152	0.283119	49.7552	0.151783	24.8474
0.064686	9.58961	0.00906945	1.04123	0.0704825	9.58572	0.284354	42.9413	0.155499	22.087
0.0735736	9.58349	0.0107999	1.12009	0.0793577	9.579	0.285748	37.8292	0.159622	20.0229
0.0824417	9.57643	0.0126086	1.19245	0.0882113	9.57128	0.287289	33.8571	0.164118	18.4326
0.0912869	9.56834	0.0144822	1.25873	0.0970396	9.56249	0.288964	30.6853	0.168953	17.1781
0.100106	9.55918	0.0164085	1.31932	0.105839	9.55256	0.29076	28.0962	0.174096	16.1693
0.108894	9.54882	0.0183777	1.37467	0.114605	9.54139	0.292663	25.9444	0.17952	15.3452
0.117647	9.53719	0.0203813	1.42522	0.123332	9.52886	0.294659	24.1284	0.185196	14.6626
0.12636	9.52414	0.0221498	1.46567	0.132015	9.51482	0.296733	22.5759	0.1911	14.0906
0.135026	9.50955	0.023671	1.49774	0.140648	9.49913	0.298873	21.2336	0.197209	13.6064
0.143639	9.49325	0.0249367	1.52268	0.149222	9.4816	0.301068	20.0616	0.203504	13.1926
0.152192	9.47503	0.0259419	1.54147	0.15773	9.46201	0.303307	19.0294	0.209965	12.8362
0.160673	9.45467	0.0266831	1.55477	0.16616	9.44013	0.305585	18.1135	0.216576	12.5269
0.169074	9.43192	0.0271583	1.56306	0.174502	9.41565	0.3079	17.2955	0.223321	12.2565
0.177382	9.40647	0.0278426	1.5747	0.182741	9.38825	0.310253	16.561	0.230187	12.0187
0.185582	9.37796	0.0285877	1.58698	0.190862	9.35754	0.312652	15.8983	0.23716	11.8084
0.193657	9.34599	0.0296031	1.60307	0.198845	9.32307	0.315106	15.2984	0.244229	11.6212
0.201587	9.3101	0.0308902	1.62248	0.206669	9.28435	0.317634	14.7538	0.251383	11.4539
0.209351	9.26977	0.0324503	1.64464	0.21431	9.24082	0.320258	14.2585	0.258613	11.3035
0.216921	9.22443	0.0342846	1.66893	0.221739	9.19187	0.323002	13.808	0.26591	11.1676
0.224269	9.17345	0.0363935	1.69473	0.228925	9.13688	0.325899	13.3982	0.273264	11.0443
0.231363	9.1162	0.0385055	1.71852	0.235835	9.07519	0.328985	13.0261	0.280669	10.932
0.238169	9.05204	0.0406196	1.7405	0.242434	9.00623	0.332295	12.6891	0.288117	10.8291
0.244651	8.98043	0.0427348	1.76083	0.248688	8.9295	0.33587	12.3849	0.295601	10.7344
0.250778	8.90091	0.0448504	1.77969	0.254567	8.8447	0.339747	12.1118	0.303114	10.647
0.25652	8.81328	0.0469662	1.7972	0.260046	8.75178	0.34396	11.8678	0.31065	10.566
0.261857	8.71757	0.0490816	1.81349	0.265111	8.65097	0.348534	11.6511	0.318203	10.4904
0.266775	8.61413	0.0511964	1.82868	0.269757	8.54285	0.353487	11.4597	0.325767	10.4198
0.271277	8.50365	0.0533104	1.84286	0.273991	8.42826	0.358823	11.2917	0.333337	10.3533
0.275371	8.38706	0.0554234	1.85612	0.277832	8.30829	0.364537	11.1447	0.340905	10.2906
0.279081	8.26549	0.0575353	1.86855	0.281305	8.18414	0.370609	11.0166	0.348468	10.2312
0.282434	8.14018	0.0596461	1.88021	0.284444	8.05704	0.377015	10.905	0.356018	10.1745
0.285463	8.01234	0.0617557	1.89116	0.287281	7.92818	0.383725	10.8078	0.363551	10.1203
0.288204	7.88312	0.0638641	1.90148	0.289852	7.79863	0.390703	10.723	0.371059	10.0682
0.290691	7.75354	0.0659714	1.9112	0.291902	7.68588	0.397919	10.6487	0.378538	10.0179
0.292956	7.62449	0.0680775	1.92038	0.293526	7.59031	0.405338	10.5834	0.38598	9.96903
0.295029	7.49666	0.0701825	1.92906	0.294791	7.51185	0.412932	10.5256	0.39338	9.92139
0.296937	7.37065	0.0722865	1.93728	0.295746	7.45028	0.420675	10.4742	0.40073	9.87474
0.298703	7.24687	0.0743893	1.94507	0.296425	7.4053	0.428543	10.4282	0.408024	9.82881
0.300346	7.12568	0.0764912	1.95247	0.296849	7.37665	0.436515	10.3867	0.415254	9.7834
0.301885	7.00729	0.0785921	1.95949	0.297446	7.33568	0.444573	10.349	0.422412	9.7383
0.303334	6.89187	0.080692	1.96617	0.298078	7.29144	0.452702	10.3145	0.429492	9.69331
0.304705	6.77953	0.0827912	1.97254	0.298912	7.23178	0.460887	10.2827	0.436485	9.64824
0.306011	6.6703	0.0848894	1.97861	0.299926	7.15721	0.469117	10.2532	0.443381	9.60292
0.307259	6.5642	0.0869868	1.98441	0.301098	7.06843	0.47738	10.2256	0.450174	9.55719
0.308459	6.46122	0.0890836	1.98994	0.302404	6.96632	0.485668	10.1996	0.456853	9.51087
0.309617	6.36133	0.0911796	1.99524	0.303825	6.85198	0.493971	10.1749	0.463411	9.46383
0.310739	6.26446	0.0932749	2.00031	0.305172	6.74072	0.502282	10.1512	0.469838	9.41592
0.311829	6.17055	0.0953696	2.00516	0.306456	6.6326	0.510593	10.1285	0.476126	9.36703
0.312894	6.07953	0.0974636	2.00982	0.307687	6.5276	0.518898	10.1064	0.482266	9.31706
0.313936	5.99132	0.0995571	2.01429	0.308871	6.42572	0.52719	10.0849	0.488251	9.2659
0.314959	5.90583	0.10165	2.01858	0.310015	6.32689	0.535462	10.0638	0.494073	9.21348
0.315966	5.82298	0.103742	2.02271	0.311126	6.23107	0.54371	10.043	0.499726	9.15976
0.316959	5.74268	0.105834	2.02668	0.312207	6.13819	0.551928	10.0223	0.505205	9.10469
0.317941	5.66484	0.107926	2.03051	0.313263	6.04817	0.560109	10.0016	0.510505	9.04827
0.318914	5.58939	0.110017	2.03419	0.314298	5.96092	0.56825	9.98094	0.515622	8.99051
0.319879	5.51623	0.112107	2.03774	0.315315	5.87637	0.576343	9.96011	0.520556	8.93144
0.320838	5.44529	0.114198	2.04117	0.316317	5.79443	0.584385	9.93906	0.525305	8.87111
0.321793	5.37647	0.116287	2.04447	0.317306	5.71501	0.59237	9.91771	0.529869	8.80958
0.322744	5.30972	0.118377	2.04767	0.318284	5.63802	0.600294	9.896	0.534252	8.74695
0.323694	5.24494	0.120466	2.05075	0.319254	5.56338	0.60815	9.87386	0.538455	8.68332
0.324642	5.18208	0.122555	2.05374	0.320217	5.49101	0.615935	9.85123	0.542483	8.61878
0.32559	5.12105	0.124643	2.05663	0.321175	5.42083	0.623643	9.82806	0.546341	8.55346
0.326539	5.06179	0.126732	2.05942	0.322128	5.35275	0.63127	9.8043	0.550035	8.48748
0.327489	5.00424	0.128819	2.06213	0.323079	5.2867	0.638811	9.77991	0.553569	8.42096
0.32844	4.94834	0.130907	2.06475	0.324028	5.2226	0.646263	9.75484	0.556952	8.35402
0.329395	4.89402	0.132994	2.0673	0.324976	5.16039	0.65362	9.72907	0.56019	8.28678
0.330352	4.84122	0.135082	2.06977	0.325924	5.09999	0.660878	9.70256	0.56329	8.21936
0.331313	4.7899	0.137169	2.07216	0.326873	5.04134	0.668034	9.67528	0.56626	8.15186
0.332277	4.74	0.139255	2.07449	0.327823	4.98438	0.675085	9.64721	0.569105	8.08439
0.333246	4.69147	0.141342	2.07674	0.328776	4.92904	0.682025	9.61833	0.571489	8.02569
0.334219	4.64425	0.143428	2.07894	0.329731	4.87526	0.688853	9.58863	0.573455	7.97577
0.335198	4.59832	0.145514	2.08107	0.33069	4.82299	0.695564	9.55809	0.575036	7.93461
0.336181	4.55361	0.1476	2.08314	0.331652	4.77218	0.702157	9.52671	0.576259	7.90213
0.33717	4.51009	0.149686	2.08516	0.332618	4.72276	0.708627	9.49449	0.577143	7.87831
0.338165	4.46771	0.151771	2.08713	0.333588	4.6747	0.714974	9.46141	0.577702	7.86309
0.339166	4.42645	0.153856	2.08904	0.334563	4.62794	0.721195	9.4275	0.578498	7.84124
0.340172	4.38625	0.155942	2.0909	0.335543	4.58244	0.727287	9.39274	0.579351	7.81755
0.341185	4.34708	0.158027	2.09271	0.336529	4.53816	0.73325	9.35717	0.580492	7.78541
0.342204	4.30892	0.160112	2.09448	0.33752	4.49504	0.739083	9.32078	0.581906	7.74492
0.343229	4.27171	0.162196	2.0962	0.338517	4.45306	0.744784	9.28359	0.583573	7.69621
0.344262	4.23545	0.164281	2.09788	0.339519	4.41218	0.750353	9.24563	0.585471	7.63945
0.3453	4.20008	0.166365	2.09952	0.340528	4.37235	0.755789	9.20692	0.587578	7.57485
0.346346	4.16559	0.16845	2.10112	0.341543	4.33354	0.761093	9.16749	0.589613	7.51087
0.347398	4.13195	0.170534	2.10268	0.342564	4.29571	0.766266	9.12736	0.591581	7.44755
0.348458	4.09913	0.172618	2.10421	0.343592	4.25885	0.771307	9.08657	0.593486	7.38491
0.349524	4.06709	0.174702	2.1057	0.344626	4.2229	0.776219	9.04515	0.595332	7.32299
0.350597	4.03583	0.176786	2.10715	0.345668	4.18785	0.781002	9.00315	0.597123	7.26179
0.351678	4.00531	0.17887	2.10857	0.346716	4.15366	0.785659	8.96059	0.598863	7.20135
0.352765	3.97551	0.180953	2.10996	0.34777	4.12031	0.79019	8.91751	0.600554	7.14168
0.353859	3.9464	0.183037	2.11132	0.348832	4.08776	0.794599	8.87396	0.6022	7.08278
0.354961	3.91798	0.18512	2.11265	0.349901	4.056	0.798888	8.82998	0.603804	7.02467
0.35607	3.89021	0.187204	2.11395	0.350977	4.025	0.803059	8.78561	0.605369	6.96735
0.357186	3.86308	0.189287	2.11522	0.352059	3.99474	0.807115	8.74088	0.606896	6.91082
0.358164	3.83994	0.19137	2.11646	0.353149	3.96518	0.811058	8.69585	0.608389	6.8551
0.359002	3.82058	0.193453	2.11768	0.354246	3.93632	0.814892	8.65054	0.60985	6.80017
0.359698	3.80481	0.195537	2.11887	0.35535	3.90813	0.81862	8.60501	0.611281	6.74603
0.360251	3.7925	0.19762	2.12004	0.356462	3.88059	0.822244	8.55928	0.612683	6.69269
0.360658	3.78354	0.199702	2.12118	0.35758	3.85368	0.825769	8.5134	0.614059	6.64014
0.360919	3.77784	0.201785	2.1223	0.358706	3.82738	0.829196	8.4674	0.61541	6.58837
0.361295	3.76969	0.203868	2.1234	0.359839	3.80167	0.832106	8.42724	0.616737	6.53738
0.361705	3.76091	0.205951	2.12448	0.360979	3.77654	0.834532	8.39298	0.618043	6.48716
0.362263	3.74907	0.208033	2.12553	0.362126	3.75197	0.8365	8.36463	0.619329	6.4377
0.362972	3.73429	0.210116	2.12657	0.36328	3.72794	0.838034	8.34222	0.620596	6.38899
0.363832	3.71668	0.212198	2.12758	0.364441	3.70444	0.839148	8.32574	0.621845	6.34103
0.364847	3.69638	0.214281	2.12857	0.365609	3.68145	0.839856	8.31519	0.623077	6.2938
0.366018	3.67357	0.216363	2.12955	0.366785	3.65896	0.840865	8.30003	0.624294	6.2473
0.367196	3.65125	0.218445	2.13051	0.367967	3.63696	0.841953	8.28355	0.625496	6.20151
0.36838	3.62941	0.220528	2.13145	0.369157	3.61542	0.843415	8.26115	0.626685	6.15643
0.369572	3.60803	0.22261	2.13237	0.370353	3.59434	0.845237	8.23285	0.627862	6.11204
0.370771	3.58711	0.224692	2.13328	0.371557	3.5737	0.8474	8.19865	0.629026	6.06834
0.371977	3.56662	0.226774	2.13417	0.372767	3.5535	0.849885	8.1586	0.63018	6.02531
0.37319	3.54657	0.228856	2.13504	0.373984	3.53372	0.852667	8.11275	0.631323	5.98294
0.374409	3.52693	0.230938	2.1359	0.375208	3.51435	0.855377	8.06703	0.632457	5.94123
0.375636	3.5077	0.23302	2.13674	0.376439	3.49537	0.85802	8.02146	0.633582	5.90016
0.376869	3.48886	0.235102	2.13757	0.377677	3.47679	0.860596	7.97608	0.634698	5.85972
0.378109	3.47041	0.237184	2.13838	0.378921	3.45858	0.863109	7.93089	0.635807	5.81989
0.379356	3.45233	0.239265	2.13918	0.380172	3.44074	0.865562	7.88591	0.63691	5.78068
0.380609	3.43461	0.241347	2.13997	0.38143	3.42325	0.867956	7.84116	0.638005	5.74207
0.381869	3.41725	0.243429	2.14074	0.382694	3.40612	0.870293	7.79665	0.639095	5.70405
0.383136	3.40023	0.24551	2.1415	0.383965	3.38932	0.872577	7.75241	0.640179	5.6666
0.384409	3.38356	0.247592	2.14225	0.385242	3.37286	0.874809	7.70843	0.641258	5.62972
0.385688	3.36721	0.249674	2.14298	0.386526	3.35672	0.876991	7.66473	0.642332	5.5934
0.386974	3.35118	0.251755	2.14371	0.387816	3.34089	0.879126	7.62133	0.643402	5.55763
0.388267	3.33546	0.253837	2.14442	0.389113	3.32537	0.881215	7.57823	0.644468	5.52239
0.389566	3.32004	0.255918	2.14512	0.390416	3.31015	0.883259	7.53543	0.645531	5.48769
