Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2	
481  Points		493  Points		482  Points		286  Points		146  Points		136  Points		415  Points		169  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00305512	7.36492	0.000435816	0.522828	0.00109396	7.3653	0.279509	0.048171	0.334746	0.139162	0.559033	0.0891806	0.139829	0.434182	0.419263	0.0588223
0.00991698	7.3639	0.000922932	0.615102	0.00795618	7.36446	0.279554	0.0901075	0.334876	0.194105	0.559116	0.126902	0.140233	0.620687	0.419318	0.106018
0.0167769	7.36113	0.00158199	0.794876	0.0148168	7.36207	0.279677	0.173583	0.335108	0.304293	0.55927	0.202271	0.140985	0.989844	0.419461	0.200363
0.0236336	7.35691	0.0024041	0.964288	0.0216746	7.35825	0.279877	0.256158	0.335443	0.415319	0.559493	0.277572	0.142078	1.34986	0.419692	0.294498
0.0304857	7.35119	0.00337883	1.12184	0.0285281	7.35295	0.280154	0.337374	0.335882	0.527581	0.559787	0.352732	0.143501	1.6979	0.42001	0.388358
0.0373318	7.34392	0.00449452	1.26672	0.035376	7.34617	0.280506	0.416749	0.336426	0.641289	0.560151	0.427688	0.145242	2.03165	0.420415	0.481817
0.0441703	7.33509	0.00573923	1.39858	0.0422169	7.3378	0.28093	0.494052	0.337076	0.756645	0.560584	0.502453	0.147287	2.34949	0.420908	0.574763
0.0509999	7.32454	0.00710062	1.51735	0.0490492	7.32773	0.281426	0.568973	0.337836	0.873905	0.561087	0.576908	0.14962	2.65017	0.421486	0.6672
0.0578188	7.31222	0.00856665	1.62342	0.0558713	7.31594	0.281991	0.641177	0.338705	0.993214	0.561659	0.65104	0.152225	2.93313	0.422151	0.758982
0.0646254	7.29807	0.0101257	1.71743	0.0626816	7.30231	0.282621	0.710584	0.339686	1.11457	0.5623	0.724889	0.155085	3.19818	0.422901	0.849969
0.0714179	7.28191	0.0117669	1.80011	0.0694784	7.2867	0.283315	0.777109	0.340782	1.23805	0.56301	0.79832	0.158184	3.44541	0.423735	0.94017
0.0781945	7.26358	0.01348	1.87239	0.0762596	7.26903	0.284069	0.840726	0.341993	1.36365	0.563788	0.871353	0.161505	3.6754	0.424652	1.02946
0.0849528	7.2429	0.0152559	1.93522	0.0830234	7.24908	0.284881	0.901529	0.343323	1.49121	0.564633	0.943958	0.165033	3.88876	0.425653	1.11773
0.0916908	7.2197	0.0170861	1.98953	0.0897675	7.2266	0.285749	0.959707	0.344772	1.62064	0.565547	1.016	0.168752	4.08625	0.426735	1.20498
0.0984059	7.1938	0.0189632	2.03626	0.0964894	7.20149	0.28667	1.01564	0.346343	1.7517	0.566527	1.08757	0.172647	4.26875	0.427898	1.29109
0.105096	7.16485	0.0208804	2.07626	0.103187	7.17346	0.287642	1.06964	0.348036	1.88404	0.567573	1.15864	0.176706	4.43717	0.429141	1.376
0.111757	7.13259	0.022832	2.1104	0.109856	7.14217	0.288663	1.1222	0.349853	2.01739	0.568686	1.22908	0.180915	4.59244	0.430462	1.45968
0.118386	7.09671	0.0248129	2.13935	0.116495	7.10734	0.289733	1.174	0.351795	2.15145	0.569863	1.29891	0.185264	4.73547	0.431861	1.54201
0.124981	7.05674	0.0268185	2.16378	0.1231	7.06859	0.29085	1.22567	0.353862	2.28577	0.571106	1.36811	0.189739	4.86706	0.433336	1.62296
0.131536	7.01232	0.0288449	2.18443	0.129667	7.02551	0.292017	1.27796	0.356055	2.41992	0.572413	1.43665	0.194333	4.98808	0.434885	1.70253
0.138047	6.96295	0.0306251	2.19973	0.136191	6.97759	0.293232	1.33178	0.358372	2.55352	0.573783	1.5045	0.199034	5.09925	0.436508	1.78059
0.144511	6.90802	0.0321517	2.21091	0.142669	6.9243	0.294498	1.388	0.360813	2.68619	0.575216	1.57165	0.203835	5.20131	0.438203	1.8571
0.15092	6.84694	0.0334196	2.21914	0.149094	6.8651	0.295818	1.44764	0.363377	2.81756	0.576712	1.63807	0.208726	5.29491	0.439969	1.93212
0.157269	6.77905	0.0344252	2.225	0.155461	6.79922	0.297196	1.51176	0.366063	2.94723	0.578268	1.70373	0.213701	5.3806	0.441803	2.00555
0.163552	6.70347	0.0351662	2.22889	0.161764	6.7259	0.298635	1.58142	0.368869	3.07487	0.579886	1.76862	0.218752	5.45895	0.443706	2.07734
0.16976	6.61947	0.0356412	2.23129	0.167994	6.64438	0.300142	1.65775	0.371793	3.20022	0.581564	1.8327	0.223873	5.53049	0.445674	2.14753
0.175886	6.52611	0.0363248	2.23452	0.174145	6.554	0.301724	1.742	0.374832	3.32304	0.583301	1.89598	0.229058	5.59563	0.447707	2.21604
0.181921	6.42237	0.0370688	2.23769	0.179432	6.4673	0.303389	1.83535	0.377985	3.44308	0.585097	1.95845	0.2343	5.65479	0.449804	2.28292
0.187854	6.30739	0.0380824	2.24172	0.183882	6.38694	0.305144	1.93893	0.381248	3.56011	0.586951	2.0201	0.239595	5.70836	0.451961	2.3481
0.193674	6.1802	0.0393668	2.2463	0.187517	6.31567	0.307001	2.05402	0.384619	3.67411	0.588861	2.08086	0.244937	5.75663	0.454179	2.41161
0.19937	6.03985	0.0409233	2.25107	0.190362	6.25624	0.308972	2.18165	0.388094	3.78501	0.590828	2.14077	0.250322	5.79991	0.456455	2.47351
0.204929	5.88564	0.0427531	2.25578	0.192437	6.2105	0.311067	2.32274	0.391672	3.89263	0.59285	2.19981	0.255745	5.83849	0.458788	2.53374
0.210337	5.71712	0.044857	2.26012	0.193756	6.18021	0.3133	2.47798	0.395348	3.99697	0.594927	2.25799	0.261201	5.8726	0.461177	2.5923
0.215582	5.53411	0.0469645	2.26349	0.195641	6.13555	0.315684	2.64769	0.39912	4.09805	0.597058	2.31529	0.266687	5.90236	0.463619	2.64929
0.220649	5.3369	0.0490748	2.26606	0.197675	6.08532	0.318233	2.8319	0.402984	4.19586	0.599242	2.37168	0.2722	5.92805	0.466113	2.70476
0.225527	5.12641	0.0511871	2.26793	0.200413	6.01393	0.320961	3.02998	0.406938	4.29046	0.601477	2.42719	0.277734	5.94983	0.468659	2.75863
0.230202	4.90412	0.0533008	2.26927	0.203828	5.91889	0.32388	3.24061	0.410979	4.3819	0.603764	2.4818	0.283286	5.96777	0.471254	2.81101
0.234665	4.67216	0.0554156	2.27012	0.207884	5.79686	0.327	3.46191	0.415103	4.47021	0.606102	2.53557	0.288854	5.98202	0.473897	2.862
0.238908	4.43332	0.0575309	2.27054	0.21253	5.64338	0.33033	3.69132	0.419309	4.5555	0.608489	2.58841	0.294433	5.99267	0.476587	2.91162
0.242926	4.19082	0.0596465	2.27065	0.217703	5.45408	0.333878	3.92578	0.423592	4.63783	0.610925	2.64033	0.300021	5.99982	0.479322	2.95995
0.246717	3.94818	0.061762	2.27048	0.222693	5.25128	0.337646	4.16181	0.427951	4.71731	0.613409	2.69144	0.305613	6.00358	0.482102	3.00704
0.250283	3.70892	0.0638773	2.27014	0.227488	5.03566	0.341633	4.39574	0.432382	4.79408	0.61594	2.74164	0.311208	6.00386	0.484925	3.05301
0.253628	3.47642	0.0659922	2.26964	0.232077	4.80905	0.345837	4.62418	0.436884	4.86817	0.618518	2.791	0.316801	6.00074	0.487791	3.09793
0.256761	3.25362	0.0681065	2.26895	0.23645	4.57387	0.35025	4.84391	0.441453	4.93965	0.621141	2.83949	0.322389	5.99435	0.490698	3.14193
0.259691	3.04278	0.0702201	2.26817	0.2406	4.33309	0.354863	5.05236	0.446088	5.00872	0.623809	2.88709	0.327971	5.98459	0.493646	3.1851
0.262431	2.84558	0.072333	2.2673	0.244524	4.09013	0.359664	5.24754	0.450787	5.07545	0.626521	2.93387	0.333541	5.97143	0.496633	3.22758
0.264993	2.66306	0.074445	2.26635	0.248221	3.84849	0.364641	5.42808	0.455546	5.1399	0.629276	2.97983	0.339098	5.95493	0.49966	3.26954
0.267393	2.49571	0.0765561	2.2654	0.251695	3.61166	0.369779	5.59337	0.460364	5.20224	0.632073	3.02502	0.344637	5.93503	0.502726	3.31104
0.269644	2.34339	0.0786663	2.26441	0.254951	3.38283	0.375064	5.74319	0.46524	5.26253	0.634913	3.06941	0.350157	5.91173	0.50583	3.35224
0.27176	2.2056	0.0807756	2.26341	0.257999	3.1647	0.380481	5.87775	0.47017	5.32086	0.637793	3.11299	0.355653	5.88496	0.508972	3.39331
0.273754	2.08168	0.0828839	2.26239	0.260848	2.95933	0.386016	5.99775	0.475155	5.37738	0.640713	3.15585	0.361123	5.85464	0.512153	3.43445
0.275639	1.97075	0.0849913	2.26133	0.263513	2.76816	0.391657	6.10392	0.480191	5.43212	0.643673	3.19798	0.366563	5.82074	0.515372	3.47579
0.277426	1.87172	0.0870977	2.26033	0.266006	2.59191	0.39739	6.19719	0.485277	5.4852	0.646672	3.23941	0.371969	5.78326	0.51863	3.51744
0.279126	1.78358	0.0892032	2.25935	0.268343	2.43079	0.403205	6.27846	0.490412	5.53681	0.64971	3.28014	0.377339	5.74206	0.521926	3.55966
0.28075	1.70531	0.0913077	2.25835	0.270536	2.28457	0.409089	6.34873	0.495594	5.58692	0.652785	3.32022	0.382669	5.69724	0.525263	3.60257
0.282304	1.63592	0.0934114	2.25741	0.2726	2.15265	0.415035	6.40899	0.500822	5.63557	0.655897	3.35973	0.387278	5.65525	0.528639	3.64634
0.283798	1.57457	0.0955142	2.25646	0.274547	2.03425	0.421032	6.46001	0.506095	5.683	0.659045	3.39862	0.391179	5.61711	0.532057	3.6912
0.285238	1.52034	0.097616	2.25551	0.27639	1.92835	0.427072	6.50264	0.511412	5.72923	0.662229	3.43691	0.394385	5.58396	0.535517	3.73718
0.286631	1.47246	0.0997171	2.25464	0.27814	1.83395	0.433149	6.53767	0.516771	5.7743	0.665449	3.47468	0.396906	5.55676	0.539021	3.78446
0.287982	1.4303	0.101817	2.25379	0.279808	1.75002	0.439255	6.5656	0.522172	5.81831	0.668704	3.51199	0.398751	5.53612	0.542569	3.83324
0.289296	1.39324	0.103917	2.25297	0.281401	1.67553	0.445383	6.58711	0.527613	5.86134	0.671994	3.54889	0.399929	5.52264	0.546164	3.88358
0.290578	1.36063	0.106015	2.25216	0.28293	1.60958	0.451529	6.60275	0.533094	5.90345	0.675317	3.58533	0.401617	5.50298	0.549806	3.93553
0.291832	1.33204	0.108113	2.25138	0.284401	1.5513	0.457687	6.61286	0.538613	5.9447	0.678674	3.62138	0.403444	5.48106	0.553497	3.9892
0.29306	1.30708	0.110211	2.25063	0.285821	1.49978	0.463851	6.61785	0.544171	5.98514	0.682065	3.65715	0.405918	5.45034	0.557239	4.04461
0.294267	1.28537	0.112307	2.24989	0.287195	1.45436	0.470018	6.61816	0.549766	6.0248	0.685489	3.69264	0.409026	5.4103	0.561034	4.10174
0.295455	1.26648	0.114403	2.24919	0.288531	1.41436	0.476183	6.61401	0.555397	6.06382	0.688946	3.72789	0.412753	5.35995	0.564882	4.16056
0.296627	1.25015	0.116498	2.24854	0.289831	1.3792	0.482343	6.60564	0.561065	6.10217	0.692436	3.76294	0.417081	5.29815	0.568787	4.22099
0.297785	1.2361	0.118593	2.24789	0.291101	1.34833	0.488492	6.59336	0.566768	6.13983	0.695958	3.79789	0.421983	5.22395	0.572748	4.2829
0.29893	1.22412	0.120687	2.24724	0.292343	1.32132	0.494629	6.57731	0.572506	6.17692	0.699513	3.83278	0.426815	5.14619	0.576767	4.34621
0.300066	1.21399	0.12278	2.24669	0.293563	1.29774	0.500748	6.55766	0.578278	6.21346	0.7031	3.86761	0.431572	5.06491	0.580846	4.41065
0.301193	1.20554	0.124873	2.24612	0.294761	1.27717	0.506848	6.53462	0.584084	6.24939	0.706719	3.9025	0.436253	4.98032	0.584986	4.47604
0.302312	1.19858	0.126966	2.24551	0.295943	1.25941	0.512925	6.50831	0.589923	6.28479	0.710372	3.93747	0.440853	4.89258	0.589187	4.54213
0.303426	1.19296	0.129058	2.24498	0.297108	1.24408	0.518976	6.47883	0.595795	6.31963	0.714057	3.97262	0.44537	4.80198	0.59345	4.60863
0.304535	1.18858	0.131149	2.2445	0.298261	1.23089	0.524998	6.44639	0.601699	6.35385	0.717774	4.008	0.449801	4.70878	0.597775	4.67527
0.305641	1.18526	0.13324	2.244	0.299402	1.21972	0.530219	6.41575	0.607635	6.3875	0.721525	4.04359	0.454144	4.61322	0.602162	4.74175
0.306744	1.18293	0.135331	2.24353	0.300534	1.21032	0.53465	6.38797	0.613602	6.42052	0.725309	4.07955	0.458397	4.51567	0.60661	4.80776
0.307845	1.18157	0.137421	2.24308	0.301657	1.20247	0.5383	6.36391	0.619599	6.45288	0.729127	4.11595	0.462558	4.41647	0.61112	4.87291
0.308945	1.18096	0.13951	2.24267	0.302774	1.1961	0.541175	6.34411	0.625626	6.48456	0.732979	4.15278	0.466627	4.316	0.615691	4.93694
0.310046	1.18108	0.1416	2.24224	0.303886	1.191	0.543284	6.32904	0.631682	6.51548	0.736865	4.19012	0.470601	4.21461	0.62032	4.99958
0.311146	1.18189	0.143689	2.24181	0.304994	1.18707	0.544631	6.31928	0.637767	6.5456	0.740786	4.22802	0.47448	4.11275	0.625007	5.06048
0.312248	1.1833	0.145777	2.24141	0.306098	1.18418	0.546563	6.30502	0.643879	6.57486	0.744744	4.26662	0.478264	4.01081	0.62975	5.11945
0.313351	1.18524	0.147865	2.24107	0.3072	1.18226	0.548658	6.28909	0.650018	6.6032	0.748737	4.30595	0.481954	3.90908	0.634546	5.17623
0.314457	1.18773	0.149953	2.24071	0.308301	1.18123	0.551499	6.26702	0.656183	6.63051	0.752767	4.34601	0.485548	3.80805	0.639395	5.2306
0.315564	1.19066	0.15204	2.24035	0.309401	1.18093	0.555078	6.23829	0.662373	6.65672	0.756835	4.38688	0.48905	3.70802	0.644293	5.28237
0.316675	1.19396	0.154128	2.24002	0.310501	1.18133	0.559383	6.20222	0.668587	6.68182	0.760942	4.42862	0.492458	3.60926	0.649238	5.33142
0.317789	1.1977	0.156214	2.23968	0.311602	1.18238	0.564402	6.15828	0.674824	6.70565	0.765087	4.47131	0.495775	3.51217	0.654227	5.37757
0.318907	1.20174	0.158301	2.23936	0.312705	1.18403	0.570115	6.10581	0.681083	6.7282	0.769273	4.51502	0.499003	3.41696	0.659259	5.42075
