Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
476  Points		492  Points		476  Points		246  Points		403  Points		135  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.0078354	8.75217	0.00015981	0.399302	0.00632791	8.75272	0.279509	0.0847029	0.139755	0.28823	0.419305	0.185896
0.0159898	8.75038	0.000531838	0.511621	0.0144828	8.75104	0.279588	0.164358	0.140023	0.549592	0.419478	0.257347
0.0241408	8.74575	0.00111316	0.730292	0.0226345	8.74674	0.279815	0.32283	0.140779	1.06722	0.419785	0.399997
0.0322865	8.73911	0.00189266	0.935383	0.0307814	8.74047	0.280189	0.47886	0.142012	1.57177	0.420224	0.542109
0.0404251	8.73044	0.00285614	1.1243	0.0389214	8.73219	0.280707	0.631253	0.143708	2.05799	0.420795	0.68351
0.0485547	8.71964	0.00398766	1.29552	0.0470528	8.72184	0.281365	0.779008	0.145847	2.5217	0.421497	0.824002
0.0566732	8.70659	0.0052702	1.44825	0.0551736	8.70921	0.282159	0.921001	0.148407	2.9597	0.42233	0.963337
0.0647785	8.69112	0.00668633	1.58271	0.0632815	8.69414	0.283082	1.05623	0.151362	3.37011	0.423292	1.10131
0.0728682	8.67298	0.0082194	1.69964	0.0713742	8.67651	0.284127	1.1838	0.154686	3.75205	0.424383	1.23787
0.0809396	8.65203	0.00985343	1.80021	0.0794492	8.65613	0.285287	1.30293	0.158353	4.1055	0.425599	1.37278
0.0889903	8.62792	0.0115739	1.88591	0.0875039	8.63264	0.286555	1.41308	0.162337	4.43101	0.426941	1.50587
0.0970168	8.60036	0.0133676	1.95829	0.0955352	8.60574	0.287921	1.51386	0.16661	4.72967	0.428405	1.63698
0.105016	8.56897	0.0152229	2.01896	0.10354	8.57508	0.289376	1.60511	0.17115	5.00296	0.429991	1.76598
0.112984	8.53328	0.0171297	2.06941	0.111514	8.54021	0.290911	1.68698	0.175933	5.25247	0.431696	1.89273
0.120917	8.49281	0.0190791	2.11106	0.119454	8.50063	0.292519	1.75997	0.180937	5.47984	0.433518	2.0171
0.12881	8.44681	0.0210634	2.14528	0.127354	8.45576	0.294191	1.82494	0.186144	5.68674	0.435455	2.13899
0.136657	8.39465	0.0230766	2.1733	0.13521	8.40484	0.29592	1.8831	0.191534	5.87479	0.437504	2.25825
0.144452	8.33553	0.02485	2.1934	0.143015	8.34701	0.2977	1.93608	0.197091	6.04552	0.439663	2.37475
0.152189	8.26833	0.0263735	2.20778	0.150764	8.28137	0.299527	1.98585	0.202799	6.20044	0.441929	2.48845
0.159859	8.19187	0.0276402	2.21799	0.158447	8.20679	0.3014	2.03478	0.208645	6.3408	0.444299	2.5993
0.167454	8.10493	0.0286456	2.22504	0.166056	8.12186	0.303319	2.08548	0.214614	6.46785	0.446772	2.70713
0.174962	8.00591	0.0293868	2.22976	0.173581	8.02518	0.305286	2.14073	0.220697	6.58272	0.449344	2.81188
0.182372	7.89306	0.0298619	2.23257	0.18101	7.91507	0.307308	2.20362	0.226881	6.68633	0.452012	2.91358
