Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
455  Points		493  Points		159  Points		127  Points		104  Points		296  Points		139  Points		110  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00104224	8.19082	4.07441e-005	0.24883	0.279568	0.244981	0.549237	0.0027126	0.559045	0.185734	0.139763	0.326228	0.419264	0.0823187	0.698779	0.0732677
0.00867359	8.18977	0.000272578	0.356755	0.279797	0.33626	0.54924	0.00597846	0.559218	0.268522	0.140067	0.555656	0.419341	0.146994	0.698847	0.111294
0.016303	8.18667	0.000705519	0.568544	0.280195	0.518253	0.549249	0.0159225	0.559545	0.430535	0.140799	1.01015	0.419538	0.276201	0.698986	0.187359
0.0239286	8.18166	0.001332	0.770563	0.280762	0.699059	0.54927	0.0336134	0.56002	0.584565	0.14195	1.45362	0.419855	0.40505	0.699196	0.263392
0.0315486	8.17472	0.00214138	0.960149	0.281498	0.878298	0.549311	0.0604257	0.560635	0.729441	0.143507	1.88175	0.420293	0.533476	0.699477	0.339284
0.0391612	8.1658	0.00312113	1.13534	0.282399	1.05558	0.549382	0.0966921	0.561379	0.865239	0.145456	2.29125	0.420849	0.661421	0.699828	0.415045
0.0467647	8.15493	0.00425696	1.29486	0.283465	1.23054	0.549491	0.141832	0.562247	0.992695	0.147777	2.67966	0.421525	0.788697	0.70025	0.490686
0.0543571	8.14206	0.00553395	1.43825	0.284692	1.40279	0.549647	0.194905	0.563229	1.11277	0.150449	3.04522	0.422319	0.91515	0.700743	0.566164
0.0619365	8.12707	0.00693698	1.56559	0.286079	1.57215	0.549855	0.254909	0.56432	1.22664	0.153451	3.3872	0.42323	1.04069	0.701305	0.641387
0.069501	8.10992	0.00845126	1.67745	0.287622	1.73826	0.550122	0.32079	0.565515	1.33537	0.156761	3.7054	0.424258	1.1652	0.701938	0.716394
0.0770484	8.09063	0.0100627	1.77483	0.289318	1.90084	0.550452	0.391615	0.566809	1.43982	0.160356	4.00019	0.425402	1.28861	0.70264	0.791187
0.084577	8.06911	0.0117585	1.85892	0.291164	2.05981	0.550851	0.466689	0.568198	1.54083	0.164215	4.27233	0.426659	1.41077	0.703412	0.865627
0.0920843	8.04519	0.0135266	1.93092	0.293156	2.21487	0.551322	0.545424	0.56968	1.63898	0.168317	4.52285	0.42803	1.53161	0.704253	0.9398
0.0995683	8.01881	0.0153565	1.9921	0.295291	2.3659	0.551868	0.627309	0.571252	1.73474	0.172643	4.75303	0.429513	1.65098	0.705163	1.01366
0.107027	7.98993	0.0172387	2.04385	0.297564	2.51284	0.552491	0.711976	0.572912	1.82862	0.177174	4.96415	0.431107	1.7688	0.706142	1.08711
0.114457	7.95838	0.019165	2.08737	0.299973	2.65562	0.553194	0.799134	0.574659	1.92087	0.181893	5.1575	0.432809	1.88504	0.707189	1.16018
0.121856	7.92408	0.0211283	2.12364	0.302513	2.79424	0.55398	0.888563	0.576492	2.0117	0.186784	5.33474	0.434619	1.99962	0.708304	1.23286
0.129222	7.88689	0.0231222	2.15377	0.30518	2.92868	0.55485	0.980114	0.578408	2.10144	0.191175	5.47706	0.436535	2.11245	0.709486	1.30513
0.136552	7.84665	0.0251416	2.17881	0.30797	3.05897	0.555806	1.07364	0.580407	2.19018	0.195007	5.58985	0.438556	2.22343	0.710736	1.37693
0.143844	7.80322	0.0269186	2.19702	0.31088	3.18523	0.556851	1.16907	0.582489	2.27806	0.198232	5.67753	0.440679	2.33251	0.712052	1.44824
0.151093	7.75643	0.0284441	2.21018	0.313906	3.30766	0.557985	1.26625	0.584652	2.36522	0.200816	5.7435	0.442902	2.43972	0.713435	1.51909
0.158297	7.70606	0.0297119	2.21958	0.317043	3.42634	0.55921	1.36511	0.586896	2.45171	0.202735	5.79006	0.445225	2.54492	0.714883	1.58944
0.165452	7.65197	0.0307179	2.22625	0.32029	3.54146	0.560528	1.46564	0.589221	2.53769	0.203971	5.81898	0.447644	2.6481	0.716396	1.65926
0.172556	7.59397	0.0314595	2.23066	0.323643	3.65333	0.561941	1.56781	0.591625	2.62314	0.205759	5.85956	0.450159	2.74929	0.717975	1.72851
0.179603	7.53187	0.0319348	2.23321	0.327098	3.76215	0.56345	1.67151	0.594109	2.70813	0.207716	5.90221	0.452767	2.8484	0.719617	1.79721
0.18659	7.46546	0.032619	2.2368	0.330653	3.86819	0.565056	1.7766	0.596671	2.79278	0.2104	5.95789	0.455467	2.9454	0.721324	1.86531
0.193514	7.39446	0.033364	2.24046	0.334306	3.97178	0.56676	1.88314	0.599313	2.87712	0.213829	6.02492	0.458256	3.0403	0.723093	1.93283
0.200369	7.31874	0.0343789	2.24488	0.338054	4.07327	0.568565	1.99105	0.602033	2.9612	0.218027	6.10098	0.461132	3.13312	0.724925	1.99973
0.207152	7.23805	0.0356652	2.24977	0.341896	4.17292	0.570471	2.10015	0.604831	3.04507	0.223015	6.1838	0.464094	3.22385	0.726819	2.06602
0.213856	7.15227	0.0372242	2.25477	0.34583	4.27113	0.572478	2.21033	0.607707	3.12871	0.228819	6.27105	0.467139	3.31244	0.728775	2.13166
0.220479	7.06119	0.039057	2.25958	0.349332	4.35588	0.574589	2.32154	0.610661	3.21229	0.2347	6.35049	0.470266	3.39893	0.730791	2.19664
0.227014	6.96458	0.0411645	2.2639	0.352372	4.42749	0.576804	2.43367	0.613693	3.29581	0.240652	6.42269	0.473473	3.48337	0.732868	2.26098
0.233457	6.86247	0.0432756	2.26716	0.354922	4.48649	0.579124	2.54644	0.616802	3.37935	0.246668	6.48809	0.476757	3.56575	0.735005	2.32462
0.239802	6.75471	0.0453891	2.26949	0.356963	4.533	0.581549	2.65979	0.61999	3.46294	0.252742	6.54719	0.480117	3.64606	0.7372	2.38759
0.246043	6.6413	0.0475045	2.27113	0.358477	4.56705	0.58408	2.77348	0.623255	3.54662	0.258868	6.60051	0.483551	3.72435	0.739454	2.44988
0.252177	6.52236	0.0496211	2.27213	0.359452	4.58897	0.586717	2.88732	0.626598	3.63048	0.265041	6.64844	0.487057	3.80067	0.741765	2.51148
0.258197	6.39793	0.0517384	2.27259	0.360862	4.62037	0.589461	3.00112	0.63002	3.71463	0.271257	6.69138	0.490633	3.87501	0.744133	2.57235
0.264099	6.26824	0.0538559	2.27272	0.362405	4.6544	0.59231	3.11461	0.63352	3.79914	0.27751	6.72955	0.494278	3.94743	0.746558	2.6325
0.269877	6.1336	0.0559733	2.27256	0.364522	4.70083	0.595264	3.22754	0.637099	3.884	0.283797	6.76335	0.497989	4.01802	0.749039	2.69193
0.275528	5.99438	0.0580905	2.27211	0.367229	4.75945	0.598324	3.33958	0.640758	3.96936	0.290113	6.79304	0.501765	4.08676	0.751574	2.75065
0.281047	5.85108	0.0602072	2.27149	0.370548	4.83045	0.601487	3.45059	0.644496	4.05526	0.296455	6.81879	0.505604	4.15371	0.754164	2.80862
0.286431	5.70422	0.0623232	2.2707	0.374503	4.9139	0.604754	3.56017	0.648314	4.1418	0.302819	6.8409	0.509505	4.21899	0.756808	2.86591
0.291676	5.55443	0.0644384	2.26979	0.379126	5.00991	0.608121	3.66807	0.652213	4.22911	0.309202	6.85953	0.513466	4.28252	0.759505	2.92247
0.296781	5.40243	0.0665527	2.26886	0.383839	5.1061	0.611589	3.77402	0.656195	4.31717	0.315601	6.87489	0.517485	4.34439	0.762254	2.97824
0.301743	5.24893	0.0686661	2.26785	0.388641	5.20236	0.615154	3.87767	0.660258	4.40606	0.322013	6.88708	0.521561	4.40478	0.765054	3.0333
