Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
454  Points		492  Points		162  Points		130  Points		108  Points		297  Points		142  Points		112  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.0062918	7.97834	0.000153277	0.133049	0.279578	323.959	0.542613	7132.09	0.55907	652.651	0.139761	834.77	0.419269	1340.68	0.698796	873.051
0.0137239	7.97758	0.00049905	0.239499	0.279808	155.908	0.542628	538.441	0.559247	312.724	0.14004	127.411	0.419365	336.995	0.698888	403.491
0.0211531	7.97628	0.00103691	0.343868	0.2802	102.773	0.54267	279.803	0.559547	205.716	0.140726	69.2953	0.419575	192.809	0.699046	262.425
0.0285779	7.97441	0.00175817	0.445432	0.280752	76.7483	0.54274	189.031	0.559968	153.345	0.141812	47.8689	0.419899	135.111	0.699272	194.486
0.0359966	7.97198	0.00265177	0.543528	0.281463	61.3238	0.54284	142.745	0.560508	122.291	0.143287	36.7949	0.420337	104.056	0.699565	154.525
0.0434078	7.969	0.0037047	0.637586	0.282332	51.1333	0.542975	114.683	0.561162	101.75	0.145136	30.0743	0.420888	84.6653	0.699926	128.218
0.0508097	7.96543	0.00490309	0.727223	0.283356	43.9095	0.543146	95.8563	0.561929	87.1642	0.147341	25.5907	0.421552	71.4145	0.700353	109.591
0.0582008	7.96129	0.00623273	0.812198	0.284534	38.5293	0.543358	82.3526	0.562803	76.2763	0.149884	22.4066	0.422329	61.7929	0.700847	95.7144
0.0655793	7.95656	0.00767924	0.892354	0.285863	34.3727	0.543615	72.1967	0.563782	67.8424	0.152745	20.0427	0.423217	54.4941	0.701407	84.9782
0.0729434	7.95122	0.00922889	0.967664	0.28734	31.0696	0.54392	64.283	0.564862	61.1199	0.155903	18.2286	0.424216	48.7717	0.702034	76.4272
