Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
457  Points		493  Points		183  Points		151  Points		135  Points		99  Points		303  Points		162  Points		131  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00526643	6.81486	0.000442626	0.503115	0.279509	0.0629266	0.512745	0.017554	0.559043	0.106088	0.838533	0.0489035	0.139839	0.408501	0.419292	0.120805	0.698774	0.0444086
0.0116158	6.81415	0.000911375	0.588963	0.279567	0.125561	0.512762	0.0335869	0.559142	0.145607	0.838578	0.0714533	0.14022	0.570966	0.419405	0.16576	0.698816	0.070761
0.0179638	6.81237	0.00154009	0.756711	0.279742	0.250696	0.512808	0.0657189	0.559314	0.224612	0.838666	0.116471	0.140903	0.892834	0.419601	0.255581	0.698906	0.123451
0.0243099	6.80984	0.00232142	0.915769	0.280034	0.375503	0.512884	0.0980494	0.55956	0.303374	0.838795	0.161462	0.141883	1.20735	0.419881	0.345209	0.699046	0.176096
0.0306532	6.80654	0.00324653	1.06491	0.280442	0.499651	0.512991	0.130777	0.55988	0.381724	0.838967	0.206475	0.143153	1.51227	0.420245	0.434597	0.699234	0.228726
0.0369931	6.80242	0.00430577	1.20339	0.280965	0.622998	0.513128	0.163932	0.560272	0.459688	0.83918	0.251382	0.144701	1.80587	0.420691	0.523725	0.699472	0.281325
0.0433288	6.79748	0.00548891	1.3307	0.281603	0.745398	0.513296	0.197649	0.560736	0.537173	0.839435	0.296298	0.146518	2.08668	0.421221	0.612478	0.699758	0.333787
0.0496595	6.79179	0.00678539	1.44676	0.282354	0.86664	0.513496	0.232051	0.561273	0.614067	0.839732	0.341161	0.14859	2.35374	0.421832	0.700775	0.700094	0.386198
0.0559845	6.78523	0.00818479	1.55172	0.283218	0.986516	0.513728	0.267163	0.56188	0.690366	0.840071	0.385915	0.150904	2.60652	0.422526	0.788599	0.700478	0.438504
0.062303	6.77782	0.00967686	1.64593	0.284193	1.10491	0.513994	0.303111	0.562559	0.765985	0.840451	0.430673	0.153447	2.84469	0.423302	0.875918	0.700911	0.490676
0.0686142	6.76952	0.0112518	1.73005	0.285277	1.22164	0.514293	0.339996	0.563308	0.840833	0.840873	0.475291	0.156204	3.06832	0.424159	0.962664	0.701392	0.542797
0.0749173	6.76032	0.0129006	1.80468	0.286469	1.33654	0.514627	0.377877	0.564126	0.914942	0.841337	0.519849	0.159164	3.27778	0.425096	1.04871	0.701922	0.594745
0.0812114	6.75021	0.0146146	1.87052	0.287767	1.44957	0.514997	0.4168	0.565013	0.988232	0.841842	0.564361	0.162312	3.47339	0.426113	1.13407	0.702501	0.646492
0.0874955	6.73906	0.0163861	1.92836	0.28917	1.56051	0.515404	0.456851	0.565967	1.06069	0.842389	0.608707	0.165636	3.65578	0.427209	1.21874	0.703127	0.69813
0.0937689	6.72694	0.0182079	1.97894	0.290675	1.66931	0.515849	0.498063	0.566989	1.1323	0.842976	0.65294	0.169124	3.82568	0.428384	1.30261	0.703801	0.749625
0.10003	6.71376	0.0200737	2.02305	0.292281	1.77586	0.516332	0.540497	0.568077	1.203	0.843605	0.697096	0.172765	3.9839	0.429636	1.3856	0.704524	0.800906
0.106279	6.69948	0.0219776	2.0613	0.293984	1.88006	0.516856	0.584202	0.569231	1.27285	0.844275	0.74117	0.176054	4.11278	0.430966	1.46771	0.705294	0.851977
0.112514	6.68412	0.0239147	2.09439	0.295784	1.98189	0.517421	0.629205	0.570449	1.34179	0.844986	0.785079	0.178937	4.21643	0.432371	1.54897	0.706111	0.902851
0.118734	6.66752	0.0258803	2.12291	0.297677	2.08125	0.518028	0.675559	0.571731	1.40987	0.845738	0.828805	0.181374	4.29784	0.433852	1.62922	0.706976	0.953476
0.124938	6.64963	0.0278705	2.14743	0.299662	2.1781	0.51868	0.723296	0.573076	1.47705	0.846531	0.872459	0.183333	4.3597	0.435407	1.7085	0.707888	1.0039
0.131125	6.63041	0.0298818	2.16842	0.301736	2.27247	0.519376	0.772408	0.574483	1.54328	0.847364	0.915968	0.184791	4.40373	0.437036	1.78679	0.708847	1.05413
0.137293	6.60983	0.0319111	2.1863	0.303897	2.36438	0.520119	0.82295	0.575952	1.60865	0.848237	0.959261	0.185732	4.43123	0.438736	1.86398	0.709852	1.10405
0.143442	6.58779	0.033692	2.19977	0.306142	2.45373	0.52091	0.874963	0.577481	1.67317	0.849151	1.00241	0.187095	4.46998	0.440509	1.94014	0.710904	1.15372
0.149569	6.56416	0.0352182	2.20986	0.308469	2.54057	0.521749	0.928452	0.57907	1.73683	0.850105	1.04543	0.188589	4.51089	0.442352	2.01518	0.712002	1.20312
0.155673	6.53893	0.0364852	2.21717	0.310876	2.62498	0.52264	0.983354	0.580717	1.79961	0.851099	1.08826	0.190643	4.56482	0.444264	2.08908	0.713146	1.25225
0.161754	6.51198	0.0374897	2.22254	0.31336	2.70701	0.523582	1.03976	0.582423	1.86159	0.852133	1.13091	0.193274	4.63037	0.446244	2.1619	0.714336	1.30107
0.167808	6.4832	0.0382299	2.22612	0.31592	2.78676	0.524577	1.09773	0.584186	1.92272	0.853207	1.17338	0.196506	4.70575	0.448292	2.23347	0.71557	1.34958
0.173834	6.45246	0.0387042	2.22827	0.318553	2.86422	0.525627	1.15719	0.586006	1.98302	0.85432	1.21561	0.200361	4.78903	0.450406	2.3039	0.71685	1.39781
0.179831	6.41968	0.0393869	2.23128	0.321257	2.93955	0.526733	1.21816	0.587881	2.04253	0.855472	1.25767	0.204866	4.87834	0.452585	2.3732	0.718175	1.44571
0.185797	6.38474	0.0401298	2.23433	0.324031	3.01285	0.527897	1.28065	0.589812	2.10127	0.856663	1.29953	0.209452	4.96148	0.454829	2.44126	0.719544	1.49331
0.191729	6.34745	0.0411419	2.23816	0.326871	3.0843	0.52912	1.34468	0.591797	2.15928	0.857893	1.3412	0.214112	5.03873	0.457134	2.50809	0.720958	1.54055
0.197624	6.3078	0.0424241	2.24249	0.3294	3.14516	0.530403	1.41021	0.593835	2.21649	0.859162	1.38265	0.218841	5.11041	0.459502	2.57371	0.722415	1.58743
0.203482	6.26557	0.0439779	2.24719	0.331595	3.19605	0.531748	1.47723	0.595927	2.27297	0.86047	1.42387	0.223634	5.17698	0.46193	2.63815	0.723916	1.634
0.2093	6.22058	0.0458045	2.25181	0.333436	3.2375	0.533155	1.54581	0.598071	2.32872	0.861816	1.46486	0.228488	5.23883	0.464418	2.70141	0.72546	1.68021
0.215074	6.17279	0.0479047	2.2562	0.334909	3.26979	0.534628	1.61587	0.600266	2.38376	0.863199	1.5056	0.233396	5.29624	0.466964	2.7634	0.727047	1.72604
0.220802	6.12197	0.0500087	2.25983	0.336001	3.29349	0.536166	1.68736	0.602513	2.43817	0.864621	1.54615	0.238356	5.34951	0.469567	2.82417	0.728676	1.77148
0.226481	6.06801	0.0521157	2.26266	0.336704	3.3086	0.537772	1.76025	0.60481	2.49184	0.866081	1.58644	0.243364	5.39892	0.472227	2.88376	0.730348	1.81659
0.232109	6.01076	0.0542249	2.26485	0.33772	3.33004	0.539446	1.83462	0.607156	2.54484	0.867577	1.62646	0.248417	5.44473	0.474941	2.94213	0.732061	1.86132
