Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
462  Points		495  Points		213  Points		183  Points		170  Points		119  Points		316  Points		194  Points		158  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00368058	5.60043	0.000431453	0.444908	0.279525	0.09508	0.49005	0.0253288	0.559022	0.0494224	0.838527	0.0264161	0.139755	0.134476	0.419272	0.0656735	0.698781	0.0446466
0.00889847	5.60024	0.000845971	0.516525	0.279613	0.13634	0.490074	0.0360505	0.559068	0.0754056	0.838552	0.0416223	0.13988	0.24972	0.419334	0.0961019	0.698822	0.0622839
0.014116	5.59959	0.00139394	0.657254	0.279779	0.21881	0.490117	0.0575224	0.559162	0.127281	0.838605	0.0720797	0.14022	0.478998	0.419451	0.156918	0.698897	0.0976178
0.0193327	5.59867	0.00207069	0.792521	0.280021	0.301061	0.490181	0.0790795	0.559305	0.179104	0.838686	0.102526	0.140773	0.705157	0.419626	0.217613	0.699004	0.132983
0.0245485	5.59749	0.00287072	0.92155	0.28034	0.382946	0.490265	0.100807	0.559496	0.23082	0.838796	0.132949	0.141534	0.926908	0.419857	0.278213	0.699145	0.168264
0.029763	5.59593	0.0037879	1.04367	0.280735	0.464463	0.490369	0.122729	0.559735	0.282396	0.838934	0.163327	0.1425	1.14307	0.420144	0.338693	0.699318	0.203523
0.0349759	5.59414	0.00481548	1.15849	0.281205	0.545468	0.490493	0.144819	0.560022	0.333841	0.8391	0.193687	0.143664	1.35251	0.420488	0.39901	0.699524	0.238811
0.0401871	5.59208	0.00594663	1.26575	0.281751	0.625885	0.490639	0.167174	0.560357	0.385093	0.839295	0.224085	0.14502	1.55444	0.420888	0.459146	0.699763	0.274012
0.0453962	5.58965	0.00717407	1.36528	0.282372	0.70564	0.490805	0.189839	0.56074	0.43611	0.839518	0.254412	0.146561	1.74833	0.421344	0.519067	0.700034	0.309112
0.0506028	5.58693	0.00849068	1.45726	0.283066	0.784658	0.490992	0.212828	0.56117	0.486874	0.839769	0.28467	0.148278	1.93366	0.421855	0.578775	0.700339	0.344227
0.0558068	5.58388	0.00988951	1.54174	0.283834	0.862859	0.491201	0.236176	0.561647	0.537424	0.840048	0.314938	0.150164	2.11017	0.422422	0.638208	0.700676	0.379303
0.0610077	5.58051	0.0113635	1.61902	0.284674	0.940159	0.491432	0.259872	0.562171	0.587695	0.840356	0.345225	0.15221	2.2778	0.423044	0.697307	0.701046	0.414297
0.0662054	5.57684	0.0129064	1.68949	0.285586	1.01654	0.491686	0.283975	0.562742	0.637627	0.840692	0.375403	0.154408	2.43655	0.423721	0.756105	0.701448	0.449203
0.0713996	5.57279	0.0145117	1.75346	0.286568	1.09188	0.491961	0.308596	0.56336	0.687246	0.841055	0.40551	0.15675	2.58654	0.424453	0.814595	0.701883	0.484005
