Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
460  Points		494  Points		202  Points		172  Points		159  Points		112  Points		311  Points		183  Points		148  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00447223	5.96327	0.000407489	0.187346	0.279535	390.632	0.496124	2253.33	0.559027	1021.99	0.838526	4669.27	0.139764	533.631	0.419279	625.822	0.698781	1030.43
0.0100279	5.96311	0.000827367	0.266313	0.279646	169.761	0.496141	430.727	0.559086	378.095	0.838548	754.58	0.139952	117.251	0.419358	261.827	0.698827	434.098
0.0155829	5.96281	0.00138905	0.343956	0.279846	108.51	0.49618	238.14	0.559201	231.996	0.838603	410.481	0.140379	66.0516	0.4195	165.591	0.698911	274.996
0.0211369	5.96238	0.00208735	0.419979	0.280133	79.7946	0.496242	164.577	0.559371	167.372	0.838689	281.944	0.141044	46.138	0.419707	121.126	0.699031	201.263
0.0266895	5.96181	0.00291587	0.494062	0.280508	63.1437	0.496326	125.749	0.559596	130.937	0.838808	214.729	0.14194	35.5855	0.419978	95.5201	0.69919	158.729
0.0322403	5.96112	0.00386752	0.565962	0.28097	52.2825	0.496434	101.756	0.559875	107.555	0.838959	173.408	0.143062	29.0753	0.420312	78.8809	0.699385	131.054
0.037789	5.96028	0.00493467	0.635484	0.281518	44.6446	0.496565	85.4622	0.560209	91.2814	0.839142	145.438	0.144402	24.6754	0.420711	67.2047	0.699618	111.612
0.0433352	5.95932	0.00610948	0.702488	0.282152	38.9849	0.496719	73.6749	0.560597	79.3052	0.839357	125.25	0.145954	21.5151	0.421173	58.5626	0.699889	97.2067
0.0488784	5.95822	0.00738371	0.76685	0.282871	34.6267	0.496897	64.753	0.561039	70.125	0.839604	109.995	0.147707	19.1443	0.421698	51.9107	0.700196	86.107
0.0544183	5.95698	0.00874937	0.828515	0.283674	31.17	0.497099	57.7658	0.561535	62.866	0.839883	98.0617	0.149653	17.3066	0.422286	46.6345	0.700541	77.2934
0.0599545	5.9556	0.0101986	0.887448	0.28456	28.3636	0.497326	52.1464	0.562085	56.9837	0.840194	88.4738	0.151781	15.8455	0.422937	42.3491	0.700923	70.1267
