Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
470  Points		492  Points		199  Points		139  Points		123  Points		2  Points		367  Points		154  Points		122  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00220366	7.55521	0.000601699	0.25576	0.279569	311.771	0.437156	510.371	0.559021	1928.95	-9.52942e-009	8.74026	0.139761	798.391	0.419265	2315.84	0.698793	857.36
0.00924231	7.5548	0.00116364	0.354304	0.27976	153.007	0.437249	244.513	0.559085	457.703	1.02946e-005	0.0336286	0.140015	126.51	0.419333	376.848	0.698871	400.098
0.016279	7.55385	0.00189817	0.450232	0.280081	101.475	0.437406	160.815	0.559228	259.72			0.140635	68.9915	0.419499	205.191	0.699005	260.974
0.0233122	7.55231	0.00279515	0.542993	0.280531	75.9876	0.437629	119.845	0.55945	181.352			0.141616	47.6801	0.419764	141.044	0.699195	193.676
0.0303401	7.5502	0.00384302	0.632142	0.281109	60.8002	0.437918	95.546	0.559751	139.36			0.142949	36.6363	0.420126	107.509	0.699442	154
0.0373615	7.54755	0.0050293	0.717338	0.281814	50.73	0.438274	79.4692	0.56013	113.197			0.14462	29.9201	0.420586	86.9066	0.699745	127.842
0.0443746	7.54433	0.00634118	0.79836	0.282645	43.5718	0.438697	68.0497	0.560588	95.3384			0.146615	25.4309	0.421143	72.973	0.700105	109.302
0.0513777	7.54053	0.00776574	0.875067	0.283599	38.2283	0.439189	59.5235	0.561123	82.3768			0.148918	22.2368	0.421796	62.9273	0.70052	95.4788
0.0583692	7.53614	0.00929064	0.947429	0.284675	34.0917	0.43975	52.9175	0.561737	72.5443			0.151512	19.861	0.422545	55.3461	0.700991	84.7774
0.0653472	7.53114	0.010904	1.01548	0.28587	30.7984	0.440381	47.651	0.562428	64.8328			0.154379	18.0343	0.42339	49.4251	0.701518	76.2494
0.07231	7.52553	0.0125949	1.0793	0.287182	28.1174	0.441085	43.3563	0.563196	58.625			0.157502	16.5931	0.424329	44.6757	0.702101	69.2954
0.0792557	7.51929	0.0143532	1.13903	0.288608	25.8949	0.441861	39.7887	0.564041	53.5222			0.160862	15.4323	0.425362	40.7838	0.702739	63.5175
0.0861822	7.51238	0.0161699	1.19485	0.290146	24.0246	0.442713	36.7797	0.564962	49.255			0.164443	14.4815	0.426489	37.5384	0.703432	58.6418
0.0930873	7.5048	0.0180367	1.24695	0.291792	22.4305	0.44364	34.2088	0.565958	45.635			0.168227	13.6914	0.427707	34.7925	0.70418	54.4732
0.099969	7.49651	0.0199464	1.29553	0.293544	21.057	0.444646	31.9883	0.56703	42.5266			0.172201	13.027	0.429016	32.4403	0.704982	50.869
0.106825	7.4875	0.0218927	1.34081	0.295399	19.8626	0.445732	30.0521	0.568176	39.8294			0.176348	12.4623	0.430414	30.4041	0.705839	47.7226
0.113652	7.47773	0.0238699	1.38299	0.297354	18.8153	0.4469	28.35	0.569396	37.4679			0.180655	11.9781	0.431902	28.6252	0.706751	44.9525
0.120449	7.46717	0.0258733	1.42228	0.299406	17.8905	0.448151	26.8429	0.57069	35.3837			0.18511	11.5594	0.433477	27.0587	0.707716	42.4956
0.127212	7.45577	0.0278987	1.4589	0.301553	17.0685	0.449489	25.4999	0.572056	33.5314			0.189701	11.1947	0.435139	25.6695	0.708734	40.302
0.133938	7.44352	0.0296787	1.48877	0.30379	16.3338	0.450915	24.2966	0.573494	31.8749			0.194416	10.8751	0.436885	24.4299	0.709806	38.3321
0.140624	7.43036	0.0312055	1.51284	0.306117	15.6737	0.452431	23.2129	0.575003	30.3853			0.199246	10.5931	0.438715	23.3174	0.71093	36.5536
0.147266	7.41624	0.0324737	1.53182	0.30853	15.078	0.454039	22.2327	0.576583	29.0391			0.204181	10.3432	0.440628	22.3141	0.712107	34.9403
0.153862	7.40112	0.0334798	1.54627	0.311029	14.5381	0.455742	21.3424	0.578233	27.8169			0.209212	10.1204	0.442621	21.4051	0.713336	33.4705
0.160406	7.38495	0.0342212	1.55659	0.313609	14.047	0.457541	20.5309	0.579952	26.7028			0.214332	9.9209	0.444695	20.5782	0.714616	32.1262
0.166895	7.36768	0.0346964	1.56306	0.316272	13.5988	0.45944	19.7887	0.581739	25.6833			0.219532	9.74151	0.446846	19.8231	0.715948	30.8922
0.173325	7.34923	0.0353803	1.57219	0.319015	13.1884	0.461439	19.1081	0.583593	24.7472			0.224806	9.5795	0.449073	19.1311	0.717331	29.7556
0.17969	7.32956	0.0361249	1.58189	0.321838	12.8116	0.463541	18.4821	0.585514	23.885			0.229458	9.45074	0.451376	18.4952	0.718764	28.7057
0.185985	7.30859	0.0371392	1.5947	0.32474	12.4649	0.465748	17.9049	0.587501	23.0885			0.23346	9.3491	0.453753	17.9088	0.720248	27.733
0.192205	7.28625	0.0384245	1.61032	0.327723	12.145	0.468062	17.3716	0.589553	22.3508			0.236795	9.27015	0.456201	17.3669	0.721781	26.8295
0.198345	7.26249	0.0399822	1.62837	0.330786	11.8494	0.470483	16.8779	0.59167	21.6658			0.239446	9.21076	0.458721	16.8646	0.723363	25.9883
0.204397	7.23722	0.0418135	1.64844	0.333932	11.5758	0.473014	16.4199	0.593849	21.0282			0.241403	9.16869	0.461309	16.3981	0.724994	25.2032
0.210357	7.21037	0.0439192	1.67011	0.337162	11.322	0.475656	15.9943	0.596092	20.4334			0.242659	9.14245	0.463965	15.9638	0.726673	24.4691
0.216217	7.18189	0.0460285	1.69043	0.340478	11.0865	0.47841	15.5982	0.598396	19.8776			0.244469	9.10562	0.466687	15.5587	0.7284	23.7812
0.221971	7.15168	0.0481405	1.7095	0.343883	10.8677	0.481276	15.2291	0.600761	19.3571			0.246442	9.06675	0.469474	15.1801	0.730175	23.1354
0.227612	7.11971	0.0502546	1.72742	0.34738	10.6642	0.484256	14.8845	0.603186	18.8688			0.249135	9.01572	0.472323	14.8256	0.731996	22.528
0.233133	7.0859	0.0523701	1.74428	0.350973	10.4749	0.487349	14.5626	0.60567	18.4099			0.252556	8.95405	0.475235	14.4931	0.733863	21.9559
0.238528	7.05021	0.0544865	1.76015	0.354664	10.2987	0.490556	14.2614	0.608213	17.9781			0.256713	8.88346	0.478206	14.1808	0.735777	21.4162
0.243789	7.01262	0.0566035	1.77511	0.358457	10.1347	0.493877	13.9793	0.610814	17.571			0.261616	8.80573	0.481237	13.887	0.737736	20.9063
0.248912	6.97308	0.0587207	1.78923	0.362356	9.98194	0.497311	13.7148	0.613471	17.1869			0.267275	8.72266	0.484325	13.6102	0.73974	20.4238
0.25389	6.93161	0.0608378	1.80256	0.366362	9.83976	0.500857	13.4666	0.616185	16.8237			0.272964	8.64545	0.487469	13.349	0.741788	19.9668
0.258718	6.88822	0.0629546	1.81517	0.369944	9.72392	0.504516	13.2334	0.618954	16.4801			0.278681	8.5735	0.490668	13.1023	0.74388	19.5332
0.263392	6.84293	0.0650709	1.82711	0.373064	9.63073	0.508285	13.0142	0.621778	16.1546			0.28442	8.50626	0.49392	12.869	0.746016	19.1215
0.26791	6.7958	0.0671867	1.83842	0.375692	9.55735	0.512163	12.808	0.624655	15.8457			0.29018	8.44326	0.497225	12.6481	0.748195	18.73
0.272268	6.74691	0.0693018	1.84916	0.377799	9.50159	0.51615	12.6138	0.627586	15.5525			0.295957	8.38406	0.500581	12.4387	0.750416	18.3575
0.276467	6.69635	0.071416	1.85935	0.379366	9.46182	0.520243	12.4308	0.630569	15.2738			0.301748	8.3283	0.503987	12.2399	0.752679	18.0025
0.280506	6.64424	0.0735293	1.86903	0.380377	9.4369	0.52444	12.2582	0.633604	15.0086			0.30755	8.27563	0.507442	12.0511	0.754984	17.664
0.284386	6.5907	0.0756418	1.87825	0.38184	9.40179	0.528739	12.0953	0.636691	14.756			0.31336	8.22575	0.510944	11.8717	0.75733	17.3409
0.288111	6.53589	0.0777534	1.88702	0.383444	9.36457	0.533139	11.9414	0.639827	14.5153			0.319176	8.17841	0.514494	11.7008	0.759716	17.0322
0.291682	6.47995	0.079864	1.89539	0.385649	9.31546	0.537636	11.796	0.643014	14.2857			0.324996	8.13335	0.518089	11.5381	0.762143	16.737
0.295105	6.42305	0.0819737	1.90337	0.388475	9.25577	0.542228	11.6584	0.646251	14.0664			0.330815	8.09035	0.52173	11.383	0.76461	16.4545
0.298385	6.36535	0.0840824	1.91099	0.391949	9.18704	0.546914	11.5282	0.649536	13.8569			0.336633	8.04923	0.525415	11.235	0.767116	16.1839
0.301527	6.30702	0.0861902	1.91828	0.396101	9.11098	0.551689	11.4049	0.65287	13.6566			0.342447	8.00979	0.529143	11.0937	0.76966	15.9246
0.304537	6.24821	0.0882971	1.92525	0.400966	9.02936	0.556553	11.288	0.656252	13.4649			0.348254	7.97189	0.532915	10.9587	0.772243	15.6759
0.307421	6.18908	0.090403	1.93192	0.405933	8.95337	0.5615	11.1772	0.659682	13.2814			0.354051	7.93536	0.536728	10.8297	0.774865	15.4371
0.310187	6.12978	0.092508	1.93831	0.410998	8.88256	0.56653	11.0719	0.663159	13.1056			0.359838	7.90008	0.540584	10.7062	0.777523	15.2078
0.31284	6.07045	0.0946122	1.94444	0.416157	8.81651	0.571639	10.972	0.666683	12.937			0.36561	7.86592	0.54448	10.588	0.78022	14.9874
0.315388	6.01121	0.0967155	1.95032	0.421402	8.75484	0.576824	10.877	0.670254	12.7753			0.371367	7.83277	0.548418	10.4748	0.782953	14.7755
0.317836	5.95218	0.098818	1.95597	0.42673	8.69717	0.582082	10.7867	0.673871	12.6202			0.377106	7.80051	0.552395	10.3663	0.785722	14.5715
0.320192	5.89346	0.10092	1.9614	0.432132	8.64316	0.587411	10.7007	0.677535	12.4712			0.382824	7.76907	0.556413	10.2623	0.788528	14.3752
0.322461	5.83516	0.103021	1.96662	0.437604	8.59248	0.592807	10.6187	0.681246	12.3281			0.388519	7.73834	0.560471	10.1625	0.791369	14.186
0.324648	5.77734	0.105121	1.97165	0.443139	8.54485	0.598267	10.5406	0.685003	12.1905			0.39419	7.70825	0.564039	10.0788	0.794246	14.0037
0.32676	5.72009	0.10722	1.97649	0.448732	8.49998	0.603788	10.4661	0.688807	12.0583			0.399834	7.67871	0.567104	10.0098	0.797158	13.8279
