Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
470  Points		492  Points		199  Points		139  Points		123  Points		2  Points		367  Points		154  Points		122  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00220366	7.55467	0.000601699	0.603134	0.279569	0.20485	0.437156	0.0990591	0.559021	0.0688406	-9.52942e-009	0.0336596	0.139761	0.272548	0.419265	0.0731921	0.698793	0.0833622
0.00924231	7.55363	0.00116364	0.695759	0.27976	0.274603	0.437249	0.134035	0.559085	0.111181	1.02946e-005	0.0336596	0.140015	0.469332	0.419333	0.125903	0.698871	0.113662
0.016279	7.55067	0.00189817	0.875564	0.280081	0.413694	0.437406	0.204245	0.559228	0.19587			0.140635	0.859587	0.419499	0.231228	0.699005	0.174237
0.0233122	7.54598	0.00279515	1.04372	0.280531	0.551913	0.437629	0.274867	0.55945	0.280505			0.141616	1.24144	0.419764	0.336336	0.699195	0.234744
0.0303401	7.53968	0.00384302	1.19897	0.281109	0.688896	0.437918	0.34609	0.559751	0.364961			0.142949	1.61161	0.420126	0.441156	0.699442	0.295186
0.0373615	7.53169	0.0050293	1.34065	0.281814	0.824287	0.438274	0.418077	0.56013	0.449204			0.14462	1.96744	0.420586	0.545547	0.699745	0.355572
0.0443746	7.52186	0.00634118	1.46853	0.282645	0.957888	0.438697	0.490933	0.560588	0.533171			0.146615	2.3068	0.421143	0.649446	0.700105	0.415773
0.0513777	7.51027	0.00776574	1.58284	0.283599	1.08945	0.439189	0.564868	0.561123	0.616802			0.148918	2.62825	0.421796	0.752802	0.70052	0.475824
0.0583692	7.49683	0.00929064	1.68418	0.284675	1.21867	0.43975	0.639935	0.561737	0.700127			0.151512	2.93093	0.422545	0.855509	0.700991	0.535719
0.0653472	7.48144	0.010904	1.77325	0.28587	1.34537	0.440381	0.716315	0.562428	0.783064			0.154379	3.21448	0.42339	0.957433	0.701518	0.595452
0.07231	7.46407	0.0125949	1.85105	0.287182	1.46941	0.441085	0.794147	0.563196	0.865513			0.157502	3.47893	0.424329	1.05852	0.702101	0.655006
0.0792557	7.44457	0.0143532	1.91854	0.288608	1.59056	0.441861	0.873566	0.564041	0.947502			0.160862	3.72475	0.425362	1.15874	0.702739	0.714276
0.0861822	7.42285	0.0161699	1.97677	0.290146	1.70872	0.442713	0.954695	0.564962	1.02901			0.164443	3.95264	0.426489	1.25797	0.703432	0.773341
0.0930873	7.39881	0.0180367	2.02671	0.291792	1.82383	0.44364	1.03763	0.565958	1.10992			0.168227	4.16337	0.427707	1.35615	0.70418	0.832147
0.099969	7.37235	0.0199464	2.06933	0.293544	1.93584	0.444646	1.1225	0.56703	1.19021			0.172201	4.35791	0.429016	1.4532	0.704982	0.890651
0.106825	7.34329	0.0218927	2.10557	0.295399	2.04463	0.445732	1.20939	0.568176	1.26988			0.176348	4.53731	0.430414	1.54901	0.705839	0.948846
0.113652	7.31148	0.0238699	2.13622	0.297354	2.15031	0.4469	1.29837	0.569396	1.34893			0.180655	4.70245	0.431902	1.64365	0.706751	1.00679
0.120449	7.27671	0.0258733	2.16207	0.299406	2.25298	0.448151	1.38953	0.57069	1.42728			0.18511	4.8544	0.433477	1.73699	0.707716	1.06437
0.127212	7.23882	0.0278987	2.18375	0.301553	2.35262	0.449489	1.48294	0.572056	1.50487			0.189701	4.99407	0.435139	1.8289	0.708734	1.1216
0.133938	7.1976	0.0296787	2.19971	0.30379	2.44952	0.450915	1.57865	0.573494	1.58177			0.194416	5.12239	0.436885	1.91947	0.709806	1.1785
0.140624	7.15281	0.0312055	2.21143	0.306117	2.54385	0.452431	1.67667	0.575003	1.65784			0.199246	5.24024	0.438715	2.00861	0.71093	1.23495
0.147266	7.10424	0.0324737	2.22002	0.30853	2.63583	0.454039	1.77699	0.576583	1.73316			0.204181	5.34835	0.440628	2.09623	0.712107	1.29108
0.153862	7.05156	0.0334798	2.22604	0.311029	2.72574	0.455742	1.87964	0.578233	1.80769			0.209212	5.44745	0.442621	2.18234	0.713336	1.3468
0.160406	6.99453	0.0342212	2.23	0.313609	2.81395	0.457541	1.98459	0.579952	1.88139			0.214332	5.53821	0.444695	2.26695	0.714616	1.40206
