Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
470  Points		493  Points		201  Points		141  Points		125  Points		368  Points		156  Points		123  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00325838	7.47158	6.0713e-005	0.0811139	0.279552	361.528	0.43515	3055.15	0.559017	11572.9	0.139755	3795.98	0.419264	2659.04	0.698794	827.121
0.0102189	7.47107	0.000304807	0.181413	0.279722	164.065	0.435191	405.158	0.55906	570.47	0.13995	144.5	0.419328	384.927	0.698872	393.388
0.0171773	7.47005	0.000732245	0.280352	0.280018	106.202	0.435296	217.016	0.559179	292.505	0.140505	73.9418	0.419489	207.558	0.699004	258.103
0.0241321	7.46849	0.00133666	0.377208	0.28044	78.5911	0.435464	148.242	0.559376	196.729	0.141414	49.936	0.419745	142.153	0.699192	192.089
0.0310818	7.46642	0.00210957	0.471384	0.280987	62.4411	0.435697	112.606	0.55965	148.248	0.142669	37.9076	0.420097	108.148	0.699435	152.995
0.038025	7.46381	0.00304067	0.562361	0.281658	51.8543	0.435994	90.8149	0.560001	118.978	0.144258	30.724	0.420544	87.3195	0.699733	127.147
0.0449601	7.46068	0.00411836	0.649721	0.282452	44.3868	0.436356	76.1183	0.560429	99.3937	0.146168	25.9762	0.421086	73.2597	0.700085	108.793
0.0518854	7.45697	0.00533026	0.73315	0.283367	38.8434	0.436784	65.5409	0.560932	85.3756	0.148383	22.6238	0.421722	63.1364	0.700492	95.0888
0.0587994	7.45271	0.00666384	0.81246	0.284401	34.5699	0.437279	57.5671	0.561512	74.8497	0.150886	20.144	0.422452	55.5038	0.700954	84.4685
0.0657004	7.44788	0.00810663	0.887547	0.285551	31.1787	0.437842	51.3435	0.562168	66.6585	0.15366	18.245	0.423276	49.5469	0.701471	75.9981
0.0725867	7.44245	0.00964651	0.958379	0.286816	28.4252	0.438473	46.3533	0.562899	60.1051	0.156689	16.7514	0.424192	44.7714	0.702041	69.0863
0.0794563	7.43642	0.0112721	1.025	0.288192	26.1472	0.439175	42.2646	0.563706	54.7449	0.159954	15.5515	0.4252	40.8598	0.702666	63.3403
0.0863074	7.42976	0.0129728	1.08751	0.289678	24.2336	0.439949	38.8552	0.564586	50.2809	0.16344	14.5705	0.426299	37.5991	0.703344	58.4892
0.093138	7.42246	0.0147387	1.14605	0.291271	22.6049	0.440795	35.9702	0.565541	46.507	0.167129	13.7568	0.427488	34.8409	0.704076	54.3399
0.099946	7.41448	0.0165614	1.20078	0.292967	21.2034	0.441717	33.4985	0.56657	43.2759	0.171007	13.0734	0.428766	32.4788	0.704862	50.7512
0.106729	7.40581	0.0184328	1.25189	0.294765	19.9858	0.442714	31.3585	0.567672	40.4794	0.175059	12.4933	0.430132	30.4344	0.7057	47.6172
0.113485	7.39642	0.0203458	1.29959	0.29666	18.9192	0.44379	29.4886	0.568846	38.0361	0.179272	11.9963	0.431586	28.6486	0.706592	44.8574
0.120211	7.38627	0.0222945	1.34407	0.298651	17.9779	0.444947	27.8418	0.570092	35.8839	0.183633	11.567	0.433125	27.0762	0.707536	42.4089
0.126904	7.37533	0.0242734	1.38555	0.300734	17.1419	0.446185	26.3813	0.571409	33.9744	0.188131	11.1934	0.434748	25.6819	0.708532	40.2224
0.133563	7.36357	0.0262779	1.42422	0.302907	16.3951	0.447507	25.0779	0.572797	32.2693	0.192754	10.8661	0.436455	24.4377	0.70958	38.2584
0.140182	7.35094	0.0283039	1.46029	0.305168	15.7245	0.448915	23.9086	0.574255	30.7381	0.197492	10.5776	0.438244	23.3213	0.71068	36.4849
0.14676	7.3374	0.0300841	1.48973	0.307513	15.1195	0.450412	22.8542	0.575782	29.3558	0.202336	10.322	0.440114	22.3145	0.711831	34.8758
0.153293	7.3229	0.031611	1.51347	0.309942	14.5714	0.451998	21.8994	0.577378	28.1023	0.207278	10.0943	0.442064	21.4023	0.713033	33.4096
0.159777	7.3074	0.0328793	1.53221	0.312451	14.073	0.453677	21.0314	0.579042	26.9607	0.212309	9.89057	0.444092	20.5725	0.714285	32.0684
0.166208	7.29084	0.0338852	1.54647	0.315041	13.6181	0.455451	20.2395	0.580773	25.917	0.217422	9.70742	0.446196	19.8148	0.715588	30.837
0.172581	7.27317	0.0346266	1.55667	0.317709	13.2018	0.457321	19.5146	0.58257	24.9594	0.22261	9.54211	0.448376	19.1205	0.716941	29.7027
0.178893	7.25432	0.0351017	1.56306	0.320454	12.8195	0.45929	18.8492	0.584432	24.0781	0.227187	9.4108	0.450629	18.4822	0.718342	28.6547
0.185137	7.23423	0.0357856	1.57209	0.323277	12.4678	0.461359	18.2368	0.58636	23.2645	0.231127	9.30717	0.452955	17.8939	0.719793	27.6837
0.19131	7.21283	0.03653	1.58167	0.326178	12.1433	0.46353	17.6718	0.588351	22.5114	0.23441	9.22672	0.455352	17.35	0.721292	26.7817
0.197405	7.19007	0.0375441	1.59434	0.329157	11.8434	0.465805	17.1494	0.590406	21.8124	0.237021	9.16622	0.457819	16.8459	0.72284	25.9417
0.203417	7.16586	0.0388292	1.60979	0.332216	11.5658	0.468186	16.6654	0.592523	21.1622	0.238949	9.12337	0.460353	16.3777	0.724435	25.1577
0.209339	7.14014	0.0403866	1.62765	0.335355	11.3083	0.470674	16.2162	0.594702	20.556	0.240186	9.09664	0.462955	15.9418	0.726077	24.4245
0.215166	7.11284	0.0422175	1.64753	0.338578	11.0692	0.47327	15.7985	0.596941	19.9896	0.241969	9.05915	0.465621	15.5352	0.727766	23.7374
0.22089	7.0839	0.0443228	1.669	0.341886	10.8469	0.475975	15.4095	0.599241	19.4595	0.243913	9.01957	0.468351	15.1552	0.729502	23.0922
0.226506	7.05324	0.0464317	1.68915	0.345283	10.6402	0.47879	15.0468	0.601599	18.9624	0.246567	8.96764	0.471143	14.7994	0.731283	22.4855
0.232006	7.02082	0.0485434	1.70808	0.348772	10.4477	0.481715	14.7081	0.604017	18.4954	0.249939	8.9049	0.473997	14.4657	0.73311	21.9138
0.237384	6.98657	0.0506571	1.72588	0.352355	10.2685	0.484752	14.3914	0.606491	18.0561	0.254037	8.83311	0.476909	14.1522	0.734981	21.3745
0.242633	6.95047	0.0527723	1.74262	0.356038	10.1015	0.4879	14.095	0.609023	17.6421	0.258872	8.7541	0.47988	13.8572	0.736897	20.8649
0.247747	6.91249	0.0548884	1.7584	0.359822	9.94596	0.491158	13.8172	0.61161	17.2514	0.264454	8.6697	0.482907	13.5793	0.738857	20.3827
0.252721	6.87261	0.0570052	1.77329	0.363711	9.80105	0.494528	13.5567	0.614253	16.8823	0.270068	8.59133	0.48599	13.3171	0.740861	19.9258
0.25755	6.83084	0.0591222	1.78734	0.367188	9.6829	0.498008	13.3121	0.616951	16.5331	0.27571	8.51834	0.489127	13.0694	0.742908	19.4924
0.262228	6.78721	0.0612392	1.80062	0.370218	9.5878	0.501597	13.0822	0.619702	16.2023	0.281377	8.45018	0.492318	12.8351	0.744997	19.0808
0.266753	6.74176	0.0633559	1.81319	0.372769	9.51289	0.505294	12.866	0.622506	15.8886	0.287065	8.38636	0.495559	12.6132	0.747128	18.6894
0.271123	6.69455	0.0654721	1.82509	0.374817	9.45594	0.509098	12.6625	0.625363	15.5907	0.292772	8.32645	0.498852	12.4029	0.749301	18.3169
0.275335	6.64567	0.0675879	1.83637	0.376339	9.41531	0.513009	12.4707	0.628271	15.3077	0.298495	8.27007	0.502193	12.2033	0.751516	17.9619
0.27939	6.59523	0.0697029	1.84708	0.377321	9.38985	0.517023	12.29	0.631231	15.0384	0.30423	8.21686	0.505583	12.0137	0.753771	17.6234
0.283288	6.54334	0.0718171	1.85725	0.378743	9.35398	0.521139	12.1194	0.634241	14.782	0.309976	8.16654	0.509021	11.8334	0.756066	17.3002
0.287031	6.49014	0.0739306	1.86693	0.380303	9.31593	0.525356	11.9584	0.6373	14.5376	0.315728	8.11881	0.512504	11.6618	0.758401	16.9914
0.290623	6.43578	0.0760431	1.87613	0.382446	9.26573	0.529671	11.8062	0.640409	14.3045	0.321486	8.07343	0.516033	11.4983	0.760776	16.6961
0.294068	6.38041	0.0781548	1.8849	0.385196	9.2047	0.534082	11.6623	0.643566	14.082	0.327245	8.03019	0.519607	11.3425	0.763189	16.4134
0.297369	6.32419	0.0802654	1.89326	0.388576	9.13442	0.538587	11.5262	0.646771	13.8694	0.333005	7.98887	0.523224	11.1938	0.765642	16.1427
0.300532	6.26728	0.0823752	1.90125	0.39262	9.05662	0.543183	11.3973	0.650024	13.6661	0.338762	7.9493	0.526885	11.0518	0.768132	15.8832
0.303563	6.20984	0.0844841	1.90887	0.397361	8.97313	0.547868	11.2752	0.653323	13.4716	0.344514	7.91132	0.530587	10.9161	0.77066	15.6343
0.306468	6.15202	0.086592	1.91616	0.402206	8.8954	0.55264	11.1594	0.65667	13.2853	0.350259	7.87476	0.534332	10.7864	0.773225	15.3953
0.309254	6.09397	0.0886989	1.92314	0.407153	8.82299	0.557495	11.0496	0.660062	13.1069	0.355995	7.8395	0.538117	10.6623	0.775828	15.1658
0.311927	6.03583	0.0908051	1.92982	0.412195	8.75549	0.562431	10.9453	0.6635	12.9359	0.361719	7.80541	0.541943	10.5435	0.778467	14.9452
0.314494	5.97772	0.0929103	1.93622	0.417328	8.6925	0.567445	10.8462	0.666984	12.7718	0.367429	7.77237	0.545809	10.4296	0.781142	14.733
0.31696	5.91977	0.0950146	1.94236	0.422547	8.63365	0.572535	10.752	0.670513	12.6143	0.373124	7.74028	0.549715	10.3205	0.783853	14.5289
0.319333	5.86207	0.0971181	1.94825	0.427845	8.57858	0.577698	10.6624	0.674088	12.4631	0.3788	7.70903	0.55366	10.2159	0.786599	14.3323
0.321618	5.80474	0.0992208	1.95391	0.433216	8.52698	0.582931	10.5771	0.677707	12.3178	0.384456	7.67854	0.557645	10.1155	0.789381	14.1428
0.323821	5.74784	0.101323	1.95936	0.438654	8.47854	0.588231	10.4958	0.681371	12.1782	0.390089	7.64873	0.561149	10.0313	0.792197	13.9603
0.325947	5.69147	0.103424	1.96459	0.444153	8.43297	0.593595	10.4184	0.685079	12.0439	0.395698	7.61951	0.564159	9.96189	0.795048	13.7842
0.328003	5.63567	0.105524	1.96963	0.449708	8.39002	0.599021	10.3444	0.688833	11.9148	0.40128	7.59081	0.566664	9.90602	0.797934	13.6143
0.329992	5.58052	0.107624	1.97449	0.455313	8.34945	0.604506	10.2739	0.692632	11.7905	0.406833	7.56257	0.568655	9.8628	0.800853	13.4503
0.33192	5.52606	0.109723	1.97916	0.460961	8.31103	0.610046	10.2064	0.696475	11.6708	0.412356	7.53473	0.570125	9.83156	0.803806	13.2919
0.333792	5.47233	0.111821	1.98368	0.466649	8.27458	0.615639	10.1419	0.700365	11.5556	0.417845	7.50722	0.571068	9.81179	0.806792	13.1389
0.33561	5.41936	0.113919	1.98803	0.47237	8.2399	0.620554	10.0879	0.7043	11.4446	0.423299	7.48	0.572428	9.78369	0.809811	12.9909
0.337379	5.36717	0.116016	1.99223	0.47812	8.20682	0.624772	10.0435	0.708282	11.3376	0.428715	7.45301	0.57391	9.75356	0.812863	12.8478
0.339103	5.31581	0.118112	1.9963	0.483895	8.17521	0.628279	10.0078	0.71231	11.2345	0.434092	7.4262	0.575935	9.71325	0.815948	12.7094
0.340784	5.26527	0.120208	2.00022	0.489691	8.14492	0.631064	9.98021	0.716386	11.1352	0.439428	7.39954	0.578507	9.66337	0.819065	12.5755
0.342427	5.21557	0.122304	2.00402	0.495503	8.11582	0.633117	9.96027	0.720511	11.0394	0.444719	7.37298	0.581638	9.60462	0.822214	12.4458
0.344033	5.16672	0.124399	2.0077	0.501328	8.08781	0.634434	9.94767	0.724685	10.9471	0.449966	7.34648	0.585338	9.53784	0.825395	12.3202
0.345607	5.11872	0.126493	2.01125	0.507163	8.06078	0.636331	9.92975	0.72891	10.8581	0.455164	7.32001	0.589619	9.46393	0.828607	12.1985
0.347149	5.07159	0.128587	2.0147	0.513004	8.03464	0.638398	9.91054	0.733187	10.7723	0.460314	7.29353	0.593939	9.3928	0.831851	12.0806
0.348663	5.02531	0.13068	2.01804	0.518848	8.0093	0.641216	9.88484	0.737517	10.6896	0.465412	7.26703	0.598297	9.32434	0.835126	11.9662
0.350151	4.97988	0.132773	2.02128	0.524693	7.98469	0.644793	9.85305	0.741901	10.6099	0.470456	7.24047	0.602694	9.25843	0.838432	11.8553
0.351615	4.93529	0.134866	2.02442	0.530536	7.96074	0.649135	9.81559	0.746343	10.5331	0.475446	7.21382	0.60713	9.19497	0.841769	11.7477
0.353056	4.89155	0.136958	2.02747	0.536375	7.93739	0.654251	9.77296	0.750842	10.459	0.480379	7.18707	0.611604	9.13384	0.845137	11.6433
0.354476	4.84865	0.13905	2.03043	0.542208	7.91458	0.660148	9.7257	0.754812	10.3968	0.485254	7.16019	0.616116	9.07496	0.848534	11.542
0.355878	4.80656	0.141141	2.03331	0.548031	7.89225	0.666071	9.68008	0.758234	10.3453	0.490069	7.13318	0.620667	9.01823	0.851962	11.4436
0.357262	4.76529	0.143232	2.0361	0.553844	7.87036	0.672015	9.636	0.76109	10.3038	0.494823	7.10601	0.625256	8.96357	0.85542	11.348
0.35863	4.72483	0.145322	2.03882	0.559644	7.84887	0.677978	9.59333	0.763366	10.2717	0.499515	7.07867	0.629884	8.91088	0.858907	11.2552
0.359984	4.68515	0.147413	2.04146	0.56543	7.82773	0.683955	9.55198	0.76505	10.2484	0.504143	7.05116	0.634548	8.8601	0.862424	11.165
0.361324	4.64625	0.149503	2.04403	0.5712	7.80691	0.689942	9.51184	0.766132	10.2337	0.508706	7.02347	0.639251	8.81113	0.865971	11.0773
0.362482	4.61297	0.151592	2.04653	0.576952	7.78638	0.695937	9.4728	0.767693	10.2128	0.513205	6.99559	0.64399	8.76391	0.869546	10.992
0.363462	4.58506	0.153682	2.04896	0.582685	7.7661	0.701934	9.43478	0.769399	10.1904	0.517637	6.96751	0.648766	8.71836	0.87315	10.9091
0.364267	4.56229	0.155771	2.05134	0.588398	7.74605	0.70793	9.39769	0.771733	10.1604	0.522002	6.93924	0.653578	8.67442	0.876783	10.8284
0.364902	4.54448	0.157859	2.05364	0.594089	7.7262	0.713921	9.36143	0.774709	10.1233	0.5263	6.91079	0.658426	8.63202	0.880444	10.7499
0.365367	4.53149	0.159948	2.0559	0.599756	7.70653	0.719902	9.32593	0.778344	10.0797	0.53053	6.88214	0.663307	8.59108	0.883657	10.6833
0.365664	4.52323	0.162036	2.05809	0.605399	7.68701	0.72587	9.2911	0.782661	10.0301	0.534693	6.8533	0.668223	8.55155	0.886413	10.6276
0.366091	4.51142	0.164124	2.06023	0.611016	7.66763	0.73182	9.25687	0.787688	9.97542	0.538787	6.82429	0.673171	8.51337	0.888703	10.5825
0.366553	4.49867	0.166212	2.06232	0.616607	7.64836	0.737749	9.22317	0.792793	9.92299	0.542814	6.7951	0.678152	8.47648	0.890522	10.5473
0.36718	4.48148	0.1683	2.06436	0.622169	7.62919	0.743654	9.18994	0.79798	9.87278	0.546773	6.76575	0.683163	8.44082	0.891863	10.5217
0.36797	4.45997	0.170387	2.06634	0.627703	7.6101	0.74953	9.15713	0.803251	9.82474	0.550664	6.73625	0.688204	8.40633	0.892723	10.5055
0.368922	4.43431	0.172474	2.06829	0.633206	7.59107	0.755375	9.12467	0.808607	9.77882	0.554489	6.70659	0.693273	8.37296	0.893962	10.4823
0.370034	4.40468	0.174561	2.07018	0.638679	7.5721	0.761185	9.09253	0.81405	9.73496	0.558247	6.67681	0.698369	8.34065	0.895312	10.4573
0.371304	4.37132	0.176648	2.07203	0.644119	7.55317	0.76696	9.06067	0.819582	9.69311	0.561939	6.6469	0.703491	8.30937	0.897154	10.4237
0.372568	4.33862	0.178734	2.07384	0.649526	7.53426	0.772697	9.02906	0.825202	9.65321	0.565567	6.61689	0.708638	8.27905	0.899493	10.3819
0.373827	4.30656	0.18082	2.07561	0.654899	7.51536	0.778395	8.99768	0.830911	9.6152	0.56913	6.58677	0.713807	8.24965	0.902334	10.3321
0.375082	4.27513	0.182907	2.07734	0.660238	7.49648	0.784053	8.96653	0.836708	9.57901	0.572629	6.55658	0.718998	8.22112	0.905686	10.275
0.376333	4.24432	0.184992	2.07903	0.66554	7.47758	0.789672	8.93557	0.842593	9.54457	0.576067	6.52631	0.72421	8.19342	0.909557	10.211
0.377581	4.21411	0.187078	2.08069	0.670807	7.45867	0.795252	8.90483	0.848564	9.51182	0.579442	6.49599	0.72944	8.16651	0.913454	10.1486
0.378826	4.18449	0.189164	2.08231	0.676036	7.43974	0.800794	8.8743	0.854619	9.48068	0.582758	6.46562	0.734687	8.14034	0.917377	10.0877
0.380069	4.15545	0.191249	2.08389	0.681227	7.42078	0.806299	8.844	0.860755	9.45107	0.586014	6.43523	0.739949	8.11488	0.921326	10.0284
0.38131	4.12698	0.193335	2.08544	0.686379	7.40178	0.811769	8.81392	0.866971	9.42292	0.589212	6.40481	0.745226	8.09008	0.9253	9.97057
0.382549	4.09906	0.19542	2.08696	0.691492	7.38274	0.817206	8.7841	0.873263	9.39616	0.592352	6.3744	0.750515	8.06592	0.9293	9.91413
0.383788	4.07168	0.197505	2.08845	0.696564	7.36365	0.822613	8.75454	0.879627	9.3707	0.595438	6.34399	0.755815	8.04235	0.933324	9.85907
0.385025	4.04483	0.19959	2.0899	0.701596	7.34451	0.827992	8.72527	0.886061	9.34647	0.598468	6.31361	0.761125	8.01935	0.937372	9.80533
0.386263	4.0185	0.201674	2.09133	0.706586	7.3253	0.833345	8.6963	0.892561	9.32341	0.601445	6.28326	0.766443	7.99688	0.941445	9.75289
0.3875	3.99267	0.203759	2.09273	0.711535	7.30603	0.838675	8.66765	0.899124	9.30144	0.60437	6.25295	0.771767	7.9749	0.945542	9.70169
0.388737	3.96733	0.205843	2.0941	0.716441	7.2867	0.843985	8.63934	0.905746	9.28049	0.607244	6.22271	0.777096	7.9534	0.949663	9.6517
0.389975	3.94247	0.207928	2.09544	0.721304	7.26729	0.849276	8.61137	0.912423	9.2605	0.610069	6.19253	0.782428	7.93233	0.953808	9.60289
0.391213	3.91809	0.210012	2.09676	0.726123	7.24782	0.854552	8.58378	0.919153	9.24142	0.612845	6.16243	0.787763	7.91169	0.957975	9.55522
0.392453	3.89417	0.212096	2.09805	0.730899	7.22827	0.859814	8.55656	0.925931	9.22317	0.615574	6.13242	0.793098	7.89143	0.962166	9.50865
0.393694	3.8707	0.21418	2.09932	0.735631	7.20864	0.865065	8.52972	0.932756	9.20572	0.618257	6.1025	0.798433	7.87153	0.966379	9.46316
0.394936	3.84766	0.216264	2.10056	0.740318	7.18894	0.870306	8.50329	0.939624	9.18901	0.620895	6.0727	0.803765	7.85198	0.970615	9.41871
0.39618	3.82506	0.218348	2.10178	0.744961	7.16916	0.875539	8.47725	0.946532	9.17298	0.62349	6.04301	0.809094	7.83275	0.974873	9.37526
0.397426	3.80288	0.220431	2.10297	0.749559	7.1493	0.880767	8.45162	0.953478	9.15761	0.626042	6.01344	0.814419	7.81382	0.979153	9.3328
0.398673	3.78111	0.222515	2.10415	0.754111	7.12937	0.885989	8.4264	0.960458	9.14284	0.628553	5.98401	0.819737	7.79517	0.983454	9.29129
0.399923	3.75974	0.224598	2.1053	0.758618	7.10936	0.891208	8.40158	0.967472	9.12864	0.631024	5.95471	0.825049	7.77677	0.987778	9.25071
0.401175	3.73877	0.226682	2.10644	0.76308	7.08927	0.896424	8.37718	0.974515	9.11497	0.633456	5.92557	0.830352	7.75862	0.992122	9.21103
0.40243	3.71818	0.228765	2.10755	0.767496	7.06911	0.901639	8.35319	0.981587	9.10179	0.63585	5.89657	0.835645	7.74069	0.996488	9.17222
0.403687	3.69796	0.230848	2.10864	0.771867	7.04888	0.906854	8.3296	0.988684	9.08908	0.638208	5.86773	0.840927	7.72297	1.00087	9.13426
0.404947	3.67811	0.232931	2.10971	0.776192	7.02858	0.912068	8.30641	0.995806	9.07681	0.640529	5.83906	0.846197	7.70544		
0.40621	3.65862	0.235014	2.11077	0.780472	7.0082	0.917283	8.28362	1.00295	9.06494	0.642816	5.81056	0.851455	7.68809		
0.407476	3.63948	0.237097	2.1118	0.784706	6.98776	0.9225	8.26122			0.64507	5.78223	0.856698	7.6709		
0.408745	3.62068	0.23918	2.11282	0.788895	6.96726	0.927717	8.2392			0.64729	5.75408	0.861926	7.65386		
0.410017	3.60222	0.241263	2.11382	0.793039	6.9467	0.932936	8.21755			0.649479	5.72612	0.867138	7.63696		
0.411293	3.58409	0.243345	2.11481	0.797138	6.92608	0.938157	8.19627			0.651638	5.69834	0.872333	7.62018		
0.412571	3.56628	0.245428	2.11577	0.801192	6.90541	0.94338	8.17536			0.653766	5.67075	0.877509	7.60352		
0.413854	3.54878	0.247511	2.11673	0.805202	6.88468	0.948604	8.15479			0.655866	5.64335	0.882667	7.58696		
0.415139	3.53159	0.249593	2.11766	0.809168	6.86391	0.95383	8.13456			0.657937	5.61615	0.887804	7.57049		
0.416428	3.5147	0.251675	2.11858	0.813089	6.84309	0.959057	8.11466			0.659981	5.58915	0.892921	7.55411		
0.417721	3.49811	0.253758	2.11949	0.816968	6.82224	0.964286	8.09509			0.661999	5.56235	0.898016	7.5378		
0.419018	3.4818	0.25584	2.12038	0.820802	6.80134	0.969516	8.07583			0.663992	5.53576	0.903089	7.52155		
0.420318	3.46577	0.257922	2.12126	0.824594	6.78042	0.974746	8.05686			0.66596	5.50937	0.908138	7.50537		
0.421622	3.45002	0.260004	2.12212	0.828344	6.75946	0.979976	8.03819			0.667903	5.48319	0.913164	7.48923		
0.42293	3.43454	0.262086	2.12297	0.832051	6.73848	0.985206	8.0198			0.669824	5.45721	0.918165	7.47314		
0.424242	3.41932	0.264168	2.1238	0.835717	6.71749	0.990436	8.00169			0.671722	5.43145	0.92314	7.45709		
0.425557	3.40436	0.26625	2.12463	0.839341	6.69647	0.995664	7.98383			0.673599	5.4059	0.928089	7.44107		
0.426877	3.38965	0.268332	2.12544	0.842925	6.67544	1.00089	7.96623			0.675454	5.38055	0.933012	7.42507		
0.4282	3.37519	0.270414	2.12624	0.846468	6.6544					0.677289	5.35542	0.937907	7.40909		
