Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
494  Points		499  Points		364  Points		214  Points		177  Points		148  Points		444  Points		268  Points		189  Points		150  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00191882	5.32349	0.000270986	0.35855	0.279507	-0.0054476	0.33044	0.084076	0.559028	0.0444203	0.838526	0.010639	0.139768	0.182285	0.419271	0.0453696	0.660873	0.0106136	0.698784	0.0519657
0.00687869	5.32281	0.000605045	0.427819	0.279502	-0.0070765	0.330518	0.13849	0.559069	0.0608968	0.838535	0.0199252	0.139938	0.284664	0.419314	0.0642816	0.660883	0.0196937	0.698832	0.0714488
0.0118373	5.32106	0.00106818	0.564436	0.279494	-0.00983915	0.330698	0.24702	0.559141	0.0938465	0.838563	0.0384822	0.140299	0.488308	0.419391	0.102121	0.66091	0.037925	0.698917	0.110342
0.0167939	5.31837	0.00165681	0.696752	0.279483	-0.0115559	0.330979	0.354731	0.559244	0.126787	0.838607	0.0569925	0.140848	0.689053	0.419504	0.139934	0.660954	0.0562236	0.699038	0.149092
0.0217475	5.31474	0.0023665	0.823909	0.279472	-0.0118399	0.331359	0.46124	0.559378	0.159709	0.838669	0.075483	0.141583	0.885612	0.419652	0.177694	0.661014	0.0745834	0.699195	0.187772
0.0266973	5.31021	0.00319207	0.945287	0.279461	-0.0103572	0.331838	0.566226	0.559542	0.192595	0.838748	0.0940068	0.142498	1.07709	0.419835	0.215348	0.661093	0.0930658	0.699388	0.226387
0.0316425	5.30465	0.00412794	1.06038	0.279453	-0.00695232	0.332414	0.669485	0.559737	0.225406	0.838844	0.112524	0.14359	1.26267	0.420053	0.252936	0.661188	0.111647	0.699617	0.264872
0.036582	5.29808	0.00516798	1.16884	0.279448	-0.00138767	0.333086	0.770753	0.559962	0.258144	0.838957	0.131029	0.144851	1.44156	0.420306	0.290464	0.661301	0.130352	0.699881	0.30317
0.0415148	5.2905	0.00630595	1.27048	0.27945	0.0065922	0.333851	0.869798	0.560218	0.29088	0.839088	0.149508	0.146276	1.61331	0.420594	0.327802	0.661431	0.149231	0.700182	0.341314
0.0464402	5.28185	0.00753539	1.36522	0.279461	0.0170588	0.334707	0.966595	0.560504	0.323614	0.839236	0.168009	0.147858	1.77752	0.420917	0.365051	0.661579	0.168314	0.700517	0.379296
0.051357	5.27204	0.00884989	1.45311	0.279482	0.0300818	0.335652	1.06095	0.560821	0.356195	0.839401	0.186481	0.149588	1.93395	0.421275	0.402195	0.661744	0.187583	0.700888	0.417028
0.0562641	5.26113	0.0102431	1.53425	0.279517	0.0458007	0.336683	1.15282	0.561168	0.38869	0.839584	0.204894	0.151461	2.08254	0.421667	0.439129	0.661928	0.207077	0.701295	0.454552
0.0611605	5.24904	0.0117088	1.60893	0.279567	0.0642013	0.3378	1.24223	0.561545	0.421162	0.839783	0.223336	0.153469	2.22327	0.422093	0.475938	0.66213	0.226802	0.701735	0.49188
0.0660451	5.23564	0.0132412	1.67737	0.279636	0.0853288	0.338998	1.32914	0.561952	0.453513	0.84	0.241764	0.155604	2.3562	0.422553	0.512567	0.662351	0.246771	0.702211	0.528964
0.0709166	5.22091	0.0148344	1.73991	0.279726	0.1092	0.340277	1.4136	0.56239	0.485769	0.840234	0.260164	0.157859	2.48158	0.423048	0.548985	0.66259	0.267007	0.702721	0.565778
0.0757737	5.2048	0.0164833	1.79687	0.27984	0.135775	0.341632	1.49565	0.562858	0.51798	0.840485	0.278505	0.160228	2.59962	0.423576	0.585199	0.662848	0.287484	0.703265	0.602346
0.0806151	5.18722	0.0181826	1.8486	0.279979	0.165049	0.343064	1.57538	0.563355	0.55003	0.840753	0.296877	0.162704	2.71052	0.424138	0.621227	0.663126	0.308222	0.703844	0.638641
0.0854395	5.16809	0.0199279	1.89552	0.280147	0.197083	0.344568	1.6528	0.563883	0.581977	0.841038	0.315237	0.165279	2.81471	0.424734	0.657028	0.663423	0.329263	0.704455	0.674683
0.0902453	5.14728	0.0217147	1.93787	0.280347	0.231854	0.346143	1.72804	0.56444	0.613864	0.84134	0.3335	0.167948	2.91242	0.425363	0.692594	0.663739	0.350618	0.705101	0.710438
0.0950309	5.12476	0.023539	1.97615	0.28058	0.269316	0.347788	1.80116	0.565026	0.645557	0.841659	0.351789	0.170706	3.00397	0.426025	0.727984	0.664076	0.372235	0.705779	0.745914
0.0997947	5.10038	0.0253971	2.01058	0.280849	0.309524	0.3495	1.87227	0.565643	0.677157	0.841995	0.370056	0.173546	3.08974	0.426719	0.763095	0.664433	0.394155	0.706491	0.781122
0.104535	5.07395	0.0272855	2.04151	0.281156	0.352512	0.351277	1.94145	0.566288	0.708642	0.842349	0.388279	0.176463	3.17001	0.427447	0.797941	0.66481	0.416389	0.707235	0.816018
0.109249	5.04543	0.0292012	2.06931	0.281505	0.398278	0.353117	2.00878	0.566963	0.739971	0.842719	0.406489	0.179453	3.24509	0.428206	0.83255	0.665209	0.438884	0.708011	0.850652
0.113936	5.01466	0.0311414	2.09414	0.281898	0.446891	0.35502	2.07437	0.567667	0.771208	0.843106	0.424671	0.18251	3.31527	0.428998	0.866904	0.665628	0.461681	0.70882	0.885058
0.118594	4.98148	0.0331034	2.11634	0.282338	0.498414	0.356983	2.13825	0.5684	0.802263	0.84351	0.442798	0.185631	3.38084	0.429822	0.901043	0.666069	0.48479	0.70966	0.919152
0.123219	4.94573	0.0350849	2.1362	0.282827	0.552972	0.359004	2.20051	0.569162	0.833171	0.843931	0.460887	0.18881	3.44204	0.430677	0.934897	0.666532	0.508156	0.710533	0.952917
0.12781	4.90726	0.037084	2.15387	0.283369	0.610674	0.361083	2.26125	0.569953	0.864005	0.844369	0.478976	0.192044	3.49917	0.431564	0.968475	0.667016	0.531817	0.711436	0.986462
0.132363	4.86584	0.0390984	2.16952	0.283965	0.671511	0.363218	2.32054	0.570772	0.894618	0.844824	0.496988	0.19533	3.55243	0.432482	1.00186	0.667523	0.555776	0.712371	1.01979
0.136877	4.82131	0.0411266	2.18345	0.28462	0.73569	0.365407	2.3784	0.57162	0.925083	0.845295	0.514996	0.198664	3.60204	0.43343	1.03495	0.668052	0.579962	0.713336	1.05282
0.141347	4.77349	0.0431671	2.1958	0.285336	0.803404	0.36765	2.43488	0.572496	0.955397	0.845783	0.532994	0.202042	3.64824	0.43441	1.06773	0.668603	0.604458	0.714333	1.08556
