Sym0		Asym0		Sym1		Sym2		Asym1	
473  Points		492  Points		473  Points		211  Points		391  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00797669	9.35882	8.60255e-005	0.107998	0.00335446	9.35906	0.279536	564.957	0.139765	763.487
0.0166944	9.35778	0.00040289	0.233122	0.0120734	9.35844	0.279736	196.101	0.140153	125.726
0.0254084	9.35608	0.000945635	0.35551	0.0207896	9.35707	0.280127	118.79	0.141094	68.9457
0.0341165	9.35363	0.00170239	0.473989	0.0295011	9.35503	0.280709	85.3252	0.142574	47.8735
0.0428166	9.35045	0.00265735	0.587477	0.0382057	9.35224	0.281477	66.6759	0.144574	36.977
0.0515066	9.3465	0.00379239	0.69521	0.0469014	9.34869	0.282426	54.8052	0.147069	30.3765
0.060184	9.34174	0.00508805	0.796661	0.0555858	9.34437	0.283549	46.5984	0.15003	25.9872
0.0688465	9.33615	0.00652453	0.891522	0.0642564	9.33922	0.284841	40.5949	0.153426	22.8826
0.0774912	9.32968	0.00808284	0.979725	0.0729109	9.33322	0.286291	36.0189	0.157226	20.5885
0.0861153	9.32229	0.00974505	1.06134	0.0815463	9.32633	0.287891	32.42	0.161397	18.8365
0.0947156	9.3139	0.011495	1.1366	0.0901597	9.31848	0.289631	29.5188	0.165908	17.464
0.103288	9.30446	0.0133181	1.20578	0.0987475	9.3096	0.291499	27.1328	0.17073	16.3664
0.11183	9.29387	0.0152017	1.26925	0.107306	9.29963	0.293485	25.1376	0.175833	15.4736
0.120336	9.28205	0.0171351	1.32742	0.115831	9.28848	0.295576	23.4457	0.181192	14.7369
0.128801	9.26888	0.0191089	1.38068	0.124319	9.27604	0.297762	21.9937	0.186783	14.1216
0.137219	9.25424	0.0211155	1.42943	0.132763	9.26219	0.300029	20.7343	0.192584	13.602
0.145585	9.23798	0.0228856	1.46854	0.141158	9.24681	0.302369	19.6319	0.198574	13.1592
0.153891	9.21994	0.0244075	1.4996	0.149496	9.22974	0.304772	18.6592	0.204735	12.7785
0.162129	9.19992	0.0256736	1.52381	0.157771	9.21079	0.307231	17.7947	0.21105	12.4487
0.170288	9.1777	0.0266788	1.54205	0.165973	9.18977	0.309741	17.0215	0.217504	12.1611
0.178358	9.15302	0.02742	1.55499	0.174092	9.16642	0.312299	16.3262	0.224083	11.9086
0.186326	9.12561	0.0278953	1.56306	0.182115	9.1405	0.314908	15.698	0.230774	11.6855
0.194177	9.09513	0.0285796	1.5744	0.190031	9.11169	0.317573	15.1282	0.237565	11.4875
0.201896	9.06122	0.0293246	1.58636	0.197822	9.07965	0.320303	14.6098	0.244446	11.3107
0.209462	9.02347	0.0303398	1.60206	0.205471	9.04398	0.323112	14.1372	0.251408	11.152
0.216854	8.98143	0.0316267	1.62103	0.212958	9.00428	0.326017	13.7056	0.25844	11.009
0.224048	8.93464	0.0331866	1.64271	0.220261	8.96007	0.329041	13.3113	0.265536	10.8794
0.23102	8.88261	0.0350205	1.66651	0.227354	8.91087	0.33221	12.9514	0.272686	10.7616
0.23774	8.82485	0.0371292	1.69184	0.23421	8.85621	0.335552	12.6231	0.279884	10.6539
0.244181	8.76095	0.039241	1.71525	0.240803	8.79562	0.339097	12.3245	0.287124	10.5552
0.250315	8.69053	0.0413548	1.73691	0.247103	8.72869	0.342877	12.0538	0.294398	10.4642
0.256118	8.61338	0.0434699	1.75699	0.253084	8.65513	0.346921	11.8091	0.301701	10.38
0.261569	8.52946	0.0455857	1.77564	0.258724	8.57479	0.351255	11.5891	0.309026	10.3018
0.266655	8.43892	0.0477016	1.79299	0.264005	8.48772	0.3559	11.3922	0.316369	10.2289
0.27137	8.34215	0.0498173	1.80916	0.268917	8.39419	0.360866	11.2166	0.323724	10.1606
0.275716	8.23975	0.0519325	1.82425	0.273457	8.29469	0.36616	11.0609	0.331085	10.0964
0.279704	8.13249	0.0540469	1.83836	0.277633	8.1899	0.371775	10.9231	0.338448	10.0358
0.283352	8.02127	0.0561604	1.85157	0.281459	8.08067	0.377699	10.8014	0.345807	9.97834
0.286684	7.90704	0.0582728	1.86396	0.284955	7.96791	0.383914	10.6942	0.353157	9.92364
0.289726	7.79074	0.0603842	1.8756	0.287753	7.86753	0.390395	10.5997	0.360493	9.87135
0.292506	7.67327	0.0624945	1.88655	0.289969	7.78089	0.397117	10.5161	0.36781	9.82114
0.295053	7.55542	0.0646036	1.89687	0.291693	7.70877	0.404052	10.4422	0.375102	9.77273
0.297393	7.43789	0.0667116	1.9066	0.292992	7.65157	0.411176	10.3764	0.382365	9.72585
0.299551	7.32127	0.0688184	1.9158	0.293912	7.60947	0.418462	10.3177	0.389591	9.68027
0.301551	7.20605	0.0709242	1.92451	0.294486	7.58253	0.425889	10.265	0.396777	9.63574
0.303412	7.0926	0.0730288	1.93275	0.295292	7.54382	0.433434	10.2174	0.403916	9.59207
0.305151	6.98123	0.0751324	1.94058	0.296143	7.50179	0.441081	10.1742	0.411001	9.54906
0.306786	6.87214	0.077235	1.94801	0.297261	7.44477	0.448812	10.1348	0.418028	9.50652
0.308329	6.76552	0.0793366	1.95507	0.298613	7.37295	0.456612	10.0984	0.424988	9.46429
0.309793	6.66145	0.0814373	1.9618	0.300164	7.28672	0.464469	10.0648	0.431876	9.42219
0.311188	6.56002	0.0835372	1.96821	0.301876	7.18664	0.472371	10.0335	0.438685	9.38007
0.312523	6.46125	0.0856361	1.97432	0.303715	7.07353	0.480307	10.0041	0.445408	9.33778
