Sym0		Asym0		Sym1		Sym2		Asym1	
473  Points		492  Points		473  Points		209  Points		390  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00101449	9.51145	3.5002e-005	0.266126	0.00596243	9.5103	0.279546	0.239745	0.139974	0.844953
0.00987626	9.51016	0.00028295	0.390842	0.0148231	9.50842	0.279769	0.347015	0.140761	1.14606
0.0187356	9.50653	0.000763293	0.634251	0.0236803	9.50353	0.280193	0.56006	0.142109	1.73838
0.0275906	9.50064	0.00146481	0.863405	0.0325319	9.4963	0.280813	0.769352	0.144	2.30756
0.036439	9.49238	0.00237215	1.07459	0.0413756	9.48668	0.281626	0.973485	0.146409	2.84798
0.0452786	9.48165	0.00346719	1.26538	0.0502093	9.47448	0.282627	1.17111	0.149307	3.3557
0.054107	9.46825	0.00473004	1.43447	0.0590303	9.4596	0.283808	1.3609	0.152662	3.82835
0.0629217	9.45213	0.00614016	1.58193	0.0678362	9.44185	0.285163	1.54164	0.156441	4.26505
0.07172	9.43301	0.00767778	1.70868	0.0766241	9.42092	0.286681	1.71218	0.16061	4.66604
0.080499	9.41059	0.0093241	1.81622	0.0853911	9.39657	0.288353	1.8714	0.165135	5.03244
0.0892556	9.38465	0.0110621	1.90641	0.0941336	9.36845	0.290168	2.01845	0.169987	5.36592
0.0979863	9.35474	0.0128765	1.98126	0.102848	9.33615	0.292114	2.15266	0.175134	5.66859
0.106687	9.32041	0.014754	2.04284	0.11153	9.29917	0.294179	2.27358	0.18055	5.94264
0.115354	9.28119	0.0166831	2.09306	0.120176	9.25692	0.296351	2.38123	0.186208	6.19031
0.123982	9.23638	0.0186542	2.13366	0.12878	9.20868	0.298617	2.47583	0.192085	6.41386
0.132565	9.18527	0.0206589	2.16638	0.137335	9.15365	0.300964	2.55823	0.198159	6.61536
0.141097	9.12699	0.0224282	2.1895	0.145837	9.09092	0.303384	2.62988	0.204412	6.79688
0.149572	9.06047	0.0239497	2.20577	0.154275	9.01935	0.305865	2.69269	0.210824	6.96019
0.157981	8.98454	0.0252156	2.21722	0.162643	8.93752	0.308401	2.74939	0.217381	7.10692
0.166314	8.89774	0.0262209	2.22497	0.170929	8.84396	0.310988	2.80323	0.224067	7.2386
0.174561	8.79848	0.0269621	2.23025	0.179123	8.73688	0.313625	2.85797	0.23087	7.35657
0.182709	8.68476	0.0274374	2.2333	0.18721	8.61421	0.316314	2.91801	0.237776	7.46199
0.190744	8.55445	0.0281217	2.23721	0.195175	8.47367	0.319062	2.98813	0.244774	7.55593
0.198649	8.40522	0.0288669	2.24128	0.202999	8.31264	0.321882	3.07316	0.251855	7.63938
0.206406	8.23436	0.0298823	2.24609	0.210664	8.12849	0.324789	3.17801	0.259009	7.7131
0.213993	8.03912	0.0311694	2.25128	0.218146	7.91854	0.327804	3.30746	0.266228	7.77779
0.221386	7.81688	0.0327296	2.25648	0.22542	7.68021	0.330952	3.46571	0.273502	7.83415
0.228559	7.56532	0.0345638	2.26123	0.232457	7.41149	0.334262	3.65617	0.280826	7.8827
0.235483	7.28281	0.0366728	2.26525	0.23923	7.11135	0.337765	3.88087	0.288191	7.92385
0.242129	6.96886	0.0387848	2.268	0.245708	6.78024	0.341493	4.1402	0.295591	7.95803
0.248469	6.6247	0.0408989	2.26978	0.251864	6.42051	0.345479	4.43239	0.30302	7.98559
0.254474	6.25359	0.0430143	2.2707	0.257672	6.03664	0.349752	4.75324	0.310471	8.0068
0.260122	5.86109	0.0451301	2.27105	0.263113	5.6354	0.354336	5.09612	0.31794	8.02183
0.265395	5.45484	0.0472462	2.27097	0.268173	5.22543	0.359248	5.45235	0.325419	8.03087
0.270286	5.044	0.0493619	2.27046	0.27285	4.81623	0.364496	5.81217	0.332904	8.034
0.274794	4.63825	0.0514769	2.26972	0.277148	4.4173	0.370079	6.1658	0.34039	8.03132
0.278929	4.24658	0.0535912	2.26881	0.281081	4.03697	0.375986	6.50452	0.34787	8.0229
0.282707	3.87663	0.0557046	2.26769	0.28467	3.68165	0.382199	6.82131	0.355339	8.00868
0.286153	3.53391	0.0578168	2.26654	0.287941	3.35495	0.388696	7.11153	0.362793	7.9886
0.289292	3.22156	0.059928	2.26535	0.290555	3.09517	0.395451	7.37256	0.370225	7.96258
0.292156	2.94082	0.062038	2.26409	0.292624	2.89271	0.402434	7.60377	0.37763	7.93053
0.294772	2.6912	0.0641469	2.26284	0.294234	2.73828	0.40962	7.80598	0.385003	7.89229
0.29717	2.47101	0.0662546	2.26159	0.295446	2.6243	0.41698	7.98084	0.392337	7.84766
0.299377	2.27805	0.0683611	2.26038	0.296306	2.54494	0.424491	8.13061	0.399626	7.79649
0.301415	2.10965	0.0704666	2.25923	0.296843	2.49627	0.43213	8.2576	0.406865	7.73854
0.303308	1.963	0.072571	2.25807	0.297596	2.42908	0.439878	8.36429	0.414046	7.67354
0.305073	1.83558	0.0746742	2.25693	0.298393	2.35932	0.447716	8.45294	0.421164	7.60126
0.306728	1.72495	0.0767765	2.25589	0.29944	2.26988	0.455629	8.52557	0.42821	7.52152
0.308287	1.62887	0.0788778	2.25486	0.300707	2.1649	0.463603	8.58403	0.435179	7.4341
0.309763	1.54548	0.0809782	2.2539	0.302164	2.04922	0.471625	8.62985	0.442063	7.33873
0.311167	1.4731	0.0830777	2.25299	0.303775	1.92795	0.479684	8.66443	0.448854	7.23529
0.312508	1.41023	0.0851764	2.25209	0.305511	1.80549	0.48777	8.68891	0.455545	7.12371
0.313795	1.3556	0.0872743	2.25127	0.30714	1.69881	0.495874	8.70417	0.462128	7.0039
0.315034	1.30816	0.0893714	2.25046	0.308676	1.60618	0.503989	8.71111	0.468596	6.87589
0.316233	1.26697	0.0914677	2.24969	0.310133	1.52577	0.512107	8.71042	0.474941	6.73991
0.317395	1.23124	0.0935634	2.24898	0.311519	1.45597	0.52022	8.7026	0.481155	6.59619
0.318527	1.20029	0.0956585	2.24832	0.312846	1.39537	0.528323	8.68813	0.487232	6.44507
0.319632	1.17354	0.097753	2.24767	0.314119	1.34269	0.536409	8.66745	0.493165	6.28712
0.320714	1.1505	0.0998468	2.24705	0.315348	1.29694	0.544474	8.64091	0.498947	6.12297
0.321776	1.13066	0.10194	2.24648	0.316536	1.25726	0.552511	8.60868	0.504574	5.95338
0.32282	1.11368	0.104033	2.24591	0.31769	1.22284	0.560515	8.57104	0.510041	5.77922
0.323851	1.09927	0.106125	2.2454	0.318815	1.19304	0.568482	8.52827	0.515343	5.60156
0.324869	1.08709	0.108217	2.24493	0.319913	1.16726	0.576407	8.48053	0.520479	5.42143
0.325877	1.07693	0.110308	2.24443	0.32099	1.14503	0.584284	8.42789	0.525445	5.23988
0.326876	1.06854	0.112399	2.244	0.322047	1.126	0.592111	8.37052	0.530243	5.05798
0.327868	1.06173	0.11449	2.2436	0.323088	1.10975	0.599882	8.30866	0.53487	4.87692
0.328854	1.05638	0.11658	2.24315	0.324115	1.09592	0.607593	8.24236	0.53933	4.6977
0.329836	1.05227	0.11867	2.24277	0.32513	1.08427	0.615241	8.17172	0.543624	4.52118
0.330815	1.04933	0.120759	2.24244	0.326135	1.07457	0.62282	8.09694	0.547755	4.34831
0.331791	1.04747	0.122848	2.24205	0.327132	1.06664	0.630329	8.01807	0.551727	4.17982
0.332767	1.04648	0.124937	2.24175	0.328123	1.06022	0.637761	7.93525	0.555544	4.01635
0.333741	1.04631	0.127025	2.24145	0.329108	1.05518	0.645115	7.84857	0.559211	3.85838
0.334716	1.04694	0.129114	2.24112	0.330089	1.05142	0.652386	7.7582	0.562733	3.70613
