Sym0		Asym0		Sym1		Sym2		Asym1	
472  Points		491  Points		473  Points		207  Points		390  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00843035	9.54314	0.000260773	0.189607	0.00471447	9.5433	0.27951	2325.3	0.139849	262.594
0.0173196	9.54202	0.000727911	0.315519	0.0136049	9.54257	0.279639	265.842	0.140468	95.931
0.0262047	9.54015	0.00141772	0.437742	0.022492	9.54102	0.27997	141.143	0.141657	59.1231
0.0350835	9.5375	0.002315	0.555101	0.0313737	9.53871	0.280503	96.2178	0.143397	43.0925
0.0439536	9.53404	0.00340148	0.666681	0.0402477	9.53559	0.281233	73.1048	0.145666	34.1992
0.0528127	9.52976	0.00465727	0.771862	0.0491117	9.53166	0.282156	59.0448	0.148436	28.5947
0.0616582	9.52462	0.00606183	0.870265	0.0579632	9.52687	0.283266	49.6055	0.151676	24.7726
0.0704875	9.51857	0.00759499	0.961732	0.0667996	9.52121	0.284555	42.8413	0.155351	22.0218
0.0792975	9.51157	0.00923794	1.04633	0.0756181	9.51462	0.286015	37.764	0.159429	19.9632
0.0880852	9.50357	0.0109734	1.12426	0.0844155	9.50704	0.287637	33.818	0.163875	18.3761
0.096847	9.49448	0.0127859	1.19581	0.0931886	9.49842	0.28941	30.6671	0.168656	17.1233
0.105579	9.48425	0.0146622	1.26137	0.101934	9.48867	0.291323	28.096	0.173744	16.1154
0.114277	9.47277	0.0165904	1.32135	0.110646	9.47773	0.293364	25.9601	0.179109	15.2915
0.122936	9.45994	0.0185608	1.37616	0.119322	9.46548	0.29552	24.1591	0.184724	14.6089
0.131551	9.44564	0.0205653	1.42626	0.127956	9.45181	0.297779	22.6208	0.190565	14.0366
0.140115	9.42972	0.0223344	1.46638	0.136542	9.43658	0.30013	21.2924	0.196611	13.5519
0.148621	9.41203	0.0238559	1.4982	0.145073	9.41965	0.30256	20.134	0.20284	13.1376
0.157061	9.39236	0.0251218	1.52296	0.153542	9.40083	0.30506	19.1152	0.209235	12.7805
0.165426	9.37052	0.0261271	1.54161	0.16194	9.37993	0.307621	18.2124	0.215779	12.4705
0.173705	9.34624	0.0268684	1.55482	0.170257	9.3567	0.310238	17.4072	0.222456	12.1995
0.181887	9.31925	0.0273437	1.56306	0.17848	9.33088	0.312907	16.6847	0.229253	11.9612
0.189955	9.28922	0.028028	1.57463	0.186598	9.30216	0.315628	16.0333	0.236157	11.7502
0.197895	9.25579	0.0287731	1.58682	0.194594	9.2702	0.318408	15.4436	0.243157	11.5625
0.205688	9.21855	0.0297886	1.60282	0.20245	9.23461	0.321255	14.908	0.250242	11.3946
0.213312	9.17706	0.0310758	1.62213	0.210148	9.19495	0.324181	14.4203	0.257403	11.2436
0.220745	9.13083	0.0326361	1.64418	0.217663	9.15075	0.327207	13.9757	0.26463	11.1073
0.227959	9.07935	0.0344704	1.66835	0.224972	9.10153	0.330354	13.5701	0.271915	10.9835
0.234928	9.02212	0.0365796	1.69404	0.232048	9.04677	0.333648	13.2002	0.279251	10.8707
0.241623	8.95867	0.0386917	1.71774	0.23886	8.98597	0.337121	12.8634	0.28663	10.7675
0.248014	8.88857	0.0408059	1.73964	0.245382	8.9187	0.340802	12.5575	0.294046	10.6725
0.254074	8.81154	0.0429214	1.75992	0.251583	8.84459	0.344725	12.2804	0.301492	10.5848
0.259781	8.72745	0.0450373	1.77873	0.25744	8.76345	0.348919	12.0305	0.308961	10.5035
0.265116	8.63638	0.0471534	1.79621	0.262932	8.67527	0.35341	11.8061	0.316449	10.4277
0.270071	8.53864	0.0492691	1.81248	0.268047	8.58027	0.358219	11.6056	0.323948	10.3569
0.274645	8.43478	0.0513842	1.82765	0.27278	8.47889	0.363357	11.4271	0.331455	10.2904
0.278845	8.32555	0.0534986	1.84182	0.277134	8.3718	0.368827	11.2689	0.338963	10.2276
0.282688	8.21185	0.0556119	1.85507	0.281124	8.25985	0.374623	11.1292	0.346466	10.1682
0.286196	8.09466	0.0577242	1.86749	0.284769	8.144	0.38073	11.006	0.35396	10.1116
0.289395	7.97499	0.0598354	1.87915	0.288094	8.02525	0.387128	10.8975	0.361438	10.0576
0.292314	7.85379	0.0619454	1.89011	0.290752	7.92016	0.393793	10.8018	0.368896	10.0057
0.294983	7.73194	0.0640543	1.90043	0.292857	7.82989	0.400697	10.7173	0.376328	9.95567
0.297429	7.61021	0.066162	1.91016	0.294495	7.75503	0.407812	10.6424	0.383728	9.90724
0.29968	7.48926	0.0682685	1.91935	0.29573	7.69582	0.415113	10.5758	0.39109	9.86013
0.301759	7.36962	0.070374	1.92804	0.296605	7.65234	0.422574	10.5162	0.398408	9.81412
