Sym0		Asym0		Sym1		Sym2		Asym1	
472  Points		490  Points		473  Points		207  Points		390  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00809404	9.54845	0.000719798	0.737442	0.00442336	9.54957	0.279509	0.113672	0.139827	0.622385
0.0169903	9.54624	0.00140687	0.848979	0.0133206	9.54783	0.279614	0.2231	0.140407	0.928602
0.0258824	9.54065	0.00230178	1.0623	0.0222147	9.54321	0.279924	0.440934	0.141558	1.53231
0.0347682	9.53261	0.00338635	1.25508	0.0311034	9.53624	0.280436	0.655923	0.143262	2.11505
0.0436454	9.5221	0.00464049	1.42605	0.0399844	9.52678	0.281147	0.866615	0.145499	2.67056
0.0525116	9.50898	0.00604364	1.57528	0.0488555	9.51473	0.282051	1.07164	0.148239	3.19418
0.0613643	9.493	0.00757585	1.70353	0.0577141	9.49993	0.283143	1.26965	0.151451	3.68301
0.0702008	9.474	0.00921798	1.8123	0.0665575	9.4822	0.284417	1.45943	0.155102	4.13569
0.0790181	9.45168	0.0109529	1.9035	0.0753831	9.46131	0.285863	1.63978	0.159157	4.55201
0.0878129	9.42579	0.0127649	1.97917	0.0841876	9.43697	0.287472	1.80951	0.163584	4.93288
0.096582	9.39599	0.0146408	2.04139	0.0929679	9.40879	0.289235	1.96764	0.168349	5.27985
0.105321	9.36171	0.0165688	2.09207	0.10172	9.37638	0.291139	2.11347	0.173422	5.59492
0.114027	9.32254	0.0185392	2.13308	0.11044	9.33932	0.293173	2.24641	0.178775	5.88023
0.122693	9.27781	0.0205436	2.1661	0.119123	9.297	0.295325	2.36609	0.184379	6.13812
0.131315	9.22681	0.0223127	2.18934	0.127764	9.24868	0.297582	2.47259	0.190212	6.37087
0.139886	9.16868	0.0238341	2.20574	0.136357	9.19356	0.299932	2.56643	0.196251	6.58069
0.1484	9.10236	0.0251001	2.21719	0.144895	9.13079	0.302364	2.64857	0.202475	6.76961
