Sym0		Asym0		Sym1		Sym2		Asym1	
472  Points		490  Points		473  Points		206  Points		390  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00798174	9.55091	0.000717081	0.736503	0.00432586	9.55208	0.279607	0.324758	0.139821	0.608293
0.0168803	9.54872	0.00140328	0.848091	0.0132255	9.55035	0.279909	0.433292	0.140387	0.914758
0.0257747	9.54316	0.00229741	1.06149	0.0221219	9.54573	0.280414	0.648591	0.141525	1.51914
0.0346629	9.5352	0.00338125	1.25443	0.0310129	9.53876	0.281118	0.859684	0.143218	2.1027
0.0435425	9.52469	0.0046349	1.42557	0.0398963	9.5293	0.282016	1.06515	0.145443	2.65914
0.0524111	9.51151	0.00603764	1.57485	0.0487697	9.51726	0.283103	1.26367	0.148173	3.18381
0.0612662	9.49555	0.00756946	1.70318	0.0576307	9.50248	0.284371	1.45402	0.151376	3.67365
0.070105	9.47659	0.00921134	1.81206	0.0664765	9.48472	0.285812	1.63492	0.155019	4.1273
0.0789247	9.45428	0.010946	1.90332	0.0753044	9.46384	0.287417	1.80526	0.159067	4.54462
0.087722	9.42841	0.012758	1.97906	0.0841114	9.4395	0.289176	1.96416	0.163487	4.92646
0.0964936	9.39857	0.0146338	2.04133	0.0928939	9.41134	0.291077	2.11073	0.168247	5.27428
0.105235	9.3643	0.0165618	2.09203	0.101648	9.37898	0.293109	2.24433	0.173315	5.59009
0.113943	9.32514	0.0185321	2.13301	0.110371	9.34186	0.295259	2.36476	0.178663	5.87615
0.122612	9.28042	0.0205364	2.16605	0.119056	9.29948	0.297516	2.47203	0.184265	6.13473
0.131236	9.22944	0.0223055	2.18939	0.127699	9.2512	0.299866	2.56659	0.190095	6.36806
0.13981	9.17129	0.023827	2.20572	0.136294	9.1961	0.302298	2.64945	0.196131	6.57839
0.148326	9.105	0.0250929	2.21714	0.144835	9.13327	0.304803	2.72207	0.202353	6.7678
0.156776	9.02941	0.0260981	2.22505	0.153313	9.06168	0.307371	2.78659	0.208742	6.93819
0.165151	8.94311	0.0268394	2.23034	0.161721	8.97995	0.309995	2.84591	0.215281	7.09126
0.17344	8.84443	0.0273147	2.23339	0.170046	8.88657	0.312674	2.90339	0.221956	7.22855
0.181632	8.73158	0.027999	2.23742	0.17828	8.77979	0.315405	2.96292	0.228751	7.35154
0.189711	8.6025	0.0287442	2.24138	0.186407	8.65764	0.318195	3.02901	0.235654	7.46151
0.197661	8.45477	0.0297597	2.24618	0.194412	8.51786	0.32105	3.10648	0.242655	7.55956
0.205465	8.28589	0.0310469	2.25151	0.202279	8.35797	0.323983	3.20018	0.249741	7.6466
0.213101	8.09313	0.0326072	2.25667	0.209986	8.17539	0.327013	3.31494	0.256903	7.72358
0.220546	7.87403	0.0344416	2.2614	0.217513	7.96739	0.33016	3.4554	0.264133	7.79125
0.227774	7.62618	0.0365507	2.26542	0.224833	7.73157	0.333452	3.62543	0.271421	7.85026
0.234756	7.34794	0.0386629	2.26816	0.23192	7.46596	0.336916	3.82786	0.278761	7.90121
0.241466	7.0388	0.0407772	2.2699	0.238745	7.16949	0.340584	4.06419	0.286144	7.94458
0.247872	6.69971	0.0428926	2.27084	0.245279	6.84249	0.344489	4.33389	0.293565	7.98079
0.25395	6.3337	0.0450086	2.27116	0.251495	6.48702	0.34866	4.63417	0.301016	8.01014
0.259675	5.94584	0.0471247	2.27103	0.257367	6.10736	0.353124	4.95992	0.308491	8.03303
0.265029	5.54336	0.0492405	2.27053	0.262875	5.70993	0.357902	5.30373	0.315984	8.04965
0.270004	5.13502	0.0513556	2.26976	0.268007	5.30288	0.363007	5.65664	0.32349	8.06012
0.274598	4.73023	0.0534699	2.26883	0.272757	4.89549	0.368443	6.00905	0.331004	8.06464
0.278818	4.33793	0.0555833	2.26774	0.277129	4.49703	0.374204	6.3517	0.338518	8.06329
0.282681	3.96575	0.0576956	2.26657	0.281136	4.11576	0.380279	6.6768	0.346029	8.05611
0.286208	3.61954	0.0598068	2.26537	0.284798	3.75832	0.386646	6.97836	0.35353	8.04308
0.289426	3.3027	0.0619169	2.26411	0.28814	3.42847	0.393282	7.25269	0.361016	8.02419
0.292362	3.01677	0.0640257	2.26282	0.290812	3.16528	0.40016	7.49812	0.368482	7.99939
0.295047	2.76169	0.0661334	2.26158	0.292928	2.95964	0.407254	7.71448	0.375922	7.96852
0.297508	2.53599	0.0682399	2.26038	0.294575	2.80242	0.414536	7.90294	0.38333	7.93147
0.299773	2.33758	0.0703453	2.25916	0.295817	2.68616	0.42198	8.06533	0.390701	7.88806
0.301864	2.16393	0.0724496	2.25804	0.296697	2.60507	0.429564	8.20386	0.398029	7.83816
0.303805	2.01241	0.0745529	2.25696	0.297246	2.55534	0.437267	8.32088	0.405307	7.7815
0.305614	1.88045	0.0766552	2.25587	0.298017	2.48658	0.445069	8.41861	0.412529	7.7179
0.307309	1.76567	0.0787565	2.25482	0.298833	2.41509	0.452954	8.4993	0.419688	7.64711
0.308904	1.66581	0.0808568	2.25385	0.299904	2.32348	0.460907	8.56482	0.426778	7.56887
0.310413	1.57895	0.0829563	2.25296	0.301202	2.21577	0.468914	8.61675	0.433792	7.48308
0.311846	1.50346	0.085055	2.25208	0.302692	2.09684	0.476963	8.65668	0.440722	7.38943
