Sym0		Asym0		Sym1		Sym2		Asym1	
473  Points		491  Points		473  Points		208  Points		390  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.000562576	9.52164	0.000276034	0.194817	0.00558087	9.52142	0.27953	649.32	0.13993	192.397
0.00943337	9.52117	0.000752319	0.320329	0.0144507	9.52058	0.279725	205.349	0.140666	84.7901
0.018302	9.52001	0.00145025	0.442114	0.023317	9.51899	0.28012	122.116	0.141966	54.7985
0.0271662	9.51806	0.00235457	0.559018	0.0321779	9.51664	0.280714	87.0274	0.143811	40.8278
0.0360238	9.51536	0.00344698	0.670141	0.0410309	9.51348	0.281502	67.7131	0.146178	32.8188
0.0448728	9.51186	0.00470762	0.77487	0.0498738	9.50953	0.282479	55.5082	0.149037	27.6723
0.0537106	9.50756	0.00611607	0.872845	0.0587042	9.50474	0.283639	47.111	0.152357	24.1168
0.0625347	9.50238	0.0076523	0.963918	0.0675195	9.49907	0.284974	40.9896	0.156104	21.5341
0.0713425	9.49632	0.00929764	1.04816	0.0763167	9.49249	0.286475	36.336	0.160246	19.5879
0.0801311	9.48933	0.0110348	1.12575	0.085093	9.48492	0.288133	32.6839	0.164747	18.0792
0.0888972	9.48132	0.0128486	1.19702	0.0938449	9.47632	0.289936	29.7448	0.169578	16.8831
0.0976374	9.47225	0.0147257	1.26233	0.102569	9.46662	0.291872	27.331	0.174707	15.9173
0.106348	9.46203	0.0166546	1.32208	0.11126	9.45571	0.29393	25.3152	0.180107	15.1254
0.115024	9.45058	0.0186254	1.37671	0.119915	9.44351	0.296098	23.6075	0.185752	14.4674
0.123661	9.43777	0.0206302	1.42665	0.128528	9.42989	0.298362	22.1432	0.191619	13.9146
0.132254	9.4235	0.0223994	1.46664	0.137093	9.41472	0.300712	20.8742	0.197684	13.4454
0.140796	9.40762	0.0239209	1.49837	0.145603	9.39786	0.303135	19.7641	0.20393	13.0437
0.149281	9.38996	0.0251868	1.52306	0.154051	9.37911	0.305623	18.7852	0.210338	12.6969
0.157699	9.37033	0.0261921	1.54166	0.162428	9.35828	0.308167	17.9156	0.21689	12.3953
0.166042	9.34852	0.0269333	1.55484	0.170724	9.33513	0.310763	17.1383	0.223574	12.1313
0.174299	9.32428	0.0274086	1.56306	0.178927	9.30938	0.31341	16.4395	0.230375	11.8988
0.182457	9.29731	0.0280929	1.5746	0.187023	9.28073	0.316109	15.8086	0.23728	11.6928
0.190502	9.2673	0.028838	1.58677	0.194997	9.24883	0.318867	15.2366	0.244279	11.5093
0.198418	9.23387	0.0298535	1.60273	0.202832	9.21329	0.321695	14.7165	0.251362	11.3449
0.206186	9.19661	0.0311406	1.622	0.210507	9.17367	0.324608	14.2427	0.258518	11.1971
0.213784	9.15507	0.0327008	1.64399	0.217999	9.12949	0.327625	13.8105	0.265739	11.0634
0.221189	9.10876	0.0345351	1.66812	0.225283	9.08026	0.330772	13.4163	0.273017	10.942
0.228375	9.05717	0.0366441	1.69377	0.232332	9.02545	0.334077	13.0569	0.280344	10.8312
0.235313	8.99978	0.0387562	1.71743	0.239117	8.96457	0.33757	12.7299	0.287714	10.7297
0.241974	8.93612	0.0408703	1.73931	0.245609	8.89716	0.341283	12.4331	0.295118	10.6363
0.248329	8.86576	0.0429857	1.75956	0.251779	8.82289	0.345249	12.1646	0.302553	10.5499
0.254352	8.78843	0.0451017	1.77836	0.257602	8.74154	0.349497	11.9229	0.31001	10.4698
0.260017	8.704	0.0472176	1.79581	0.263058	8.65312	0.354052	11.7062	0.317484	10.3951
0.26531	8.61256	0.0493333	1.81207	0.268135	8.55785	0.358931	11.5129	0.324969	10.3253
0.270221	8.51445	0.0514484	1.82723	0.272829	8.4562	0.364145	11.3412	0.332461	10.2596
0.274749	8.41024	0.0535628	1.84139	0.277144	8.34886	0.369693	11.1893	0.339953	10.1976
0.278904	8.30068	0.0556761	1.85464	0.281095	8.23669	0.375566	11.0553	0.347441	10.1388
0.282702	8.18671	0.0577884	1.86705	0.284701	8.12066	0.381747	10.9373	0.354918	10.0829
0.286166	8.06933	0.0598996	1.87871	0.287989	8.00179	0.388214	10.8334	0.362379	10.0294
0.289324	7.94952	0.0620096	1.88967	0.290616	7.89664	0.394941	10.7418	0.369819	9.97801
0.292205	7.82827	0.0641184	1.89999	0.292696	7.80636	0.401901	10.661	0.377232	9.92845
0.294837	7.70644	0.0662261	1.90972	0.294315	7.73151	0.409065	10.5893	0.384613	9.88042
0.29725	7.5848	0.0683327	1.91891	0.295534	7.67233	0.416407	10.5255	0.391956	9.83369
0.29947	7.46399	0.0704381	1.92761	0.296398	7.62887	0.423903	10.4685	0.399254	9.78799
0.301521	7.34456	0.0725424	1.93583	0.296938	7.6011	0.43153	10.4171	0.406502	9.74313
0.303425	7.22692	0.0746457	1.94364	0.297696	7.56124	0.439268	10.3707	0.413693	9.6989
0.3052	7.1114	0.076748	1.95104	0.298497	7.51804	0.447098	10.3283	0.42082	9.6551
0.306865	6.99825	0.0788493	1.95809	0.299549	7.45953	0.455005	10.2895	0.427877	9.61154
0.308432	6.88765	0.0809497	1.96479	0.300824	7.38601	0.462974	10.2537	0.434856	9.56807
0.309916	6.77973	0.0830492	1.97117	0.302288	7.29794	0.470992	10.2204	0.441751	9.52452
0.311326	6.67455	0.0851479	1.97726	0.303908	7.19601	0.479049	10.1892	0.448553	9.48074
0.312674	6.57216	0.0872458	1.98307	0.305653	7.0811	0.487135	10.1599	0.455256	9.43658
0.313966	6.47257	0.0893429	1.98862	0.30729	6.96861	0.495239	10.132	0.461851	9.39191
0.315211	6.37576	0.0914392	1.99393	0.308834	6.85871	0.503355	10.1054	0.468331	9.3466
0.316414	6.28171	0.0935349	1.99902	0.310297	6.75151	0.511474	10.0799	0.474689	9.30055
0.31758	6.19037	0.09563	2.00389	0.31169	6.64707	0.519589	10.0552	0.480917	9.25365
0.318716	6.10169	0.0977244	2.00857	0.313022	6.54542	0.527695	10.0312	0.487008	9.20581
0.319824	6.01561	0.0998182	2.01305	0.314301	6.44657	0.535784	10.0077	0.492955	9.15696
0.320909	5.93207	0.101912	2.01736	0.315534	6.3505	0.543852	9.98466	0.498752	9.10703
0.321974	5.85098	0.104004	2.02151	0.316727	6.25718	0.551893	9.96189	0.504394	9.05599
0.323022	5.77229	0.106097	2.02549	0.317885	6.16655	0.559902	9.9393	0.509876	9.0038
0.324054	5.69591	0.108188	2.02933	0.319013	6.07857	0.567874	9.91679	0.515195	8.95046
0.325074	5.62177	0.11028	2.03303	0.320115	5.99317	0.575804	9.89429	0.520347	8.89597
0.326084	5.54981	0.112371	2.0366	0.321194	5.91028	0.583688	9.87171	0.52533	8.84035
0.327085	5.47995	0.114461	2.04004	0.322254	5.82984	0.59152	9.84899	0.530144	8.78365
0.328078	5.41211	0.116551	2.04336	0.323297	5.75177	0.599298	9.82606	0.534789	8.7259
0.329066	5.34624	0.118641	2.04657	0.324326	5.67599	0.607016	9.80285	0.539265	8.66719
0.330049	5.28226	0.12073	2.04967	0.325344	5.60244	0.614671	9.77933	0.543576	8.60758
0.331029	5.2201	0.12282	2.05267	0.326351	5.53105	0.622258	9.75544	0.547724	8.54716
0.332007	5.15971	0.124908	2.05557	0.327349	5.46173	0.629774	9.73113	0.551712	8.48602
0.332983	5.10102	0.126997	2.05838	0.328341	5.39442	0.637216	9.70638	0.555546	8.42426
0.333958	5.04397	0.129085	2.0611	0.329328	5.32906	0.644578	9.68114	0.559229	8.36198
0.334934	4.98851	0.131173	2.06373	0.33031	5.26557	0.651859	9.65538	0.562768	8.29927
0.33591	4.93458	0.133261	2.06629	0.331289	5.20389	0.659054	9.62907	0.565738	8.24435
0.336888	4.88212	0.135348	2.06877	0.332266	5.14395	0.666161	9.60219	0.568189	8.19739
0.337868	4.83109	0.137435	2.07118	0.333242	5.0857	0.673175	9.57472	0.570162	8.15849
0.33885	4.78144	0.139522	2.07351	0.334218	5.02908	0.680095	9.54663	0.571688	8.12769
0.339836	4.73311	0.141609	2.07578	0.335193	4.97403	0.686917	9.51791	0.572791	8.10504
0.340824	4.68607	0.143695	2.07799	0.33617	4.9205	0.693638	9.48854	0.573489	8.09054
0.341816	4.64027	0.145782	2.08013	0.337148	4.86842	0.700256	9.45852	0.574482	8.06969
0.342813	4.59567	0.147868	2.08222	0.338129	4.81777	0.706768	9.42784	0.575546	8.04703
0.343813	4.55223	0.149954	2.08425	0.339112	4.76847	0.713172	9.39648	0.57697	8.01622
0.344819	4.50991	0.152039	2.08622	0.340098	4.72049	0.719466	9.36445	0.578734	7.97729
0.345829	4.46866	0.154125	2.08814	0.341087	4.67379	0.725648	9.33175	0.580811	7.93026
0.346844	4.42847	0.15621	2.09002	0.342081	4.62831	0.731716	9.29837	0.583174	7.87522
0.347865	4.38928	0.158296	2.09184	0.343078	4.58402	0.737668	9.26433	0.585792	7.81229
0.348891	4.35108	0.160381	2.09362	0.34408	4.54088	0.743504	9.22962	0.588316	7.74966
0.349922	4.31382	0.162466	2.09535	0.345087	4.49884	0.749222	9.19426	0.59075	7.68738
0.35096	4.27748	0.164551	2.09704	0.346098	4.45788	0.754822	9.15827	0.593101	7.62551
0.352003	4.24203	0.166635	2.09869	0.347115	4.41796	0.760303	9.12166	0.595371	7.5641
0.353053	4.20744	0.16872	2.1003	0.348137	4.37904	0.765664	9.08444	0.597567	7.50318
0.354108	4.17367	0.170804	2.10187	0.349164	4.34109	0.770907	9.04664	0.599693	7.4428
0.35517	4.14072	0.172889	2.1034	0.350197	4.30408	0.776032	9.00828	0.601752	7.38298
0.356239	4.10855	0.174973	2.1049	0.351237	4.26798	0.781038	8.96939	0.603748	7.32376
0.357313	4.07713	0.177057	2.10636	0.352282	4.23275	0.785927	8.92999	0.605686	7.26515
0.358394	4.04645	0.179141	2.10779	0.353333	4.19839	0.7907	8.89011	0.607568	7.20719
0.359482	4.01648	0.181225	2.10919	0.35439	4.16484	0.795357	8.84977	0.609399	7.14988
0.360576	3.9872	0.183309	2.11055	0.355454	4.1321	0.799902	8.80902	0.61118	7.09324
0.361677	3.95859	0.185392	2.11189	0.356523	4.10013	0.804335	8.76787	0.612916	7.03729
0.362642	3.93419	0.187476	2.1132	0.3576	4.06891	0.808658	8.72637	0.614608	6.98203
0.363468	3.91377	0.189559	2.11448	0.358683	4.03842	0.812873	8.68454	0.616259	6.92747
0.364155	3.89714	0.191643	2.11573	0.359772	4.00863	0.81646	8.64785	0.617872	6.87361
0.364699	3.88415	0.193726	2.11695	0.360868	3.97953	0.819455	8.61641	0.61945	6.82047
0.3651	3.87469	0.195809	2.11815	0.361971	3.9511	0.82189	8.59031	0.620993	6.76803
0.365357	3.86868	0.197893	2.11933	0.36308	3.92331	0.823788	8.56962	0.622505	6.71631
0.365728	3.86009	0.199976	2.12048	0.364196	3.89614	0.825169	8.55437	0.623986	6.66529
0.366131	3.85083	0.202059	2.12161	0.365319	3.86958	0.826046	8.5446	0.62544	6.61498
