Sym0		Asym0		Sym1		Sym2		Asym1	
473  Points		491  Points		473  Points		209  Points		390  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.000901711	9.51387	0.000281272	0.514454	0.00586735	9.51268	0.279542	0.232123	0.139962	0.831302
0.00976573	9.51263	0.000760587	0.633202	0.0147303	9.51085	0.279758	0.339483	0.140737	1.13272
0.0186275	9.509	0.00146117	0.862516	0.0235898	9.506	0.280174	0.552797	0.142073	1.72577
0.0274847	9.50312	0.00236779	1.07388	0.0324437	9.49881	0.280788	0.762481	0.143953	2.29582
0.0363355	9.49489	0.00346223	1.26472	0.0412897	9.48917	0.281595	0.967031	0.146351	2.83717
0.0451774	9.48414	0.00472445	1.43392	0.0501257	9.47701	0.28259	1.16512	0.149239	3.34587
0.0540081	9.47077	0.00613418	1.58153	0.0589491	9.46213	0.283766	1.35549	0.152586	3.81952
0.0628251	9.45464	0.00767146	1.70837	0.0677573	9.44431	0.285116	1.53678	0.156357	4.25721
0.0716258	9.43557	0.00931753	1.81599	0.0765475	9.4234	0.28663	1.70792	0.160519	4.65914
0.0804073	9.41317	0.0110554	1.90622	0.0853168	9.39909	0.288298	1.86782	0.165038	5.02641
0.0891662	9.3872	0.0128696	1.98113	0.0940617	9.37096	0.29011	2.01557	0.169885	5.36075
0.0978993	9.3573	0.014747	2.04278	0.102779	9.33865	0.292054	2.15054	0.175028	5.66417
0.106603	9.32299	0.0166761	2.09298	0.111463	9.30166	0.294117	2.27222	0.180439	5.93886
0.115272	9.28374	0.018647	2.1336	0.120111	9.25938	0.296288	2.3806	0.186094	6.18715
0.123902	9.23894	0.0206518	2.16637	0.128717	9.21115	0.298553	2.47592	0.191968	6.41126
0.132487	9.18786	0.022421	2.18951	0.137275	9.15615	0.300902	2.55904	0.198041	6.61331
0.141022	9.12956	0.0239426	2.20583	0.145779	9.09339	0.303322	2.63131	0.204291	6.79528
0.149499	9.06308	0.0252085	2.21717	0.15422	9.02177	0.305805	2.6947	0.210703	6.95896
0.15791	8.98716	0.0262137	2.22503	0.16259	8.93999	0.308343	2.75182	0.217259	7.10609
0.166246	8.90037	0.026955	2.23014	0.170878	8.84644	0.310932	2.80587	0.223944	7.2381
0.174495	8.80113	0.0274303	2.2332	0.179074	8.7394	0.313572	2.86072	0.230746	7.3563
0.182646	8.68747	0.0281146	2.23732	0.187163	8.61672	0.316263	2.92069	0.237652	7.46197
0.190683	8.55726	0.0288598	2.24124	0.19513	8.47618	0.319014	2.99046	0.244651	7.5562
0.198591	8.4081	0.0298752	2.24602	0.202958	8.31528	0.321836	3.07498	0.251732	7.63983
0.206351	8.23735	0.0311622	2.25127	0.210625	8.13125	0.324744	3.17915	0.258887	7.71372
0.213941	8.04228	0.0327224	2.25653	0.218109	7.9214	0.327759	3.30764	0.266106	7.7786
0.221337	7.82023	0.0345567	2.26127	0.225386	7.68319	0.330907	3.46479	0.273381	7.8351
0.228513	7.5689	0.0366657	2.26524	0.232426	7.41463	0.334216	3.654	0.280706	7.88379
0.235441	7.28662	0.0387777	2.268	0.239202	7.11475	0.337716	3.87737	0.288072	7.92508
0.242091	6.97299	0.0408918	2.26978	0.245684	6.78392	0.341441	4.13535	0.295473	7.95939
0.248434	6.62911	0.0430072	2.27074	0.251843	6.4244	0.345422	4.42625	0.302903	7.98706
0.254443	6.25826	0.0451231	2.27108	0.257655	6.04073	0.349689	4.74592	0.310356	8.00834
0.260096	5.86607	0.0472391	2.27095	0.263099	5.63973	0.354265	5.08781	0.317826	8.02345
0.265374	5.46006	0.0493548	2.27045	0.268164	5.22997	0.359169	5.44339	0.325307	8.03256
0.27027	5.04935	0.0514699	2.26972	0.272845	4.82088	0.364409	5.80292	0.332794	8.03578
0.274783	4.64363	0.0535842	2.26877	0.277147	4.42194	0.369982	6.15657	0.340281	8.03321
0.278923	4.25196	0.0556975	2.26771	0.281085	4.04155	0.375881	6.49561	0.347763	8.02484
0.282706	3.88184	0.0578098	2.26656	0.284678	3.68615	0.382086	6.81298	0.355234	8.01067
0.286156	3.53888	0.0599209	2.26532	0.287953	3.35923	0.388576	7.10384	0.36269	7.99067
0.2893	3.22633	0.062031	2.26412	0.29057	3.09928	0.395323	7.36571	0.370124	7.96475
0.292168	2.94526	0.0641399	2.26286	0.292642	2.89661	0.402301	7.59781	0.377531	7.93274
0.294789	2.69528	0.0662476	2.26161	0.294254	2.74205	0.409481	7.80082	0.384906	7.89458
0.29719	2.47481	0.0683541	2.26039	0.295468	2.62794	0.416837	7.97649	0.392242	7.85004
0.2994	2.2815	0.0704596	2.2592	0.296329	2.54849	0.424344	8.12693	0.399533	7.79891
0.301442	2.11277	0.0725639	2.25805	0.296867	2.49977	0.431981	8.25459	0.406774	7.74104
0.303337	1.9659	0.0746672	2.25693	0.297621	2.43233	0.439726	8.3619	0.413958	7.67612
0.305105	1.83819	0.0767695	2.2559	0.298419	2.36249	0.447562	8.45104	0.421078	7.60393
0.306762	1.72729	0.0788708	2.25486	0.299467	2.273	0.455473	8.52416	0.428127	7.52429
0.308324	1.63101	0.0809711	2.25391	0.300737	2.16783	0.463446	8.58301	0.435099	7.43694
0.309801	1.54744	0.0830707	2.25299	0.302195	2.05198	0.471467	8.62916	0.441985	7.34169
0.311207	1.47485	0.0851694	2.25206	0.303808	1.93047	0.479525	8.66404	0.448779	7.23837
0.31255	1.41178	0.0872672	2.25126	0.305546	1.80784	0.487611	8.68876	0.455473	7.12686
0.313838	1.35705	0.0893643	2.25046	0.307177	1.70093	0.495716	8.70428	0.462059	7.00719
0.315078	1.30947	0.0914607	2.24969	0.308716	1.6081	0.503831	8.71145	0.46853	6.87931
0.316278	1.26816	0.0935564	2.24902	0.310174	1.52756	0.511949	8.71091	0.474878	6.74347
0.317441	1.23234	0.0956515	2.24831	0.311562	1.45759	0.520063	8.70324	0.481096	6.59987
0.318574	1.20127	0.0977459	2.24767	0.31289	1.39679	0.528166	8.68893	0.487176	6.44885
0.31968	1.17443	0.0998397	2.24705	0.314165	1.34397	0.536254	8.66837	0.493112	6.291
0.320763	1.15129	0.101933	2.24645	0.315394	1.29816	0.544319	8.6419	0.498899	6.127
0.321825	1.13139	0.104026	2.24593	0.316584	1.25837	0.552357	8.60983	0.504529	5.95749
0.322871	1.11436	0.106118	2.24541	0.317739	1.22382	0.560362	8.57235	0.51	5.78349
0.323902	1.09985	0.10821	2.2449	0.318864	1.19392	0.56833	8.52962	0.515306	5.60591
0.32492	1.08761	0.110301	2.24442	0.319964	1.16805	0.576256	8.48196	0.520446	5.42581
0.325928	1.07742	0.112392	2.244	0.321041	1.14578	0.584136	8.42947	0.525417	5.24433
0.326928	1.06897	0.114483	2.24357	0.322099	1.1267	0.591964	8.37224	0.530218	5.06248
0.32792	1.0621	0.116573	2.24317	0.32314	1.11035	0.599736	8.31046	0.53485	4.88146
0.328907	1.05672	0.118663	2.24279	0.324168	1.09646	0.607449	8.24423	0.539314	4.70223
0.329889	1.05262	0.120752	2.24242	0.325183	1.08479	0.615099	8.17374	0.543612	4.52571
0.330868	1.04963	0.122841	2.24208	0.326189	1.07503	0.62268	8.09905	0.547747	4.35283
0.331845	1.04767	0.12493	2.24177	0.327187	1.06705	0.63019	8.02028	0.551723	4.18432
0.332821	1.04668	0.127018	2.24143	0.328177	1.0606	0.637625	7.93758	0.555544	4.02074
0.333796	1.04652	0.129106	2.24111	0.329163	1.05554	0.644981	7.85107	0.559215	3.86269
0.334771	1.04709	0.131194	2.24084	0.330144	1.05173	0.652255	7.76081	0.562742	3.71037
