Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3	
457  Points		492  Points		164  Points		129  Points		107  Points		307  Points		141  Points		112  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00324925	8.05796	0.000101157	0.108671	0.279556	392.519	0.534511	958.607	0.55905	790.584	0.13993	163.844	0.419279	838.574	0.698777	1888.72
0.0107561	8.0574	0.000403225	0.216491	0.279762	170.182	0.534559	358.937	0.559193	341.215	0.14052	78.69	0.4194	292.941	0.698838	536.878
0.0182604	8.05619	0.000900974	0.322439	0.280131	108.763	0.534652	220.841	0.55945	217.64	0.141519	52.0781	0.419635	177.557	0.698967	312.966
0.0257605	8.05438	0.00158592	0.425642	0.280662	80.0223	0.534789	159.511	0.559819	159.847	0.142916	39.1645	0.419987	127.459	0.699164	220.901
0.0332546	8.05194	0.00244735	0.525448	0.281353	63.3822	0.534973	124.866	0.5603	126.367	0.144698	31.5879	0.420453	99.4739	0.699429	170.728
0.040741	8.04886	0.00347232	0.621241	0.282204	52.5452	0.535205	102.607	0.56089	104.534	0.146848	26.6389	0.421034	81.6201	0.699762	139.161
0.0482178	8.04514	0.00464683	0.712592	0.283211	44.9372	0.535486	87.1026	0.561589	89.1793	0.149345	23.175	0.42173	69.2477	0.700163	117.474
0.0556832	8.04078	0.00595635	0.799218	0.284374	39.3104	0.53582	75.6866	0.562395	77.797	0.15217	20.6306	0.422538	60.1747	0.700631	101.661
0.0631353	8.03576	0.00738618	0.880941	0.28569	34.9862	0.536208	66.9327	0.563305	69.0266	0.155301	18.6938	0.42346	53.2416	0.701167	89.6228
0.0705722	8.03007	0.00892234	0.957732	0.287155	31.5643	0.536653	60.0091	0.564317	62.0648	0.158717	17.1784	0.424493	47.775	0.70177	80.1543
0.0779918	8.0237	0.0105513	1.02962	0.288768	28.7928	0.537157	54.3981	0.565431	56.4072	0.162397	15.9667	0.425637	43.3574	0.70244	72.5142
0.0853922	8.01663	0.0122609	1.09673	0.290524	26.5056	0.537723	49.7604	0.566643	51.7209	0.166322	14.9803	0.426891	39.7158	0.703176	66.2211
0.0927711	8.00885	0.0140397	1.15923	0.292421	24.5886	0.538353	45.8644	0.567951	47.7773	0.170471	14.1653	0.428253	36.6645	0.70398	60.949
0.100126	8.00034	0.0158777	1.21734	0.294456	22.9609	0.539051	42.5467	0.569354	44.4143	0.174827	13.4834	0.429723	34.0724	0.704849	56.4692
0.107456	7.99107	0.0177659	1.2713	0.296624	21.5633	0.539818	39.6886	0.57085	41.5138	0.179373	12.9066	0.431298	31.8449	0.705785	52.6167
0.114757	7.98104	0.0196966	1.32136	0.298922	20.352	0.540657	37.202	0.572437	38.9876	0.184093	12.414	0.432978	29.9113	0.706786	49.2692
0.122027	7.97021	0.0216629	1.36778	0.301347	19.2932	0.541572	35.0198	0.574114	36.7686	0.188973	11.9898	0.434762	28.2183	0.707852	46.3342
0.129263	7.95856	0.023659	1.41082	0.303894	18.3611	0.542563	33.0903	0.575879	34.8048	0.193344	11.6662	0.436647	26.7245	0.708984	43.7407
0.136464	7.94606	0.0256797	1.45072	0.306561	17.5351	0.543633	31.3729	0.57773	33.0554	0.197152	11.4191	0.438632	25.3977	0.71018	41.4329
0.143625	7.93267	0.0274574	1.48312	0.309343	16.799	0.544786	29.8353	0.579667	31.4876	0.200354	11.2322	0.440715	24.2122	0.71144	39.3666
0.150743	7.91837	0.0289833	1.50912	0.312238	16.1396	0.546022	28.4513	0.581687	30.0753	0.202918	11.0944	0.442895	23.1472	0.712763	37.5062
0.157816	7.90313	0.0302512	1.52956	0.315241	15.5461	0.547345	27.1997	0.58379	28.7968	0.20482	10.9984	0.44517	22.1858	0.714151	35.8229
0.164841	7.88691	0.0312572	1.54507	0.31835	15.0098	0.548756	26.0631	0.585975	27.6346	0.206045	10.939	0.447539	21.3141	0.715601	34.293
0.171812	7.86966	0.0319988	1.55613	0.321561	14.5232	0.550258	25.027	0.58824	26.5738	0.207816	10.8566	0.449999	20.5207	0.717113	32.8967
0.178727	7.85135	0.0324741	1.56306	0.324873	14.0803	0.551852	24.0791	0.590586	25.6021	0.209753	10.7706	0.452548	19.7959	0.718687	31.6175
0.185582	7.83193	0.0331583	1.57282	0.328282	13.6758	0.55354	23.2093	0.59301	24.7092	0.212409	10.6593	0.455185	19.1316	0.720323	30.4417
0.192373	7.81137	0.0339032	1.58316	0.331786	13.3054	0.555324	22.4087	0.595512	23.8862	0.215801	10.5272	0.457908	18.5208	0.722019	29.3575
0.199095	7.78961	0.034918	1.59681	0.335384	12.9652	0.557207	21.6699	0.598091	23.1255	0.219949	10.3791	0.460715	17.9576	0.723776	28.3548
0.205743	7.76661	0.0362042	1.6134	0.339074	12.6522	0.559188	20.9866	0.600747	22.4205	0.224876	10.22	0.463605	17.437	0.725593	27.4249
0.212313	7.74232	0.037763	1.63251	0.342853	12.3634	0.561271	20.3531	0.60348	21.7656	0.230603	10.0545	0.466575	16.9546	0.727469	26.5605
0.2188	7.71669	0.0395956	1.65369	0.346723	12.0965	0.563456	19.7645	0.606288	21.156	0.236403	9.90504	0.469623	16.5065	0.729403	25.755
0.225199	7.68969	0.0417028	1.67647	0.350167	11.8801	0.565745	19.2168	0.609171	20.5873	0.242522	9.77965	0.472748	16.0894	0.731396	25.0028
0.231504	7.66126	0.0438136	1.69773	0.353156	11.7067	0.568138	18.7061	0.612129	20.0557	0.248193	9.64594	0.475948	15.7005	0.733446	24.299
0.237711	7.63136	0.045927	1.71762	0.355664	11.5703	0.570637	18.2292	0.615161	19.5581	0.254172	9.53311	0.479221	15.3371	0.735554	23.6392
0.243814	7.59997	0.0480423	1.73623	0.357671	11.4668	0.573242	17.7831	0.618267	19.0913	0.260199	9.42966	0.482565	14.9969	0.737717	23.0194
0.249807	7.56703	0.0501587	1.75367	0.35916	11.393	0.575954	17.3653	0.621448	18.6529	0.26627	9.33451	0.485979	14.678	0.739937	22.4364
0.255686	7.53254	0.052276	1.77003	0.360119	11.3468	0.578773	16.9735	0.624702	18.2405	0.272381	9.2467	0.48946	14.3786	0.742211	21.887
0.261446	7.49647	0.0543934	1.78541	0.361506	11.2816	0.581699	16.6056	0.628031	17.852	0.278526	9.16543	0.493008	14.0969	0.74454	21.3686
0.267082	7.45881	0.056511	1.79987	0.363024	11.2126	0.584731	16.2597	0.631433	17.4856	0.284702	9.08998	0.49662	13.8317	0.746923	20.8787
0.27259	7.41956	0.0586283	1.81349	0.365106	11.1214	0.587871	15.9342	0.63491	17.1397	0.290906	9.01973	0.500295	13.5816	0.749359	20.4151
0.277965	7.37874	0.0607451	1.82634	0.36777	11.0106	0.591115	15.6275	0.638461	16.8127	0.297133	8.95414	0.504031	13.3455	0.751848	19.9759
0.283204	7.33637	0.0628613	1.83846	0.371036	10.8829	0.594465	15.3382	0.642086	16.5033	0.30338	8.89273	0.507826	13.1223	0.754389	19.5592
0.288304	7.29249	0.0649767	1.84992	0.374931	10.7413	0.597917	15.0651	0.645787	16.2102	0.309645	8.83506	0.51168	12.911	0.756981	19.1635
0.293264	7.24714	0.0670914	1.86077	0.379484	10.5891	0.601471	14.8071	0.649564	15.9324	0.315923	8.78078	0.51559	12.7109	0.759624	18.7873
