Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym3	
466  Points		491  Points		466  Points		165  Points		121  Points		111  Points		352  Points		131  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00326213	8.70629	0.000580191	0.269493	0.001546	8.70624	0.279533	590.247	0.430983	25936.3	0.559028	1299.34	0.139761	925.164	0.419268	1550.49
0.011373	8.70569	0.00117989	0.382511	0.00965722	8.70593	0.27972	199.049	0.431019	454.512	0.559132	410.542	0.140082	129.374	0.419376	348.868
0.0194812	8.70443	0.00197555	0.491884	0.0177661	8.70477	0.280093	119.853	0.431124	229.321	0.559342	243.868	0.140883	69.9362	0.419619	196.653
0.0275849	8.70248	0.00295294	0.596797	0.0258709	8.70296	0.28065	85.8605	0.431299	153.394	0.559659	173.52	0.142156	48.2515	0.419998	137.008
0.0356821	8.69983	0.00409619	0.696669	0.0339696	8.70045	0.281389	66.9915	0.431544	115.281	0.560083	134.732	0.143885	37.1043	0.420512	105.202
0.0437708	8.69648	0.0053884	0.791089	0.0420603	8.69725	0.282308	55.0088	0.431861	92.3748	0.560614	110.168	0.14605	30.3666	0.421161	85.4475
0.051849	8.69242	0.00681244	0.879812	0.050141	8.69335	0.283405	46.7375	0.432249	77.0939	0.56125	93.2246	0.148628	25.8879	0.421943	71.9968
0.0599148	8.68764	0.0083518	0.96277	0.0571729	8.68935	0.284675	40.6943	0.432712	66.1792	0.561992	80.8377	0.151596	22.7181	0.422858	62.2557
0.0679656	8.6821	0.00999075	1.04	0.0631589	8.6855	0.286116	36.0931	0.43325	57.9973	0.562839	71.3919	0.154927	20.3727	0.423905	54.8817
0.0759994	8.67579	0.0117151	1.11168	0.0681024	8.682	0.287722	32.4785	0.433865	51.6391	0.563791	63.9545	0.158594	18.5788	0.425082	49.1103
0.0840137	8.66868	0.0135118	1.17802	0.0720067	8.67903	0.289489	29.5683	0.43456	46.5588	0.564846	57.9496	0.162572	17.1707	0.426389	44.474
0.0920059	8.66074	0.0153694	1.23931	0.0748747	8.67672	0.291413	27.1784	0.435337	42.4087	0.566004	53.0021	0.166836	16.0424	0.427823	40.6712
0.0999732	8.65192	0.0172778	1.29584	0.076709	8.67519	0.293487	25.1836	0.436198	38.9568	0.567263	48.8575	0.171362	15.1227	0.429383	37.4982
0.107913	8.64221	0.0192284	1.34795	0.0793439	8.67292	0.295707	23.4956	0.437147	36.0425	0.568624	45.3366	0.176127	14.3623	0.431067	34.8128
0.115822	8.63154	0.0212139	1.39596	0.0822055	8.67035	0.298067	22.0508	0.438186	33.5509	0.570085	42.3101	0.18111	13.7259	0.432874	32.5123
