Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		468  Points		491  Points		467  Points		170  Points		120  Points		362  Points		131  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
				0.463514	3.15407	0.321056	2.15667	0.464322	3.14803	0.98938	6.71133			0.740128	5.02969		
				0.464912	3.14365	0.323137	2.15715	0.465722	3.1377	0.991553	6.68382			0.741358	5.00635		
				0.466314	3.13339	0.325219	2.15762	0.467126	3.12753	0.993698	6.65648			0.742585	4.98328		
				0.46772	3.12329	0.3273	2.15809	0.468535	3.11752	0.995816	6.62929			0.743807	4.96047		
				0.469131	3.11334	0.329381	2.15855	0.469949	3.10766	0.997908	6.60227			0.745027	4.93792		
				0.470547	3.10355	0.331462	2.15901	0.471367	3.09795	0.999974	6.5754			0.746243	4.91562		
				0.471966	3.0939	0.333544	2.15946	0.472789	3.08839	1.00201	6.5487			0.747456	4.89358		
				0.473391	3.0844	0.335625	2.15991	0.474216	3.07897					0.748667	4.87179		
				0.47482	3.07504	0.337706	2.16035	0.475648	3.06969					0.749874	4.85024		
				0.476253	3.06582	0.339787	2.16078	0.477083	3.06056					0.75108	4.82894		
				0.47769	3.05674	0.341868	2.16121	0.478523	3.05156					0.752283	4.80788		
				0.479132	3.0478	0.343949	2.16163	0.479968	3.04269					0.753484	4.78705		
				0.480578	3.03899	0.34603	2.16205	0.481416	3.03395					0.754684	4.76645		
				0.482029	3.03031	0.348111	2.16247	0.482869	3.02534					0.755881	4.74609		
				0.483483	3.02175	0.350192	2.16288	0.484326	3.01686					0.757077	4.72595		
				0.484942	3.01332	0.352273	2.16328	0.485788	3.0085					0.758272	4.70604		
				0.486405	3.00502	0.354354	2.16368	0.487253	3.00027					0.759465	4.68635		
				0.487872	2.99683	0.356435	2.16408	0.488723	2.99215					0.760657	4.66687		
				0.489344	2.98876	0.358516	2.16447	0.490196	2.98415					0.761848	4.64761		
				0.490819	2.98081	0.360597	2.16485	0.491674	2.97627					0.763038	4.62856		
				0.492298	2.97297	0.362678	2.16524	0.493156	2.96849					0.764227	4.60972		
				0.493782	2.96525	0.364759	2.16561	0.494641	2.96083					0.765416	4.59109		
				0.495269	2.95763	0.36684	2.16599	0.496131	2.95328					0.766604	4.57266		
				0.496761	2.95013	0.368921	2.16635	0.497625	2.94583					0.767791	4.55444		
				0.498256	2.94272	0.371002	2.16672	0.499123	2.93849					0.768979	4.53641		
				0.499756	2.93543	0.373083	2.16708	0.500624	2.93125					0.770166	4.51858		
				0.501259	2.92823	0.375164	2.16744	0.50213	2.92412					0.771352	4.50093		
				0.502766	2.92114	0.377244	2.16779	0.503639	2.91708					0.772539	4.48348		
				0.504277	2.91414	0.379325	2.16814	0.505152	2.91014					0.773726	4.46622		
				0.505791	2.90724	0.381406	2.16849	0.506669	2.90329					0.774913	4.44915		
				0.50731	2.90043	0.383487	2.16883	0.508189	2.89654					0.7761	4.43225		
				0.508832	2.89372	0.385568	2.16916	0.509714	2.88989					0.777287	4.41554		
				0.510358	2.8871	0.387648	2.1695	0.511242	2.88332					0.778475	4.399		
				0.511887	2.88057	0.389729	2.16983	0.512773	2.87684					0.779663	4.38264		
				0.513421	2.87413	0.39181	2.17016	0.514309	2.87045					0.780852	4.36646		
				0.514958	2.86778	0.393891	2.17048	0.515848	2.86415					0.782041	4.35044		
				0.516498	2.86151	0.395971	2.1708	0.51739	2.85793					0.783231	4.3346		
