Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		468  Points		492  Points		469  Points		173  Points		120  Points		366  Points		130  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.383296	4.99536	0.382291	4.99171	0.00677254	8.84949	0.000104282	0.348282	0.00373581	8.85042	0.279537	0.212482	0.403339	0.0482978	0.139897	0.672238	0.419266	0.109771
0.0297116	28.2664	0.029516	27.3807	0.0150176	8.84768	0.000428775	0.462968	0.0119817	8.84893	0.279735	0.312787	0.403384	0.0882586	0.140523	0.935582	0.419369	0.18492
0.224146	23.14	0.226177	22.2813	0.0232592	8.84291	0.000966972	0.686541	0.0202248	8.84487	0.28012	0.512629	0.403504	0.168444	0.14164	1.45491	0.419611	0.335075
0.595495	10.6244	0.59807	10.6464	0.0314954	8.83592	0.00170807	0.896897	0.0284632	8.83875	0.280691	0.71053	0.403698	0.249346	0.143234	1.95678	0.419993	0.484798
0.910478	11.9962	0.909704	12.0458	0.039724	8.82684	0.00263824	1.09122	0.0366949	8.83046	0.281444	0.905869	0.403968	0.33139	0.145286	2.43639	0.420514	0.633878
0.439661	9.77926	0.438748	9.73889	0.0479432	8.81551	0.00374143	1.2676	0.0449177	8.81995	0.282379	1.09791	0.404316	0.414913	0.147774	2.89024	0.421174	0.782185
0.767907	11.3986	0.768764	10.5813	0.0561507	8.80178	0.00500027	1.42517	0.0531299	8.80713	0.28349	1.28601	0.404742	0.500219	0.150672	3.31608	0.421972	0.929532
0.897216	11.6872			0.0643443	8.78559	0.00639708	1.56402	0.0613289	8.79183	0.284775	1.46957	0.405248	0.587774	0.153953	3.71272	0.422906	1.07569
				0.0725217	8.76684	0.00791466	1.68485	0.0695125	8.77405	0.286228	1.64794	0.405837	0.677924	0.15759	4.07994	0.423976	1.22049
				0.0806804	8.74531	0.0095366	1.78872	0.0776783	8.75357	0.287846	1.8207	0.406511	0.770918	0.161556	4.4182	0.425181	1.36384
				0.0888176	8.72078	0.0112477	1.87716	0.0858238	8.73018	0.289621	1.98737	0.407273	0.86726	0.165823	4.7286	0.426518	1.50551
				0.0969306	8.6931	0.0130345	1.95179	0.0939461	8.70369	0.291549	2.14756	0.408127	0.967291	0.170367	5.01255	0.427986	1.64538
				0.105016	8.662	0.0148847	2.01427	0.102042	8.67387	0.293623	2.30095	0.409076	1.07133	0.175163	5.27167	0.429584	1.78331
				0.113071	8.62718	0.0167879	2.06619	0.110109	8.64044	0.295837	2.44734	0.410123	1.17973	0.18019	5.50771	0.431309	1.91913
				0.121092	8.5883	0.0187348	2.10903	0.118143	8.6031	0.298183	2.58659	0.411274	1.29282	0.185426	5.7224	0.43316	2.05278
				0.129075	8.54496	0.0207178	2.1441	0.12614	8.56146	0.300656	2.71868	0.412532	1.41097	0.190853	5.91749	0.435134	2.18416
				0.137015	8.49674	0.0227301	2.17278	0.134096	8.51509	0.303249	2.8437	0.413903	1.5344	0.196453	6.09453	0.43723	2.31309
				0.144907	8.44315	0.0245034	2.19332	0.142007	8.46357	0.305955	2.96184	0.415392	1.66333	0.20221	6.25511	0.439444	2.43948
				0.152748	8.38372	0.0260269	2.20795	0.149867	8.40632	0.308768	3.07352	0.417003	1.79794	0.208109	6.40063	0.441775	2.56329
				0.16053	8.31773	0.0272937	2.21832	0.157671	8.3428	0.311682	3.17927	0.418742	1.93839	0.214137	6.53237	0.444221	2.68442
				0.168247	8.24451	0.0282993	2.22551	0.165413	8.27236	0.314692	3.2798	0.420615	2.08474	0.220281	6.65157	0.446778	2.80282
				0.175892	8.16339	0.0290407	2.23042	0.173086	8.19427	0.317794	3.37598	0.422627	2.2369	0.226531	6.75923	0.449443	2.91847
				0.183458	8.07344	0.029516	2.2333	0.180682	8.10765	0.320983	3.46886	0.424783	2.39474	0.232876	6.85634	0.452216	3.03128
				0.190936	7.97382	0.0302003	2.23701	0.188193	8.01169	0.324258	3.55972	0.427089	2.55799	0.239307	6.94376	0.455092	3.14118
				0.198317	7.86356	0.0309453	2.24075	0.195611	7.90546	0.327616	3.65003	0.429549	2.72637	0.245815	7.02222	0.458069	3.24818
				0.205589	7.7417	0.0319604	2.24535	0.202924	7.78822	0.331059	3.74143	0.432169	2.89942	0.252392	7.09249	0.461144	3.35231
				0.212742	7.60719	0.033247	2.25044	0.209204	7.67644	0.334588	3.83561	0.434952	3.07649	0.259031	7.15518	0.464316	3.45356
				0.219764	7.4591	0.0348066	2.25559	0.214483	7.5733	0.338207	3.9344	0.437902	3.25696	0.265725	7.21075	0.46758	3.55185
				0.226642	7.29657	0.0366401	2.26038	0.218792	7.48235	0.341919	4.03962	0.441021	3.44008	0.272468	7.25972	0.470934	3.64721
				0.233361	7.11887	0.0387483	2.26449	0.222161	7.40653	0.345734	4.15309	0.444312	3.62505	0.279253	7.30257	0.474376	3.73972
				0.239907	6.92557	0.0408597	2.2675	0.224616	7.34868	0.349658	4.27631	0.447776	3.81099	0.286075	7.33965	0.477903	3.82936
				0.246266	6.71658	0.0429735	2.26959	0.226177	7.31055	0.353702	4.41048	0.451413	3.99698	0.292929	7.37125	0.481512	3.91622
				0.252422	6.49224	0.0450889	2.27086	0.228407	7.25402	0.357877	4.55643	0.455224	4.1822	0.299811	7.39767	0.4852	4.00028
				0.258363	6.25341	0.047205	2.27149	0.23081	7.19082	0.362193	4.71438	0.459206	4.3658	0.306714	7.41918	0.488966	4.08162
				0.264075	6.00171	0.0493215	2.2717	0.234044	7.10156	0.366661	4.88378	0.463359	4.54697	0.313636	7.43598	0.492806	4.16028
				0.269547	5.73926	0.0514381	2.27151	0.238076	6.98319	0.371293	5.06357	0.467679	4.72502	0.32057	7.44826	0.496718	4.23639
