Minima		Zeros		Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
8  Points		7  Points		468  Points		492  Points		469  Points		173  Points		120  Points		366  Points		130  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.383296	4.26875	0.382291	4.26875	0.00677254	8.85125	0.000104282	0.115647	0.00373581	8.85138	0.279537	540.439	0.403339	4076.35	0.139897	199.003	0.419266	1960.31
0.0297116	1.56306	0.029516	1.56306	0.0150176	8.85029	0.000428775	0.233865	0.0119817	8.85072	0.279735	193.063	0.403384	391.392	0.140523	85.9635	0.419369	366.078
0.224146	8.4429	0.226177	8.4429	0.0232592	8.84872	0.000966972	0.349703	0.0202248	8.84938	0.28012	117.666	0.403504	205.624	0.14164	55.1907	0.419611	202.001
0.595495	9.18924	0.59807	9.18924	0.0314954	8.84642	0.00170807	0.462038	0.0284632	8.84734	0.280691	84.7412	0.403698	139.493	0.143234	40.9466	0.419993	139.581
0.910478	9.82229	0.909704	9.82229	0.039724	8.84341	0.00263824	0.569997	0.0366949	8.84461	0.281444	66.3155	0.403968	105.593	0.145286	32.7977	0.420514	106.712
0.439661	8.87604	0.438748	8.87604	0.0479432	8.8397	0.00374143	0.672894	0.0449177	8.84114	0.282379	54.5584	0.404316	84.9863	0.147774	27.5623	0.421174	86.4417
0.767907	9.53575	0.768764	9.53575	0.0561507	8.83523	0.00500027	0.770231	0.0531299	8.83696	0.28349	46.4174	0.404742	71.1431	0.150672	23.9422	0.421972	72.703
0.897216	9.79563			0.0643443	8.83	0.00639708	0.861722	0.0613289	8.83202	0.284775	40.4561	0.405248	61.2082	0.153953	21.3088	0.422906	62.7854
				0.0725217	8.82397	0.00791466	0.947262	0.0695125	8.82629	0.286228	35.9096	0.405837	53.7354	0.15759	19.3207	0.423976	55.2957
				0.0806804	8.81714	0.0095366	1.02688	0.0776783	8.81975	0.287846	32.3331	0.406511	47.9139	0.161556	17.7764	0.425181	49.4446
				0.0888176	8.80944	0.0112477	1.1007	0.0858238	8.81237	0.289621	29.4504	0.407273	43.2538	0.165823	16.5493	0.426518	44.7514
				0.0969306	8.80084	0.0130345	1.16897	0.0939461	8.80411	0.291549	27.0808	0.408127	39.4417	0.170367	15.5563	0.427986	40.9066
				0.105016	8.79129	0.0148847	1.23197	0.102042	8.79492	0.293623	25.1012	0.409076	36.2679	0.175163	14.7403	0.429584	37.7019
				0.113071	8.78074	0.0167879	1.29001	0.110109	8.78475	0.295837	23.4247	0.410123	33.5864	0.18019	14.0609	0.431309	34.992
