Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
472  Points		490  Points		471  Points		195  Points		383  Points		129  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00104861	8.99539	0.000778559	0.736092	0.0083041	8.9934	0.279518	0.163678	0.139757	0.330419	0.419285	0.163964
0.00942958	8.99416	0.00146437	0.841415	0.0166832	8.99131	0.279671	0.262555	0.140064	0.605409	0.419438	0.241089
0.0178082	8.99073	0.00234644	1.04342	0.0250584	8.98604	0.280008	0.459431	0.140885	1.14964	0.419735	0.395046
0.0261828	8.98519	0.00340867	1.22733	0.0334277	8.97859	0.280527	0.65411	0.142207	1.67927	0.420174	0.548494
0.0345512	8.97742	0.00463343	1.39198	0.041789	8.96889	0.281226	0.845715	0.144014	2.18862	0.420757	0.701213
0.0429112	8.96737	0.00600246	1.53714	0.0501402	8.9568	0.282103	1.03337	0.146285	2.6731	0.421481	0.852917
0.0512609	8.95496	0.00749773	1.66349	0.058479	8.94222	0.283152	1.21619	0.148995	3.1295	0.422346	1.00354
0.0595978	8.9401	0.00910219	1.77211	0.0668031	8.92501	0.284369	1.39339	0.152116	3.55598	0.423351	1.15281
0.0679197	8.92253	0.0107999	1.86447	0.0751098	8.90501	0.285748	1.56424	0.155621	3.95168	0.424494	1.30055
0.076224	8.90211	0.0125764	1.94234	0.0833966	8.882	0.287284	1.7281	0.15948	4.31675	0.425774	1.44661
0.0845079	8.87864	0.0144192	2.00741	0.0916604	8.85569	0.288969	1.88429	0.163665	4.65197	0.42719	1.59079
0.0927684	8.85184	0.016317	2.06129	0.0998982	8.82576	0.290795	2.03233	0.168148	4.95868	0.428739	1.73295
0.101002	8.82145	0.0182602	2.10562	0.108106	8.79191	0.292756	2.17188	0.172905	5.23855	0.430419	1.87291
0.109206	8.78705	0.0202406	2.14186	0.116281	8.75373	0.294842	2.30259	0.17791	5.49332	0.432229	2.01052
0.117376	8.74828	0.0222513	2.1714	0.124418	8.71077	0.297046	2.42441	0.183141	5.72483	0.434165	2.14571
0.125508	8.70463	0.0240237	2.19246	0.132513	8.6625	0.29936	2.53747	0.188577	5.93495	0.436227	2.2783
0.133596	8.65558	0.0255467	2.20747	0.140559	8.60828	0.301774	2.642	0.1942	6.12542	0.438411	2.40822
0.141636	8.60047	0.0268134	2.21807	0.148553	8.54738	0.304283	2.73856	0.199992	6.29792	0.440714	2.53534
