Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2		Asym3		Asym4	
462  Points		491  Points		161  Points		123  Points		110  Points		334  Points		334  Points		134  Points		107  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00713005	8.51058	0.000342374	0.205071	0.27951	2042.62	0.465299	1407.33	0.559037	968.124	0.139894	193.766	0.13982	282.98	0.41928	863.674	0.698792	1010.52
0.0150577	8.50968	0.000825074	0.317186	0.279627	261.692	0.465354	368.65	0.559154	370.512	0.140484	84.9529	0.140297	98.3993	0.419413	295.954	0.698887	430.559
0.0229819	8.50812	0.00150607	0.426296	0.279924	139.946	0.465475	212.157	0.559375	229.174	0.141529	54.7425	0.141232	59.9078	0.419676	178.673	0.699057	273.614
0.0309007	8.50587	0.00237343	0.531607	0.280401	95.6371	0.46566	148.977	0.559701	165.959	0.143018	40.6641	0.142614	43.3584	0.420068	128.048	0.699304	200.569
0.0388123	8.50296	0.00341273	0.632418	0.281055	72.7441	0.465912	114.83	0.56013	130.135	0.144933	32.5784	0.144426	34.2171	0.420589	99.8493	0.699626	158.347
0.0467147	8.49936	0.0046084	0.728254	0.281886	58.7837	0.46623	93.4497	0.560663	107.08	0.147255	27.3685	0.146651	28.4616	0.421239	81.8905	0.700024	130.846
0.054606	8.49508	0.00594403	0.81877	0.282891	49.396	0.466616	78.8097	0.561299	91.0076	0.149961	23.7575	0.149265	24.5329	0.422017	69.4606	0.700497	111.514
0.062484	8.49008	0.00740346	0.903808	0.284068	42.6611	0.467071	68.1607	0.562038	79.168	0.153027	21.1251	0.152245	21.6998	0.422922	60.3542	0.701046	97.1869
0.0703467	8.48436	0.00897112	0.983342	0.285412	37.6017	0.467595	60.0699	0.562879	70.0882	0.156429	19.1338	0.155567	19.574	0.423953	53.4011	0.70167	86.1465
0.0781919	8.47789	0.0106324	1.05745	0.286922	33.668	0.468192	53.7171	0.563821	62.9075	0.160141	17.584	0.159206	17.9299	0.425108	47.9226	0.702369	77.3809
0.0860173	8.47066	0.0123739	1.12628	0.288592	30.5266	0.468862	48.5989	0.564864	57.0893	0.164141	16.3505	0.163138	16.6279	0.426387	43.4982	0.703142	70.2547
0.0938203	8.46263	0.0141836	1.19008	0.29042	27.964	0.469607	44.3894	0.566006	52.2817	0.168404	15.3505	0.167338	15.5769	0.427789	39.8532	0.70399	64.3491
0.101599	8.45377	0.0160507	1.24909	0.2924	25.8368	0.47043	40.868	0.567248	48.2445	0.17291	14.5274	0.171787	14.7148	0.429311	36.8008	0.704911	59.3767
0.109349	8.44407	0.0179661	1.30363	0.294528	24.0453	0.471333	37.8804	0.568588	44.8078	0.177637	13.8411	0.176461	13.998	0.430952	34.2093	0.705906	55.1336
0.117069	8.43347	0.0199217	1.35399	0.2968	22.518	0.472318	35.3152	0.570024	41.8484	0.182566	13.2624	0.181342	13.3952	0.432711	31.9835	0.706974	51.4715
0.124756	8.42194	0.0219104	1.40048	0.29921	21.2021	0.473388	33.09	0.571557	39.2745	0.187679	12.7696	0.186412	12.8831	0.434585	30.0524	0.708114	48.2796
0.132406	8.40944	0.0239265	1.44338	0.301754	20.0581	0.474545	31.1428	0.573185	37.0165	0.192961	12.3463	0.191655	12.4441	0.436573	28.3626	0.709327	45.4737
0.140016	8.39593	0.0257017	1.47808	0.304426	19.0556	0.475794	29.4255	0.574907	35.0206	0.198397	11.9799	0.197054	12.0648	0.438673	26.8725	0.710612	42.9884
0.147581	8.38133	0.0272262	1.50582	0.307223	18.171	0.477135	27.9008	0.576721	33.2443	0.203971	11.6605	0.202596	11.7347	0.440884	25.5496	0.711968	40.7723
