Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
473  Points		492  Points		473  Points		206  Points		388  Points		129  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00744277	9.04366	3.20348e-005	0.0648306	0.00630397	9.0438	0.279589	319.38	0.139885	212.256	0.419264	3838.62
0.0158671	9.04274	0.000265609	0.186284	0.0147285	9.04288	0.27985	154.861	0.140513	88.3325	0.419353	402.869
0.0242876	9.04104	0.00072086	0.30577	0.0231497	9.04131	0.280292	102.341	0.141653	56.1576	0.419588	212.707
0.0327024	9.03863	0.001388	0.421984	0.0315655	9.03901	0.280912	76.5325	0.143291	41.484	0.419966	144.601
0.0411094	9.0355	0.00225385	0.533973	0.0399736	9.03597	0.281706	61.2113	0.145405	33.1535	0.420489	109.617
0.0495064	9.03161	0.00330219	0.640878	0.0483721	9.03218	0.282671	51.08	0.147973	27.8275	0.421155	88.3352
0.0578911	9.02694	0.00451541	0.742142	0.0567586	9.02761	0.283801	43.8941	0.150966	24.1577	0.421964	74.0366
0.0662612	9.02146	0.00587499	0.83737	0.0651308	9.02225	0.28509	38.5398	0.154358	21.4956	0.422913	63.7774
0.0746141	9.01512	0.00736266	0.926389	0.0734861	9.01603	0.286532	34.4018	0.158117	19.4903	0.424003	56.0644
0.0829469	9.0079	0.00896118	1.00921	0.0818218	9.00893	0.288118	31.1121	0.162215	17.9357	0.425231	50.0597
0.0912567	8.99973	0.0106543	1.08595	0.0901349	9.00089	0.289843	28.4373	0.166625	16.7026	0.426596	45.2565
0.0995402	8.99056	0.0124275	1.15682	0.0984221	8.99186	0.291696	26.2221	0.171319	15.7063	0.428096	41.3305
0.107794	8.98033	0.0142677	1.22213	0.10668	8.98178	0.293669	24.3592	0.176272	14.8887	0.429729	38.0642
0.116013	8.96894	0.0161636	1.2822	0.114905	8.97055	0.295753	22.7722	0.181461	14.2088	0.431492	35.3067
0.124195	8.95632	0.0181056	1.3374	0.123091	8.9581	0.297938	21.4049	0.186864	13.637	0.433385	32.9496
0.132333	8.94237	0.0200851	1.3881	0.131236	8.94434	0.300218	20.2155	0.192461	13.1512	0.435403	30.9133
0.140422	8.92697	0.0220953	1.43464	0.139332	8.92914	0.302582	19.1719	0.198234	12.735	0.437546	29.138
0.148456	8.90998	0.0238673	1.4721	0.147374	8.91238	0.305023	18.2493	0.204166	12.3753	0.439809	27.5777
0.156428	8.89126	0.0253903	1.50191	0.155355	8.8939	0.307536	17.4282	0.210242	12.0624	0.442192	26.1966
0.16433	8.87065	0.0266568	1.5252	0.163267	8.87355	0.310116	16.693	0.216448	11.7883	0.444689	24.9665
0.172153	8.84794	0.0276623	1.54278	0.171101	8.85114	0.312759	16.0313	0.222771	11.5467	0.4473	23.8647
0.179887	8.82294	0.0284036	1.55527	0.178847	8.82646	0.315466	15.433	0.229199	11.3327	0.45002	22.8729
0.18752	8.79539	0.0288789	1.56306	0.186495	8.79927	0.318239	14.89	0.235722	11.1419	0.452847	21.9759
0.195039	8.76503	0.0295632	1.57402	0.19403	8.76931	0.321081	14.3954	0.24233	10.9711	0.455778	21.1614
0.20243	8.73158	0.0303082	1.58559	0.201439	8.7363	0.324002	13.9439	0.249015	10.8174	0.45881	20.4189
0.209676	8.69472	0.0313234	1.6008	0.208706	8.69991	0.327012	13.5309	0.255767	10.6786	0.46194	19.7397
0.21676	8.65411	0.0326101	1.6192	0.215813	8.65983	0.330125	13.1527	0.262578	10.5525	0.465164	19.1164
0.223662	8.60941	0.0341698	1.64028	0.22274	8.6157	0.33336	12.8062	0.269443	10.4375	0.46848	18.5426
0.23036	8.56026	0.0360034	1.66346	0.229468	8.56718	0.336734	12.4888	0.276354	10.3323	0.471884	18.0131
0.236835	8.50634	0.0381117	1.6882	0.235974	8.51392	0.34027	12.1984	0.283305	10.2357	0.475373	17.5231
0.243063	8.44735	0.0402233	1.71112	0.242236	8.45563	0.34399	11.9332	0.290289	10.1465	0.478945	17.0685
0.249023	8.38305	0.042337	1.73238	0.248234	8.39206	0.347918	11.6916	0.297302	10.0639	0.482596	16.646
0.254696	8.3133	0.0444522	1.75213	0.253947	8.32305	0.352072	11.472	0.304338	9.98705	0.486323	16.2522
0.260067	8.23808	0.0465682	1.77051	0.25936	8.24857	0.356473	11.2732	0.311392	9.91536	0.490123	15.8846
0.265124	8.1575	0.0486843	1.78765	0.264459	8.1687	0.361133	11.0937	0.318458	9.8482	0.493994	15.5408
0.26986	8.07183	0.0508004	1.80364	0.269239	8.0837	0.366061	10.9322	0.325532	9.78503	0.497933	15.2187
0.274275	7.98146	0.0529161	1.8186	0.273142	8.00572	0.371259	10.7873	0.332609	9.7254	0.501937	14.9163
0.278375	7.88694	0.0550311	1.83261	0.276278	7.93666	0.376725	10.6576	0.339685	9.66889	0.506003	14.632
0.282171	7.78887	0.0571454	1.84575	0.278742	7.87792	0.382448	10.5416	0.346755	9.61514	0.51013	14.3644
0.285678	7.68797	0.0592586	1.85809	0.280609	7.83053	0.388416	10.4381	0.353814	9.5638	0.514315	14.112
0.288915	7.58492	0.0613708	1.8697	0.281937	7.79522	0.394612	10.3455	0.360858	9.51458	0.518556	13.8737
0.291904	7.48041	0.063482	1.88063	0.282768	7.77242	0.401015	10.2627	0.367882	9.46721	0.522851	13.6484
0.294666	7.37511	0.065592	1.89095	0.283936	7.7394	0.407606	10.1885	0.374881	9.42144	0.527198	13.4351
0.297224	7.2696	0.067701	1.9007	0.285171	7.7032	0.414364	10.1217	0.381851	9.37705	0.531596	13.233
0.299597	7.16438	0.0698088	1.90992	0.286796	7.65352	0.42127	10.0614	0.388787	9.33382	0.536044	13.0412
0.301806	7.05992	0.0719155	1.91865	0.288761	7.59005	0.428304	10.0067	0.395684	9.29157	0.54054	12.8591
0.30387	6.95658	0.0740212	1.92693	0.291013	7.51257	0.435448	9.95688	0.402537	9.25011	0.545084	12.686
0.305804	6.85466	0.0761258	1.93479	0.293491	7.42099	0.442687	9.91126	0.409341	9.20929	0.549675	12.5214
0.307625	6.7544	0.0782294	1.94226	0.296135	7.3155	0.450007	9.86927	0.41609	9.16894	0.554313	12.3646
0.309344	6.656	0.0803321	1.94937	0.298586	7.2101	0.457393	9.83038	0.422779	9.12891	0.558999	12.2153
0.310975	6.55959	0.0824337	1.95615	0.300864	7.10526	0.464833	9.79418	0.429403	9.08908	0.563732	12.0729
0.312527	6.46527	0.0845345	1.9626	0.302989	7.00139	0.472318	9.76028	0.435955	9.04932	0.568513	11.9371
0.314011	6.37312	0.0866344	1.96877	0.304977	6.89882	0.479837	9.72835	0.442431	9.00949	0.573343	11.8075
0.315433	6.28318	0.0887334	1.97466	0.306846	6.79781	0.487381	9.69812	0.448824	8.9695	0.578224	11.6839
0.316802	6.19546	0.0908317	1.9803	0.308608	6.69858	0.494943	9.66932	0.455128	8.92923	0.583156	11.5658
0.318124	6.10998	0.0929293	1.98569	0.310276	6.60129	0.502515	9.64176	0.461338	8.88859	0.588143	11.4531
0.319404	6.02672	0.095026	1.99086	0.311861	6.50605	0.510091	9.61522	0.467447	8.84748	0.593185	11.3454
0.320647	5.94566	0.0971222	1.99582	0.313373	6.41295	0.517664	9.58956	0.473451	8.80583	0.598284	11.2426
