Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
489  Points		502  Points		313  Points		233  Points		213  Points		158  Points		415  Points		256  Points		211  Points		165  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.000723496	4.52906	4.82379e-005	0.173412	0.279519	0.0432122	0.386667	0.0368412	0.559022	0.0322506	0.838532	0.0238181	0.139809	0.216101	0.419265	0.028528	0.698773	0.0146478	0.773333	0.0271319
0.0049432	4.52891	0.000209805	0.233881	0.279559	0.0593132	0.386701	0.0562939	0.559052	0.0464392	0.838554	0.0322842	0.140011	0.2947	0.419291	0.0454148	0.698786	0.0227069	0.773358	0.0370709
0.00916262	4.52847	0.000484049	0.353982	0.27963	0.0915761	0.386771	0.0952426	0.559109	0.0747962	0.838592	0.0491865	0.140359	0.450955	0.419349	0.0791563	0.698815	0.0387544	0.773402	0.056927
0.0133815	4.52773	0.000869411	0.471869	0.27973	0.123802	0.386878	0.134175	0.559192	0.103092	0.838646	0.0660721	0.140851	0.60497	0.419439	0.112875	0.698858	0.0547361	0.773464	0.0767906
0.0175995	4.52676	0.00136333	0.586942	0.27986	0.155882	0.387021	0.173149	0.559301	0.131413	0.838715	0.0829244	0.141486	0.756114	0.41956	0.146547	0.698917	0.0707328	0.773545	0.0966692
0.0218166	4.52557	0.00196311	0.698653	0.28002	0.187887	0.387201	0.212131	0.559437	0.159709	0.8388	0.0997832	0.14226	0.903714	0.419712	0.1802	0.69899	0.0867592	0.773644	0.116578
0.0260324	4.52406	0.00266519	0.806427	0.28021	0.219817	0.387417	0.251131	0.559599	0.187956	0.838901	0.116655	0.14317	1.04723	0.419895	0.213814	0.699079	0.102772	0.773762	0.136473
0.0302467	4.52228	0.0034658	0.909915	0.28043	0.251597	0.387669	0.290239	0.559787	0.21618	0.839018	0.13348	0.144211	1.18631	0.42011	0.24735	0.699182	0.118758	0.773899	0.156342
0.0344592	4.52026	0.00436072	1.00878	0.280679	0.283224	0.387958	0.329343	0.560001	0.244357	0.83915	0.150284	0.14538	1.32049	0.420356	0.280806	0.6993	0.134762	0.774053	0.176231
0.0386697	4.51791	0.00534556	1.10281	0.280958	0.314692	0.388283	0.368514	0.560242	0.272511	0.839298	0.167121	0.146672	1.44953	0.420633	0.314172	0.699433	0.150731	0.774227	0.196159
0.0428778	4.51526	0.00641568	1.19184	0.281266	0.345986	0.388644	0.407745	0.560509	0.300621	0.839461	0.183947	0.148081	1.57328	0.420942	0.347505	0.699581	0.166703	0.774419	0.216095
0.0470834	4.51237	0.00756643	1.27579	0.281602	0.377079	0.389042	0.447021	0.560802	0.328643	0.839641	0.200754	0.149604	1.69166	0.421281	0.3807	0.699743	0.182679	0.77463	0.235972
0.0512861	4.50915	0.00879299	1.3547	0.281968	0.407993	0.389477	0.486389	0.561122	0.356635	0.839836	0.217523	0.151234	1.80464	0.421651	0.413765	0.699921	0.198591	0.774859	0.255876
0.0554857	4.50558	0.0100908	1.42866	0.282363	0.438691	0.389949	0.525794	0.561467	0.384568	0.840046	0.234288	0.152966	1.91217	0.422052	0.446716	0.700114	0.214522	0.775106	0.275837
0.0596818	4.50173	0.0114551	1.49768	0.282786	0.469179	0.390457	0.565274	0.561838	0.412382	0.840272	0.251046	0.154797	2.01444	0.422484	0.479586	0.700321	0.23049	0.775373	0.295763
0.0638742	4.49754	0.0128815	1.56199	0.283237	0.499467	0.391002	0.604829	0.562235	0.440179	0.840514	0.267789	0.15672	2.11153	0.422946	0.512293	0.700543	0.246387	0.775658	0.315693
0.0680625	4.49298	0.0143657	1.62174	0.283716	0.529502	0.391584	0.64446	0.562658	0.467866	0.840771	0.284503	0.158731	2.20355	0.423438	0.544821	0.70078	0.262286	0.775961	0.33563
