Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3		Asym4	
426  Points		528  Points		426  Points		406  Points		353  Points		254  Points		457  Points		401  Points		346  Points		217  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.279509	829.404	0.000209522	0.0891111	0.27951	538.083	0.441156	2313.29	0.559017	2413.28	0.838526	16779.2	0.139763	285.923	0.419267	517.397	0.698772	1294.43	0.882314	1144.8
0.279518	220.319	0.000407929	0.124257	0.279521	192.62	0.441165	393.055	0.559026	480.536	0.838529	854.187	0.139832	98.4377	0.419283	240.686	0.698779	474.866	0.882322	518.278
0.279537	127.04	0.000671076	0.159225	0.279542	117.314	0.441185	214.783	0.559045	266.843	0.838538	438.253	0.139966	59.5043	0.41931	156.826	0.698791	290.772	0.882335	334.966
0.279566	89.2586	0.000998195	0.193963	0.279572	84.3472	0.441216	147.772	0.559075	184.713	0.838552	294.74	0.140167	42.6831	0.419349	116.31	0.698809	209.543	0.882355	247.449
0.279605	68.8041	0.00138843	0.228434	0.279613	65.8497	0.441259	112.638	0.559116	141.247	0.838573	222.035	0.140433	33.3128	0.419399	92.4372	0.698833	163.791	0.88238	196.194
0.279654	55.9814	0.00184075	0.2626	0.279664	54.0108	0.441314	91.008	0.559168	114.347	0.838599	178.105	0.140764	27.3472	0.41946	76.7004	0.698862	134.44	0.88241	162.531
0.279713	47.1916	0.00235391	0.29641	0.279726	45.7844	0.441381	76.3519	0.559231	96.0579	0.83863	148.69	0.141159	23.2208	0.419533	65.5468	0.698898	114.013	0.882447	138.73
0.279782	40.7913	0.00292667	0.329836	0.279797	39.7364	0.441459	65.766	0.559305	82.817	0.838668	127.615	0.141616	20.2001	0.419617	57.2294	0.698939	98.9761	0.882489	121.012
0.279861	35.9231	0.00355761	0.362843	0.279878	35.1032	0.441548	57.7621	0.55939	72.7879	0.838711	111.775	0.142135	17.8958	0.419713	50.7887	0.698986	87.4455	0.882538	107.309
0.279951	32.0961	0.00424526	0.395405	0.279969	31.4406	0.44165	51.4986	0.559486	64.9289	0.83876	99.4354	0.142715	16.0822	0.41982	45.6545	0.69904	78.323	0.882591	96.3952
0.28005	29.0089	0.00498794	0.427482	0.280071	28.4729	0.441763	46.4639	0.559593	58.6047	0.838815	89.5507	0.143353	14.6193	0.419939	41.4661	0.699099	70.9256	0.882651	87.4981
0.28016	26.466	0.00578402	0.459054	0.280182	26.0197	0.441887	42.329	0.55971	53.406	0.838875	81.4551	0.144049	13.4155	0.420069	37.9844	0.699163	64.8065	0.882717	80.106
0.280279	24.3354	0.00663192	0.490106	0.280304	23.958	0.442024	38.8727	0.559839	49.0571	0.838941	74.7033	0.1448	12.4088	0.42021	35.0447	0.699234	59.6607	0.882788	73.8669
0.280409	22.5246	0.0075298	0.520615	0.280436	22.2013	0.442171	35.9409	0.559978	45.3656	0.839013	68.9864	0.145606	11.5553	0.420363	32.5299	0.69931	55.2733	0.882865	68.5308
0.280549	20.9666	0.00847592	0.550564	0.280578	20.6867	0.442331	33.4227	0.560129	42.1931	0.839091	64.0835	0.146464	10.8231	0.420527	30.3541	0.699393	51.4882	0.882948	63.9148
0.280699	19.6123	0.00946858	0.579946	0.280729	19.3675	0.442501	31.2366	0.56029	39.4374	0.839174	59.8325	0.147254	10.2655	0.420703	28.4532	0.699481	48.1894	0.883036	59.8825
0.280859	18.4241	0.010506	0.608749	0.280891	18.2083	0.442684	29.321	0.560462	37.0217	0.839263	56.1114	0.147956	9.83975	0.420889	26.7785	0.699575	45.2889	0.883131	56.3299
0.281029	17.3734	0.0115864	0.636964	0.281063	17.1817	0.442878	27.6289	0.560645	34.8867	0.839358	52.827	0.148557	9.51745	0.421088	25.2918	0.699675	42.7187	0.883231	53.1761
0.281209	16.4377	0.0127082	0.664593	0.281245	16.2664	0.443083	26.1233	0.560839	32.9864	0.839458	49.9069	0.149044	9.27964	0.421297	23.9634	0.69978	40.4256	0.883337	50.3577
0.281399	15.5993	0.0138695	0.691627	0.281437	15.4452	0.4433	24.7752	0.561044	31.2841	0.839564	47.2936	0.14941	9.11359	0.421518	22.7693	0.699892	38.367	0.883448	47.824
0.281599	14.8437	0.0150689	0.718074	0.28164	14.7045	0.443528	23.5611	0.56126	29.7505	0.839676	44.9412	0.149647	9.01099	0.42175	21.6902	0.700009	36.5088	0.883565	45.5338
0.28181	14.1594	0.0163045	0.743927	0.281852	14.0329	0.443768	22.4621	0.561486	28.3618	0.839794	42.8126	0.149991	8.86827	0.421993	20.7104	0.700132	34.8231	0.883689	43.4537
0.28203	13.5368	0.017575	0.769196	0.282074	13.4214	0.444019	21.4626	0.561723	27.0985	0.839917	40.8773	0.150372	8.71921	0.422248	19.8168	0.700261	33.2869	0.883817	41.5562
0.28226	12.9679	0.0188787	0.793882	0.282306	12.8623	0.444281	20.5498	0.561971	25.9444	0.840046	39.1102	0.150897	8.52598	0.422514	18.9985	0.700396	31.8814	0.883952	39.8182
0.282501	12.4462	0.0202142	0.817995	0.282549	12.3491	0.444555	19.713	0.56223	24.8859	0.840181	37.4902	0.151577	8.2961	0.422791	18.2465	0.700537	30.5904	0.884092	38.2204
0.282751	11.9661	0.0215801	0.841538	0.282801	11.8765	0.44484	18.943	0.562499	23.9117	0.840321	35.9998	0.15242	8.03775	0.423079	17.5532	0.700683	29.4007	0.884238	36.7467
0.283011	11.5228	0.0229749	0.864521	0.283064	11.4399	0.445136	18.2323	0.56278	23.0122	0.840467	34.6241	0.153437	7.75919	0.423379	16.9119	0.700836	28.3007	0.88439	35.383
0.283282	11.1122	0.0243974	0.886954	0.283336	11.0354	0.445444	17.5742	0.563071	22.1791	0.840619	33.3503	0.154641	7.4682	0.423689	16.317	0.700994	27.2807	0.884548	34.1175
0.283562	10.7311	0.0258464	0.908846	0.283618	10.6596	0.445763	16.9632	0.563372	21.4054	0.840776	32.1675	0.155883	7.20402	0.424011	15.7638	0.701158	26.3323	0.884711	32.9401
0.283853	10.3762	0.0273205	0.930205	0.283911	10.3096	0.446093	16.3945	0.563684	20.6851	0.840939	31.0664	0.15716	6.96323	0.424344	15.248	0.701328	25.4482	0.88488	31.8418
0.284153	10.0451	0.0288187	0.951045	0.284174	10.0236	0.446434	15.8639	0.564007	20.0127	0.841108	30.0387	0.158472	6.743	0.424688	14.766	0.701503	24.6222	0.885054	30.815
0.284464	9.7354	0.0303398	0.971377	0.284404	9.79264	0.446786	15.3676	0.564341	19.3837	0.841283	29.0774	0.159817	6.54092	0.425043	14.3146	0.701685	23.8487	0.885235	29.8529
0.284784	9.44519	0.0318827	0.991209	0.284599	9.60996	0.44715	14.9025	0.564685	18.7941	0.841463	28.1763	0.161193	6.35492	0.425409	13.8911	0.701872	23.1228	0.885421	28.9496
0.285115	9.17271	0.0334465	1.01056	0.284755	9.47053	0.447524	14.4658	0.56504	18.2403	0.841649	27.3299	0.162599	6.18324	0.425786	13.4929	0.702065	22.4404	0.885613	28.0998
0.285455	8.9164	0.0350303	1.02943	0.284872	9.3707	0.447909	14.055	0.565405	17.7191	0.84184	26.5334	0.164034	6.02437	0.426174	13.1179	0.702264	21.7976	0.88581	27.2991
0.285806	8.67489	0.036633	1.04784	0.284947	9.30798	0.448306	13.6679	0.565781	17.2279	0.842037	25.7825	0.165497	5.87699	0.426573	12.7641	0.702468	21.1911	0.886013	26.5432
0.286166	8.44696	0.0382539	1.0658	0.285056	9.21935	0.448713	13.3024	0.566167	16.7641	0.84224	25.0734	0.166986	5.73995	0.426983	12.4299	0.702679	20.618	0.886222	25.8285
0.286537	8.23151	0.039892	1.08332	0.285176	9.12502	0.449131	12.9569	0.566564	16.3254	0.842448	24.4027	0.1685	5.61225	0.427404	12.1136	0.702895	20.0755	0.886437	25.1518
0.286917	8.02757	0.0415467	1.10041	0.285341	8.99998	0.449561	12.6298	0.566971	15.91	0.842663	23.7675	0.170038	5.49302	0.427836	11.8139	0.703117	19.5613	0.886657	24.5101
