Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
466  Points		496  Points		225  Points		192  Points		179  Points		124  Points		328  Points		204  Points		167  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00224189	5.34466	0.000318282	0.156851	0.279509	2811.23	0.478251	730.357	0.559022	1285.25	0.838536	989.775	0.139765	452.111	0.419266	1355.49	0.698771	23235.8
0.00722144	5.34462	0.000675121	0.228013	0.27955	271.113	0.478276	301.463	0.559064	409.077	0.838572	471.401	0.13993	112.771	0.419308	337.878	0.698787	726.565
0.0122006	5.34447	0.00116092	0.29824	0.279661	142.479	0.47832	189.945	0.559149	243.283	0.838634	309.392	0.140292	64.5756	0.419402	193.033	0.698832	369.076
0.0171793	5.34423	0.0017718	0.367266	0.279839	96.6792	0.478385	138.666	0.559277	173.149	0.838721	230.273	0.14085	45.3736	0.419547	135.146	0.698907	247.387
0.0221571	5.3439	0.00250315	0.434878	0.280086	73.2019	0.478469	109.2	0.559449	134.427	0.838834	183.393	0.141599	35.0847	0.419743	103.997	0.699012	186.063
0.0271339	5.34349	0.00334963	0.500867	0.2804	58.9336	0.478575	90.0712	0.559663	109.88	0.838972	152.383	0.142535	28.6929	0.41999	84.5427	0.699146	149.118
0.0321095	5.343	0.00430532	0.565049	0.280783	49.3502	0.4787	76.6535	0.559921	92.9311	0.839136	130.354	0.143654	24.351	0.420288	71.2415	0.69931	124.427
0.0370836	5.34243	0.00536408	0.6273	0.281232	42.4739	0.478847	66.7226	0.560222	80.5284	0.839326	113.899	0.144949	21.2193	0.420636	61.576	0.699503	106.763
0.0420559	5.34177	0.0065194	0.687501	0.281749	37.3029	0.479014	59.0765	0.560565	71.0609	0.839541	101.14	0.146413	18.8612	0.421035	54.2371	0.699726	93.5008
0.0470263	5.34103	0.00776482	0.745581	0.282331	33.2754	0.479203	53.0087	0.560951	63.5984	0.839782	90.9598	0.148041	17.0271	0.421485	48.4769	0.699978	83.1789
0.0519944	5.3402	0.00909378	0.801486	0.28298	30.0519	0.479413	48.077	0.561379	57.5661	0.840048	82.6481	0.149823	15.5643	0.421985	43.8369	0.700259	74.9179
0.0569601	5.33929	0.0104999	0.85519	0.283693	27.4151	0.479644	43.9901	0.56185	52.5899	0.840339	75.7346	0.151754	14.3736	0.422535	40.0205	0.70057	68.1573
0.061923	5.33828	0.0119769	0.906687	0.284471	25.2196	0.479898	40.5485	0.562362	48.4157	0.840656	69.8943	0.153825	13.3883	0.423135	36.8275	0.70091	62.5232
0.0668829	5.33718	0.0135191	0.956005	0.285313	23.3644	0.480174	37.611	0.562917	44.8647	0.840998	64.8957	0.156029	12.5615	0.423784	34.1174	0.70128	57.756
0.0718395	5.33599	0.0151206	1.00316	0.286218	21.7769	0.480472	35.0747	0.563513	41.8077	0.841366	60.5695	0.158359	11.8596	0.424483	31.7892	0.701679	53.6706
0.0767925	5.33471	0.0167761	1.0482	0.287185	20.4041	0.480793	32.863	0.56415	39.1489	0.841759	56.7888	0.160809	11.2575	0.425231	29.7682	0.702106	50.1308
0.0817417	5.33333	0.0184808	1.09119	0.288213	19.2058	0.481138	30.9176	0.564829	36.8157	0.842177	53.4569	0.163035	10.7995	0.426027	27.9978	0.702563	47.0345
0.0866867	5.33185	0.0202298	1.13218	0.289301	18.1514	0.481506	29.1935	0.565548	34.7522	0.842621	50.4986	0.164997	10.4504	0.426872	26.4348	0.703049	44.3036
0.0916273	5.33028	0.0220191	1.17125	0.290449	17.2169	0.481899	27.6551	0.566308	32.9145	0.843089	47.8546	0.166662	10.1866	0.427765	25.045	0.703564	41.8774
0.096563	5.32859	0.0238446	1.20846	0.291655	16.3836	0.482316	26.2742	0.567109	31.2678	0.843583	45.4776	0.168005	9.99228	0.428705	23.8017	0.704108	39.7077
