Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
465  Points		497  Points		223  Points		190  Points		177  Points		123  Points		327  Points		202  Points		165  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00271436	5.4044	3.94834e-005	0.1839	0.279509	0.0457204	0.479169	0.0278201	0.559022	0.0457348	0.838535	0.0383127	0.139768	0.188579	0.419266	0.0491758	0.698771	0.0162834
0.00774962	5.40416	0.000210823	0.25596	0.279552	0.0833566	0.479195	0.0388568	0.559064	0.0694687	0.838571	0.0524024	0.139944	0.29648	0.419312	0.0772179	0.698786	0.0325458
0.0127844	5.40359	0.000516436	0.398675	0.279664	0.158619	0.479241	0.0609806	0.559151	0.11694	0.838633	0.0805359	0.14032	0.511052	0.41941	0.133366	0.698832	0.0650732
0.0178186	5.40282	0.000953709	0.538061	0.279847	0.233776	0.479309	0.0831822	0.559282	0.164349	0.838721	0.108605	0.140896	0.72252	0.419561	0.189485	0.698908	0.0976086
0.022852	5.40178	0.00151905	0.673131	0.2801	0.308653	0.479396	0.105466	0.559457	0.211705	0.838835	0.13669	0.141667	0.929683	0.419763	0.245472	0.699014	0.130087
0.0278843	5.40044	0.00220801	0.803013	0.280422	0.383185	0.479505	0.127915	0.559677	0.258956	0.838976	0.164736	0.142628	1.13146	0.420018	0.301344	0.69915	0.162523
0.0329151	5.39887	0.00301538	0.926985	0.280814	0.457324	0.479635	0.150548	0.55994	0.30607	0.839142	0.192777	0.143775	1.32701	0.420325	0.357131	0.699317	0.19495
0.0379444	5.39702	0.00393535	1.04449	0.281274	0.53104	0.479786	0.173401	0.560247	0.353058	0.839335	0.220807	0.145101	1.5156	0.420684	0.412748	0.699513	0.227357
0.0429719	5.39488	0.00496166	1.15512	0.281803	0.604206	0.479958	0.196475	0.560598	0.399866	0.839554	0.248814	0.146599	1.6967	0.421094	0.46817	0.69974	0.259724
0.0479972	5.39249	0.00608779	1.25869	0.2824	0.676781	0.480152	0.219771	0.560992	0.446534	0.839799	0.276777	0.148263	1.86993	0.421556	0.523424	0.699997	0.292086
0.0530202	5.38977	0.0073071	1.35509	0.283065	0.748691	0.480367	0.243366	0.56143	0.492994	0.840069	0.304724	0.150084	2.03506	0.422069	0.578416	0.700285	0.324364
0.0580405	5.38675	0.00861286	1.4444	0.283795	0.819854	0.480605	0.267338	0.561911	0.539185	0.840366	0.33264	0.152055	2.19201	0.422634	0.633173	0.700602	0.356547
0.0630578	5.38349	0.00999859	1.52679	0.284592	0.890255	0.480866	0.291625	0.562435	0.585206	0.840689	0.360493	0.154168	2.34084	0.423249	0.687684	0.700949	0.388759
0.068072	5.3799	0.0114579	1.60241	0.285454	0.959794	0.481149	0.316248	0.563001	0.630958	0.841038	0.388368	0.156417	2.48167	0.423915	0.741919	0.701326	0.420884
0.0730827	5.37594	0.0129845	1.67156	0.286381	1.02841	0.481455	0.341324	0.56361	0.676393	0.841413	0.41614	0.158793	2.61474	0.424632	0.795825	0.701733	0.452907
0.0780895	5.37168	0.0145726	1.73464	0.287371	1.09607	0.481785	0.366793	0.564262	0.721634	0.841814	0.44385	0.161289	2.74039	0.425398	0.849364	0.70217	0.484873
0.0830922	5.36711	0.0162168	1.79194	0.288423	1.16275	0.482138	0.392684	0.564955	0.766558	0.84224	0.471585	0.163557	2.8441	0.426214	0.902609	0.702637	0.516797
0.0880905	5.36216	0.0179117	1.84386	0.289537	1.22837	0.482516	0.41905	0.56569	0.811143	0.842692	0.499224	0.165555	2.92833	0.42708	0.955487	0.703133	0.54864
0.093084	5.35686	0.0196526	1.89085	0.290712	1.29288	0.482919	0.445927	0.566467	0.855416	0.84317	0.526816	0.167251	2.99525	0.427995	1.00792	0.703659	0.580318
0.0980724	5.35117	0.0214351	1.9332	0.291946	1.35629	0.483347	0.473315	0.567284	0.899356	0.843674	0.554388	0.168618	3.04641	0.428958	1.05998	0.704214	0.611961
0.103055	5.34507	0.0232549	1.97133	0.293239	1.41857	0.483801	0.501211	0.568142	0.943	0.844203	0.581845	0.169638	3.083	0.42997	1.11166	0.704799	0.643532
0.108032	5.33857	0.0251085	2.0056	0.29459	1.47963	0.484281	0.529683	0.569041	0.986267	0.844758	0.609221	0.170297	3.1059	0.43103	1.16287	0.705414	0.67496
0.113003	5.33167	0.0269922	2.03629	0.295996	1.53949	0.484788	0.558722	0.56998	1.02915	0.845339	0.636581	0.171253	3.13842	0.432137	1.21366	0.706057	0.706323
0.117967	5.3243	0.0289029	2.06376	0.297458	1.59813	0.485322	0.588308	0.570959	1.0717	0.845944	0.663908	0.172303	3.17301	0.433291	1.26397	0.70673	0.737555
0.122924	5.31644	0.0308378	2.08831	0.298974	1.6555	0.485884	0.61855	0.571977	1.11389	0.846576	0.691095	0.173749	3.21861	0.434492	1.31375	0.707431	0.768671
0.127874	5.30813	0.0327942	2.11022	0.300543	1.71165	0.486475	0.649371	0.573035	1.15571	0.847232	0.718224	0.175608	3.27457	0.435739	1.36308	0.708162	0.799702
0.132816	5.29926	0.0347699	2.12972	0.302164	1.76653	0.487094	0.680838	0.574131	1.19716	0.847914	0.745309	0.177897	3.33947	0.437032	1.41192	0.708922	0.830562
0.137749	5.28988	0.0367627	2.14706	0.303835	1.82011	0.487744	0.713009	0.575265	1.23818	0.848621	0.772306	0.180638	3.41197	0.43837	1.46024	0.70971	0.8613
0.142673	5.27991	0.0387707	2.16247	0.305555	1.87247	0.488423	0.745785	0.576438	1.27882	0.849353	0.799201	0.183855	3.49073	0.439753	1.50802	0.710527	0.891942
0.147587	5.26934	0.0407922	2.17607	0.307324	1.9236	0.489133	0.779255	0.577648	1.31908	0.85011	0.826037	0.187143	3.56494	0.44118	1.55526	0.711372	0.922465
0.152491	5.25816	0.0428256	2.18819	0.30914	1.97347	0.489875	0.813457	0.578896	1.35897	0.850892	0.852756	0.190498	3.63482	0.442651	1.60197	0.712245	0.952822
