Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
464  Points		495  Points		214  Points		181  Points		168  Points		118  Points		324  Points		193  Points		157  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00452603	5.67624	0.000283476	0.152565	0.27951	1394.14	0.483544	2503.36	0.559025	1033.11	0.838535	1098.29	0.139784	290.438	0.419269	970.196	0.698771	151372
0.00981435	5.67612	0.000636593	0.228189	0.279566	246.926	0.48356	429.888	0.559078	379.601	0.838573	494.678	0.140008	99.0867	0.419325	307.458	0.698788	746.32
0.015102	5.67585	0.00112667	0.302751	0.2797	135.522	0.483599	235.151	0.55918	232.555	0.83864	319.253	0.14045	59.9018	0.419438	182.719	0.698839	374.109
0.0203889	5.67548	0.00174956	0.375994	0.279912	93.4419	0.48366	161.854	0.55933	167.655	0.838736	235.694	0.141109	43.0687	0.419609	130.021	0.698923	249.642
0.0256745	5.675	0.0024998	0.447605	0.280202	71.3477	0.483744	123.406	0.559529	131.102	0.838861	186.817	0.141979	33.7398	0.419838	100.949	0.69904	187.34
0.0309587	5.67441	0.00337142	0.517364	0.280569	57.7425	0.48385	99.7294	0.559777	107.658	0.839015	154.744	0.143056	27.8332	0.420124	82.529	0.699191	149.942
0.036241	5.6737	0.00435779	0.585076	0.281013	48.5286	0.48398	83.6854	0.560073	91.3469	0.839197	132.081	0.144332	23.7723	0.420468	69.8182	0.699375	125.005
0.0415212	5.67289	0.00545175	0.650573	0.281533	41.8801	0.484133	72.097	0.560418	79.3459	0.839409	115.219	0.145801	20.8194	0.420868	60.5217	0.699593	107.193
0.0467988	5.67195	0.00664614	0.713747	0.282129	36.8601	0.484309	63.3356	0.560811	70.1481	0.839649	102.184	0.147455	18.5833	0.421326	53.4291	0.699844	93.8358
0.0520737	5.6709	0.00793357	0.774512	0.282801	32.9384	0.484509	56.48	0.561251	62.8757	0.839917	91.8068	0.149286	16.837	0.421841	47.8418	0.700129	83.4493
