Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
466  Points		496  Points		225  Points		192  Points		179  Points		125  Points		328  Points		204  Points		167  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.0012683	5.33496	0.00033793	0.161447	0.279509	2958.4	0.478104	748.257	0.559022	1309.83	0.838536	994.767	0.139765	460.443	0.419265	1384.62	0.698771	28069.5
0.00623884	5.33495	0.000703098	0.232442	0.27955	272.419	0.478128	304.414	0.559063	411.534	0.838572	472.53	0.139928	113.28	0.419308	339.659	0.698787	730.498
0.0112091	5.33479	0.00119678	0.302483	0.279659	142.839	0.478172	191.089	0.559147	244.15	0.838633	309.878	0.140288	64.7403	0.419401	193.612	0.698832	370.088
0.0161787	5.33455	0.00181505	0.371311	0.279837	96.8438	0.478236	139.263	0.559275	173.587	0.83872	230.542	0.140842	45.4531	0.419545	135.429	0.698906	247.841
0.0211478	5.33426	0.00255323	0.438706	0.280082	73.2957	0.47832	109.562	0.559445	134.69	0.838832	183.563	0.141588	35.1307	0.41974	104.165	0.69901	186.32
0.0261158	5.33388	0.00340596	0.504466	0.280395	58.9938	0.478424	90.3125	0.559659	110.055	0.83897	152.501	0.142521	28.7223	0.419985	84.6527	0.699144	149.282
0.0310825	5.3334	0.0043674	0.568427	0.280775	49.3918	0.478549	76.8245	0.559915	93.0562	0.839133	130.44	0.143635	24.3708	0.420282	71.3191	0.699307	124.541
0.0360479	5.33285	0.00543136	0.630453	0.281223	42.5043	0.478695	66.8492	0.560214	80.622	0.839322	113.964	0.144925	21.2331	0.420629	61.6336	0.699499	106.847
0.0410117	5.33222	0.00659143	0.690441	0.281737	37.3258	0.478862	59.1734	0.560556	71.1334	0.839536	101.192	0.146384	18.8709	0.421026	54.2814	0.699721	93.5649
0.0459735	5.3315	0.00784098	0.748299	0.282317	33.2931	0.479049	53.0849	0.56094	63.6561	0.839776	91.001	0.148005	17.034	0.421474	48.5119	0.699972	83.2294
0.0509331	5.3307	0.00917365	0.803995	0.282962	30.0658	0.479258	48.1381	0.561367	57.6131	0.840041	82.682	0.149781	15.569	0.421972	43.8651	0.700252	74.9586
0.0558903	5.3298	0.0105831	0.857499	0.283673	27.4262	0.479488	44.0399	0.561835	52.6288	0.840331	75.7629	0.151705	14.3767	0.422519	40.0437	0.700562	68.1909
0.0608449	5.32882	0.012063	0.908802	0.284447	25.2286	0.479741	40.5896	0.562346	48.4483	0.840647	69.9182	0.153769	13.39	0.423116	36.8468	0.7009	62.5512
0.0657965	5.32775	0.0136075	0.957928	0.285286	23.3716	0.480015	37.6453	0.562898	44.8924	0.840988	64.9162	0.155967	12.5622	0.423763	34.1336	0.701268	57.7797
0.070745	5.3266	0.0152112	1.00491	0.286186	21.7828	0.480312	35.1036	0.563491	41.8314	0.841354	60.5871	0.15829	11.8593	0.424459	31.8029	0.701665	53.6908
