Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
466  Points		496  Points		226  Points		193  Points		180  Points		125  Points		329  Points		205  Points		168  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00350591	5.30899	0.000393382	0.415589	0.279509	0.0425795	0.477714	0.0243488	0.559021	0.0427957	0.838536	0.0377756	0.139765	0.174969	0.419265	0.0436739	0.698771	0.0160514
0.00845228	5.30878	0.000780583	0.483853	0.279548	0.0788105	0.477737	0.0350239	0.559061	0.065765	0.838571	0.051312	0.139928	0.279607	0.419306	0.0707826	0.698786	0.0317204
0.0133982	5.30828	0.00129499	0.618333	0.279656	0.151176	0.477779	0.0564291	0.559144	0.111602	0.838631	0.0784447	0.140286	0.48776	0.419397	0.125009	0.69883	0.0630534
0.0183437	5.30751	0.00193278	0.748134	0.27983	0.223396	0.477842	0.0779259	0.559269	0.157352	0.838717	0.105537	0.140837	0.693055	0.419539	0.179117	0.698904	0.0943718
0.0232882	5.30647	0.00268905	0.872458	0.280072	0.295473	0.477925	0.0994598	0.559437	0.203076	0.838828	0.132623	0.141577	0.894246	0.419731	0.233133	0.699006	0.125661
0.0282317	5.30528	0.00355851	0.990734	0.280381	0.367191	0.478027	0.121141	0.559647	0.248675	0.838964	0.159694	0.142503	1.09038	0.419973	0.287113	0.699138	0.156965
0.033174	5.30378	0.00453518	1.10248	0.280756	0.438556	0.47815	0.143043	0.5599	0.294169	0.839125	0.186738	0.143609	1.28064	0.420266	0.340947	0.699299	0.188225
0.0381147	5.30202	0.00561286	1.20754	0.281198	0.509508	0.478294	0.165093	0.560195	0.339528	0.839312	0.213798	0.14489	1.46428	0.420609	0.394635	0.699489	0.219471
0.0430537	5.30004	0.0067853	1.30575	0.281706	0.57993	0.478458	0.187369	0.560533	0.384762	0.839524	0.240819	0.146338	1.64078	0.421001	0.448179	0.699708	0.250689
0.0479908	5.29776	0.00804599	1.397	0.282279	0.649874	0.478643	0.209874	0.560912	0.429821	0.839761	0.267836	0.147947	1.80978	0.421444	0.501506	0.699956	0.281849
0.0529255	5.29525	0.00938846	1.48142	0.282916	0.719157	0.478849	0.232619	0.561334	0.474674	0.840023	0.294768	0.14971	1.97105	0.421936	0.55462	0.700233	0.312969
0.0578579	5.29251	0.0108065	1.55922	0.283619	0.787704	0.479076	0.255696	0.561797	0.519336	0.84031	0.321681	0.15162	2.12448	0.422477	0.607528	0.700539	0.344008
0.0627875	5.28944	0.0122939	1.63067	0.284384	0.855583	0.479326	0.279072	0.562302	0.563764	0.840622	0.348625	0.153669	2.27014	0.423068	0.660169	0.700874	0.375031
0.0677142	5.28609	0.013845	1.69607	0.285213	0.922641	0.479596	0.302754	0.562847	0.608015	0.84096	0.375488	0.15585	2.40808	0.423707	0.712572	0.701238	0.406023
0.0726376	5.28247	0.0154543	1.75568	0.286104	0.98886	0.47989	0.326826	0.563434	0.651985	0.841322	0.402261	0.158156	2.5385	0.424396	0.764715	0.70163	0.436951
0.0775575	5.27851	0.0171165	1.80987	0.287056	1.05421	0.480206	0.351312	0.564062	0.695687	0.841709	0.429073	0.16058	2.6618	0.425132	0.816488	0.702052	0.467754
0.0824735	5.27425	0.0188268	1.85906	0.288068	1.11862	0.480544	0.376187	0.564731	0.739145	0.842121	0.455818	0.162784	2.76364	0.425917	0.867958	0.702502	0.498523
0.0873855	5.2697	0.0205807	1.9036	0.28914	1.18205	0.480906	0.401476	0.56544	0.782263	0.842559	0.482501	0.164726	2.84642	0.42675	0.919117	0.702981	0.529227
0.092293	5.26485	0.022374	1.94377	0.290271	1.24444	0.481292	0.427223	0.566188	0.825139	0.843021	0.509133	0.166374	2.91225	0.42763	0.96987	0.703488	0.5598
0.0971959	5.2596	0.0242027	1.98001	0.291459	1.30581	0.481703	0.45345	0.566977	0.867679	0.843507	0.535737	0.167703	2.96253	0.428557	1.02026	0.704024	0.590332
0.102094	5.25395	0.0260635	2.01264	0.292704	1.36606	0.482137	0.480195	0.567805	0.909912	0.844019	0.562285	0.168695	2.99839	0.429531	1.07027	0.704588	0.620779
0.106986	5.24798	0.027953	2.04188	0.294004	1.42518	0.482597	0.507391	0.568673	0.951824	0.844555	0.588721	0.169336	3.02102	0.430551	1.1199	0.705181	0.651131
0.111873	5.24162	0.0298683	2.06814	0.295359	1.48322	0.483083	0.535122	0.569579	0.993387	0.845116	0.615153	0.170266	3.05316	0.431618	1.16908	0.705802	0.681367
0.116753	5.23484	0.0318068	2.09164	0.296768	1.54012	0.483594	0.563413	0.570524	1.03462	0.845701	0.641503	0.171288	3.08718	0.43273	1.21784	0.70645	0.711517
0.121627	5.22763	0.0337659	2.11264	0.298229	1.59577	0.484133	0.592236	0.571507	1.07548	0.846311	0.667761	0.172695	3.13216	0.433887	1.26614	0.707127	0.741568
0.126494	5.21996	0.0357434	2.13142	0.299742	1.6503	0.484698	0.621683	0.572528	1.11604	0.846946	0.693985	0.174504	3.18723	0.435089	1.31397	0.707832	0.771493
0.131354	5.21188	0.0377375	2.14811	0.301304	1.70363	0.485291	0.651719	0.573586	1.15623	0.847604	0.720139	0.176732	3.25121	0.436335	1.36135	0.708565	0.801315
0.136206	5.20325	0.0397462	2.16297	0.302916	1.75572	0.485912	0.682349	0.574682	1.19601	0.848287	0.746225	0.179402	3.32277	0.437626	1.40822	0.709325	0.831003
0.14105	5.19413	0.041768	2.17619	0.304576	1.80666	0.486563	0.713579	0.575815	1.23545	0.848995	0.77225	0.182535	3.40052	0.438959	1.45464	0.710113	0.860568
0.145885	5.18445	0.0438013	2.18793	0.306283	1.85639	0.487242	0.745425	0.576984	1.27457	0.849727	0.798152	0.185738	3.47386	0.440336	1.50054	0.710929	0.890036
0.15071	5.17417	0.0455816	2.19706	0.308035	1.90495	0.487952	0.777915	0.57819	1.31324	0.850482	0.823956	0.189008	3.54298	0.441755	1.54591	0.711772	0.919382
0.155526	5.16337	0.0471048	2.20415	0.309599	1.94641	0.488692	0.811107	0.579432	1.35154	0.851262	0.849709	0.19234	3.60815	0.443217	1.59078	0.712642	0.948558
0.160332	5.15186	0.0483679	2.20948	0.310958	1.981	0.489463	0.844972	0.580709	1.38954	0.852066	0.875434	0.195731	3.6696	0.44472	1.63513	0.713539	0.977612
0.165126	5.13968	0.0493687	2.21334	0.3121	2.00908	0.490266	0.879451	0.582021	1.4271	0.852893	0.901029	0.199178	3.72764	0.446264	1.67892	0.714464	1.00657
0.169909	5.12682	0.0501056	2.21619	0.313014	2.03104	0.491102	0.914643	0.583368	1.46428	0.853744	0.926513	0.202677	3.7824	0.447848	1.72219	0.715415	1.03534
0.17468	5.11319	0.0505778	2.21785	0.313693	2.04708	0.491971	0.95053	0.584749	1.50114	0.85462	0.951917	0.206226	3.8341	0.449473	1.76493	0.716393	1.06394
0.179437	5.09874	0.051257	2.2201	0.31413	2.05724	0.492873	0.987076	0.586165	1.53759	0.855518	0.977238	0.209822	3.88299	0.451137	1.80712	0.717398	1.09243
0.18418	5.08347	0.0519962	2.22262	0.314762	2.07166	0.49381	1.02435	0.587614	1.57363	0.856441	1.00246	0.213462	3.92918	0.45284	1.84873	0.718429	1.12078
0.188909	5.06729	0.0530028	2.22569	0.315454	2.08722	0.494782	1.06235	0.589097	1.60931	0.857386	1.02758	0.217143	3.97282	0.454582	1.88977	0.719486	1.14898
0.193623	5.05015	0.0542776	2.22933	0.316403	2.10819	0.495789	1.10101	0.590613	1.64463	0.858355	1.0526	0.220865	4.01409	0.456362	1.93031	0.72057	1.17697
0.19832	5.03206	0.0558221	2.23338	0.317617	2.1344	0.496833	1.14037	0.592162	1.67962	0.859348	1.07754	0.224623	4.05314	0.458179	1.97025	0.721679	1.20483
0.202999	5.01288	0.0576372	2.23759	0.319105	2.16552	0.497914	1.18051	0.593743	1.7142	0.860363	1.10235	0.228417	4.0901	0.460033	2.0096	0.722815	1.23257
0.207661	4.99254	0.0597241	2.2419	0.320878	2.20134	0.499033	1.2213	0.595356	1.74837	0.861402	1.12708	0.232245	4.1251	0.461923	2.04848	0.723976	1.26006
0.212303	4.97105	0.0618147	2.24559	0.322948	2.24162	0.50019	1.26275	0.597001	1.78221	0.862463	1.15171	0.236104	4.15816	0.46385	2.08674	0.725163	1.28743
0.216924	4.94828	0.0639085	2.24876	0.325055	2.28099	0.501386	1.30492	0.598677	1.81569	0.863548	1.17621	0.239993	4.18949	0.465812	2.12439	0.726375	1.31463
0.221523	4.92413	0.066005	2.25151	0.327198	2.31957	0.502622	1.34781	0.600384	1.8488	0.864655	1.20061	0.243911	4.21917	0.467809	2.16152	0.727612	1.34165
0.226099	4.8986	0.0681039	2.25384	0.329377	2.35735	0.503898	1.39134	0.602122	1.88155	0.865785	1.22486	0.247855	4.24724	0.469577	2.19345	0.728875	1.36851
0.230651	4.87156	0.0702048	2.25577	0.331591	2.39441	0.505214	1.43553	0.60389	1.91395	0.866938	1.24906	0.251825	4.2738	0.471104	2.2204	0.730162	1.39519
0.235177	4.84291	0.0723073	2.25744	0.333839	2.43084	0.506573	1.48034	0.605689	1.946	0.868113	1.27314	0.255819	4.29894	0.472381	2.24236	0.731475	1.42169
0.239675	4.81263	0.0744113	2.25878	0.336121	2.46675	0.50779	1.51993	0.607516	1.97767	0.86931	1.29705	0.259835	4.32272	0.4734	2.2595	0.732812	1.44795
0.244145	4.78063	0.0765163	2.25986	0.338436	2.50217	0.508854	1.55403	0.609374	2.00899	0.870529	1.32091	0.263874	4.34519	0.474154	2.2721	0.734173	1.4741
0.248584	4.74674	0.0786223	2.26076	0.340783	2.53724	0.509752	1.5824	0.61126	2.03999	0.871771	1.34462	0.267932	4.36646	0.474638	2.28019	0.735558	1.50004
0.25299	4.71088	0.080729	2.26143	0.343163	2.5721	0.510473	1.60503	0.613175	2.07065	0.873035	1.36817	0.27201	4.38654	0.475338	2.29169	0.736968	1.52576
0.257362	4.67309	0.0828362	2.26191	0.345576	2.60674	0.51101	1.62179	0.615118	2.10098	0.874321	1.39167	0.276106	4.40548	0.476103	2.30403	0.738402	1.55135
0.261698	4.63316	0.0849438	2.26226	0.348021	2.64134	0.511356	1.6326	0.61709	2.13095	0.875628	1.41503	0.280219	4.42338	0.477149	2.32079	0.739859	1.57676
0.265995	4.59104	0.0870517	2.26244	0.350498	2.67604	0.511858	1.64818	0.619089	2.16058	0.876957	1.43822	0.284349	4.44027	0.478484	2.34177	0.74134	1.60194
0.270252	4.5467	0.0891596	2.26253	0.353007	2.71089	0.51241	1.66507	0.621116	2.18987	0.878308	1.46132	0.288493	4.45619	0.480113	2.36685	0.742844	1.62688
0.274467	4.5	0.0912676	2.26253	0.355549	2.74604	0.513168	1.68814	0.62317	2.21887	0.87968	1.4843	0.292652	4.47114	0.482047	2.39592	0.744371	1.65171
0.278638	4.45099	0.0933756	2.26239	0.358124	2.78167	0.514143	1.71762	0.625251	2.24757	0.881074	1.50712	0.296825	4.48514	0.484294	2.42879	0.745922	1.67632
0.282761	4.39961	0.0954834	2.26221	0.360733	2.81787	0.515344	1.75348	0.627358	2.27589	0.882489	1.52983	0.30101	4.49832	0.486573	2.46116	0.747495	1.70071
0.286836	4.34578	0.097591	2.26197	0.363375	2.85472	0.516785	1.79585	0.629216	2.30034	0.883925	1.55247	0.305207	4.51067	0.488881	2.49295	0.749091	1.72495
0.290859	4.28953	0.0996983	2.26167	0.366052	2.89237	0.518481	1.84495	0.630815	2.32105	0.885382	1.5749	0.309415	4.52218	0.491218	2.52418	0.750709	1.74897
0.294829	4.23088	0.101805	2.2613	0.368765	2.93097	0.520223	1.8944	0.632148	2.338	0.886859	1.59721	0.313633	4.53296	0.493584	2.55496	0.75235	1.77278
0.298743	4.16989	0.103912	2.26086	0.371514	2.97064	0.522011	1.94421	0.633209	2.35123	0.888358	1.61941	0.317862	4.54293	0.495979	2.58522	0.754012	1.79637
0.302599	4.10665	0.106018	2.26046	0.3743	3.01141	0.523846	1.99442	0.633993	2.36101	0.889877	1.64147	0.322099	4.55216	0.498401	2.61496	0.755697	1.81981
0.306395	4.04126	0.108124	2.26	0.377125	3.05345	0.525727	2.04494	0.634497	2.36729	0.891417	1.6634	0.326344	4.56073	0.500851	2.64419	0.757403	1.84304
0.31013	3.97384	0.110229	2.25947	0.37999	3.09676	0.527656	2.09565	0.635223	2.37621	0.892977	1.68522	0.330597	4.5686	0.503328	2.6729	0.759131	1.86606
0.3138	3.90454	0.112334	2.25896	0.382896	3.14142	0.529632	2.14661	0.636015	2.3858	0.894557	1.70688	0.334857	4.5758	0.505832	2.70117	0.760881	1.88889
0.317405	3.83354	0.114439	2.25844	0.385844	3.18748	0.531656	2.19772	0.637098	2.39885	0.896157	1.72837	0.339124	4.58233	0.508362	2.72897	0.762651	1.91147
0.320943	3.76112	0.116543	2.25789	0.388835	3.23494	0.533727	2.24895	0.638475	2.41532	0.897777	1.74976	0.343396	4.58823	0.510917	2.75627	0.764442	1.93393
0.324414	3.68748	0.118646	2.25732	0.391872	3.28382	0.535847	2.30023	0.640154	2.435	0.899418	1.77099	0.347673	4.59356	0.513498	2.7831	0.766255	1.95615
0.327381	3.62253	0.120749	2.25678	0.394954	3.33401	0.538014	2.35155	0.64214	2.45789	0.901077	1.79214	0.351955	4.59824	0.516103	2.80948	0.768088	1.97817
0.329869	3.5668	0.122851	2.25626	0.398084	3.38543	0.540229	2.40284	0.644442	2.48389	0.902757	1.81313	0.356241	4.6023	0.518733	2.83545	0.769701	1.99723
0.331897	3.52042	0.124953	2.2557	0.401263	3.43806	0.542491	2.45404	0.646769	2.5096	0.904456	1.83395	0.360531	4.60579	0.521387	2.86096	0.771089	2.01336
0.333482	3.48362	0.127055	2.25513	0.404491	3.49173	0.544801	2.50514	0.649119	2.53505	0.906174	1.85463	0.364824	4.60875	0.524064	2.88602	0.772245	2.02659
0.334637	3.4566	0.129155	2.25455	0.407769	3.54625	0.547159	2.55602	0.651492	2.56027	0.907912	1.87519	0.369119	4.61114	0.526765	2.91071	0.773165	2.037
0.335371	3.43931	0.131256	2.25401	0.411099	3.60142	0.549564	2.60666	0.653889	2.58514	0.909669	1.89559	0.373416	4.61293	0.529488	2.93496	0.773844	2.04456
0.33642	3.41442	0.133356	2.25348	0.41448	3.65705	0.552016	2.65707	0.65631	2.60977	0.911444	1.91588	0.377715	4.61422	0.532234	2.9588	0.77428	2.04943
0.337552	3.38731	0.135455	2.25292	0.417913	3.713	0.554515	2.70717	0.658753	2.63414	0.913239	1.93603	0.382014	4.61498	0.535001	2.98229	0.774908	2.05642
0.339076	3.35057	0.137554	2.25238	0.421399	3.76895	0.557061	2.75687	0.661218	2.65822	0.915052	1.95604	0.386314	4.61514	0.537791	3.00539	0.775594	2.06397
0.340981	3.30433	0.139652	2.25186	0.424936	3.82464	0.559653	2.80618	0.663706	2.68209	0.916884	1.97591	0.390614	4.61481	0.540601	3.02815	0.77653	2.07431
0.343248	3.24858	0.14175	2.25134	0.428525	3.87988	0.56229	2.85508	0.666216	2.70567	0.918734	1.99559	0.394913	4.61399	0.543433	3.05051	0.777721	2.08714
0.345859	3.18373	0.143847	2.25086	0.432166	3.93439	0.564973	2.90345	0.668748	2.729	0.920602	2.01517	0.399212	4.61263	0.546286	3.07253	0.779171	2.10264
0.348791	3.11025	0.145944	2.25037	0.435857	3.988	0.5677	2.95125	0.671301	2.75209	0.922245	2.03216	0.403509	4.61074	0.549159	3.09424	0.780886	2.12067
0.351655	3.03796	0.14804	2.24983	0.439597	4.04045	0.570472	2.99855	0.673876	2.77495	0.923657	2.0465	0.407803	4.60833	0.552052	3.1156	0.782871	2.14116
0.354452	2.96702	0.150136	2.24937	0.443386	4.09157	0.573288	3.04527	0.676472	2.79755	0.924831	2.05826	0.412096	4.60544	0.554964	3.13668	0.784875	2.16151
0.357184	2.89775	0.152232	2.24889	0.447221	4.14123	0.576147	3.09134	0.679089	2.81994	0.925765	2.06766	0.416385	4.60202	0.557896	3.15744	0.786899	2.18161
0.359852	2.83027	0.154327	2.24843	0.451102	4.1892	0.579048	3.13678	0.681726	2.84213	0.926454	2.07445	0.420671	4.59804	0.560848	3.17793	0.788941	2.20155
0.362458	2.76466	0.156422	2.24801	0.455027	4.23538	0.581992	3.18155	0.684385	2.86402	0.926896	2.07873	0.424953	4.59363	0.563818	3.19817	0.791001	2.22133
0.365003	2.70114	0.158516	2.24755	0.458995	4.27968	0.584976	3.22562	0.687063	2.88574	0.927534	2.0851	0.429231	4.58868	0.566807	3.2181	0.79308	2.24089
0.367491	2.63971	0.16061	2.2471	0.463002	4.32207	0.588002	3.269	0.689762	2.90725	0.928229	2.09191	0.433504	4.5832	0.569815	3.23774	0.795177	2.26023
0.369922	2.58043	0.162703	2.24669	0.467048	4.3625	0.591068	3.3116	0.692481	2.92855	0.929177	2.10099	0.437771	4.57724	0.57284	3.25722	0.797291	2.27942
0.372299	2.52344	0.164796	2.2463	0.471131	4.40084	0.594173	3.35345	0.695219	2.94964	0.930383	2.11259	0.442033	4.57074	0.575884	3.27645	0.799424	2.29846
0.374624	2.46868	0.166889	2.24589	0.475249	4.43715	0.597317	3.39462	0.697977	2.97052	0.93185	2.1265	0.446288	4.56372	0.578946	3.29544	0.801574	2.31728
0.376899	2.41611	0.168981	2.2455	0.479399	4.47145	0.600498	3.43498	0.700754	2.99121	0.933583	2.14272	0.450537	4.55618	0.582025	3.31427	0.803742	2.33592
0.379127	2.36577	0.171073	2.24512	0.483581	4.50373	0.603717	3.4745	0.703551	3.01169	0.935588	2.16122	0.454778	4.54816	0.585121	3.33288	0.805927	2.35444
0.381308	2.31767	0.173165	2.24475	0.487791	4.53404	0.606973	3.5133	0.706366	3.03201	0.93761	2.17955	0.459012	4.53958	0.588235	3.3513	0.808129	2.37274
0.383445	2.27172	0.175256	2.24438	0.492029	4.56238	0.610264	3.55134	0.7092	3.05216	0.939649	2.19777	0.463237	4.53049	0.591366	3.3696	0.810348	2.39082
0.385541	2.22787	0.177347	2.24405	0.496293	4.58885	0.61359	3.58856	0.712054	3.07209	0.941706	2.21584	0.467454	4.52089	0.594514	3.38771	0.812584	2.4088
0.387597	2.18606	0.179437	2.2437	0.50058	4.61355	0.616951	3.62501	0.714925	3.09187	0.943778	2.23378	0.471661	4.51071	0.597679	3.40567	0.814837	2.42662
0.389614	2.14626	0.181528	2.24334	0.50489	4.63641	0.620345	3.66063	0.717815	3.11154	0.945868	2.25158	0.475859	4.50001	0.60086	3.42351	0.817106	2.44424
0.391596	2.10838	0.183618	2.24302	0.50922	4.65758	0.623772	3.6955	0.720723	3.131	0.947974	2.26923	0.480047	4.48877	0.604058	3.44126	0.819392	2.4617
0.393543	2.07237	0.185707	2.24271	0.513569	4.67714	0.627231	3.7296	0.723649	3.15029	0.950096	2.28677	0.484223	4.47703	0.607273	3.45889	0.821693	2.47899
0.395458	2.03818	0.187797	2.24241	0.517935	4.69512	0.630722	3.76287	0.726593	3.16946	0.952235	2.30414	0.488389	4.46472	0.610503	3.47638	0.824011	2.49617
0.397341	2.00567	0.189886	2.24211	0.522318	4.71158	0.634243	3.7954	0.729555	3.18846	0.95439	2.32136	0.492543	4.45182	0.613751	3.4938	0.826345	2.51319
0.399195	1.97484	0.191975	2.24182	0.526715	4.72663	0.637794	3.82719	0.732535	3.20733	0.956561	2.33847	0.496684	4.43845	0.617014	3.5112	0.828694	2.53001
0.401021	1.94558	0.194063	2.24152	0.531125	4.74034	0.641375	3.85822	0.735532	3.2261	0.958747	2.35545	0.500813	4.42448	0.620293	3.5285	0.831059	2.54669
0.40282	1.91784	0.196151	2.24127	0.535548	4.75268	0.644983	3.88848	0.738546	3.24472	0.96095	2.37229	0.504929	4.40995	0.623589	3.54572	0.833439	2.56324
0.404595	1.89156	0.198239	2.24095	0.539981	4.7638	0.64862	3.91801	0.741578	3.26326	0.963168	2.38898	0.509031	4.39489	0.6269	3.56293	0.835835	2.57968
0.406345	1.86662	0.200327	2.24069	0.544424	4.77376	0.652284	3.94684	0.744627	3.28164	0.965401	2.40553	0.513118	4.37926	0.630228	3.58007	0.838246	2.59595
0.408073	1.84306	0.202415	2.24045	0.548877	4.78254	0.655975	3.97495	0.747693	3.29988	0.96765	2.42194	0.517191	4.3631	0.633571	3.59721	0.840673	2.61204
0.409779	1.82077	0.204502	2.24021	0.553336	4.79027	0.659691	4.00229	0.750776	3.31805	0.969914	2.43823	0.521249	4.34637	0.636931	3.61435	0.843114	2.62806
