Sym0		Asym0		Sym1		Sym2		Sym3		Sym4		Asym1		Asym2		Asym3	
466  Points		495  Points		222  Points		189  Points		176  Points		122  Points		327  Points		201  Points		164  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.000182554	5.43529	0.000443433	0.442265	0.279509	0.0475584	0.47965	0.0293804	0.559022	0.0475885	0.838536	0.0391647	0.13977	0.194634	0.419267	0.0509652	0.698771	0.0170049
0.00524659	5.43518	0.000855489	0.511779	0.279553	0.0856807	0.479678	0.0405426	0.559067	0.071591	0.838572	0.0533776	0.139951	0.303622	0.419314	0.0793792	0.698787	0.0334741
0.0103104	5.43479	0.00139708	0.648544	0.279669	0.161888	0.479726	0.0628964	0.559156	0.119575	0.838635	0.0818072	0.140335	0.520285	0.419415	0.13613	0.698834	0.0664024
0.0153737	5.43407	0.00206398	0.780204	0.279855	0.237912	0.479795	0.0853384	0.55929	0.167569	0.838725	0.110248	0.14092	0.733738	0.419568	0.192869	0.698911	0.0992998
0.0204362	5.43314	0.0028509	0.905976	0.280112	0.313714	0.479885	0.107883	0.559468	0.215438	0.838841	0.13864	0.141703	0.942821	0.419774	0.249511	0.699019	0.132136
0.0254978	5.43195	0.00375217	1.02532	0.28044	0.389221	0.479996	0.130562	0.559691	0.263201	0.838983	0.167004	0.142677	1.14639	0.420033	0.306032	0.699157	0.164995
0.0305581	5.43044	0.00476147	1.1378	0.280837	0.46428	0.480128	0.153432	0.559958	0.310901	0.839152	0.195388	0.143839	1.34361	0.420344	0.362459	0.699326	0.197828
0.0356168	5.42868	0.00587233	1.24317	0.281305	0.538888	0.480282	0.176542	0.56027	0.358401	0.839347	0.223739	0.145181	1.53378	0.420708	0.418696	0.699526	0.230609
0.0406738	5.42661	0.00707797	1.34125	0.281841	0.612956	0.480457	0.19991	0.560626	0.405719	0.839569	0.252022	0.146697	1.7163	0.421125	0.474773	0.699756	0.263357
0.0457287	5.4243	0.0083716	1.43217	0.282447	0.686385	0.480654	0.223502	0.561026	0.452895	0.839817	0.280317	0.148379	1.89084	0.421593	0.530604	0.700016	0.296041
0.0507814	5.42167	0.00974666	1.51601	0.28312	0.759121	0.480873	0.247394	0.56147	0.499858	0.840091	0.308634	0.15022	2.05717	0.422113	0.586235	0.700307	0.328743
0.0558314	5.41874	0.0111965	1.59301	0.283861	0.831133	0.481115	0.271667	0.561958	0.546617	0.840392	0.336852	0.152212	2.21522	0.422685	0.641614	0.700629	0.361334
0.0608786	5.41552	0.0127151	1.66345	0.284669	0.902353	0.48138	0.296263	0.562489	0.593114	0.840719	0.365015	0.154348	2.36506	0.423309	0.696708	0.700981	0.39385
0.0659226	5.41194	0.0142962	1.72763	0.285543	0.97265	0.481667	0.321212	0.563063	0.639306	0.841072	0.393144	0.156619	2.50676	0.423984	0.751525	0.701363	0.426364
0.0709632	5.40807	0.0159343	1.78599	0.286482	1.04205	0.481978	0.346575	0.56368	0.685327	0.841451	0.421277	0.159019	2.64052	0.424709	0.806007	0.701775	0.458798
0.076	5.40385	0.0176242	1.83884	0.287485	1.11047	0.482313	0.372398	0.56434	0.731007	0.841857	0.449344	0.16154	2.76691	0.425486	0.860187	0.702218	0.491147
