Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
392  Points		402  Points		217  Points		143  Points		125  Points		323  Points		164  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00459746	7.44618	0.000411542	0.509425	0.381875	-0.0291122	0.444283	0.095642	0.763767	0.0404243	0.191008	0.338602	0.572829	0.0504316
0.0109306	7.44505	0.000844817	0.597781	0.38185	-0.0397649	0.444365	0.176866	0.763801	0.0611368	0.191296	0.470908	0.572871	0.0737533
0.0172617	7.44216	0.00142839	0.772185	0.381807	-0.0601695	0.444584	0.338781	0.763871	0.102494	0.191809	0.733917	0.572954	0.120451
0.0235899	7.43789	0.00215833	0.941433	0.381748	-0.0785135	0.444941	0.499177	0.763975	0.143808	0.192544	0.993081	0.573076	0.167151
0.0299139	7.43233	0.0030298	1.10462	0.381674	-0.0941003	0.445433	0.657257	0.764115	0.185116	0.193498	1.2472	0.573238	0.213774
0.0362326	7.42538	0.00403733	1.26106	0.381588	-0.106339	0.446059	0.81255	0.76429	0.226413	0.194666	1.49509	0.57344	0.260326
0.0425447	7.41701	0.00517491	1.41011	0.381493	-0.11493	0.446816	0.964596	0.7645	0.267687	0.196041	1.73588	0.573681	0.306814
0.0488492	7.40725	0.00643597	1.55135	0.381392	-0.119355	0.4477	1.11288	0.764746	0.308835	0.197619	1.96874	0.573962	0.353175
0.0551447	7.396	0.0078138	1.68451	0.38129	-0.11938	0.448709	1.25707	0.765026	0.349971	0.19939	2.19305	0.574282	0.399443
0.06143	7.38329	0.00930138	1.80947	0.381189	-0.114937	0.449838	1.39704	0.765341	0.391084	0.201349	2.40842	0.574641	0.445604
0.0677039	7.36902	0.0108918	1.9262	0.381094	-0.10573	0.451085	1.53262	0.765691	0.432069	0.203487	2.61443	0.57504	0.491551
0.073965	7.35307	0.0125779	2.03482	0.38101	-0.0918094	0.452445	1.66379	0.766076	0.473042	0.205796	2.81102	0.575478	0.537392
0.0802117	7.33546	0.0143531	2.13556	0.380938	-0.0732744	0.453915	1.79062	0.766496	0.513907	0.208269	2.99809	0.575954	0.5831
0.0864428	7.31612	0.0162106	2.22865	0.380885	-0.0500046	0.455491	1.91309	0.76695	0.554639	0.210896	3.17567	0.576469	0.628622
