Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
368  Points		365  Points		270  Points		168  Points		321  Points		182  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00260027	7.44722	0.000388987	0.204865	0.444264	694.779	0.577359	1936.97	0.288676	3031.8	0.866025	17411.5
0.00763368	7.44689	0.000714417	0.27748	0.444204	337.707	0.577446	592.863	0.288742	374.436	0.865845	1193.18
0.0126663	7.44634	0.00113695	0.349769	0.444103	223.024	0.577624	350.092	0.288911	199.653	0.865368	617.421
0.0176975	7.44553	0.00165571	0.421674	0.443961	166.452	0.577893	248.466	0.289182	136.215	0.86463	416.187
0.0227267	7.44441	0.00226959	0.493129	0.44378	132.744	0.578253	192.638	0.289554	103.453	0.86368	313.674
0.0277534	7.44303	0.00297724	0.564047	0.44356	110.365	0.578703	157.355	0.290028	83.4654	0.862564	251.524
0.0327769	7.44136	0.0037773	0.634384	0.443304	94.4212	0.57924	133.048	0.290601	70.0117	0.861322	209.809
0.0377968	7.43941	0.004668	0.704051	0.443013	82.4841	0.579865	115.292	0.291273	60.3466	0.859988	179.869
0.0428124	7.43717	0.00564772	0.773012	0.442689	73.2102	0.580574	101.758	0.292043	53.0737	0.858585	157.333
0.047823	7.43464	0.00671447	0.841197	0.442333	65.7966	0.581367	91.1038	0.292908	47.4075	0.857135	139.757
0.0528282	7.43182	0.00786629	0.90856	0.441949	59.7336	0.582242	82.5021	0.293867	42.8725	0.85565	125.665
0.0578273	7.4287	0.00910101	0.97505	0.441538	54.6825	0.583196	75.4144	0.294918	39.1639	0.854143	114.116
0.0628196	7.42528	0.0104165	1.04063	0.441103	50.4089	0.584228	69.4753	0.29606	36.0772	0.852621	104.478
0.0678044	7.42155	0.0118106	1.10526	0.440647	46.7459	0.585334	64.4282	0.297289	33.4701	0.851091	96.3129
0.0727811	7.4175	0.0132808	1.16891	0.440172	43.5713	0.586513	60.0875	0.298604	31.2408	0.849559	89.3083
0.077749	7.41314	0.0148249	1.23155	0.439682	40.7933	0.587763	56.3158	0.300002	29.3141	0.848028	83.2332
0.0827073	7.40845	0.0164404	1.29315	0.439178	38.3421	0.589081	53.0091	0.301481	27.6336	0.846502	77.9145
0.0876554	7.40342	0.0181252	1.35369	0.438664	36.1632	0.590465	50.0871	0.303039	26.1559	0.844983	73.2194
0.0925924	7.39806	0.0198767	1.41317	0.438143	34.2138	0.591913	47.4872	0.304674	24.8473	0.843474	69.0447
0.0975175	7.39235	0.0216926	1.47156	0.437617	32.4594	0.593421	45.1594	0.306381	23.6812	0.841976	65.3086
0.10243	7.38627	0.0235706	1.52885	0.437089	30.8725	0.594989	43.0636	0.30816	22.6361	0.840491	61.9457
0.107329	7.37983	0.0255083	1.58504	0.436563	29.4303	0.596613	41.1672	0.310008	21.6946	0.839021	58.903
0.112213	7.37301	0.0275035	1.64013	0.436041	28.114	0.598292	39.4434	0.311921	20.8427	0.837567	56.1371
0.117082	7.3658	0.0295539	1.69412	0.435525	26.9081	0.600023	37.87	0.313898	20.0684	0.836129	53.6119
0.121935	7.35819	0.0316574	1.74701	0.43502	25.7995	0.601805	36.4284	0.315937	19.362	0.834709	51.2977
0.12677	7.35017	0.0338117	1.7988	0.434527	24.777	0.603635	35.1029	0.318034	18.7153	0.833308	49.1691
0.131587	7.34172	0.0360148	1.8495	0.434049	23.8313	0.605511	33.8803	0.320187	18.1212	0.831926	47.2049
0.136384	7.33283	0.0382647	1.89912	0.43359	22.9542	0.607432	32.7492	0.322394	17.5738	0.830564	45.3869
0.14116	7.32349	0.0405594	1.94767	0.433151	22.1388	0.609395	31.6998	0.324653	17.0681	0.829223	43.6995
0.145915	7.31368	0.042897	1.99516	0.432737	21.379	0.611399	30.7238	0.326961	16.5995	0.827903	42.1292
0.150646	7.30338	0.0452757	2.04161	0.432349	20.6696	0.613443	29.8139	0.329316	16.1644	0.826605	40.6645
0.155352	7.29259	0.0476935	2.08703	0.43199	20.006	0.615524	28.9636	0.331716	15.7594	0.825329	39.2951
0.160033	7.28127	0.0501489	2.13143	0.431663	19.3841	0.617642	28.1673	0.334158	15.3815	0.824076	38.0122
0.164686	7.26942	0.0526401	2.17483	0.431371	18.8003	0.619794	27.4202	0.336642	15.0282	0.822847	36.8079
0.16931	7.25701	0.0551657	2.21726	0.431117	18.2516	0.621979	26.7179	0.339164	14.6973	0.821642	35.6753
0.173903	7.24402	0.0577238	2.25872	0.430904	17.7351	0.624196	26.0566	0.341723	14.3868	0.820461	34.6083
0.178464	7.23044	0.0603133	2.29923	0.430733	17.2482	0.626444	25.4328	0.344317	14.0949	0.819305	33.6016
