Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
387  Points		394  Points		225  Points		147  Points		123  Points		323  Points		168  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00363727	7.44647	0.000474616	0.536916	0.408191	-0.210731	0.444307	0.259661	0.816498	0.028004	0.204143	0.226232	0.612376	0.0333507
0.00972216	7.44548	0.000913357	0.621971	0.408019	-0.276795	0.444519	0.391609	0.816521	0.0441877	0.204328	0.346781	0.612403	0.0498369
0.0158054	7.44294	0.0014911	0.790037	0.407739	-0.402417	0.444947	0.650246	0.816571	0.0766216	0.20471	0.586841	0.612457	0.0828442
0.0218862	7.43919	0.00220452	0.953808	0.407361	-0.513532	0.445581	0.896285	0.816646	0.109004	0.205287	0.824284	0.612539	0.115873
0.0279633	7.4342	0.00304991	1.11258	0.406899	-0.607744	0.446411	1.12656	0.816749	0.141369	0.206057	1.05808	0.612647	0.14886
0.0340359	7.42798	0.0040228	1.2656	0.406368	-0.684182	0.447423	1.33951	0.816878	0.173779	0.207016	1.28725	0.612782	0.18185
0.0401029	7.42047	0.00511829	1.4124	0.405781	-0.743027	0.4486	1.53484	0.817033	0.206115	0.20816	1.51102	0.612944	0.214842
0.0461632	7.41161	0.00633109	1.55268	0.405154	-0.785142	0.449931	1.71313	0.817214	0.238469	0.209485	1.72874	0.613133	0.247758
0.0522157	7.40143	0.00765583	1.68609	0.404498	-0.812001	0.4514	1.87563	0.817422	0.270775	0.210986	1.93971	0.613349	0.280686
0.0582593	7.38991	0.00908667	1.81245	0.403827	-0.825133	0.452996	2.02386	0.817657	0.303069	0.212656	2.14352	0.613592	0.313641
0.064293	7.37698	0.0106179	1.93172	0.40315	-0.826093	0.454708	2.15939	0.817918	0.33534	0.214489	2.33978	0.613861	0.346564
0.0703155	7.36256	0.0122437	2.04391	0.402476	-0.816407	0.456525	2.28398	0.818205	0.367563	0.216479	2.5282	0.614158	0.379424
0.0763257	7.34667	0.0139583	2.14903	0.401815	-0.797368	0.458441	2.39896	0.818518	0.399776	0.218621	2.70872	0.614482	0.412243
0.0823222	7.32916	0.0157558	2.24731	0.401173	-0.770146	0.460446	2.50566	0.818858	0.431966	0.220906	2.8812	0.614832	0.44506
0.0883037	7.31001	0.017631	2.33896	0.400557	-0.735744	0.462536	2.60524	0.819224	0.464112	0.223329	3.04569	0.615209	0.477875
0.094269	7.28915	0.0195784	2.42415	0.399971	-0.695001	0.464704	2.69867	0.819617	0.496171	0.225884	3.20231	0.615613	0.510687
0.100216	7.26649	0.0215928	2.50317	0.399421	-0.648587	0.466946	2.78682	0.820035	0.528219	0.228563	3.35112	0.616044	0.543407
0.106145	7.24195	0.0236693	2.57636	0.398911	-0.597012	0.469258	2.87035	0.82048	0.56025	0.231361	3.49233	0.616501	0.576113
0.112052	7.21543	0.0258034	2.64399	0.398445	-0.540795	0.471637	2.9499	0.820951	0.592243	0.234271	3.62618	0.616985	0.608873
0.117937	7.18684	0.0279904	2.70636	0.398027	-0.480304	0.474079	3.02589	0.821448	0.624162	0.237287	3.75293	0.617496	0.641573
0.123797	7.15606	0.0302264	2.76378	0.39766	-0.415774	0.476582	3.09879	0.821971	0.656016	0.240404	3.8728	0.618034	0.674238
0.129632	7.12298	0.0325073	2.81659	0.397348	-0.347425	0.479144	3.16903	0.82252	0.687823	0.243616	3.98604	0.618598	0.706915
0.135438	7.08747	0.0348295	2.86507	0.397092	-0.275445	0.481761	3.23676	0.823095	0.71962	0.246918	4.09301	0.619189	0.739535
0.141215	7.04935	0.0371897	2.9095	0.396897	-0.19988	0.484433	3.30232	0.823696	0.751399	0.250305	4.19395	0.619807	0.772206
0.146959	7.00851	0.0395845	2.95019	0.396766	-0.120818	0.487158	3.36597	0.824323	0.783055	0.253773	4.28913	0.620451	0.804897
0.152669	6.96482	0.0420112	2.98739	0.3967	-0.0382659	0.489934	3.42781	0.824976	0.814633	0.257315	4.37876	0.621122	0.837542
0.158342	6.91805	0.0444668	3.02136	0.396703	0.0477586	0.49276	3.48801	0.825654	0.846224	0.260929	4.46316	0.62182	0.870264
0.163975	6.86808	0.046949	3.05231	0.396778	0.137301	0.495635	3.5467	0.826359	0.877755	0.264609	4.54259	0.622544	0.902972
0.169566	6.81474	0.0494552	3.08057	0.396928	0.230537	0.498557	3.60404	0.827089	0.909252	0.268353	4.61721	0.623295	0.935652
0.175113	6.75776	0.0519835	3.10626	0.397155	0.327406	0.501525	3.66009	0.827845	0.940678	0.272155	4.68737	0.624073	0.968445
0.180611	6.69707	0.0545318	3.1296	0.397463	0.42803	0.504539	3.715	0.828626	0.971965	0.276013	4.75319	0.624878	1.0013
0.186058	6.6324	0.0570982	3.15079	0.397854	0.532575	0.507596	3.76877	0.829433	1.00331	0.279923	4.81485	0.62571	1.03418
0.19145	6.56352	0.0596811	3.16996	0.398333	0.641205	0.510698	3.82146	0.830266	1.03459	0.283882	4.87261	0.626568	1.06712
0.196784	6.49031	0.0622789	3.18733	0.398902	0.753994	0.513842	3.87322	0.831124	1.06575	0.287887	4.92659	0.627454	1.10011
0.202057	6.41254	0.0648902	3.20305	0.399565	0.871011	0.517028	3.92404	0.832008	1.09694	0.291934	4.97701	0.628366	1.13326
0.207264	6.33006	0.0675137	3.21727	0.400326	0.992474	0.520255	3.97391	0.832917	1.12807	0.296021	5.02399	0.629306	1.1665
0.212402	6.24268	0.0698088	3.22847	0.401187	1.11849	0.523522	4.02296	0.833851	1.1591	0.300144	5.06767	0.630273	1.19982
0.217467	6.15026	0.0717713	3.23723	0.402154	1.24901	0.52683	4.0712	0.834811	1.1901	0.304303	5.10819	0.631267	1.23331
0.222454	6.05278	0.0733981	3.24402	0.403229	1.38421	0.530176	4.11865	0.835796	1.22112	0.308493	5.14572	0.632288	1.26697
0.227359	5.9501	0.0746867	3.24901	0.404416	1.52408	0.533561	4.16539	0.836807	1.2521	0.312168	5.17614	0.633337	1.30079
0.232178	5.84218	0.0756354	3.25257	0.405719	1.66854	0.536983	4.21134	0.837843	1.28299	0.315318	5.20027	0.634414	1.33471
0.236907	5.72905	0.0762431	3.25473	0.407143	1.81759	0.540443	4.25665	0.838904	1.31387	0.317933	5.21912	0.635519	1.3689
0.241541	5.61086	0.0771174	3.2577	0.40869	1.97096	0.54394	4.30124	0.83999	1.34472	0.320007	5.23336	0.636651	1.40336
0.246077	5.48781	0.0780686	3.2609	0.410364	2.12846	0.547473	4.34518	0.841101	1.37553	0.321536	5.24327	0.637812	1.43796
0.25051	5.36012	0.0793637	3.26497	0.412168	2.28982	0.551041	4.38853	0.842238	1.40634	0.322516	5.2495	0.639001	1.47284
0.254837	5.22809	0.0810038	3.2698	0.414106	2.45461	0.554645	4.43123	0.8434	1.43714	0.323927	5.25821	0.640219	1.50803
0.259054	5.09212	0.0829904	3.27527	0.41618	2.62228	0.558283	4.4733	0.844587	1.46793	0.325463	5.2673	0.641466	1.54351
0.263159	4.95288	0.0853248	3.28103	0.418392	2.79235	0.561956	4.51483	0.845799	1.4987	0.327556	5.27922	0.642742	1.5793
