Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
365  Points		363  Points		263  Points		164  Points		318  Points		179  Points	
Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)	Freq (MHz)	Vgr (m/ms)
0.00497572	7.44632	0.000292689	0.429348	0.444266	-0.095441	0.559058	0.210255	0.279509	0.0836951	0.838513	-0.175422
0.0101468	7.4454	0.000590847	0.50335	0.4442	-0.131526	0.559204	0.28582	0.279567	0.163719	0.838391	-0.266872
0.0153166	7.44322	0.000991786	0.650626	0.444084	-0.203028	0.559455	0.436456	0.279736	0.323409	0.838142	-0.446202
0.0204846	7.44024	0.00149449	0.796356	0.443918	-0.272826	0.55981	0.585517	0.280016	0.482322	0.837771	-0.616979
0.0256502	7.43634	0.00209784	0.940126	0.443705	-0.340395	0.560268	0.73241	0.280406	0.640076	0.837285	-0.776645
0.0308128	7.4315	0.00280022	1.08174	0.443445	-0.405272	0.560827	0.876832	0.280905	0.796297	0.836693	-0.923424
0.0359717	7.42573	0.00360025	1.22091	0.443142	-0.46693	0.561486	1.01828	0.281512	0.950729	0.836003	-1.05622
0.0411264	7.41912	0.00449594	1.35727	0.442797	-0.524998	0.562242	1.15633	0.282225	1.10296	0.835226	-1.17472
0.0462761	7.41149	0.00548535	1.49074	0.442413	-0.579128	0.563092	1.29074	0.283044	1.25275	0.834371	-1.27905
0.0514201	7.40291	0.00656641	1.6211	0.441992	-0.628921	0.564034	1.42131	0.283965	1.39983	0.833449	-1.36969
0.0565579	7.39342	0.00773687	1.74806	0.441539	-0.674265	0.565066	1.54781	0.284988	1.54384	0.832469	-1.4476
0.0616887	7.3828	0.00899428	1.87151	0.441056	-0.714936	0.566184	1.67002	0.286109	1.68465	0.831439	-1.51372
0.0668118	7.37117	0.0103362	1.99143	0.440546	-0.750684	0.567386	1.78787	0.287328	1.82213	0.830366	-1.5691
0.0719265	7.35855	0.0117602	2.10767	0.440013	-0.781498	0.568667	1.90145	0.28864	1.95597	0.829259	-1.6148
0.077032	7.34479	0.0132635	2.22015	0.439461	-0.807357	0.570026	2.01057	0.290044	2.08609	0.828124	-1.65178
0.0821276	7.32984	0.0148437	2.32888	0.438892	-0.828123	0.57146	2.11533	0.291538	2.21238	0.826965	-1.68103
0.0872123	7.31372	0.0164981	2.43373	0.438311	-0.84381	0.572964	2.21587	0.293117	2.33477	0.825789	-1.70336
0.0922855	7.2964	0.0182239	2.53474	0.43772	-0.854549	0.574537	2.3122	0.29478	2.45319	0.824599	-1.71953
0.0973462	7.27778	0.0200185	2.63202	0.437124	-0.860304	0.576176	2.40444	0.296524	2.56758	0.823401	-1.73025
0.102394	7.25784	0.0218795	2.72556	0.436525	-0.861104	0.577877	2.49261	0.298346	2.67795	0.822196	-1.73606
0.107427	7.23652	0.023804	2.81536	0.435928	-0.857004	0.579638	2.57697	0.300244	2.78421	0.820989	-1.73756
0.112444	7.21374	0.0257897	2.9015	0.435335	-0.848117	0.581456	2.65765	0.302213	2.88648	0.819783	-1.73515
0.117446	7.1895	0.0278339	2.98406	0.43475	-0.834567	0.583329	2.7347	0.304253	2.98479	0.81858	-1.72926
0.12243	7.16373	0.0299342	3.06312	0.434176	-0.816312	0.585254	2.80833	0.306359	3.07913	0.817381	-1.72033
0.127395	7.13625	0.0320882	3.13878	0.433616	-0.79346	0.587229	2.87873	0.308529	3.16954	0.81619	-1.70846
0.132341	7.10703	0.0342936	3.2111	0.433074	-0.766131	0.589252	2.94604	0.310761	3.25612	0.815008	-1.69406
0.137266	7.07602	0.0365481	3.28017	0.432552	-0.734271	0.591321	3.01031	0.313052	3.33898	0.813837	-1.67734
0.142169	7.04318	0.0388494	3.34619	0.432054	-0.698066	0.593433	3.07172	0.315398	3.41812	0.812679	-1.65844
