Sym0		Asym0		Sym1		Sym2		Sym3		Asym1		Asym2	
381  Points		394  Points		200  Points		134  Points		118  Points		310  Points		151  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00590494	7.44702	0.000593859	0.25266	0.353553	7145.65	0.444286	1937.5	0.707123	954.893	0.176797	511.567	0.530353	653.498
0.0128421	7.44633	0.00115234	0.351098	0.353575	360.36	0.444372	382.748	0.707189	422.904	0.17705	138.614	0.530436	304.279
0.0197765	7.44509	0.00188712	0.447841	0.353636	184.872	0.444572	212.44	0.707305	271.631	0.177593	80.3955	0.530579	198.351
0.0267068	7.44335	0.00279173	0.542557	0.353736	124.355	0.444887	147.099	0.707472	200.099	0.178421	56.8096	0.530783	147.168
0.0336314	7.44105	0.00385819	0.634862	0.353876	93.7107	0.445316	112.565	0.70769	158.415	0.179529	44.0844	0.531047	117.013
0.0405487	7.43822	0.00507773	0.724469	0.354055	75.2037	0.445859	91.2191	0.707958	131.128	0.180909	36.1523	0.531371	97.1422
0.0474573	7.43484	0.00644103	0.811152	0.354275	62.8186	0.446516	76.7278	0.708277	111.88	0.182552	30.7546	0.531755	83.0643
0.0543555	7.4309	0.0079383	0.89473	0.354535	53.9516	0.447286	66.2531	0.708646	97.5775	0.18445	26.8585	0.532199	72.5717
0.0612416	7.42639	0.00955955	0.975068	0.354835	47.2922	0.448169	58.3335	0.709066	86.5338	0.18659	23.9243	0.532702	64.4519
0.068114	7.4213	0.011295	1.0521	0.355178	42.1089	0.449164	52.1401	0.709535	77.7507	0.188961	21.6429	0.533265	57.9837
0.074971	7.41562	0.0131349	1.12578	0.355562	37.9613	0.450271	47.1673	0.710055	70.5997	0.191553	19.8242	0.533886	52.7113
0.0818105	7.40932	0.0150701	1.19613	0.355989	34.5683	0.451489	43.0894	0.710625	64.6659	0.194352	18.345	0.534567	48.3324
0.0886308	7.40239	0.0170915	1.26316	0.35646	31.7423	0.452817	39.6872	0.711244	59.6638	0.197347	17.122	0.535305	44.6389
0.0954297	7.39481	0.0191909	1.32695	0.356975	29.3529	0.454254	36.8075	0.711913	55.3908	0.200526	16.0967	0.536101	41.4824
0.102205	7.38655	0.0213604	1.38757	0.357536	27.307	0.4558	34.3403	0.712632	51.699	0.203879	15.227	0.536955	38.7545
