Sym0		Asym0		Sym1		Sym2		Asym1		Asym2	
365  Points		363  Points		263  Points		164  Points		318  Points		179  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00497572	7.44707	0.000292689	0.177756	0.444266	792.48	0.559058	913.39	0.279509	17553.6	0.838513	2734.94
0.0101468	7.44669	0.000590847	0.252388	0.4442	353.931	0.559204	428.012	0.279567	393.552	0.838391	837.523
0.0153166	7.44594	0.000991786	0.326732	0.444084	227.795	0.559455	279.594	0.279736	199.127	0.838142	494.339
0.0204846	7.44494	0.00149449	0.400678	0.443918	167.9	0.55981	207.691	0.280016	133.388	0.837771	350.543
0.0256502	7.44364	0.00209784	0.474156	0.443705	132.91	0.560268	165.278	0.280406	100.371	0.837285	271.461
0.0308128	7.44206	0.00280022	0.547046	0.443445	109.959	0.560827	137.313	0.280905	80.5313	0.836693	221.417
0.0359717	7.44015	0.00360025	0.619319	0.443142	93.7416	0.561486	117.497	0.281512	67.3056	0.836003	186.889
0.0411264	7.43795	0.00449594	0.690865	0.442797	81.671	0.562242	102.727	0.282225	57.8682	0.835226	161.624
0.0462761	7.43546	0.00548535	0.761628	0.442413	72.3351	0.563092	91.298	0.283044	50.8023	0.834371	142.332
0.0514201	7.43264	0.00656641	0.831551	0.441992	64.8977	0.564034	82.196	0.283965	45.319	0.833449	127.116
0.0565579	7.42952	0.00773687	0.900576	0.441539	58.8323	0.565066	74.7787	0.284988	40.9444	0.832469	114.807
0.0616887	7.42608	0.00899428	0.96864	0.441056	53.7906	0.566184	68.6204	0.286109	37.3764	0.831439	104.643
0.0668118	7.42231	0.0103362	1.0357	0.440546	49.5333	0.567386	63.4276	0.287328	34.4136	0.830366	96.1081
0.0719265	7.41822	0.0117602	1.10172	0.440013	45.8903	0.568667	58.9913	0.28864	31.9162	0.829259	88.8393
0.077032	7.41379	0.0132635	1.16666	0.439461	42.7374	0.570026	55.1587	0.290044	29.7843	0.828124	82.5744
